entry,cost_bp,schedule,deck_vs_H30,deck_ci_lo,deck_ci_hi,holdout_vs_H30,holdout_ci_lo,holdout_ci_hi,adopted
13:30,0.0,H0,-1.860995309938611,-3.1987287086572227,-0.695759529902773,-0.15229130409467495,-1.6646345567417427,1.5210940056503643,False
13:30,0.0,Hband,-0.44701323126871917,-1.1301887276429443,0.10779762159243575,-0.17968702948291382,-1.220222251935558,0.7081562764397501,False
13:30,0.0,Hhalf,-1.1778723937590727,-2.1524186149342888,-0.39125591429365825,0.08905939057682621,-0.9994982964030085,1.1724613129302617,False
13:30,0.25,H60,-0.728153121534088,-1.3777462750069205,-0.1666668846262402,0.01715449813651504,-0.806817253658806,0.8225017530554438,False
13:30,0.25,Hlast,-0.39269043322593766,-1.2805204915483979,0.4009065296033083,0.12980668388323258,-1.08319033645287,1.314039189519996,False
13:30,0.25,Hnone,-1.5000568487992814,-2.7725873623154182,-0.37101076264256067,0.20759807931517527,-1.2040235687547893,1.840586130393231,False
13:30,0.25,H0,-1.5100132945252238,-2.7904189311748566,-0.3933830070389413,0.27217467334213596,-1.1722550301958838,1.9200592670093806,False
13:30,0.25,Hband,-0.32523893915721946,-0.9730849894204184,0.21389812091821717,-0.03274546322596539,-1.0121082101866745,0.8257349390343603,False
13:30,0.25,Hhalf,-0.9583728486561631,-1.867298911572978,-0.2168424199013308,0.3493133002208908,-0.6541237267227411,1.4201590522811216,False
13:30,0.5,H60,-0.5572377074239835,-1.1738176348483498,0.00148566539690269,0.19947905902693308,-0.5865882944888614,0.9747153365763239,False
13:30,0.5,Hlast,-0.29034286131517484,-1.1452336846626543,0.4795225726064086,0.27615555155802163,-0.8887590160900671,1.4009394675744644,False
13:30,0.5,Hnone,-1.1641517668149972,-2.380014686479062,-0.09222040994433041,0.6142084473415519,-0.7275490362474173,2.2061279323754874,False
13:30,0.5,H0,-1.1608088395211862,-2.36782862411212,-0.09448050415449248,0.6940055736097037,-0.6820975036196393,2.332197632827251,False
13:30,0.5,Hband,-0.20352186226784463,-0.8172166493700422,0.31809965183673106,0.1142024850006802,-0.8014246071222448,0.9330020132360551,False
13:30,0.5,Hhalf,-0.7403893999368711,-1.5865564207051035,-0.033378434562869104,0.6072534962286185,-0.3465843048988172,1.6495449569446803,False
13:30,1.0,H60,-0.21909159609239162,-0.7829095694844745,0.34057004521524264,0.5605774646421937,-0.13719454956716964,1.3213184978711456,False
13:30,1.0,Hlast,-0.08700315540815953,-0.866410813463909,0.6428277503953786,0.5658028270140596,-0.5309857831362549,1.632062955035611,False
13:30,1.0,Hnone,-0.49783281568125226,-1.595608974589194,0.4789836520481954,1.4192965574559115,0.19108282584984976,2.9921613736807338,False
13:30,1.0,H0,-0.4678928688219401,-1.5793754973132186,0.5265324204285635,1.5295321908672048,0.2704233328114451,3.1352184978157878,False
13:30,1.0,Hband,0.03970569412075864,-0.5065898300106019,0.5355160477663944,0.40806054916804824,-0.4194632780327034,1.1641547336617277,False
13:30,1.0,Hhalf,-0.30912256100232643,-1.0783854265656878,0.31522900570710544,1.1159794562961682,0.2713660058083281,2.104553044803339,False
