treatment,unit,book,period,n,mean,sd,Sharpe_ann,t_hac,t_lag,MaxDD,worst,worst_date
hold,premium,fixed 13:30,all,1279,0.07515367890009061,0.5559242313071531,2.146025662673973,5.098143298930611,16,-10.321788114104853,-6.742309029989063,2021-11-22
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2020,158,0.11481683478808742,0.3292222982298746,5.536261537681652,4.730386583832162,8,-1.6110674809272476,-1.2691628258951666,2020-07-13
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2021,158,0.11798821505125595,0.4084725578547425,4.5853872235849185,3.851285013660071,8,-3.2999012412674986,-2.01918079038099,2021-06-14
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2022,219,0.14472598724876565,0.5739500166293617,4.002881359849938,3.424964727422536,9,-4.7473777590235,-1.2705480180083537,2022-12-09
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2023,248,0.08618402459415733,0.3698387168277849,3.699258390553946,4.427710725241816,9,-2.369331187972673,-1.9182185596116839,2023-11-30
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H1,83,0.08130706853798535,0.40400405002362433,3.194793960663723,2.1000878631846125,6,-2.0316213653303308,-1.8152988729273392,2024-04-04
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H2,166,0.08608039887873133,0.39663213768567257,3.4452174680437126,2.5193882342703393,8,-2.8290705110869077,-1.8258275126166381,2024-07-25
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2025,247,0.08315345847283284,0.5161958960095473,2.5572079143765616,2.8793261192826325,9,-5.489395559919604,-3.021561835264024,2025-05-21
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),deck in-sample,866,0.11154770654745925,0.43366839937923085,4.083223374356698,7.582999201216978,14,-4.7473777590235,-2.01918079038099,2021-06-14
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),unseen,413,0.0843299042534119,0.4712791984593519,2.840557641454992,3.833116132092528,11,-5.489395559919604,-3.021561835264024,2025-05-21
hold,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),all,1279,0.10275884622889665,0.44615651596393674,3.6562194082880617,8.43405259078499,16,-5.489395559919615,-3.021561835264024,2025-05-21
hold,index points per contract,"causal, expanding",2020,158,1.1105323045780788,4.0128252484834475,4.393202472887332,3.3391846037744837,8,-17.78646235321071,-15.737619162136864,2020-07-13
hold,index points per contract,"causal, expanding",2021,158,1.493738879400143,5.379219700233577,4.408142985930997,4.396828022498813,8,-34.39719357455206,-15.758224862330788,2021-03-08
hold,index points per contract,"causal, expanding",2022,219,1.5776825115935438,9.557579767799437,2.620426305552057,2.3415864751738895,9,-108.56379419456478,-38.65324899225731,2022-10-13
hold,index points per contract,"causal, expanding",2023,248,1.2681577393838093,6.315917240605265,3.1874040211045105,3.447901912485817,9,-41.6096622894231,-29.963389980672364,2023-02-07
hold,index points per contract,"causal, expanding",2024H1,83,1.2131576853509045,6.545330098393979,2.9422933495740455,2.3047885698131294,6,-22.325974733822413,-22.325974733822413,2024-02-21
hold,index points per contract,"causal, expanding",2024H2,166,1.2367768831601742,9.260721683576504,2.1200533858512496,1.588793128463574,8,-92.0115506843249,-53.67932904505364,2024-07-25
hold,index points per contract,"causal, expanding",2025,247,0.3629604073666796,13.763177542725492,0.41864008685806603,0.480335287564453,9,-154.88186773884712,-121.1504078193078,2025-04-09
hold,index points per contract,"causal, expanding",deck in-sample,866,1.3535594969501785,6.832234710119013,3.144957952064396,5.892315599887437,14,-108.56379419456471,-38.65324899225731,2022-10-13
hold,index points per contract,"causal, expanding",unseen,413,0.714179620397479,12.150445253418166,0.9330728023175984,1.294345878845521,11,-154.88186773884712,-121.1504078193078,2025-04-09
hold,index points per contract,"causal, expanding",all,1279,1.1470982858350378,8.903804900402688,2.045150468333422,4.927661046492598,16,-154.88186773884695,-121.1504078193078,2025-04-09
hold,index points per contract,"causal, rolling 126",2020,158,1.1105323045780788,4.0128252484834475,4.393202472887332,3.3391846037744837,8,-17.78646235321071,-15.737619162136864,2020-07-13
hold,index points per contract,"causal, rolling 126",2021,158,1.206456889807772,5.864679936772131,3.265635907532914,2.695656289475526,8,-68.56445202336278,-28.951090129532485,2021-11-30
hold,index points per contract,"causal, rolling 126",2022,219,1.242863653310621,8.628478558763845,2.2865964963530256,2.1042010611931974,9,-98.15856724057014,-29.087877466054834,2022-09-21
hold,index points per contract,"causal, rolling 126",2023,248,0.677140946005649,6.478887449718347,1.6591242489460247,1.6590232138414707,9,-82.47817431450844,-38.87506163297137,2023-02-07
hold,index points per contract,"causal, rolling 126",2024H1,83,0.9500151156639902,6.313782787244345,2.3885874657048833,1.6414047797898652,6,-32.179958805123036,-22.075703048377893,2024-02-21
hold,index points per contract,"causal, rolling 126",2024H2,166,1.5143119554431983,8.924830040165217,2.693491858182517,2.1003487793590208,8,-67.65907586940963,-53.67932904505364,2024-07-25
hold,index points per contract,"causal, rolling 126",2025,247,-0.14935802162675574,14.880979230459417,-0.1593299105188534,-0.15687723916867677,9,-287.72887556840675,-147.9566568188621,2025-04-09
hold,index points per contract,"causal, rolling 126",deck in-sample,866,1.022001896071019,6.6142630358464825,2.452847286344137,4.546628019622668,14,-115.05391186526572,-38.87506163297137,2023-02-07
hold,index points per contract,"causal, rolling 126",unseen,413,0.5193325744836855,12.836969874878992,0.6422192401530642,0.8067299081862666,11,-292.05219516994543,-147.9566568188621,2025-04-09
hold,index points per contract,"causal, rolling 126",all,1279,0.8596856882402383,9.098902804993266,1.4998607538813635,3.4325706121454203,16,-292.0521951699452,-147.9566568188621,2025-04-09
hold,index points per contract,"causal, rolling 252",2020,158,1.1105323045780788,4.0128252484834475,4.393202472887332,3.3391846037744837,8,-17.78646235321071,-15.737619162136864,2020-07-13
hold,index points per contract,"causal, rolling 252",2021,158,1.345476866439965,5.746248609689406,3.716996000543416,3.3433126191014724,8,-55.42800318334881,-25.518584198055088,2021-11-22
hold,index points per contract,"causal, rolling 252",2022,219,1.2213834146960227,9.474417663584575,2.046443519055467,1.87418388539653,9,-108.56379419456478,-38.65324899225731,2022-10-13
hold,index points per contract,"causal, rolling 252",2023,248,0.9903268374921584,6.511764511743805,2.4142382826823092,2.642500264620746,9,-64.63747756526614,-38.74905253453687,2023-02-07
hold,index points per contract,"causal, rolling 252",2024H1,83,1.5017732533665318,6.382930652187963,3.734947569252612,2.768751404040372,6,-26.996037984684378,-20.655856518325344,2024-02-21
hold,index points per contract,"causal, rolling 252",2024H2,166,1.593175594364284,8.769008980115881,2.884120493275885,2.12584813128503,8,-67.65907586940963,-53.67932904505364,2024-07-25
hold,index points per contract,"causal, rolling 252",2025,247,0.5987877970145375,14.448212774328486,0.6578987825327021,0.8146433995792195,9,-228.1523017102482,-147.9566568188621,2025-04-09
hold,index points per contract,"causal, rolling 252",deck in-sample,866,1.1845042177445233,6.894599257792392,2.7272682311597323,5.156853202463786,14,-108.56379419456471,-38.74905253453687,2023-02-07
hold,index points per contract,"causal, rolling 252",unseen,413,0.9984690908645569,12.477031078771102,1.2703507218349703,1.8731202968862941,11,-228.15230171024822,-147.9566568188621,2025-04-09
hold,index points per contract,"causal, rolling 252",all,1279,1.1244318898309766,9.075691193559956,1.9667706293273772,5.040634066371121,16,-228.15230171024814,-147.9566568188621,2025-04-09
hold,index points per contract,fixed 11:00,2020,158,2.0526617270367127,6.866659418992823,4.745392591155539,3.699745355882967,8,-61.0009012562137,-27.661704688675655,2020-02-28
hold,index points per contract,fixed 11:00,2021,158,1.493738879400143,5.379219700233577,4.408142985930997,4.396828022498813,8,-34.39719357455206,-15.758224862330788,2021-03-08
hold,index points per contract,fixed 11:00,2022,219,1.5776825115935438,9.557579767799437,2.620426305552057,2.3415864751738895,9,-108.56379419456478,-38.65324899225731,2022-10-13
hold,index points per contract,fixed 11:00,2023,248,1.2681577393838093,6.315917240605265,3.1874040211045105,3.447901912485817,9,-41.6096622894231,-29.963389980672364,2023-02-07
hold,index points per contract,fixed 11:00,2024H1,83,1.2131576853509045,6.545330098393979,2.9422933495740455,2.3047885698131294,6,-22.325974733822413,-22.325974733822413,2024-02-21
hold,index points per contract,fixed 11:00,2024H2,166,1.1319713753535925,9.090878306648035,1.9766504287528843,1.6730497039279872,8,-86.21757168477052,-48.00720656939626,2024-07-25
hold,index points per contract,fixed 11:00,2025,247,0.12284914404546124,11.886279788460065,0.1640689718091607,0.1585609265436463,9,-187.56449549877462,-62.84087158842818,2025-04-09
hold,index points per contract,fixed 11:00,deck in-sample,866,1.5254491606320078,7.236275447739431,3.346439045212401,6.22677347740963,14,-108.56379419456471,-38.65324899225731,2022-10-13
hold,index points per contract,fixed 11:00,unseen,413,0.528452752755267,10.849046588137846,0.7732409767508919,0.968293273087926,11,-215.68836455998223,-62.84087158842818,2025-04-09
hold,index points per contract,fixed 11:00,all,1279,1.2035105238430372,8.579267380563858,2.226896124173581,4.90896899783952,16,-215.68836455998144,-62.84087158842818,2025-04-09
hold,index points per contract,fixed 13:30,2020,158,-0.2876666425550085,10.180452934178096,-0.44856220147197723,-0.29132475850552275,8,-192.19885736752235,-75.84721307472019,2020-03-13
hold,index points per contract,fixed 13:30,2021,158,0.4900528088455553,6.355844546143303,1.2239675014840554,1.239613356283979,8,-48.38705194654149,-45.847701886173155,2021-11-22
hold,index points per contract,fixed 13:30,2022,219,1.5511982149417471,8.12926922995138,3.0291170791456685,2.4974567472684583,9,-121.00023144531106,-31.582420386100345,2022-09-21
hold,index points per contract,fixed 13:30,2023,248,1.1209239743707546,5.78130549240917,3.0778716800443315,3.8496735378498483,9,-36.02716358225311,-26.06907558351268,2023-03-22
hold,index points per contract,fixed 13:30,2024H1,83,0.5022689722584411,6.6705069111948685,1.1953023746632745,0.671242567163646,6,-44.99955610594735,-22.13869656352861,2024-04-04
hold,index points per contract,fixed 13:30,2024H2,166,1.3787803663642726,8.019312833530638,2.7293435517758726,2.1018746613660677,8,-52.66046490627079,-34.934187056719395,2024-12-18
hold,index points per contract,fixed 13:30,2025,247,1.0351368018001303,9.682802243020015,1.6970590631249192,2.353107850381494,9,-92.66270041290443,-39.48886167739127,2025-04-16
hold,index points per contract,fixed 13:30,deck in-sample,866,0.7983451428262665,7.5481790630095436,1.6789925284092098,2.7816746504886214,14,-192.19885736752235,-75.84721307472019,2020-03-13
hold,index points per contract,fixed 13:30,unseen,413,1.1732598810196162,9.04236381787241,2.0597405264484365,3.2104319367411995,11,-92.66270041290448,-39.48886167739127,2025-04-16
hold,index points per contract,fixed 13:30,all,1279,0.9194083069184115,8.059326045936114,1.8109646287307026,4.121129763037136,16,-192.19885736752235,-75.84721307472019,2020-03-13
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2020,158,2.0526617270367127,6.866659418992823,4.745392591155539,3.699745355882967,8,-61.0009012562137,-27.661704688675655,2020-02-28
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2021,158,1.493738879400143,5.379219700233577,4.408142985930997,4.396828022498813,8,-34.39719357455206,-15.758224862330788,2021-03-08
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2022,219,1.7990573553946925,8.857246105604245,3.2243825902302956,2.5246463572082627,9,-118.65378674195674,-29.087877466054834,2022-09-21
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2023,248,1.4253361478688698,6.273619283373371,3.6066118885404297,4.108836322565655,9,-47.168337227926514,-28.747438669412908,2023-02-07
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H1,83,1.5017732533665318,6.382930652187963,3.734947569252612,2.768751404040372,6,-26.996037984684378,-20.655856518325344,2024-02-21
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H2,166,1.593175594364284,8.769008980115881,2.884120493275885,2.12584813128503,8,-67.65907586940963,-53.67932904505364,2024-07-25
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2025,247,1.0351368018001303,9.682802243020015,1.6970590631249192,2.353107850381494,9,-92.66270041290443,-39.48886167739127,2025-04-16
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),deck in-sample,866,1.6541055442833286,6.981307276239819,3.7612026566897874,6.5600620028788255,14,-118.65378674195654,-29.087877466054834,2022-09-21
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),unseen,413,1.2594332656394753,9.319414796728239,2.1452938536015043,3.19940799532018,11,-92.66270041290448,-53.67932904505364,2024-07-25
hold,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),all,1279,1.5266625020003644,7.811617406861204,3.1024325226216596,7.288695538975718,16,-118.65378674195654,-53.67932904505364,2024-07-25
flatten,premium,"causal, expanding",2020,158,0.03128620419747166,0.2613120493981707,1.9006130631404694,1.6331700398010827,8,-1.8740174687955933,-1.3785845018153144,2020-07-13
flatten,premium,"causal, expanding",2021,158,0.06944585752504245,0.30156482051443156,3.655661193134954,2.3727852659635587,8,-3.7457744460376574,-1.201766066802261,2021-11-22
flatten,premium,"causal, expanding",2022,219,0.009985443275154252,0.3081958924173106,0.5143287166402852,0.4991972730365645,9,-5.488065810231124,-1.3136985558151433,2022-11-08
flatten,premium,"causal, expanding",2023,248,0.06262868121359609,0.3348829389347546,2.9687970839876354,3.3573945291814367,9,-2.4205151367039814,-1.7483518880058766,2023-12-20
flatten,premium,"causal, expanding",2024H1,83,0.04546643045882111,0.3776861106904239,1.9109974858639085,1.2347916664989815,6,-2.202797320831746,-2.202797320831746,2024-04-04
flatten,premium,"causal, expanding",2024H2,166,0.060533142038881195,0.3195026294726111,3.007592898560945,2.3146842539790393,8,-2.195237302075422,-1.2522362831153655,2024-12-18
flatten,premium,"causal, expanding",2025,247,-0.0010339194717790237,0.41435739346712774,-0.039610643002245496,-0.04077903442660313,9,-5.709290848533546,-2.729987953033602,2025-10-10
flatten,premium,"causal, expanding",deck in-sample,866,0.043196425517863735,0.31452173468602024,2.1802054391175605,4.050276834708731,14,-6.067691808386799,-2.202797320831746,2024-04-04
flatten,premium,"causal, expanding",unseen,413,0.023712163363014186,0.379882703990405,0.9908819745706104,1.2774514588308399,11,-5.7092908485335485,-2.729987953033602,2025-10-10
flatten,premium,"causal, expanding",all,1279,0.03690479121766603,0.33698867972643365,1.7384720429416705,4.006623724519343,16,-6.067691808386799,-2.729987953033602,2025-10-10
flatten,premium,"causal, rolling 126",2020,158,0.03128620419747166,0.2613120493981707,1.9006130631404694,1.6331700398010827,8,-1.8740174687955933,-1.3785845018153144,2020-07-13
flatten,premium,"causal, rolling 126",2021,158,0.056767025616193505,0.3318774707581825,2.715305117388626,1.7154558834493305,8,-5.125076053789388,-1.4301221203538255,2021-11-30
flatten,premium,"causal, rolling 126",2022,219,0.007621897356666719,0.3069498808494516,0.39418119078712927,0.41232533801386834,9,-5.14019248858379,-1.269337654970231,2022-11-08
flatten,premium,"causal, rolling 126",2023,248,0.04216884354177887,0.40599770774470056,1.648801522153845,1.8430343630480432,9,-3.8521049410702677,-3.2255060138656395,2023-12-20
flatten,premium,"causal, rolling 126",2024H1,83,0.017329599147338944,0.3959065868863329,0.6948579970576682,0.4629244034849156,6,-2.273382257906852,-1.91257621023938,2024-04-04
flatten,premium,"causal, rolling 126",2024H2,166,0.058100965964774966,0.3639322495131181,2.534329514590846,2.0619288176980524,8,-1.9730262923309159,-1.678581023636916,2024-12-18
flatten,premium,"causal, rolling 126",2025,247,0.01229426180478258,0.40774336601443656,0.47864753175294816,0.5144093706527638,9,-4.541233439019901,-2.672219117409076,2025-05-21
flatten,premium,"causal, rolling 126",deck in-sample,866,0.03172960249337113,0.3440493785950016,1.4640102721164674,2.8328711178429518,14,-7.283476340373895,-3.2255060138656395,2023-12-20
flatten,premium,"causal, rolling 126",unseen,413,0.030705673162067647,0.3909183192284232,1.246903575959422,1.7007158093205506,11,-5.4115107814120815,-2.672219117409076,2025-05-21
flatten,premium,"causal, rolling 126",all,1279,0.03139896698607767,0.3596979475226158,1.3857269741178977,3.3900682273667653,16,-7.283476340373895,-3.2255060138656395,2023-12-20
flatten,premium,"causal, rolling 252",2020,158,0.03128620419747166,0.2613120493981707,1.9006130631404694,1.6331700398010827,8,-1.8740174687955933,-1.3785845018153144,2020-07-13
flatten,premium,"causal, rolling 252",2021,158,0.068043107458072,0.3076111505888694,3.51141641819177,2.242328341641269,8,-3.8172042301730844,-1.3015739739235332,2021-11-22
flatten,premium,"causal, rolling 252",2022,219,-0.001650217052496647,0.3120763808084807,-0.08394221796997013,-0.08884588445848834,9,-5.488065810231124,-1.231924476137441,2022-10-13
flatten,premium,"causal, rolling 252",2023,248,0.06899404079863017,0.3554707103674099,3.081115859755886,3.6348940211921854,9,-2.5047395754388573,-1.8237688112485122,2023-07-27
flatten,premium,"causal, rolling 252",2024H1,83,0.05876431649775327,0.3484901712848402,2.676846239499817,1.5568759197173545,6,-2.273382257906853,-1.91257621023938,2024-04-04
flatten,premium,"causal, rolling 252",2024H2,166,0.06280813790000524,0.3222252931166192,3.0942582735301816,2.375178705753906,8,-2.052237708120271,-1.2522362831153655,2024-12-18
flatten,premium,"causal, rolling 252",2025,247,0.03738602733649518,0.38505393333588717,1.5413030063205941,1.7867165896184298,9,-3.4060471303018685,-2.672219117409076,2025-05-21
flatten,premium,"causal, rolling 252",deck in-sample,866,0.04309537424301726,0.32026525092958075,2.1360976735378485,3.9994312443591,14,-6.139121592522221,-1.91257621023938,2024-04-04
flatten,premium,"causal, rolling 252",unseen,413,0.047604115359600914,0.36092362918306553,2.093772318146306,2.9121456794489973,11,-3.488168455030209,-2.672219117409076,2025-05-21
flatten,premium,"causal, rolling 252",all,1279,0.04455128517433004,0.33380028949423046,2.118721131216398,5.0708136295368,16,-6.139121592522221,-2.672219117409076,2025-05-21
flatten,premium,fixed 11:00,2020,158,0.04590588195286951,0.31531329208146663,2.3111403879098256,1.9637954228994023,8,-2.2952756470590447,-1.3785845018153144,2020-07-13
flatten,premium,fixed 11:00,2021,158,0.06944585752504245,0.30156482051443156,3.655661193134954,2.3727852659635587,8,-3.7457744460376574,-1.201766066802261,2021-11-22
flatten,premium,fixed 11:00,2022,219,0.009985443275154252,0.3081958924173106,0.5143287166402852,0.4991972730365645,9,-5.488065810231124,-1.3136985558151433,2022-11-08
flatten,premium,fixed 11:00,2023,248,0.06262868121359609,0.3348829389347546,2.9687970839876354,3.3573945291814367,9,-2.4205151367039814,-1.7483518880058766,2023-12-20
flatten,premium,fixed 11:00,2024H1,83,0.04546643045882111,0.3776861106904239,1.9109974858639085,1.2347916664989815,6,-2.202797320831746,-2.202797320831746,2024-04-04
flatten,premium,fixed 11:00,2024H2,166,0.06366363567410933,0.3216197441291846,3.142309835634784,2.5010142675633222,8,-2.195237302075422,-1.2281311111310043,2024-12-18
flatten,premium,fixed 11:00,2025,247,-0.0009611650693193933,0.40981338774049986,-0.03723163495934704,-0.03403147395636634,9,-6.23144205601364,-2.914750455745223,2025-05-21
flatten,premium,fixed 11:00,deck in-sample,866,0.0458637570251996,0.3233325747111639,2.2517513811560903,4.253841360985766,14,-6.06769180838681,-2.202797320831746,2024-04-04
flatten,premium,fixed 11:00,unseen,413,0.025013936440145913,0.3777715253277775,1.0511219193767454,1.24333782571834,11,-7.399539830315756,-2.914750455745223,2025-05-21
flatten,premium,fixed 11:00,all,1279,0.03913117227021354,0.34185028767683406,1.8171349401107044,4.049594165016551,16,-7.399539830315732,-2.914750455745223,2025-05-21
