period,clock,n,implied_var_rem_mean,realised_var_rem_mean,implied_over_realised,implied_vol_rem_pct,realised_vol_rem_pct
2021,14:30,158,1.1196763034421437e-05,1.0450525838203506e-05,1.0714066648675176,0.33461564569549695,0.3232727306501974
2021,15:00,158,8.635474660587514e-06,8.588431060825784e-06,1.0054775545648038,0.29386178146515607,0.29306025081586523
2022,10:00,218,0.00012711712388733919,0.0001158962019688756,1.0968187199221335,1.1274623004222324,1.0765509833206952
2022,10:30,218,0.00010751913033876972,9.741289698531772e-05,1.1037463587082852,1.0369143182479916,0.9869797210952094
2022,11:00,218,9.405853972407058e-05,8.731824457344467e-05,1.0771922887771357,0.9698378200713281,0.9344423180349051
2022,11:30,218,8.465424895123829e-05,7.695724991811993e-05,1.1000165551823606,0.9200774366934463,0.8772528137208792
2022,12:00,219,7.560660406804527e-05,6.993046413407867e-05,1.081168343500247,0.8695205809412752,0.8362443670009304
2022,12:30,219,6.992456308787704e-05,6.302546290128103e-05,1.1094652838552304,0.836209083231443,0.7938857783162577
2022,13:00,219,6.381630846932903e-05,5.797937679485788e-05,1.1006725493984408,0.7988511029555447,0.761441900573234
2022,13:30,219,5.839548291647372e-05,5.1886070876613644e-05,1.1254558676323674,0.7641693720404772,0.7203198655917636
2022,14:00,219,5.3563231950065975e-05,4.425554690609845e-05,1.2103168008231058,0.7318690589857313,0.6652484265753542
2022,14:30,219,4.018678099970448e-05,3.408591573680147e-05,1.1789849306092166,0.6339304457091841,0.5838314460253188
2022,15:00,219,2.7900965080871772e-05,2.2687256126869576e-05,1.2298078236013459,0.5282136412558064,0.4763114120706072
2023,10:00,248,4.6532147345553166e-05,3.9954430134592404e-05,1.164630485000105,0.6821447598974368,0.6320951679501466
2023,10:30,248,3.968066706937656e-05,3.42613171578453e-05,1.1581769284164931,0.6299259247671631,0.5853316765548
2023,11:00,248,3.496175537331425e-05,2.9265879653954528e-05,1.1946251329776816,0.5912846638744679,0.5409794788525211
2023,11:30,248,3.103289414938153e-05,2.6080042705842024e-05,1.1899096370125977,0.5570717561444084,0.51068623151444
2023,12:00,248,2.74799966963999e-05,2.3395388824182573e-05,1.1745902965286596,0.524213665373194,0.4836878003855645
2023,12:30,248,2.4607566474407106e-05,2.147490802534596e-05,1.1458752906118992,0.49606014226509976,0.46341027206295243
2023,13:00,248,2.226215981474594e-05,1.9222373205618986e-05,1.158137945643381,0.47182793277577306,0.43843326978707925
2023,13:30,248,1.9910270854878437e-05,1.6042863897868315e-05,1.241067117544019,0.4462092654223849,0.4005354403528895
2023,14:00,248,1.7074139262748454e-05,1.3947032366002086e-05,1.2242130665996835,0.41320865507329896,0.37345725814344655
2023,14:30,248,1.3205497677049245e-05,1.0745112154058979e-05,1.2289771840176515,0.36339369390578646,0.3277973787884671
2023,15:00,248,8.684113938481241e-06,7.410924629786064e-06,1.1717989822184889,0.2946882070677624,0.27223013480851205
2024H1,10:00,83,2.8983920451452576e-05,2.6767009614103838e-05,1.0828225068586153,0.5383671651526732,0.5173684336534636
2024H1,10:30,83,2.5499047239622212e-05,2.3541565245055118e-05,1.0831500358702046,0.5049658130965127,0.48519650910796047
2024H1,11:00,83,2.2759829025334103e-05,2.106825015208089e-05,1.0802904304364422,0.4770726257639826,0.4590016356406683
2024H1,11:30,83,1.998043713637938e-05,1.936723896184157e-05,1.0316616207269382,0.44699482252459455,0.44008225324184075
2024H1,12:00,83,1.804121833630319e-05,1.7829602524033723e-05,1.0118687902315384,0.4247495536937406,0.4222511400107017
2024H1,12:30,83,1.6807363168272378e-05,1.63206890184444e-05,1.0298194610091507,0.40996784225439414,0.4039887253184722
2024H1,13:00,83,1.5539257606942493e-05,1.4699595027036296e-05,1.0571214770449011,0.3941986505170013,0.38340050895944694
2024H1,13:30,83,1.3467763482296312e-05,1.2701615226249525e-05,1.0603189627775405,0.3669845157809293,0.3563932550743564
2024H1,14:00,83,1.1385329807059548e-05,1.106607906654304e-05,1.0288494902843885,0.3374215435780524,0.3326571668631692
2024H1,14:30,83,8.867373662628325e-06,8.376817263741012e-06,1.0585611913740416,0.2977813570831513,0.28942731840206465
2024H1,15:00,83,6.039078063459941e-06,6.330452890583172e-06,0.9539725147379796,0.24574535730019276,0.2516039127395115
2024H2,10:00,166,3.619041924136366e-05,3.413778090293771e-05,1.060128054142187,0.601584734192646,0.5842754564667054
2024H2,10:30,166,3.077440302920007e-05,2.895930990248554e-05,1.0626773611949483,0.5547468163874405,0.5381385500267152
2024H2,11:00,166,2.6541742265863722e-05,2.5711202159937016e-05,1.032302655502466,0.5151867842429939,0.5070621476696621
2024H2,11:30,166,2.3658913576136866e-05,2.2950129635166055e-05,1.0308836574014273,0.48640429249891354,0.47906293568972813
2024H2,12:00,166,2.1058561077881713e-05,2.021501094765405e-05,1.0417288980160337,0.45889607840862745,0.4496110646731689
2024H2,12:30,166,1.8818655506746646e-05,1.8228188935051857e-05,1.0323930464951103,0.4338047430209431,0.4269448317411965
2024H2,13:00,166,1.715417654303671e-05,1.5990656331746246e-05,1.0727625049999059,0.4141760077918168,0.3998831870902582
2024H2,13:30,166,1.4588478022080146e-05,1.4292859918617905e-05,1.0206829217627165,0.3819486617607155,0.37805898902972673
2024H2,14:00,166,1.2413973154302909e-05,1.2265127839741555e-05,1.012135651295787,0.3523346868291981,0.3502160453169094
2024H2,14:30,166,9.17398375454571e-06,9.719489469397511e-06,0.9438750649847027,0.30288584903467697,0.31176095761652883
2024H2,15:00,166,6.127583233889817e-06,7.315350893924295e-06,0.8376335356625245,0.24753955711945952,0.2704690535703539
2025,10:00,247,6.401649961728644e-05,7.471834713085065e-05,0.8567708210297723,0.8001031159624767,0.8643977506382733
2025,10:30,247,5.492648511756574e-05,6.621872953187218e-05,0.829470536596881,0.7411240457411009,0.8137489141736053
2025,11:00,247,4.686420548785126e-05,6.103087519697483e-05,0.7678770021992772,0.684574360371839,0.7812226007801798
2025,11:30,247,4.289748614912157e-05,5.3833574832705576e-05,0.7968537531165404,0.6549617252108826,0.7337136691701033
2025,12:00,247,3.776798323909734e-05,4.877549423933171e-05,0.7743229223629658,0.6145566144717454,0.6983945463656751
2025,12:30,247,3.4573650694653984e-05,4.4819994549824005e-05,0.7713889981896427,0.5879936283213789,0.6694773674279364
2025,13:00,247,3.083825136410424e-05,3.981973759993121e-05,0.7744463731513266,0.5553219909575366,0.6310288234298906
2025,13:30,247,2.7752271684803403e-05,2.6511084222292972e-05,1.0468176801862643,0.5268042490793273,0.5148891552780362
2025,14:00,247,2.1972160883212116e-05,1.9925173012364085e-05,1.1027337564184674,0.46874471605781454,0.4463762203832557
2025,14:30,247,1.6418294409203204e-05,1.517213183321616e-05,1.082134968881488,0.40519494578786647,0.38951420812617554
2025,15:00,247,1.1633071695236201e-05,1.1332622859503775e-05,1.0265118533862143,0.34107289096667004,0.3366396123379389
deck in-sample,10:00,864,9.19743340764229e-05,8.149943233136565e-05,1.1285272970057965,0.9590325024545462,0.9027703602321336
deck in-sample,10:30,865,7.798061634556502e-05,7.161637406932483e-05,1.0888657427710537,0.8830663414804407,0.8462645807862033
deck in-sample,11:00,865,6.853326606745873e-05,6.342907105729986e-05,1.0804709090812303,0.8278482111320814,0.7964237004088958
deck in-sample,11:30,865,6.172607333562014e-05,5.670152616624507e-05,1.0886139670146344,0.7856594258049739,0.7530041577989134
deck in-sample,12:00,866,5.488627577800511e-05,5.215271310645342e-05,1.0524145822667361,0.7408527234073254,0.7221683536852983
deck in-sample,12:30,866,5.066376378193615e-05,4.750263546058506e-05,1.0665463777051698,0.7117848255051251,0.6892215569799385
deck in-sample,13:00,866,4.563351518941399e-05,4.32776594240643e-05,1.054435840493715,0.6755258336245475,0.6578575789946051
deck in-sample,13:30,866,4.101620887922272e-05,3.910832084715488e-05,1.0487847084901534,0.6404389813184603,0.6253664593432788
deck in-sample,14:00,866,3.631487427882601e-05,3.484358332249417e-05,1.0422255926640591,0.6026182396743897,0.5902845358172122
deck in-sample,14:30,866,2.8819819763668764e-05,2.8908905500189663e-05,0.9969183981551873,0.5368409425860584,0.5376700242731565
deck in-sample,15:00,866,2.2002662942280353e-05,2.2526774014579326e-05,0.9767338602518155,0.4690699621834717,0.4746237880108763
unseen,10:00,413,5.283216706909472e-05,5.840751421599944e-05,0.9045440090758481,0.7268573936412474,0.7642480894055244
unseen,10:30,413,4.521886858810156e-05,5.124278847018167e-05,0.8824435581684739,0.672449764578006,0.7158406838828153
unseen,11:00,413,3.869585465286352e-05,4.683459015061096e-05,0.8262238343161573,0.6220599219758778,0.6843580214376899
unseen,11:30,413,3.5164791119786316e-05,4.14203740995541e-05,0.8489732863172008,0.5929990819536428,0.6435866227599366
unseen,12:00,413,3.105184745517047e-05,3.7295977952604126e-05,0.8325789846463144,0.5572418456574351,0.6107043306920635
unseen,12:30,413,2.8241134469005998e-05,3.413176275308749e-05,0.827415058322804,0.5314238841923272,0.5842239532327265
unseen,13:00,413,2.5338114753215113e-05,3.024194706598762e-05,0.8378466736261262,0.5033697920338001,0.5499267866360723
unseen,13:30,413,2.246125534579115e-05,2.1600127238249244e-05,1.0398668071740351,0.47393306854229056,0.4647593704084862
unseen,14:00,413,1.8130371142294612e-05,1.6846317083416528e-05,1.0762216484778209,0.4257977353426696,0.4104426523086572
unseen,14:30,413,1.3506537584328762e-05,1.2980512868582031e-05,1.040524185837057,0.36751241590358225,0.36028478830755584
unseen,15:00,413,9.42021192626889e-06,9.717932432660692e-06,0.9693638015642914,0.3069236375105197,0.3117359849722308
all,10:00,1277,7.931519940608105e-05,7.403117690329499e-05,1.071375638262356,0.8905908117990049,0.8604137196912599
all,10:30,1278,6.739329097480414e-05,6.503242191561111e-05,1.0363029545825095,0.8209341689490341,0.8064268219473552
all,11:00,1278,5.889097270734307e-05,5.806637887070947e-05,1.0142008827254345,0.7674045393880797,0.7620129846053115
all,11:30,1278,5.314249778386789e-05,5.176325088960707e-05,1.0266452912163935,0.7289890107804636,0.719466822651379
all,12:00,1279,4.718993574881769e-05,4.735534671197355e-05,0.9965070266687746,0.6869493121680644,0.6881522121738297
all,12:30,1279,4.3423305684797645e-05,4.318506671297247e-05,1.0055166980152797,0.6589636233116184,0.6571534578237603
all,13:00,1279,3.907995742541857e-05,3.906831680961108e-05,1.0002979553960365,0.6251396438030352,0.6250465327446516
all,13:30,1279,3.502465625271197e-05,3.3454775921057916e-05,1.046925447516326,0.5918163249920703,0.5784010366610516
all,14:00,1279,3.0442943242557467e-05,2.9032112676099275e-05,1.0485955184246603,0.5517512414354631,0.5388145569312254
all,14:30,1279,2.387503044383497e-05,2.376549177317328e-05,1.0046091480751658,0.4886208186706229,0.487498633569093
all,15:00,1279,1.7939682278001436e-05,1.8390689907204508e-05,0.9754763072250818,0.4235526210283846,0.4288436767308632
