split,n,feature,plain,target,corr_std_weight,lo_w,hi_w,corr_contribution,lo_c,hi_c
month_end,52,vix3m_avail_ma_3125,"VIX3M is-present flag, mean of last 3125 bars",pnl_crossed,0.38369710113352057,0.08023284476326215,0.6319613444169898,-0.40000631045058593,-0.6809098430961703,0.14399104511472904
month_end,52,vix3m_avail_ma_3125,"VIX3M is-present flag, mean of last 3125 bars",buy_decision,0.2355306047343766,-0.12990310879906833,0.5694282615716265,-0.22860478081775928,-0.5323701340418678,0.3071933867338296
month_end,52,numobs_active_ma_1,"ES prints per bar is-nonzero flag, last bar",pnl_mid,-0.16940171862388034,-0.3689050835267968,0.05676812612383312,0.1718589971055418,-0.04512388446956005,0.3680559079718795
month_end,52,numobs_active_ma_1,"ES prints per bar is-nonzero flag, last bar",pnl_crossed,-0.15958196078379594,-0.3552696810364372,0.06180270494238946,0.16184813864071998,-0.05153014541780675,0.3532200579414693
month_end,52,numobs_active_ma_1,"ES prints per bar is-nonzero flag, last bar",buy_decision,-0.1536780712757115,-0.35990007525130296,0.15568502288106567,0.15428052650096155,-0.15007004570844518,0.3652260834839638
month_end,52,numobs_active_ma_5,"ES prints per bar is-nonzero flag, mean of last 5 bars",pnl_mid,-0.16428318351008803,-0.36442767419136046,0.059402043128682316,0.16589702172035997,-0.04612377222549306,0.36029871825271814
month_end,52,numobs_active_ma_5,"ES prints per bar is-nonzero flag, mean of last 5 bars",pnl_crossed,-0.15523594118066142,-0.3505325292335871,0.06029669572937172,0.1566839744910966,-0.0516572542501566,0.34620994383818154
month_end,52,numobs_active_ma_5,"ES prints per bar is-nonzero flag, mean of last 5 bars",buy_decision,-0.12458027285087186,-0.34953641820867276,0.16385908126681945,0.1261987710004911,-0.15418625424487067,0.35247311947379056
month_end,52,numobs_active_ma_25,"ES prints per bar is-nonzero flag, mean of last 25 bars",pnl_mid,-0.15825599178783004,-0.3531176254451004,0.0378859727180418,0.1596937443127485,-0.03457375503546705,0.35503615812205347
month_end,52,numobs_active_ma_25,"ES prints per bar is-nonzero flag, mean of last 25 bars",pnl_crossed,-0.14938543224620915,-0.33750030388176083,0.04412045760608695,0.15067278944162232,-0.0382054683797214,0.34037262757019526
