feature,plain,group,kind,lag,std_weight_mean,std_weight_sd,frac_positive,frac_zero,contrib_sd,contrib_mean_abs
adj_sumautocov_ma_1,"return autocovariance, last bar",sumautocov,level,1.0,0.00726879733011598,0.0028470680851347798,1.0,0.0,0.0064834792201214075,0.005013465304805499
adj_vix_ma_125,"VIX, mean of last 125 bars",vix,level,125.0,-0.004377858502519602,0.004423734289779269,0.0,0.0,0.006389896113846803,0.0038605193148681083
adj_vix3m_ma_5,"VIX3M, mean of last 5 bars",vix3m,level,5.0,0.0031987240028744242,0.0019213067684889977,1.0,0.0,0.006375683546179407,0.00409230624382566
adj_sumpret2_ma_5,"upside squared returns, mean of last 5 bars",sumpret2,level,5.0,-5.308474802256909e-05,0.008520077851847106,0.8221709006928406,0.0,0.006298403370170483,0.003458335354901723
adj_sumvolume_ma_125,"ES volume, mean of last 125 bars",sumvolume,level,125.0,0.005695692280916353,0.005007415340152353,0.8233256351039261,0.0,0.006081670580733394,0.004577726296306934
adj_sumret3_ma_25,"cubed returns (skew), mean of last 25 bars",sumret3,level,25.0,-0.005958739145454626,0.0029337931215344683,0.0,0.0,0.006056090916675999,0.00408969727856472
adj_sumret3_ma_125,"cubed returns (skew), mean of last 125 bars",sumret3,level,125.0,0.006426492343469089,0.004108317010708311,0.9595842956120092,0.0,0.005922283252050723,0.00412816511933154
adj_sumbipow_ma_125,"bipower variation, mean of last 125 bars",sumbipow,level,125.0,-0.006390373027011018,0.00293807956199915,0.03579676674364896,0.0,0.005631067194469818,0.002929618122853163
adj_sumret3_ma_5,"cubed returns (skew), mean of last 5 bars",sumret3,level,5.0,-0.00311636080922489,0.0034532150434311705,0.17782909930715934,0.0,0.0051064824831558425,0.0033202482440619634
adj_sumpret2_ma_25,"upside squared returns, mean of last 25 bars",sumpret2,level,25.0,0.0014841957171397022,0.002739299732119267,0.8221709006928406,0.0,0.005076506642708616,0.0018749068665061424
adj_sumret3_ma_1,"cubed returns (skew), last bar",sumret3,level,1.0,0.004216720824074059,0.004202176716016303,0.8648960739030023,0.0,0.004830987020108805,0.0028686753843151064
adj_vvix_ma_125,"VVIX, mean of last 125 bars",vvix,level,125.0,-0.0028621083157258256,0.0018565581752289643,0.12240184757505773,0.0,0.004744327870195712,0.0034000032849058467
adj_vvix_ma_25,"VVIX, mean of last 25 bars",vvix,level,25.0,0.00374055717022594,0.0018984032790766933,0.9030023094688222,0.0,0.004685889993987741,0.0035535034827484198
adj_fomc_day_ma_125,"FOMC day flag, mean of last 125 bars",fomc_day,level,125.0,0.004496110885993583,0.0017630737919096682,0.9688221709006929,0.0,0.0045636573254071175,0.0024623006187107738
DOW_2,calendar: DOW_2,calendar,calendar,,-0.003687388172803581,0.0014581877648434192,0.0,0.0,0.0044601086324061205,0.003320878541032896
adj_sumpret2_ma_125,"upside squared returns, mean of last 125 bars",sumpret2,level,125.0,-0.0033731783472690825,0.003393567232906196,0.21362586605080833,0.0,0.004396688636305273,0.002109138733157705
adj_sumabsret_ma_625,"absolute return, mean of last 625 bars",sumabsret,level,625.0,0.00040902698847474346,0.0032498222894505853,0.8441108545034642,0.0,0.003744146619612383,0.0013833997487259866
har_ma_3125,"realized variance (target), mean of last 3125 bars",har_ma,level,3125.0,0.0014660099998906348,0.00224622618898135,0.7678983833718245,0.0,0.003639108423444717,0.0019087126874553462
adj_sumautocov_ma_25,"return autocovariance, mean of last 25 bars",sumautocov,level,25.0,0.0010325366981277968,0.0021987459647958636,0.7944572748267898,0.0,0.0036103031657891316,0.0016550310488948254
adj_vix3m_ma_25,"VIX3M, mean of last 25 bars",vix3m,level,25.0,0.0011801385031235993,0.001204354242907983,0.9353348729792148,0.0,0.0036049935299296014,0.00193743833530734
adj_sumret_ma_625,"signed return, mean of last 625 bars",sumret,level,625.0,-0.002923502968525825,0.0014668333934001454,0.07390300230946882,0.0,0.003561195351948727,0.0023591590211277007
adj_sumvolume_ma_625,"ES volume, mean of last 625 bars",sumvolume,level,625.0,0.0024045118211774436,0.0031110910181963497,0.8221709006928406,0.0,0.003557643165268578,0.002715930902662345
is_opex_week,calendar: is_opex_week,calendar,calendar,,-0.003189308626234371,0.0015629038606144426,0.0,0.0,0.0035381320537182653,0.0026980701335526684
adj_fomc_since_inv_ma_3125,"1 / days since last FOMC, mean of last 3125 bars",fomc_since_inv,level,3125.0,0.00014190145412190837,0.0006539977630926768,0.8833718244803695,0.0,0.0029855373161210026,0.0010123613475294907
adj_numobs_ma_625,"ES prints per bar, mean of last 625 bars",numobs,level,625.0,0.003808922873272344,0.0038006135268397953,0.9110854503464203,0.0,0.0028621614005123136,0.0010140334895911648
adj_fomc_until_inv_ma_625,"1 / days to next FOMC, mean of last 625 bars",fomc_until_inv,level,625.0,0.0020725027274063695,0.0019359019147950224,1.0,0.0,0.002766599651477954,0.0017003233706524984
is_quarter_end,calendar: is_quarter_end,calendar,calendar,,0.0014583004267354203,0.0013177897245069256,1.0,0.0,0.0025746685621032424,0.0004304053903504152
adj_fomc_until_inv_ma_125,"1 / days to next FOMC, mean of last 125 bars",fomc_until_inv,level,125.0,-0.0004393380815157738,0.0023842524284809485,0.5704387990762124,0.0,0.0023630587423850635,0.0013187483660231157
adj_fomc_since_inv_ma_1,"1 / days since last FOMC, last bar",fomc_since_inv,level,1.0,-0.00040874103691238196,0.0022589646144431383,0.7413394919168591,0.0,0.0020868550532305414,0.0010103732510188662
adj_fomc_until_inv_ma_5,"1 / days to next FOMC, mean of last 5 bars",fomc_until_inv,level,5.0,-0.000734914826940947,0.001868641517263572,0.43071593533487296,0.0,0.0019837668717488494,0.0009636412439197335
adj_fomc_since_inv_ma_5,"1 / days since last FOMC, mean of last 5 bars",fomc_since_inv,level,5.0,-0.0004062371050881997,0.00216109639954469,0.7528868360277137,0.0,0.001960621406587881,0.0009387294660679237
adj_numobs_ma_125,"ES prints per bar, mean of last 125 bars",numobs,level,125.0,-0.0006789525902054697,0.002834644595697019,0.6397228637413395,0.0,0.0017953119003383615,0.0003747815836928822
adj_fomc_until_inv_ma_1,"1 / days to next FOMC, last bar",fomc_until_inv,level,1.0,-0.0007248043467825063,0.0016389146387984434,0.4376443418013857,0.0,0.0016632373232320769,0.0008494965583391185
adj_fomc_since_inv_ma_125,"1 / days since last FOMC, mean of last 125 bars",fomc_since_inv,level,125.0,0.0011039238318194707,0.0010429583154393457,0.9226327944572749,0.0,0.0016050877615543123,0.0009580490310893786
is_quad_witch,calendar: is_quad_witch,calendar,calendar,,0.0008034073041271199,0.000952889645100542,1.0,0.0,0.0015981088933052486,0.000246635145609031
adj_sumret4_ma_3125,"4th-power returns (tails), mean of last 3125 bars",sumret4,level,3125.0,0.0008340944875474307,0.0014376068221634722,0.7933025404157044,0.0,0.0014512435021453599,0.0007867287821591844
adj_fomc_until_inv_ma_3125,"1 / days to next FOMC, mean of last 3125 bars",fomc_until_inv,level,3125.0,4.678182753119313e-05,0.0002789440420121101,0.6651270207852193,0.0,0.0014290881948459467,0.0004107069993316595
adj_fomc_since_inv_ma_625,"1 / days since last FOMC, mean of last 625 bars",fomc_since_inv,level,625.0,0.0007795953708833928,0.0010179550000504907,0.8371824480369515,0.0,0.0013434651101824032,0.0007448776222110329
adj_fomc_until_inv_ma_25,"1 / days to next FOMC, mean of last 25 bars",fomc_until_inv,level,25.0,-0.000356802268002721,0.0012297831744044563,0.46420323325635104,0.0,0.0013082934919722636,0.0006891308181301739
adj_fomc_since_inv_ma_25,"1 / days since last FOMC, mean of last 25 bars",fomc_since_inv,level,25.0,0.0006887844383115846,0.0011842069273382077,0.8579676674364896,0.0,0.0012279575892486544,0.0008665274404734655
adj_fomc_day_ma_625,"FOMC day flag, mean of last 625 bars",fomc_day,level,625.0,0.0011243852156484096,0.0005367528368848235,0.9191685912240185,0.0,0.0011743053450922148,0.001099427805656919
DOW_3,calendar: DOW_3,calendar,calendar,,-0.0014942462424634704,0.0010051118821498499,0.04503464203233257,0.0,0.0011294662994910203,0.0009357378064321255
DOW_0,calendar: DOW_0,calendar,calendar,,5.5880551132287506e-05,0.0008575660837547791,0.5531177829099307,0.0,0.000972484903788763,0.0006116532270084667
adj_sumbipow_ma_3125,"bipower variation, mean of last 3125 bars",sumbipow,level,3125.0,0.0004516851707140796,0.0008019316614533132,0.7702078521939953,0.0,0.0008603753306853215,0.0004566497751154474
fomc_day_active_ma_125,"FOMC day flag is-nonzero flag, mean of last 125 bars",fomc_day,active,125.0,0.00012648864074581262,0.00013853421759441164,1.0,0.0,0.0007453328969387223,0.00032773191123802996
adj_sumpret2_ma_3125,"upside squared returns, mean of last 3125 bars",sumpret2,level,3125.0,0.0004310475763892053,0.000697843702511907,0.7875288683602771,0.0,0.0007370639307785884,0.000408006112059639
is_opex,calendar: is_opex,calendar,calendar,,-0.0003129310898662268,0.0005206269430991357,0.18244803695150116,0.0,0.0007201182041636103,0.0001733714979519982
fomc_day_active_ma_625,"FOMC day flag is-nonzero flag, mean of last 625 bars",fomc_day,active,625.0,4.096007366979009e-05,9.754183307110123e-05,0.953810623556582,0.0,0.0005253153113696377,0.00020110900900029139
DOW_1,calendar: DOW_1,calendar,calendar,,-0.0002437054842513704,0.0007632039179895513,0.48614318706697457,0.0,0.000516832727629932,0.00034030155689515086
fomc_release_active_ma_125,"FOMC statement flag is-nonzero flag, mean of last 125 bars",fomc_release,active,125.0,3.550399024906636e-05,0.00010067782114413309,0.9965357967667436,0.0,0.0005159268383230006,0.0001905414979476705
fomc_release_active_ma_25,"FOMC statement flag is-nonzero flag, mean of last 25 bars",fomc_release,active,25.0,3.4116755419706006e-05,9.708887775618046e-05,0.9942263279445728,0.0,0.0004923703250400161,0.0001806276930080705
vix3m_avail_ma_1,"VIX3M is-present flag, last bar",vix3m,avail,1.0,-0.0001026107491806779,6.651717745916783e-05,0.07852193995381063,0.0,0.00048669183234711737,0.00013054553374881026
fomc_release_active_ma_625,"FOMC statement flag is-nonzero flag, mean of last 625 bars",fomc_release,active,625.0,3.105280760693349e-05,8.961746401581265e-05,0.9491916859122402,0.0,0.00048238849504195414,0.00017487795311687
fomc_release_active_ma_5,"FOMC statement flag is-nonzero flag, mean of last 5 bars",fomc_release,active,5.0,3.398458197462548e-05,9.53589194012642e-05,0.9930715935334873,0.0,0.00047562748545715186,0.00017402570571084893
fomc_day_active_ma_1,"FOMC day flag is-nonzero flag, last bar",fomc_day,active,1.0,5.759792020117923e-05,0.00012302633185931464,0.9930715935334873,0.0,0.00047186641779402186,0.00017733331328579087
vix_avail_ma_25,"VIX is-present flag, mean of last 25 bars",vix,avail,25.0,-0.0007443353969048296,0.0005135458147818006,0.03348729792147806,0.0,0.0004585383170211989,0.000460279261039938
vix3m_avail_ma_5,"VIX3M is-present flag, mean of last 5 bars",vix3m,avail,5.0,-8.675776203306666e-05,4.404507332364113e-05,0.0011547344110854503,0.0,0.00042206781260103164,0.00011209671104679988
adj_numobs_ma_25,"ES prints per bar, mean of last 25 bars",numobs,level,25.0,0.00268243182860506,0.002763505657692003,0.8648960739030023,0.0,0.00037479395816927147,0.00011144994703145363
vix_avail_ma_1,"VIX is-present flag, last bar",vix,avail,1.0,-7.801400011836973e-06,0.00012801389632327584,0.26558891454965355,0.0,0.00035464771979420854,9.528590797596241e-05
adj_sumabsret_ma_3125,"absolute return, mean of last 3125 bars",sumabsret,level,3125.0,-0.00010476619134351472,0.00018448980745635143,0.34295612009237875,0.0,0.0003068321424186538,0.0001345936491140917
adj_sumvolume_ma_3125,"ES volume, mean of last 3125 bars",sumvolume,level,3125.0,0.0001306529941939106,0.00014980131579931993,1.0,0.0,0.0002951073571468685,0.00015482095098960047
vix_avail_ma_5,"VIX is-present flag, mean of last 5 bars",vix,avail,5.0,-6.205212408633817e-06,8.377177449939605e-05,0.26558891454965355,0.0,0.00029136579166244976,7.58936006634394e-05
adj_sumautocov_ma_3125,"return autocovariance, mean of last 3125 bars",sumautocov,level,3125.0,-0.00010409580169568515,0.0001367090670205981,0.17321016166281755,0.0,0.00023887934738626196,0.0001558034437261619
adj_fomc_day_ma_3125,"FOMC day flag, mean of last 3125 bars",fomc_day,level,3125.0,6.418248724839216e-05,0.0001870473718680655,0.5900692840646651,0.0,0.00022903174490893893,7.657974799432815e-05
vix_avail_ma_125,"VIX is-present flag, mean of last 125 bars",vix,avail,125.0,-0.0002950589672203669,0.0002345700743608,0.04849884526558892,0.0,0.00021971779891658038,0.0002214962312443533
fomc_release_active_ma_3125,"FOMC statement flag is-nonzero flag, mean of last 3125 bars",fomc_release,active,3125.0,8.514445493007113e-06,2.6909520552682115e-05,0.3810623556581986,0.0,0.00019012519910883763,6.303345675552472e-05
fomc_day_active_ma_3125,"FOMC day flag is-nonzero flag, mean of last 3125 bars",fomc_day,active,3125.0,8.531592869731648e-06,2.64879910034701e-05,0.6235565819861432,0.0,0.00018651959644785522,6.237810607052619e-05
vix_avail_ma_625,"VIX is-present flag, mean of last 625 bars",vix,avail,625.0,-0.000260832276651413,0.00023712614683564292,0.042725173210161664,0.0,0.00018430091479206665,0.00017972460913005567
adj_sumret_ma_3125,"signed return, mean of last 3125 bars",sumret,level,3125.0,-1.2562269725572751e-05,3.261608357480845e-05,0.020785219399538105,0.0,0.0001455966484625073,4.689571794436955e-05
adj_sumret3_ma_3125,"cubed returns (skew), mean of last 3125 bars",sumret3,level,3125.0,-3.4301066488797652e-06,1.8359949553073582e-05,0.7863741339491916,0.0,0.00011686652252922489,3.689465031285515e-05
vix_avail_ma_3125,"VIX is-present flag, mean of last 3125 bars",vix,avail,3125.0,-0.00018006846868141483,0.00012907890284025902,0.050808314087759814,0.0,9.80977708893936e-05,0.00012277643032826324
numobs_active_ma_625,"ES prints per bar is-nonzero flag, mean of last 625 bars",numobs,active,625.0,9.479326744272069e-05,5.7295514756069224e-05,1.0,0.0,9.247674233992906e-05,0.00011858746300202276
numobs_active_ma_125,"ES prints per bar is-nonzero flag, mean of last 125 bars",numobs,active,125.0,9.491032448939279e-05,5.7570421600938906e-05,1.0,0.0,7.862530869128396e-05,9.943685982059187e-05
vix3m_avail_ma_25,"VIX3M is-present flag, mean of last 25 bars",vix3m,avail,25.0,-1.260590541066692e-05,7.609219264997665e-06,0.0,0.0,6.295361345382222e-05,1.6113098291011292e-05
numobs_active_ma_3125,"ES prints per bar is-nonzero flag, mean of last 3125 bars",numobs,active,3125.0,2.8073017608580542e-05,4.073588630992129e-05,0.8221709006928406,0.0,6.073379824574439e-05,5.982814983211252e-05
adj_numobs_ma_3125,"ES prints per bar, mean of last 3125 bars",numobs,level,3125.0,-4.431909778827045e-06,1.3858499334397664e-05,0.8521939953810623,0.0,6.041832811535767e-05,2.0266011485516116e-05
vvix_avail_ma_1,"VVIX is-present flag, last bar",vvix,avail,1.0,0.000210699718918998,0.00041301256208986465,0.34757505773672054,0.5381062355658198,4.7175685600952145e-05,2.5209541281004327e-05
vvix_avail_ma_5,"VVIX is-present flag, mean of last 5 bars",vvix,avail,5.0,0.00018950146516749796,0.00037091168441872886,0.34757505773672054,0.5381062355658198,4.3696643194319355e-05,2.3443024309303565e-05
vvix_avail_ma_25,"VVIX is-present flag, mean of last 25 bars",vvix,avail,25.0,3.685444784289153e-05,7.50531166793948e-05,0.36374133949191684,0.0,4.029492427603739e-05,1.3683635049117434e-05
vvix_avail_ma_125,"VVIX is-present flag, mean of last 125 bars",vvix,avail,125.0,1.0105603800502605e-05,2.4658050148913227e-05,0.3729792147806005,0.0,2.425072264924675e-05,8.146719156191883e-06
numobs_active_ma_25,"ES prints per bar is-nonzero flag, mean of last 25 bars",numobs,active,25.0,-2.867299114335557e-05,6.56304505478825e-05,0.6570438799076213,0.0,1.792878753121785e-05,8.501243883314608e-06
vix3m_avail_ma_125,"VIX3M is-present flag, mean of last 125 bars",vix3m,avail,125.0,-8.815329455369872e-06,7.123673103857272e-06,0.028868360277136258,0.0,1.5501634868875735e-05,6.067169922725162e-06
vix3m_avail_ma_625,"VIX3M is-present flag, mean of last 625 bars",vix3m,avail,625.0,-2.791427405948786e-07,1.5812837923351649e-06,0.06235565819861432,0.0,1.0442538656568293e-05,2.6666460391363006e-06
numobs_active_ma_1,"ES prints per bar is-nonzero flag, last bar",numobs,active,1.0,-1.4515605712515464e-06,0.00011966918588915792,0.7344110854503464,0.0,9.620351909285452e-06,6.712360917137391e-06
vvix_avail_ma_625,"VVIX is-present flag, mean of last 625 bars",vvix,avail,625.0,-2.0049349520879968e-06,4.078463767249716e-06,0.04849884526558892,0.0,8.565249464425298e-06,3.158513460487564e-06
numobs_active_ma_5,"ES prints per bar is-nonzero flag, mean of last 5 bars",numobs,active,5.0,-1.762678125162488e-05,9.280455499943614e-05,0.7043879907621247,0.0,7.56838777432494e-06,4.69696453075873e-06
adj_numobs_ma_1,"ES prints per bar, last bar",numobs,level,1.0,1.2962776080218374e-05,5.532831497699202e-05,0.31524249422632794,0.0,4.192451297874658e-06,8.103514224590534e-07
adj_numobs_ma_5,"ES prints per bar, mean of last 5 bars",numobs,level,5.0,7.696749445828395e-06,2.0546533497290317e-05,0.3556581986143187,0.0,3.862263007355915e-06,8.771243998539393e-07
vix3m_avail_ma_3125,"VIX3M is-present flag, mean of last 3125 bars",vix3m,avail,3125.0,5.174466031191213e-07,7.398105524653107e-07,0.9549653579676675,0.0,3.6982692356894396e-06,9.885661669818863e-07
vvix_avail_ma_3125,"VVIX is-present flag, mean of last 3125 bars",vvix,avail,3125.0,8.337371793361351e-07,3.5000861657654407e-06,0.9376443418013857,0.0,3.513470499314015e-06,1.216675787777286e-06
