split,side,series,n_win,n_lose,mean_win,mean_lose,diff,lo,hi
all,buy,1 / days since last FOMC,143,205,0.0007852403918461172,0.0001106032456192694,0.0006746371462268478,-0.00034444727403222346,0.0017839151227721632
all,buy,ES prints per bar,143,205,6.82583698008354e-05,-0.00017641696033413373,0.00024467533013496914,-0.00041670742846368456,0.0009995274555308355
all,buy,FOMC statement flag,143,205,0.001153520712774839,0.0008453996018198384,0.0003081211109550007,-0.0002018756317782591,0.0008157902441688731
all,buy,level (window-mean target),143,205,0.9580336867055158,0.9583006950859044,-0.0002670083803886225,-0.00100307084362386,0.00038097034798485925
all,buy,forecast (sum),143,205,0.9893190347380088,0.9658425386990491,0.023476496038959627,-0.0478545976658047,0.1024410672521507
all,sell,realized variance (target),330,188,-0.0030272718217220734,0.03021317255773701,-0.03324044437945908,-0.06841742056614315,0.0022516004446968734
all,sell,absolute return,330,188,-0.008948212312082711,0.015163792922279148,-0.02411200523436186,-0.050438871144745635,-0.004271601756403433
all,sell,4th-power returns (tails),330,188,0.006358625240913788,-0.005119117694946807,0.011477742935860595,0.001223878532054718,0.02504601714286744
all,sell,signed return,330,188,-0.004294102375091732,-0.002819910664081576,-0.0014741917110101563,-0.014433501011167303,0.011261972499214538
all,sell,VIX,330,188,0.014451929068129992,0.01951262919343105,-0.005060700125301057,-0.011636657453529488,0.0007513854684627311
all,sell,VIX3M,330,188,-0.01885564332657471,-0.020273107078527176,0.0014174637519524663,-0.004097361918384785,0.0072608240123133065
all,sell,ES volume,330,188,0.007712165117039386,0.008523502730736175,-0.0008113376136967892,-0.006129544452043136,0.004272598609162525
all,sell,bipower variation,330,188,-0.0026040330612596718,0.00029997380943309063,-0.0029040068706927625,-0.007275915737793075,0.0012943195062825067
all,sell,upside squared returns,330,188,0.0006044896289325368,0.00041128502960615705,0.0001932045993263798,-0.003665314485510623,0.004417361818509735
all,sell,return autocovariance,330,188,-0.003532808703892358,-0.004368045431128024,0.0008352367272356658,-0.0036392981518317026,0.005389395507314655
all,sell,calendar flags,330,188,0.0010615409895925968,0.005900701344202475,-0.004839160354609878,-0.008802654560338713,-0.0010030786629993608
all,sell,FOMC day flag,330,188,0.0004445708457421226,0.0009839154495829947,-0.000539344603840872,-0.002958108461007503,0.0018055736800373146
all,sell,VVIX,330,188,0.0018359777170943669,0.0040979524795544215,-0.0022619747624600547,-0.004381996518909773,-0.00035120570918899203
all,sell,cubed returns (skew),330,188,1.8701466619730742e-05,-6.901475803071598e-05,8.771622465044672e-05,-0.001971813982299279,0.0023664909399430997
all,sell,1 / days to next FOMC,330,188,0.00027069814364576736,0.0003027618384454467,-3.206369479967936e-05,-0.0012421105678687054,0.0010373737699143609
all,sell,1 / days since last FOMC,330,188,0.0010264216882604838,0.0006647490899913824,0.0003616725982691014,-0.00045775237356221395,0.0012614217774396847
all,sell,ES prints per bar,330,188,-0.0003113202427914796,-0.0005159379846366774,0.00020461774184519778,-0.00019293011162279964,0.0006817367993689463
all,sell,FOMC statement flag,330,188,0.0006508150593440376,0.0006528732066486555,-2.0581473046179253e-06,-0.00038746093645222155,0.00036241254677296127
all,sell,level (window-mean target),330,188,0.958454720227763,0.9584766926692836,-2.197244152057909e-05,-0.0005110440843763359,0.0004223242125866083
all,sell,forecast (sum),330,188,0.951317263349663,1.0120388687095805,-0.06072160535991744,-0.12875796099529568,0.0024707003047081894
month_end,buy,realized variance (target),4,6,-0.06797361445271827,0.014041352460153882,-0.08201496691287215,-0.22392982182594928,0.03254915543406869
month_end,buy,absolute return,4,6,-0.045129677381018,0.007805667110171041,-0.05293534449118904,-0.09373437221295798,-0.010640455602302878
month_end,buy,4th-power returns (tails),4,6,0.021321637409233304,-0.016188940845049377,0.03751057825428268,0.014584669195971258,0.0590910944955695
month_end,buy,signed return,4,6,-0.03215048742028071,0.0028786605646605613,-0.03502914798494127,-0.12510692760395142,0.04252988405305604
month_end,buy,VIX,4,6,0.01484995407850739,0.022453731938883642,-0.007603777860376252,-0.047396156589139204,0.03574089201153556
month_end,buy,VIX3M,4,6,-0.03698591386155595,-0.027564230220833905,-0.009421683640722042,-0.05500144310486284,0.025697050931827455
month_end,buy,ES volume,4,6,-0.012729646716098622,0.018242028143491438,-0.03097167485959006,-0.04847605472123921,-0.014505531176288968
month_end,buy,bipower variation,4,6,-0.006922431399299981,0.0032121166521931394,-0.01013454805149312,-0.020369799015053255,0.002812121854236995
month_end,buy,upside squared returns,4,6,-0.002458114336392551,0.002734993985392729,-0.00519310832178528,-0.01650798682951999,0.006358853204165804
month_end,buy,return autocovariance,4,6,-0.004780098734743304,-0.0022520825925443403,-0.002528016142198964,-0.020450596905592183,0.013991431420758808
month_end,buy,calendar flags,4,6,0.050544983213626736,0.03936476358404655,0.011180219629580185,-0.023420064989247782,0.06451430496162944
month_end,buy,FOMC day flag,4,6,0.00012075673819115379,-0.0023938923935632036,0.0025146491317543573,-0.0008359411279484101,0.006746791100119141
month_end,buy,VVIX,4,6,0.004091538192169391,-0.0009483885343771056,0.005039926726546497,-0.00431093278059829,0.014806662607422024
month_end,buy,cubed returns (skew),4,6,0.013195183863594633,-0.00637605753678797,0.0195712414003826,-0.0001594619412182883,0.04350110862142704
month_end,buy,1 / days to next FOMC,4,6,0.0027620090921347132,0.004141277488871353,-0.0013792683967366395,-0.011024223508833135,0.010656971267910953
month_end,buy,1 / days since last FOMC,4,6,-0.001132264712849274,-0.0007447242949216662,-0.0003875404179276078,-0.010959348592353757,0.00672122710592154
month_end,buy,ES prints per bar,4,6,-0.0001912149117342277,-0.00030325646627017477,0.00011204155453594706,-0.0009284409739101449,0.000997399472337531
month_end,buy,FOMC statement flag,4,6,0.0014998369502599977,-1.1532052279582923e-07,0.0014999522707827935,-2.0667846368572097e-08,0.0039998771191846055
month_end,buy,level (window-mean target),4,6,0.9577634263277338,0.9598280357714432,-0.002064609443709342,-0.003530272592152031,-0.00047200932944649365
month_end,buy,forecast (sum),4,6,0.8556958619387601,1.0179309394944371,-0.162235077555677,-0.4186506796301349,0.05633631454975485
month_end,sell,realized variance (target),18,24,0.011268408563839486,0.10581386335134609,-0.0945454547875066,-0.2206958906325535,0.027887020544540255
month_end,sell,absolute return,18,24,0.016938931281722407,0.04565234384959719,-0.028713412567874783,-0.08356236033668965,0.031443119609324985
month_end,sell,4th-power returns (tails),18,24,-0.005928393365539322,-0.005947515755955382,1.912239041606048e-05,-0.04800613280027278,0.03514112580677786
month_end,sell,signed return,18,24,0.013860693005740304,0.019937837562558573,-0.006077144556818268,-0.04321623320318604,0.028233921087706147
month_end,sell,VIX,18,24,0.014519103639777039,0.03455128271206861,-0.02003217907229157,-0.04610823297240787,0.0007238931334172698
month_end,sell,VIX3M,18,24,-0.014530562118576538,-0.026296203613557015,0.011765641494980477,-0.0028690847460338263,0.031043304708171716
month_end,sell,ES volume,18,24,0.01610567700552985,0.019294358514213978,-0.0031886815086841283,-0.023916688205008085,0.021760256335901142
month_end,sell,bipower variation,18,24,-0.004794929842717847,0.014415891158464528,-0.019210821001182377,-0.05539447412062666,0.002836453310104607
month_end,sell,upside squared returns,18,24,-0.007051754973221354,0.006673191734888183,-0.013724946708109536,-0.04566177735649987,0.0068781991132387576
month_end,sell,return autocovariance,18,24,-0.008911978547596634,-0.0001214734437393787,-0.008790505103857255,-0.03242433762995239,0.007679190792624968
month_end,sell,calendar flags,18,24,0.040953812775288596,0.043903848539268674,-0.0029500357639800773,-0.016585157517078456,0.010391880254963279
month_end,sell,FOMC day flag,18,24,0.0007480612534517656,-0.0023053216495369584,0.003053382902988724,-0.0007953587503309758,0.007612762498571256
month_end,sell,VVIX,18,24,0.0005340183948284796,0.005194369888766322,-0.004660351493937842,-0.012065166657504185,0.0025059486363295425
month_end,sell,cubed returns (skew),18,24,0.002591118690785723,0.004431074595190581,-0.0018399559044048582,-0.007943165300580268,0.0045217546262982765
month_end,sell,1 / days to next FOMC,18,24,0.0016036050797147783,0.0012049151232216752,0.00039868995649310307,-0.0023459393490289225,0.002918261171584482
month_end,sell,1 / days since last FOMC,18,24,0.0012637557149834636,-0.000643380570534482,0.0019071362855179455,-0.0018839830097143796,0.005833688504127643
month_end,sell,ES prints per bar,18,24,-0.0005838455086122552,-0.00044121417240417323,-0.000142631336208082,-0.002084969992758155,0.0011279094055669724
month_end,sell,FOMC statement flag,18,24,0.0007907467660332455,0.0005530748093024069,0.0002376719567308386,-0.00042632290985301756,0.0010067486275800962
month_end,sell,level (window-mean target),18,24,0.9582182911389648,0.9578920645870536,0.00032622655191127947,-0.0011800530822890537,0.0016880544686308757
month_end,sell,forecast (sum),18,24,1.037594758954396,1.223763007220213,-0.18616824826581713,-0.48862536850362953,0.08271870667548606
other,buy,realized variance (target),139,199,0.003540365523772046,-9.432089004369877e-05,0.0036346864138157445,-0.031345212310618785,0.04005307922452105
other,buy,absolute return,139,199,0.002642691482383659,0.0026112696562306374,3.1421826153021654e-05,-0.022675609762633726,0.02626647959146645
other,buy,4th-power returns (tails),139,199,0.0029752253194434736,-0.0013989346006618825,0.004374159920105356,-0.011452666076578516,0.022721191759274097
other,buy,signed return,139,199,0.018333496073442476,0.009514997990822163,0.008818498082620313,-0.0028926274082692587,0.021712260498384324
other,buy,VIX,139,199,0.013770309826707803,0.013976351848269666,-0.00020604202156186344,-0.007026101859397695,0.0060450268824353654
other,buy,VIX3M,139,199,-0.015482699253445118,-0.013723016939746405,-0.001759682313698713,-0.00908684024304994,0.004879961647804858
other,buy,ES volume,139,199,0.0025275933087428953,0.000869371603307434,0.0016582217054354612,-0.0040105595554958545,0.00806476631344315
other,buy,bipower variation,139,199,0.0015673504506229683,-0.0038087483545141887,0.005376098805137157,-0.002001305237583309,0.0153249199568399
other,buy,upside squared returns,139,199,0.0009114837142761422,-0.0034372245127001055,0.004348708226976247,-0.0013665488227075965,0.012088650160839183
other,buy,return autocovariance,139,199,-0.0011622152801862666,0.0002505034193397998,-0.0014127186995260665,-0.007377328966387665,0.0037288328204420607
other,buy,calendar flags,139,199,-0.003018517344075365,-0.0014888570222315867,-0.0015296603218437784,-0.0042492600694554175,0.001033042219372754
other,buy,FOMC day flag,139,199,0.0024082240232555186,-0.0017582028524848136,0.004166426875740332,0.0010816820996631753,0.007431285319427656
other,buy,VVIX,139,199,0.0025253176203641333,0.0017420797613119188,0.0007832378590522146,-0.0017928660070838695,0.0032663974068901083
other,buy,cubed returns (skew),139,199,0.0015972666016644118,0.0014761013189364155,0.0001211652827279963,-0.0025735518190439103,0.0033337385949086945
other,buy,1 / days to next FOMC,139,199,-7.275055140919202e-05,0.0004513272375307964,-0.0005240777889399884,-0.0016875941437401395,0.0005258844060290342
other,buy,1 / days since last FOMC,139,199,0.0008404203948589343,0.00013639201568583026,0.000704028379173104,-0.0003376872759467937,0.0018334577271612975
other,buy,ES prints per bar,139,199,7.57252268234272e-05,-0.00017259265362249424,0.0002483178804459214,-0.0004625190026511628,0.001087348031443445
other,buy,FOMC statement flag,139,199,0.00114355477788318,0.0008708925140512744,0.00027266226383190555,-0.00023753010401106236,0.0007929376999788207
other,buy,level (window-mean target),139,199,0.9580414639825742,0.9582546446129735,-0.00021318063039932333,-0.0009610622417687315,0.0004991833785543408
other,buy,forecast (sum),139,199,0.9931643058976994,0.9642720341524544,0.028892271745245002,-0.04314264810039846,0.11086625968758983
other,sell,realized variance (target),312,164,-0.0038520226131967773,0.019149656831842995,-0.023001679445039773,-0.055483797317291146,0.00745807632915284
other,sell,absolute return,312,164,-0.010441701365571467,0.010702053762183826,-0.021143755127755293,-0.046133816216641234,-0.0012793789931050618
other,sell,4th-power returns (tails),312,164,0.00706749169897839,-0.004997888710408964,0.012065380409387354,0.0007354212980847502,0.029188839439980848
other,sell,signed return,312,164,-0.005341494416293582,-0.006150312843589891,0.0008088184272963097,-0.01310481305179306,0.015398935673381669
other,sell,VIX,312,164,0.014448053612073433,0.01731185062972799,-0.002863797017654556,-0.00845079105892513,0.002406675764583858
other,sell,VIX3M,312,164,-0.019105167242420756,-0.0193916783173033,0.0002865110748825443,-0.004825411196729598,0.005778263654630266
other,sell,ES volume,312,164,0.007227924046549552,0.006947279933154056,0.0002806441133954953,-0.005373219670972871,0.006117629794551836
other,sell,bipower variation,312,164,-0.0024776351700217,-0.001765770192864194,-0.0007118649771575059,-0.005284030555698222,0.00484020132616438
other,sell,upside squared returns,312,164,0.0010461960482875691,-0.0005050915614107247,0.0015512876096982937,-0.0030331642934565335,0.008044487775352323
other,sell,return autocovariance,312,164,-0.003222471982140187,-0.0049894949902580706,0.0017670230081178835,-0.0026905032077357825,0.006331715007872205
other,sell,calendar flags,312,164,-0.0012399362288129418,0.0003392651693147384,-0.0015792013981276803,-0.00370030119231895,0.0007282114209924506
other,sell,FOMC day flag,312,164,0.00042706178375887416,0.0014652672201859148,-0.0010382054364270407,-0.0036998835943127042,0.0015846012073317882
other,sell,VVIX,312,164,0.001911090754917399,0.003937501151377071,-0.0020264103964596717,-0.0040973194170003625,5.959347657365449e-05
other,sell,cubed returns (skew),312,164,-0.000129707219389846,-0.0007275644194777352,0.0005978572000878892,-0.0015318346777771104,0.003102469344604043
other,sell,1 / days to next FOMC,312,164,0.00019379966656486283,0.00017073940652697413,2.3060260037888696e-05,-0.0011108327730786727,0.0010539605013731785
other,sell,1 / days since last FOMC,312,164,0.0010127293405649271,0.0008561826988488261,0.00015654664171610108,-0.0006938671039527584,0.0010502236014117935
other,sell,ES prints per bar,312,164,-0.0002955976313018194,-0.0005268731766707023,0.00023127554536888294,-0.00018272719150154781,0.0007590201464805746
other,sell,FOMC statement flag,312,164,0.000642742076265814,0.0006674778501627407,-2.47357738969267e-05,-0.00042955245538147654,0.00035059848076430584
other,sell,level (window-mean target),312,164,0.9584683603675012,0.9585622479983905,-9.388763088935548e-05,-0.0006634233339786494,0.0004144827862227716
other,sell,forecast (sum),312,164,0.946339715526313,0.9810548484397321,-0.0347151329134191,-0.09735842946468314,0.0235746675077513
