context,clock,fill,comparison,rule,n,mean_diff,t_plain,t_hac,hac_lag,dSharpe,pct_lo,pct_hi,basic_lo,basic_hi,interval
1530_unhedged,15:30,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,672,-0.04445996412557754,-0.9432922113704292,-0.9321333095253655,13,-0.42626026729985433,-1.4217485667560985,0.7598683579949297,-1.6123888925946384,0.5692280321563898,includes zero
1530_dh,15:30,mid,"(b) p35 C2 combination minus (a) ridge, deck MZ map",sign(s),672,0.0,,,13,0.0,0.0,0.0,0.0,0.0,includes zero
1530_dh,15:30,mid,"(b) p35 C2 combination minus (a) ridge, deck MZ map",unit-median VRP,672,0.010457669124380599,2.1499531337871893,2.294619113551893,13,0.05551995708230417,-0.027045067543450006,0.13129633262481397,-0.020256418460205622,0.13808498170805836,includes zero
1530_dh,15:30,crossed,"(b) p35 C2 combination minus (a) ridge, deck MZ map",sign(s),672,0.0,,,13,0.0,0.0,0.0,0.0,0.0,includes zero
1530_dh,15:30,crossed,"(b) p35 C2 combination minus (a) ridge, deck MZ map",unit-median VRP,672,0.008914228660914033,1.8381622566580682,1.9980692857533366,13,0.052187417729477215,-0.029933240379161296,0.1278186271922761,-0.023443791733321673,0.13430807583811571,includes zero
1530_dh,15:30,mid,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",sign(s),672,-0.048459643692526075,-0.8312050302540476,-0.8691889734718563,13,-0.6980543642529686,-2.0709370324393896,0.7736083751693665,-2.169717103675304,0.6748283039334524,includes zero
1530_dh,15:30,mid,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,672,-0.03265285088684315,-0.7266630594058849,-0.6976265570400512,13,-0.27401883535176763,-1.2652099462586615,0.9135971194818533,-1.4616347901853886,0.7171722755551262,includes zero
1530_dh,15:30,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",sign(s),672,-0.04845964450682095,-0.8312050437203119,-0.8691889873804062,13,-0.6968215597517637,-2.067271153789649,0.7724411861372127,-2.16608430564074,0.6736280342861214,includes zero
1530_dh,15:30,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,672,-0.0306419663613735,-0.683380591862444,-0.6577188086672582,13,-0.2815810274376056,-1.2702819749727563,0.9122592007468112,-1.4754212556220225,0.7071199200975451,includes zero
1500_unhedged,15:00,mid,"(b) p35 C2 combination minus (a) ridge, deck MZ map",sign(s),673,0.0,,,13,0.0,0.0,0.0,0.0,0.0,includes zero
1500_unhedged,15:00,mid,"(b) p35 C2 combination minus (a) ridge, deck MZ map",unit-median VRP,673,-0.0012810748639537123,-1.2959995369925585,-1.3756605984067298,13,-0.011176932101298664,-0.06364136124851308,0.0574022531309052,-0.07975611733350252,0.04128749704591575,includes zero
1500_unhedged,15:00,crossed,"(b) p35 C2 combination minus (a) ridge, deck MZ map",sign(s),673,0.0,,,13,0.0,0.0,0.0,0.0,0.0,includes zero
1500_unhedged,15:00,crossed,"(b) p35 C2 combination minus (a) ridge, deck MZ map",unit-median VRP,673,0.0003290400166159441,0.3324876725853837,0.3652513056027867,13,0.008435269270984314,-0.03757307527368463,0.06726469549900664,-0.050394156957038014,0.054443613815653255,includes zero
1500_unhedged,15:00,mid,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",sign(s),673,0.029346220706184815,1.9868534602005663,2.190551343178226,13,1.1916355525322944,0.11087259430097057,2.259184035963588,0.12408706910100076,2.272398510763618,excludes zero
1500_unhedged,15:00,mid,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,673,0.009298442332804847,1.1633540275595984,1.0798214620389275,13,0.370369535712501,-0.19822787065819727,1.1583269368170945,-0.4175878653920926,0.9389669420831992,includes zero
1500_unhedged,15:00,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",sign(s),673,0.029346220033627076,1.9868534184418196,2.190551303547071,13,1.1687648156089008,0.11261289917691701,2.2097856397687607,0.1277439914490408,2.2249167320408847,excludes zero
1500_unhedged,15:00,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,673,0.0105136498089899,1.3000068657197006,1.199450579468221,13,0.36199042402497883,-0.20807332006643686,1.1092664806645058,-0.3852856326145482,0.9320541681163945,includes zero
1500_dh,15:00,mid,"(b) p35 C2 combination minus (a) ridge, deck MZ map",sign(s),673,0.0,,,13,0.0,0.0,0.0,0.0,0.0,includes zero
1500_dh,15:00,mid,"(b) p35 C2 combination minus (a) ridge, deck MZ map",unit-median VRP,673,-0.00420033678479247,-2.081781711597635,-2.226282750804024,13,-0.03677142802504574,-0.09625827773729441,0.02339397767759601,-0.0969368337276875,0.022715421687202933,includes zero
1500_dh,15:00,crossed,"(b) p35 C2 combination minus (a) ridge, deck MZ map",sign(s),673,0.0,,,13,0.0,0.0,0.0,0.0,0.0,includes zero
1500_dh,15:00,crossed,"(b) p35 C2 combination minus (a) ridge, deck MZ map",unit-median VRP,673,-0.0034324202353651087,-1.7075384193973255,-1.8434859632744343,13,-0.033262937701083795,-0.09031663600279861,0.025738885982889505,-0.0922647613850571,0.023790760600631025,includes zero
1500_dh,15:00,mid,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",sign(s),673,0.01976440487664562,0.6426772357103436,0.6266286136245796,13,0.4084228080400083,-0.8450759592996735,1.695382457908913,-0.8785368418288964,1.66192157537969,includes zero
1500_dh,15:00,mid,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,673,0.020652445979766672,1.2483353440682654,1.1134795103744866,13,0.46987467328249166,-0.18607351154500804,1.2168760723377254,-0.2771267257727421,1.1258228581099914,includes zero
1500_dh,15:00,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",sign(s),673,0.01976440420408788,0.6426772155812812,0.6266285950247682,13,0.40667096139699044,-0.8444889395803439,1.68676521583381,-0.8734232930398291,1.6578308623743248,includes zero
1500_dh,15:00,crossed,"(c) (b) + causal recalibration minus (a) ridge, deck MZ map",unit-median VRP,673,0.021377898979724336,1.291483882759745,1.1499504346652134,13,0.45799915916492984,-0.19046124935808031,1.2011587079422519,-0.2851603896123922,1.10645956768794,includes zero
