variant,family,causal,description,book,sample,n_fallback_stamps,n,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,sd_diff_vs_V0,mean_abs_diff_vs_V0,mean_turnover,mean_hedge_cost_prem,mean_choppy,Sharpe_choppy,n_choppy,mean_trend,Sharpe_trend,n_trend
V8_combination,V8 combination,True,sqrt of the inverse-past-QLIKE combination of the implied slice and blk2_R2,exit_crossed,whole,631,865,0.046788908089192345,0.3222272424517853,2.3050530547016215,4.270598165890446,-5.909285108125628,-2.0929189912180926,2024-04-04,0.023648523563072177,0.015590601447321266,2.0661734583632536,0.027439365614711636,0.12767453908522225,6.836723133867458,289,-0.036035050925783754,-1.654772777938053,289
V8_combination,V8 combination,True,sqrt of the inverse-past-QLIKE combination of the implied slice and blk2_R2,exit_crossed,daily_era,631,489,0.05394933587912616,0.33602852166324254,2.5486501936221027,3.5502945936458286,-2.4029423359314728,-2.0929189912180926,2024-04-04,0.024416352237814482,0.016068839088415825,2.114420063838004,0.027281450842758938,0.14626002034607985,7.391401733131719,156,-0.05011467102317879,-2.128659699403544,169
V8_combination,V8 combination,True,sqrt of the inverse-past-QLIKE combination of the implied slice and blk2_R2,exit_mid,whole,631,865,0.0857605989107368,0.31466118032794343,4.326581692141764,8.015907400199765,-3.296337004228249,-1.9320278901875954,2024-04-04,0.02364852356307218,0.015590601447321266,2.0661734583632536,0.027439365614711636,0.15613712579363903,8.425096548678939,289,0.01245197606083148,0.5838030871178452,289
V8_combination,V8 combination,True,sqrt of the inverse-past-QLIKE combination of the implied slice and blk2_R2,exit_mid,daily_era,631,489,0.08157162286876846,0.3306264452741669,3.9165329555852053,5.455768631115483,-2.1237344271718372,-1.9320278901875954,2024-04-04,0.024416352237814482,0.016068839088415825,2.114420063838004,0.027281450842758938,0.1665696938242452,8.471744011753959,156,-0.016688019101527344,-0.7231415165423073,169
V8_combination,V8 combination,True,sqrt of the inverse-past-QLIKE combination of the implied slice and blk2_R2,hold,whole,631,865,0.10344836819911363,0.38689273934850366,4.244566433340424,7.863956791905685,-3.218774096900205,-2.3251638161685246,2023-11-30,0.02769941472566691,0.018617458840215026,2.365141177550478,0.031352532915307284,0.17173083671306424,6.099087022569523,289,0.03163807807886231,1.4449934167792229,289
V8_combination,V8 combination,True,sqrt of the inverse-past-QLIKE combination of the implied slice and blk2_R2,hold,daily_era,631,489,0.09586246701833862,0.40317132794164806,3.7744982872248847,5.257912951881107,-2.96901964301909,-2.3251638161685246,2023-11-30,0.02648348422092085,0.018164788239171607,2.409676272234105,0.031108980837051787,0.18722696468532962,6.17731693154013,156,-0.0032781059243565678,-0.1392810842291116,169
V9_implied_bc,V9 bias-corrected implied,True,sqrt of the implied slice times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_crossed,whole,631,865,0.04779646042748546,0.31833191955452783,2.3835036338906366,4.415944451484302,-6.047304499244749,-2.1030211387057527,2024-04-04,0.02371722414947445,0.018235181807259443,2.129511753710979,0.028293552977466663,0.10625713416904246,5.5365079712542045,289,-0.012317135129855177,-0.5766892962118395,289
V9_implied_bc,V9 bias-corrected implied,True,sqrt of the implied slice times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_crossed,daily_era,631,489,0.056032968908128714,0.33082941989311676,2.688684113996008,3.74536321140853,-2.497573753975819,-2.1030211387057527,2024-04-04,0.02612845886238031,0.021266762081307976,2.2056938705956814,0.028545870617605187,0.1156726945308575,5.691795941371193,156,-0.017575409500699267,-0.7568381567379406,169
V9_implied_bc,V9 bias-corrected implied,True,sqrt of the implied slice times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_mid,whole,631,865,0.08676815124902991,0.3110623928838861,4.428056014051137,8.203910037339602,-3.523672026902048,-1.9421300376752557,2024-04-04,0.023717224149474445,0.01823518180725944,2.129511753710979,0.028293552977466663,0.13471972087745926,7.063161168187612,289,0.03616989185676006,1.7336843925818695,289
V9_implied_bc,V9 bias-corrected implied,True,sqrt of the implied slice times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_mid,daily_era,631,489,0.08365525589777098,0.3257964279137123,4.076122093534885,5.6780778578132916,-2.2328489473432533,-1.9421300376752557,2024-04-04,0.02612845886238031,0.02126676208130798,2.2056938705956814,0.028545870617605187,0.13598236800902286,6.7328196452232305,156,0.015851242420952188,0.696662275833192,169
V9_implied_bc,V9 bias-corrected implied,True,sqrt of the implied slice times its expanding lagged 63-day realized-over-implied mean at that stamp,hold,whole,631,865,0.10487239403920397,0.38438665572521763,4.331049528764947,8.02418501222676,-3.3398275477229262,-2.420070762338569,2023-11-30,0.02905826854075968,0.022702505829615187,2.425077474445431,0.03216814294226097,0.15014062007214174,5.239110565863573,289,0.05549846119508393,2.587762195044062,289
V9_implied_bc,V9 bias-corrected implied,True,sqrt of the implied slice times its expanding lagged 63-day realized-over-implied mean at that stamp,hold,daily_era,631,489,0.09732153214692318,0.40187904441349737,3.8442696853972436,5.35510519047953,-3.046168614877141,-2.420070762338569,2023-11-30,0.03085840139510538,0.02532074144923739,2.492897871222923,0.032262634680220864,0.1542473124003831,4.956952170754688,156,0.02941031760616933,1.2659594660200046,169
V10_blend_0.50,V10 blend,True,"sqrt(0.50 V7^2 + 0.50 V0^2), blk2_R2",exit_crossed,whole,13,865,0.04742066392612369,0.3220349866245779,2.3375711763956457,4.3308448619833815,-5.828788516312976,-1.9763140990182932,2024-04-04,0.0330256814819613,0.022555475507782672,2.071061917739473,0.027485899942278423,0.12937910521415025,6.95899826137593,289,-0.03599724439516092,-1.6582853813339622,289
V10_blend_0.50,V10 blend,True,"sqrt(0.50 V7^2 + 0.50 V0^2), blk2_R2",exit_crossed,daily_era,13,489,0.05422267645748872,0.33536509303655726,2.566630582113573,3.575341450296719,-2.4348152950920214,-1.9763140990182932,2024-04-04,0.03479213090778805,0.023235034392568424,2.1106747482887176,0.027195879504440048,0.1500011382078997,7.612973194593864,156,-0.05356208577990071,-2.289866422569043,169
V10_blend_0.50,V10 blend,True,"sqrt(0.50 V7^2 + 0.50 V0^2), blk2_R2",exit_mid,whole,13,865,0.08639235474766815,0.3145624176145891,4.359821893020686,8.077491900659659,-3.248949115010312,-1.8154229979877963,2024-04-04,0.0330256814819613,0.022555475507782675,2.071061917739473,0.027485899942278423,0.15784169192256703,8.55632424397129,289,0.012489782591454333,0.5863251580194158,289
V10_blend_0.50,V10 blend,True,"sqrt(0.50 V7^2 + 0.50 V0^2), blk2_R2",exit_mid,daily_era,13,489,0.081844963447131,0.3300247917158615,3.936820956118607,5.4840300138622675,-2.0953700893956535,-1.8154229979877963,2024-04-04,0.03479213090778805,0.023235034392568424,2.1106747482887176,0.027195879504440048,0.17031081168606507,8.698871626834256,156,-0.020135433858249244,-0.8777210830869131,169
V10_blend_0.50,V10 blend,True,"sqrt(0.50 V7^2 + 0.50 V0^2), blk2_R2",hold,whole,13,865,0.10406828982218065,0.386893800753898,4.269990581923433,7.9110604028557505,-3.1921742505358637,-2.320338092687157,2023-11-30,0.03629029655562108,0.025481918770448555,2.366627145630825,0.03136662645490718,0.17355302993593663,6.180097376814268,289,0.031568714618988074,1.4428911687851715,289
V10_blend_0.50,V10 blend,True,"sqrt(0.50 V7^2 + 0.50 V0^2), blk2_R2",hold,daily_era,13,489,0.09613804689879209,0.40283131690781027,3.788544032447394,5.2774788120576,-2.9317743216390397,-2.320338092687157,2023-11-30,0.03623600460583732,0.024894832937438143,2.405871359269563,0.03102683457057381,0.19097668894676262,6.311445842007093,156,-0.006730985537509083,-0.2876672565156892,169
