sample,day_set,route,forecast,rule,n_days,n_gated_out,n_placebo,sharpe_rule,placebo_mean,placebo_sd,placebo_q05,placebo_q50,placebo_q95,pct_rank,p_value
era,full,A_persistence_profile,a0,control_i_gate_only_hold,489,218,2000,3.5848576556233094,2.5547609095173027,0.5059621388990008,1.7471815378718367,2.5485534830815526,3.383983470030171,0.9735,0.026986506746626688
era,oos,A_persistence_profile,a0,control_i_gate_only_hold,489,218,2000,3.5848576556233094,2.5805178345506192,0.521409482990949,1.7264428473933704,2.5550983218509096,3.4918378426174135,0.966,0.034482758620689655
era,full,A_persistence_profile,a0,control_iii_reverse,489,271,2000,0.6925556627253663,1.8270675834327053,0.5878156852829309,0.9110825765761653,1.8008384922021459,2.8351462862121366,0.022,0.9780109945027486
era,oos,A_persistence_profile,a0,control_iii_reverse,489,271,2000,0.6925556627253663,1.8293922573619752,0.6006378825233036,0.8917890191213418,1.8074214973305998,2.850843764245648,0.025,0.9750124937531235
era,full,A_persistence_profile,a0,oracle_gate_on_actual_1530,489,177,2000,2.68514906687283,2.7998930697172026,0.4840534869160394,2.0441269172482497,2.7698892538111806,3.6353357709328455,0.422,0.5782108945527237
era,oos,A_persistence_profile,a0,oracle_gate_on_actual_1530,489,177,2000,2.68514906687283,2.8011026239267065,0.4877364382798357,2.045230778383315,2.7859654182814317,3.6128855951724175,0.407,0.5932033983008496
whole,full,B_direct_regression,a0,full_two_stage,865,527,2000,1.6724098840269628,1.8345860577938753,0.46325590485192364,1.0610710459397317,1.8397521028951123,2.5980334141340324,0.366,0.6341829085457271
whole,oos,B_direct_regression,a0,full_two_stage,797,476,2000,1.9222680152842344,1.9719925739100297,0.4762243674370379,1.1989579394705905,1.972092262618029,2.7809537028023517,0.4555,0.544727636181909
whole,full,B_direct_regression,a0,control_i_gate_only_hold,865,527,2000,1.881432101695483,2.111589305841505,0.46829518131142017,1.3803538950596945,2.108730218562937,2.9174849897594224,0.3145,0.6856571714142928
whole,oos,B_direct_regression,a0,control_i_gate_only_hold,797,476,2000,2.0879806746877327,2.090180652836223,0.47300106254195545,1.304442213078426,2.0686870428451156,2.875210664266266,0.515,0.4852573713143428
whole,full,B_direct_regression,a0,control_iii_reverse,865,338,2000,2.008579478604562,1.7655270444465814,0.3703541148675825,1.1728089019461558,1.7525726957465386,2.3909800444390257,0.734,0.26636681659170414
whole,oos,B_direct_regression,a0,control_iii_reverse,797,321,2000,1.8723937254571208,1.5954537402379965,0.37690624051020405,0.9911974106105264,1.5906845567457906,2.2317580642908186,0.7775,0.22288855572213892
whole,full,B_direct_regression,a0,oracle_gate_on_actual_1530,865,286,2000,2.8907921082779824,2.7060516958751206,0.3394072908431318,2.1714742238244344,2.692623615587852,3.2728870606681157,0.713,0.28735632183908044
whole,oos,B_direct_regression,a0,oracle_gate_on_actual_1530,797,248,2000,2.975103618001615,2.7092081492277247,0.3563215264716764,2.149127094404454,2.7017497478430608,3.3214983598299423,0.776,0.22438780609695153
era,full,B_direct_regression,a0,full_two_stage,489,279,2000,2.2666559000799165,2.1451185275027647,0.6003075448689608,1.1938736475570342,2.112861399504477,3.138745827978347,0.5985,0.4017991004497751
era,oos,B_direct_regression,a0,full_two_stage,489,279,2000,2.2666559000799165,2.131725549885059,0.6079895412524225,1.205330716825324,2.099683999289833,3.164883228544632,0.6045,0.39580209895052476
era,full,B_direct_regression,a0,control_i_gate_only_hold,489,279,2000,2.5063239288508337,2.3106576111515853,0.5965098866011996,1.3942783127120952,2.283337825516353,3.321766932101148,0.645,0.3553223388305847
era,oos,B_direct_regression,a0,control_i_gate_only_hold,489,279,2000,2.5063239288508337,2.3423228896072645,0.6144079668445886,1.3852520982521324,2.3233950542230355,3.428388269624013,0.624,0.37631184407796103
era,full,B_direct_regression,a0,control_iii_reverse,489,210,2000,2.116774684394184,2.0100993546300976,0.5399379662436649,1.1912522420770926,1.9832717862824363,2.97627039351171,0.6015,0.3988005997001499
era,oos,B_direct_regression,a0,control_iii_reverse,489,210,2000,2.116774684394184,2.0040448715188917,0.5178927749936546,1.1971289226710276,1.9858559848295938,2.8943989017683367,0.6105,0.38980509745127434
era,full,B_direct_regression,a0,oracle_gate_on_actual_1530,489,177,2000,2.68514906687283,2.8062128336177556,0.49149253289298506,2.027695442033234,2.786453210697405,3.6396200578133597,0.4255,0.5747126436781609
era,oos,B_direct_regression,a0,oracle_gate_on_actual_1530,489,177,2000,2.68514906687283,2.7798949439807203,0.493113601471776,2.022203030283005,2.7510884271857456,3.636296234311877,0.444,0.5562218890554723
whole,full,A_persistence_profile,blk2,full_two_stage,865,365,2000,2.6245654007622283,2.091472662114431,0.3775060717884112,1.4945421030827248,2.0917616097801357,2.717756726204832,0.917,0.08345827086456771
whole,oos,A_persistence_profile,blk2,full_two_stage,797,340,2000,2.7964174352431175,2.203231128576559,0.40667875148312277,1.5588040745020189,2.196625650675717,2.8971133511347014,0.9195,0.08095952023988005
whole,full,A_persistence_profile,blk2,control_i_gate_only_hold,865,365,2000,2.9046787474822393,2.510637673334779,0.39061172716835646,1.8883097683043808,2.5092096489632207,3.1558615976379794,0.8425,0.15792103948025987
whole,oos,A_persistence_profile,blk2,control_i_gate_only_hold,797,340,2000,2.8680498678265613,2.448946705892398,0.40773763306209465,1.815496075780431,2.4366874450771796,3.1342237819342498,0.8525,0.14792603698150925
whole,full,A_persistence_profile,blk2,control_iii_reverse,865,500,2000,0.9886566516110591,1.6421234364985717,0.45769017217330943,0.8998223996018864,1.6384000950647666,2.406353582523447,0.078,0.9220389805097451
whole,oos,A_persistence_profile,blk2,control_iii_reverse,797,457,2000,1.0246611927607008,1.460149260911697,0.4509123510258431,0.745057088243868,1.451978446754276,2.1957104308613924,0.1725,0.8275862068965517
whole,full,A_persistence_profile,blk2,oracle_gate_on_actual_1530,865,346,2000,2.7633811481115322,2.5696850739309776,0.3778530952807784,1.9669740160977813,2.554956846970752,3.2221508289978797,0.7055,0.29485257371314344
whole,oos,A_persistence_profile,blk2,oracle_gate_on_actual_1530,797,304,2000,2.835713422332207,2.553466972256049,0.38460073027346076,1.9072107455941487,2.537650250359995,3.193852600109781,0.771,0.22938530734632684
era,full,A_persistence_profile,blk2,full_two_stage,489,202,2000,3.2025116204262947,2.454545851412403,0.4990358046362747,1.672641432524795,2.4273301316359333,3.332476736642537,0.927,0.0734632683658171
era,oos,A_persistence_profile,blk2,full_two_stage,489,202,2000,3.2025116204262947,2.451130303874488,0.5039876829768084,1.6583416486148483,2.423208537759915,3.3051578172396434,0.922,0.07846076961519241
era,full,A_persistence_profile,blk2,control_i_gate_only_hold,489,202,2000,3.2225195062817398,2.663068414214502,0.4929343129439362,1.883998786236116,2.6378983153151268,3.5395845111059656,0.8645,0.1359320339830085
era,oos,A_persistence_profile,blk2,control_i_gate_only_hold,489,202,2000,3.2225195062817398,2.6493072560251085,0.5098250074537006,1.8370927865092808,2.6505918223211546,3.491934554335867,0.8655,0.13493253373313344
era,full,A_persistence_profile,blk2,control_iii_reverse,489,287,2000,1.1276153875267998,1.7465804687466953,0.5875834663687483,0.8357220912491268,1.7398319924422738,2.7611022097845255,0.1545,0.8455772113943029
era,oos,A_persistence_profile,blk2,control_iii_reverse,489,287,2000,1.1276153875267998,1.751853036959054,0.5820946815642689,0.805780742302611,1.7526859804862192,2.7141420403422956,0.148,0.8520739630184908
era,full,A_persistence_profile,blk2,oracle_gate_on_actual_1530,489,219,2000,2.818743289280862,2.602526605440819,0.5297956052533183,1.7800555423432924,2.585199303111607,3.5037530273260646,0.659,0.34132933533233384
era,oos,A_persistence_profile,blk2,oracle_gate_on_actual_1530,489,219,2000,2.818743289280862,2.5786603044826744,0.5334099102469892,1.7249523270032248,2.550381881673976,3.490105754912842,0.684,0.31634182908545727
whole,full,B_direct_regression,blk2,full_two_stage,865,525,2000,1.8020125743822555,1.7037596832653683,0.45037484566367114,1.0201291793933531,1.6915619983330266,2.4611982376344703,0.5915,0.40879560219890054
whole,oos,B_direct_regression,blk2,full_two_stage,797,474,2000,2.050448394321908,1.8373208651606225,0.46805578771396794,1.0819695066677308,1.8224897018831556,2.63434207908154,0.6865,0.31384307846076964
whole,full,B_direct_regression,blk2,control_i_gate_only_hold,865,525,2000,2.106029787984236,2.072060134778475,0.4481038028164412,1.3447687575682588,2.0688069707571026,2.7941374899554536,0.5295,0.4707646176911544
whole,oos,B_direct_regression,blk2,control_i_gate_only_hold,797,474,2000,2.3123458691801733,2.0497792021176426,0.4677948296308222,1.2748378610419655,2.0442593500888817,2.8246012909480673,0.7045,0.2958520739630185
whole,full,B_direct_regression,blk2,control_iii_reverse,865,340,2000,2.070511176282989,1.945651591395348,0.37554424202085285,1.3581428767987118,1.9302099336173963,2.600145124310216,0.6555,0.3448275862068966
whole,oos,B_direct_regression,blk2,control_iii_reverse,797,323,2000,1.879694273528423,1.714321813058144,0.38723631434069095,1.1162144408370025,1.703782302117002,2.3666202941534875,0.6775,0.32283858070964516
whole,full,B_direct_regression,blk2,oracle_gate_on_actual_1530,865,346,2000,2.7633811481115322,2.566689698592131,0.3776550254719154,1.9684632853009822,2.5598396646073835,3.209426762854854,0.709,0.2913543228385807
whole,oos,B_direct_regression,blk2,oracle_gate_on_actual_1530,797,304,2000,2.835713422332207,2.5541013467769007,0.39275458992821505,1.9259786886022525,2.5442266663354194,3.224029255750923,0.7675,0.23288355822088955
era,full,B_direct_regression,blk2,full_two_stage,489,273,2000,2.136848394369451,2.1269873704260283,0.5976273605248534,1.1347876323916786,2.118638540132644,3.140398519129346,0.509,0.4912543728135932
era,oos,B_direct_regression,blk2,full_two_stage,489,273,2000,2.136848394369451,2.1368805227555794,0.5941570353278041,1.1828236507343108,2.1246561143630913,3.126944460782561,0.5085,0.4917541229385307
era,full,B_direct_regression,blk2,control_i_gate_only_hold,489,273,2000,2.441387771165538,2.272593629132121,0.5851933998858262,1.3524465039115006,2.261934811028981,3.294743900159536,0.625,0.375312343828086
era,oos,B_direct_regression,blk2,control_i_gate_only_hold,489,273,2000,2.441387771165538,2.290423981414863,0.5848786750561842,1.3601699979696498,2.266871669566636,3.250893048869437,0.606,0.39430284857571213
era,full,B_direct_regression,blk2,control_iii_reverse,489,216,2000,2.211191066726019,2.027276719145219,0.5361439355891576,1.185490661549733,2.006612345069901,2.9461708893152636,0.6455,0.3548225887056472
era,oos,B_direct_regression,blk2,control_iii_reverse,489,216,2000,2.211191066726019,2.032949789506279,0.5365042318314797,1.1855333632446332,2.0127249743406175,2.95650964780137,0.6575,0.3428285857071464
era,full,B_direct_regression,blk2,oracle_gate_on_actual_1530,489,219,2000,2.818743289280862,2.608603200335079,0.5398211570101548,1.7620719819570345,2.576972721798587,3.516217085991152,0.6535,0.3468265867066467
era,oos,B_direct_regression,blk2,oracle_gate_on_actual_1530,489,219,2000,2.818743289280862,2.5550718872089693,0.5406338657598984,1.698260704002762,2.5455457800478425,3.44318734910063,0.6955,0.30484757621189407
whole,full,A_persistence_profile,blk2_inc,full_two_stage,865,378,2000,2.685741688625856,2.0786403450178694,0.3971576108710479,1.4592658067385205,2.060702815920404,2.754500316899844,0.93,0.0704647676161919
whole,oos,A_persistence_profile,blk2_inc,full_two_stage,797,351,2000,2.860115663048433,2.218568407620014,0.4055276303586333,1.5674843550278084,2.2058095247288008,2.8937619730955286,0.937,0.06346826586706647
whole,full,A_persistence_profile,blk2_inc,control_i_gate_only_hold,865,378,2000,2.9571986114056514,2.5004328553509567,0.40529778200359406,1.8663419970036057,2.493150068452331,3.1632216287594597,0.8675,0.1329335332333833
whole,oos,A_persistence_profile,blk2_inc,control_i_gate_only_hold,797,351,2000,2.9236752967135415,2.4265629139656237,0.41643617557950513,1.742986680301425,2.4071614023604457,3.112654024815761,0.879,0.12143928035982009
whole,full,A_persistence_profile,blk2_inc,control_iii_reverse,865,487,2000,0.9726978756024559,1.6255175646595303,0.4392642979065604,0.9370283874333598,1.6051268575216535,2.3655982078449598,0.061,0.9390304847576212
whole,oos,A_persistence_profile,blk2_inc,control_iii_reverse,797,446,2000,0.9995365178932771,1.461105875860891,0.46042195213308557,0.7235686934592137,1.46229246034324,2.2415568239820183,0.1585,0.8415792103948025
whole,full,A_persistence_profile,blk2_inc,oracle_gate_on_actual_1530,865,355,2000,2.8483182527611453,2.5315072766307227,0.3955424792054692,1.9151917326395074,2.5017852127561833,3.2131974060857633,0.7835,0.21689155422288856
whole,oos,A_persistence_profile,blk2_inc,oracle_gate_on_actual_1530,797,311,2000,2.9462040141403567,2.5309358023236737,0.3986201054600112,1.9071803639323326,2.510098047101823,3.2054688512540324,0.8425,0.15792103948025987
era,full,A_persistence_profile,blk2_inc,full_two_stage,489,212,2000,3.233856590730328,2.4508141882374046,0.5229155386024213,1.6368473997824018,2.4364453612320824,3.3254276596191077,0.931,0.06946526736631684
era,oos,A_persistence_profile,blk2_inc,full_two_stage,489,212,2000,3.233856590730328,2.450186555956119,0.519964357216298,1.6323262147055986,2.4217456656377134,3.3310761367619297,0.929,0.07146426786606697
era,full,A_persistence_profile,blk2_inc,control_i_gate_only_hold,489,212,2000,3.21580645593848,2.6172757379133964,0.5057177713422537,1.7876464551755538,2.598706379396374,3.453715543927853,0.8735,0.12693653173413294
era,oos,A_persistence_profile,blk2_inc,control_i_gate_only_hold,489,212,2000,3.21580645593848,2.5933864929668493,0.5090761680477798,1.7884395205138472,2.5684596008160776,3.4545038407357502,0.894,0.10644677661169415
era,full,A_persistence_profile,blk2_inc,control_iii_reverse,489,277,2000,1.2490358387813236,1.7503139370853864,0.5892888059748692,0.8169500263908347,1.7301901511928213,2.7463567312609607,0.195,0.8050974512743628
era,oos,A_persistence_profile,blk2_inc,control_iii_reverse,489,277,2000,1.2490358387813236,1.7450017387650332,0.5831236614558855,0.8245842254376331,1.7243940447448076,2.736203664952609,0.1965,0.8035982008995503
era,full,A_persistence_profile,blk2_inc,oracle_gate_on_actual_1530,489,228,2000,2.8437548967043336,2.5254614763638696,0.5431586311526809,1.655034710051652,2.505980231128338,3.438892936770384,0.739,0.2613693153423288
era,oos,A_persistence_profile,blk2_inc,oracle_gate_on_actual_1530,489,228,2000,2.8437548967043336,2.5259300800661126,0.5493848895684831,1.6721437044921725,2.5021431851855684,3.4801549583290075,0.729,0.27136431784107945
whole,full,B_direct_regression,blk2_inc,full_two_stage,865,529,2000,1.7020617381475278,1.722405341701435,0.4473371903203782,0.9866428593801854,1.718060276188369,2.4621788248002896,0.481,0.519240379810095
whole,oos,B_direct_regression,blk2_inc,full_two_stage,797,477,2000,1.9566697728531657,1.8718325045818234,0.4751466142267558,1.077575845883059,1.8730784738926034,2.666684569058619,0.569,0.4312843578210895
whole,full,B_direct_regression,blk2_inc,control_i_gate_only_hold,865,529,2000,2.014960119736051,2.043227263533203,0.4550399495426522,1.2868322119416866,2.030689232956823,2.787153792565911,0.489,0.5112443778110944
whole,oos,B_direct_regression,blk2_inc,control_i_gate_only_hold,797,477,2000,2.230547934423227,2.0495914392746952,0.4715000608576097,1.3102994651231334,2.031860958859199,2.8434349244199124,0.657,0.34332833583208394
whole,full,B_direct_regression,blk2_inc,control_iii_reverse,865,336,2000,2.0890899886146856,1.923643958497913,0.3673984564294682,1.3476675339349262,1.9172378839755688,2.543567100051841,0.6695,0.3308345827086457
whole,oos,B_direct_regression,blk2_inc,control_iii_reverse,797,320,2000,1.8717741921294802,1.6948230499861223,0.3808284583163849,1.0926984492351597,1.673872057003525,2.347251692739959,0.6905,0.3098450774612694
whole,full,B_direct_regression,blk2_inc,oracle_gate_on_actual_1530,865,355,2000,2.8483182527611453,2.5430977298028363,0.39208027499354614,1.9172135631713862,2.5347687424556646,3.221253159530673,0.788,0.21239380309845077
whole,oos,B_direct_regression,blk2_inc,oracle_gate_on_actual_1530,797,311,2000,2.9462040141403567,2.529753085015951,0.3983233743116139,1.9001328094414576,2.5142562770538657,3.206399939535382,0.854,0.14642678660669664
era,full,B_direct_regression,blk2_inc,full_two_stage,489,274,2000,2.1077083917355885,2.165956210238046,0.5949705242549893,1.19378734559256,2.149791301342438,3.190049360171795,0.472,0.5282358820589705
era,oos,B_direct_regression,blk2_inc,full_two_stage,489,274,2000,2.1077083917355885,2.144294973485812,0.606979625263544,1.2011776259016589,2.1052643279453562,3.1855017533378187,0.502,0.49825087456271866
era,full,B_direct_regression,blk2_inc,control_i_gate_only_hold,489,274,2000,2.410083216495095,2.2936225541791733,0.5868012147503623,1.3672308899973729,2.2788496621596197,3.3075209119778473,0.595,0.4052973513243378
era,oos,B_direct_regression,blk2_inc,control_i_gate_only_hold,489,274,2000,2.410083216495095,2.2945677319815205,0.5962743069234132,1.3641747552354595,2.269389996458603,3.341073624402488,0.598,0.40229885057471265
era,full,B_direct_regression,blk2_inc,control_iii_reverse,489,215,2000,2.124923224829368,1.9904171541234714,0.543407608260288,1.1380829351569746,1.9709114047239713,2.9300072975386726,0.6135,0.3868065967016492
era,oos,B_direct_regression,blk2_inc,control_iii_reverse,489,215,2000,2.124923224829368,1.9525297492839984,0.5343164198908014,1.1013279971491985,1.9295330410421256,2.854313105570187,0.643,0.35732133933033483
era,full,B_direct_regression,blk2_inc,oracle_gate_on_actual_1530,489,228,2000,2.8437548967043336,2.5074013648813316,0.5313787068590758,1.6647863426412195,2.488411808178088,3.38359237170803,0.7325,0.26786606696651677
era,oos,B_direct_regression,blk2_inc,oracle_gate_on_actual_1530,489,228,2000,2.8437548967043336,2.5056004804118404,0.543792177476503,1.6488141824177003,2.462582873890097,3.434467590637323,0.7415,0.2588705647176412
whole,full,A_persistence_profile,lgbm,full_two_stage,865,362,2000,2.8358796112812255,2.324554977375658,0.3957446738086313,1.6818752940545862,2.3214883810691536,2.99041277342954,0.894,0.10644677661169415
whole,oos,A_persistence_profile,lgbm,full_two_stage,797,342,2000,3.050798523927504,2.4461041464943993,0.4204903726927312,1.7763518852010292,2.4215350732083634,3.148826408502429,0.9195,0.08095952023988005
whole,full,A_persistence_profile,lgbm,control_i_gate_only_hold,865,362,2000,2.884890967869388,2.5237286249346655,0.39325844099997176,1.913457224872238,2.5178042851052496,3.1770803142755466,0.825,0.17541229385307347
whole,oos,A_persistence_profile,lgbm,control_i_gate_only_hold,797,342,2000,2.8260464484164385,2.456357945115622,0.41160465509872257,1.8037878102974292,2.447208221759279,3.166628963941682,0.8165,0.1839080459770115
whole,full,A_persistence_profile,lgbm,control_iii_reverse,865,503,2000,0.8563241933929802,1.4052021047858638,0.44659963691732196,0.6675609709938828,1.3930961950468723,2.1658729329667357,0.0995,0.9005497251374313
whole,oos,A_persistence_profile,lgbm,control_iii_reverse,797,455,2000,0.8672182277842703,1.2133228948656902,0.45894210149398973,0.48697188591641893,1.188739796382297,2.0053448078852414,0.235,0.7651174412793603
whole,full,A_persistence_profile,lgbm,oracle_gate_on_actual_1530,865,289,2000,3.7517295140088103,2.730103099208606,0.3468366765288043,2.2059687447084793,2.710930673502512,3.323680513779299,0.9965,0.00399800099950025
whole,oos,A_persistence_profile,lgbm,oracle_gate_on_actual_1530,797,253,2000,3.951958526737054,2.727332308057454,0.35556274868178744,2.1428344173139666,2.723791934004944,3.3442183278221043,0.9995,0.0009995002498750624
era,full,A_persistence_profile,lgbm,full_two_stage,489,209,2000,3.3549382532956336,2.61034573994502,0.5169673856927092,1.8146267058948022,2.5840696898144166,3.4873024509657977,0.9205,0.079960019990005
era,oos,A_persistence_profile,lgbm,full_two_stage,489,209,2000,3.3549382532956336,2.603615085594967,0.5084080103801104,1.7542795513065053,2.6014628498614982,3.4670953602134174,0.9275,0.07296351824087956
era,full,A_persistence_profile,lgbm,control_i_gate_only_hold,489,209,2000,3.1407468371263954,2.6267452973535375,0.5113526987614534,1.8227045212475905,2.606308734868505,3.495607347603637,0.8435,0.15692153923038482
era,oos,A_persistence_profile,lgbm,control_i_gate_only_hold,489,209,2000,3.1407468371263954,2.6298234193630816,0.5115359252811084,1.8335775561134624,2.6134436695742043,3.4749337216389415,0.841,0.15942028985507245
era,full,A_persistence_profile,lgbm,control_iii_reverse,489,280,2000,1.183610992341428,1.614252445950306,0.5830915936599855,0.671342209530695,1.6001658402776304,2.6094508794494002,0.2305,0.769615192403798
era,oos,A_persistence_profile,lgbm,control_iii_reverse,489,280,2000,1.183610992341428,1.5888064480585937,0.6011516430411944,0.6490404059118473,1.5807060848847587,2.6270985128483817,0.2655,0.7346326836581709
era,full,A_persistence_profile,lgbm,oracle_gate_on_actual_1530,489,192,2000,3.560365431304825,2.7619142760092905,0.4918327232213231,1.9762010427131715,2.737318278505606,3.6124245649137223,0.94,0.06046976511744128
era,oos,A_persistence_profile,lgbm,oracle_gate_on_actual_1530,489,192,2000,3.560365431304825,2.765955016483334,0.5051753793418546,1.9665889077479737,2.7577087668912146,3.627021253625183,0.9315,0.06896551724137931
whole,full,B_direct_regression,lgbm,full_two_stage,865,546,2000,2.2207976497155406,1.8221800115836326,0.4646360459661962,1.091599773052674,1.8102795864087982,2.607342888227941,0.806,0.19440279860069964
whole,oos,B_direct_regression,lgbm,full_two_stage,797,492,2000,2.3641403525009217,1.9736016165065116,0.48552413280692497,1.1855100906557479,1.964473384117926,2.787354657508716,0.788,0.21239380309845077
whole,full,B_direct_regression,lgbm,control_i_gate_only_hold,865,546,2000,2.1465690910081356,2.012638461350504,0.45197163708933163,1.3087756893562807,1.998772769835678,2.7589075022359384,0.621,0.3793103448275862
whole,oos,B_direct_regression,lgbm,control_i_gate_only_hold,797,492,2000,2.2015914253928286,1.9836506188063563,0.47506266146396864,1.2224764108444468,1.9721737634946395,2.7819589291167532,0.687,0.31334332833583206
whole,full,B_direct_regression,lgbm,control_iii_reverse,865,319,2000,1.838525171772415,1.7102418941805824,0.35812702022966597,1.163406439545249,1.6878649759187674,2.316534913020425,0.652,0.34832583708145926
whole,oos,B_direct_regression,lgbm,control_iii_reverse,797,305,2000,1.636169137154484,1.4520673405094486,0.3806125765078726,0.8398983120289651,1.443315019000074,2.098868426684679,0.692,0.30834582708645675
whole,full,B_direct_regression,lgbm,oracle_gate_on_actual_1530,865,289,2000,3.7517295140088103,2.732271648147068,0.3461564995427577,2.1595791906084236,2.7240350228235832,3.3299034364234377,0.9975,0.0029985007496251873
whole,oos,B_direct_regression,lgbm,oracle_gate_on_actual_1530,797,253,2000,3.951958526737054,2.7073884182546704,0.3512584536876899,2.1483788576239697,2.7070351384448195,3.3036161190660454,0.999,0.0014992503748125937
era,full,B_direct_regression,lgbm,full_two_stage,489,283,2000,2.3893150543458894,2.239195765118142,0.6171434622010052,1.2228007480915488,2.2158251057985683,3.2863852299711276,0.609,0.391304347826087
era,oos,B_direct_regression,lgbm,full_two_stage,489,283,2000,2.3893150543458894,2.2318812769023095,0.6118150996556196,1.251663685752823,2.205002795804564,3.33138051666914,0.6125,0.38780609695152424
era,full,B_direct_regression,lgbm,control_i_gate_only_hold,489,283,2000,2.258221209456794,2.2259891737423914,0.5939416401731089,1.3020864865756479,2.20618264225937,3.256980021455356,0.5345,0.4657671164417791
era,oos,B_direct_regression,lgbm,control_i_gate_only_hold,489,283,2000,2.258221209456794,2.2227470974074928,0.6070404944923843,1.2791009528862596,2.205796669342941,3.2483193934643064,0.537,0.46326836581709147
era,full,B_direct_regression,lgbm,control_iii_reverse,489,206,2000,2.1946835888414475,1.8263418185416955,0.5137790284961273,1.0047947011345089,1.8052728467117545,2.677434858477244,0.766,0.23438280859570215
era,oos,B_direct_regression,lgbm,control_iii_reverse,489,206,2000,2.1946835888414475,1.8435873346595348,0.5298931442681765,1.0323119438759611,1.8137221122178246,2.765389839062936,0.7535,0.24687656171914044
era,full,B_direct_regression,lgbm,oracle_gate_on_actual_1530,489,192,2000,3.560365431304825,2.7574377676945674,0.5071575561669869,1.9655426770260824,2.742108926510763,3.6235527729728805,0.9365,0.063968015992004
era,oos,B_direct_regression,lgbm,oracle_gate_on_actual_1530,489,192,2000,3.560365431304825,2.776591176925237,0.49785454078926067,2.0030013755671403,2.742792962737188,3.6517923597048925,0.9365,0.063968015992004
whole,full,A_persistence_profile,xgb,full_two_stage,865,370,2000,3.1897689676439342,2.264770259451161,0.39207898044091405,1.651115926056527,2.253283570334509,2.9162086844079558,0.986,0.014492753623188406
whole,oos,A_persistence_profile,xgb,full_two_stage,797,345,2000,3.2163032715877025,2.41121240371829,0.40489143686882356,1.7600377534145208,2.4152769228654085,3.0986329846205223,0.9745,0.025987006496751622
whole,full,A_persistence_profile,xgb,control_i_gate_only_hold,865,370,2000,3.2503563519901926,2.502626380855245,0.39524855039046614,1.886697110821612,2.4915268118469793,3.1705302088237812,0.968,0.03248375812093953
whole,oos,A_persistence_profile,xgb,control_i_gate_only_hold,797,345,2000,3.0621509711069237,2.4416411997138767,0.4124406259430548,1.787937890128154,2.4338053192640596,3.14067288950312,0.935,0.06546726636681659
whole,full,A_persistence_profile,xgb,control_iii_reverse,865,495,2000,0.7518162182826553,1.4421477042098885,0.44744418154344173,0.7315822900632634,1.4395697647152386,2.201557800043412,0.055,0.9450274862568716
whole,oos,A_persistence_profile,xgb,control_iii_reverse,797,452,2000,0.6836298043478778,1.2550234085820564,0.4691954934046183,0.5296405077516462,1.242959819121256,2.0469609085057594,0.1065,0.8935532233883059
whole,full,A_persistence_profile,xgb,oracle_gate_on_actual_1530,865,278,2000,3.8791835444229124,2.723010786713489,0.3374519755717364,2.1934265079104014,2.713537530607259,3.2959465339818177,0.9995,0.0009995002498750624
whole,oos,A_persistence_profile,xgb,oracle_gate_on_actual_1530,797,243,2000,3.946701810656312,2.7117716222844264,0.34494329296352055,2.178574562902974,2.6970564846701173,3.3112762200753396,0.998,0.0024987506246876563
