,N0,N1,N2,N3,N4,N5,N6,N7,rv_raw_1600,rv_1500_1530,rv_yesterday,iv_var
2023-06-13,3.1286265190645237e-06,3.277808451687763e-06,2.983302753330661e-06,2.8236483667100447e-06,2.54918575953754e-06,2.5976140072854895e-06,2.7881395536626795e-06,3.8388571608211445e-06,1.710318761670049e-06,1.8847740492885125e-06,1.7203329787164822e-05,2.5545424714730313e-06
2023-06-14,3.281537058326962e-06,2.6877560554013054e-06,5.709196480409776e-06,6.640371208945077e-06,5.853844436525843e-06,5.806197115194072e-06,4.792644940560714e-06,2.410479897387552e-06,7.072844807660841e-06,1.4645311864943324e-05,3.7592277309085995e-05,8.660418600932307e-06
2023-06-15,3.3925546488871198e-06,3.613212964565779e-06,3.0510444537248517e-06,3.91014069789574e-06,3.9419878107146215e-06,3.992014417424494e-06,3.9800174986815995e-06,3.8840043440261455e-06,5.439406140073089e-06,4.909036280105828e-06,7.568041032596152e-05,5.1851107985427085e-06
2023-06-16,3.474634625768684e-06,3.566364961565616e-06,2.8409110821299886e-06,3.1275245462958737e-06,3.0859005400904515e-06,2.9342720538503353e-06,3.2515108315672907e-06,5.9804803424469986e-06,3.570767045428568e-06,2.989243176288895e-06,3.964379047122179e-05,3.960579665445861e-06
2023-06-20,3.36265617458997e-06,3.093526894492125e-06,2.105798025324889e-06,2.098265671586154e-06,2.2423497374628756e-06,2.242265431296549e-06,2.243862626681781e-06,3.3838225086591666e-06,2.00784439894793e-06,1.5717579395449216e-06,3.7969444590972546e-05,1.617284508427676e-06
2023-06-21,3.435862883908211e-06,3.202514029933427e-06,2.2772537312852686e-06,2.3009725703553243e-06,2.421537928472508e-06,2.427274779985445e-06,2.496825670924107e-06,3.1576926787504955e-06,2.415001901889863e-06,1.6298191114217138e-06,2.595200628427313e-05,2.0139037710447192e-06
2023-06-22,3.4197418779878812e-06,3.772531976741749e-06,2.1357792353637974e-06,2.032332927320999e-06,2.2277803063393066e-06,2.2614573279852706e-06,2.5244630510942363e-06,3.249304838465924e-06,3.035879780193998e-06,1.1218729267994357e-06,3.451227068306329e-05,1.8609079336937961e-06
2023-06-23,3.4312393318102708e-06,3.937435516960159e-06,2.853551541171952e-06,3.1865598602983112e-06,3.2160428381288028e-06,3.0686772293667956e-06,2.943391526235677e-06,3.621229406656396e-06,5.480260477346234e-06,2.5326224448296694e-06,3.0500285828691613e-05,2.55387283202853e-06
2023-06-26,3.3446813329338394e-06,3.989187573062765e-06,3.183065379486347e-06,2.5827808619833112e-06,2.6654397198062065e-06,2.5874276155221627e-06,2.73303714191417e-06,3.4556463120033766e-06,3.251778505975816e-06,1.2856820854436332e-06,3.0254498637312015e-05,1.9993392383772294e-06
2023-06-27,3.3027389534544598e-06,3.0018229091047125e-06,2.0594781377116586e-06,1.9227104396744814e-06,2.1153240398640566e-06,2.146132403771126e-06,2.46771746536003e-06,3.0363735271624982e-06,2.2391043665259425e-06,1.1098253757099216e-06,3.295862305047038e-05,1.938601138623765e-06
2023-06-28,3.310473872586218e-06,3.225017961568432e-06,2.9081393753507415e-06,2.8360691605608775e-06,2.8923364706679373e-06,2.919946585744824e-06,2.8201497035922513e-06,2.828072994692589e-06,4.412462173541906e-06,2.0842748987504838e-06,2.3602871534047752e-05,2.380813921690809e-06
2023-06-29,3.42898109471936e-06,3.668741706455897e-06,2.760812756739173e-06,2.2856127436358765e-06,2.286620951840361e-06,2.3784287926307674e-06,2.6799035780286704e-06,4.796053394808469e-06,2.024058705582436e-06,1.0995295393748806e-06,3.620329813029989e-05,1.997828935256077e-06
2023-06-30,3.2051827133267964e-06,2.7342308969503624e-06,2.0639642222209507e-06,1.8744190071387843e-06,2.034687191584184e-06,2.092601845368871e-06,2.2323902107910816e-06,3.231554048896791e-06,3.084531035075052e-06,1.1521542327140297e-06,3.1686651468861016e-05,3.944056068433398e-06
2023-07-05,3.002961377065989e-06,2.3518243376791516e-06,1.6042138390181512e-06,1.1610346185719723e-06,1.2399827942477828e-06,1.258431123810867e-06,1.0035142952335042e-06,2.4298731300599034e-06,6.753009916240416e-07,4.322723169338557e-07,8.531010817372424e-06,9.025359108034735e-07
2023-07-06,2.9784223973377217e-06,2.8804157873345896e-06,1.932513400331878e-06,1.474025887995516e-06,1.4465546180746547e-06,1.4973647834824237e-06,1.463143581348845e-06,2.8900968305950303e-06,1.8487076435306628e-06,4.763733134099989e-07,1.3188125574441318e-05,1.2767687046352995e-06
2023-07-07,3.0463568853713553e-06,3.0774945967565356e-06,2.497988928943613e-06,2.0689380875421883e-06,1.9944381703842303e-06,1.947223012711794e-06,1.5734508631619716e-06,4.059385382173522e-06,3.5916479350600982e-06,1.1979188714080572e-06,1.8777253318637232e-05,2.1852011695741153e-06
2023-07-10,3.0803807341849695e-06,3.5187808228343844e-06,2.7666662218919675e-06,2.270121617143606e-06,2.3357281469011606e-06,2.275853659910556e-06,1.9832664646644656e-06,3.113281781116372e-06,2.112521505529224e-06,9.897016522380365e-07,2.218157842448707e-05,1.601227632916477e-06
2023-07-11,3.0951807402983094e-06,3.0009975432950362e-06,2.2208534221361754e-06,2.0618089674567743e-06,2.198947098401111e-06,2.2212446483400966e-06,2.1761363011891383e-06,2.7132765198898873e-06,2.8208907605873605e-06,1.1107129313698114e-06,2.936053442417206e-05,2.1572161798592038e-06
2023-07-12,3.253585105336699e-06,2.835254537349688e-06,2.3388728680692877e-06,2.9060185575162794e-06,2.9140264604748698e-06,2.9171581764259687e-06,2.554278639563847e-06,3.6952388979067773e-06,1.8501095086456416e-06,2.096205260797369e-06,2.1252913295669583e-05,3.401992374532101e-06
2023-07-13,3.0507975865757173e-06,2.280658237644714e-06,1.6807396970760796e-06,1.8295237729885637e-06,2.0673798034898925e-06,2.1180897126500966e-06,1.95526029992666e-06,2.64199978907208e-06,1.5138336593235726e-06,1.379515975684496e-06,2.556928477628367e-05,2.4327619973873002e-06
2023-07-14,3.0797862408162626e-06,2.9062441859701503e-06,2.6219226729706916e-06,3.0497505225620706e-06,3.1010956252166163e-06,2.9752004214540843e-06,2.48486263200078e-06,2.6478124945848115e-06,3.586723164855918e-06,2.6061709960453408e-06,1.4051239731272734e-05,2.559898269095465e-06
2023-07-17,2.869531459723033e-06,2.074674292268742e-06,2.058373685022421e-06,2.5868535229044143e-06,2.780185360695521e-06,2.7028470841744544e-06,2.2025963125479385e-06,2.411412644259377e-06,1.672974477127785e-06,2.2019320963912314e-06,2.419803410517843e-05,2.874145977466158e-06
2023-07-18,2.6818982814377717e-06,2.048310588374331e-06,2.136964830629868e-06,2.414836001193475e-06,2.414844055303264e-06,2.4264094900890012e-06,2.32961365234631e-06,2.210906920443862e-06,1.9590409330676067e-06,1.511622769184673e-06,1.384332173977655e-05,2.0587935375320856e-06
2023-07-19,2.60329582023244e-06,2.2996281946318645e-06,2.477883193186207e-06,1.982966281862077e-06,1.821395122611509e-06,1.8687896515786728e-06,2.1440560247639908e-06,2.183312551756974e-06,1.8089607280346064e-06,6.406331706273623e-07,1.5867494604389196e-05,1.6526062150154862e-06
2023-07-20,2.6001988548965937e-06,2.4237327084864746e-06,3.246810263753807e-06,3.1078691910206194e-06,2.8729569121157376e-06,2.9435994887112145e-06,3.05740889443019e-06,2.515280016246997e-06,2.161229568133273e-06,1.5491414497847729e-06,2.280402179404122e-05,2.8709624630429497e-06
2023-07-21,2.6011814968345396e-06,2.5416295050886582e-06,2.796880515997639e-06,2.74784469079803e-06,2.6497209997638936e-06,2.6154257238998037e-06,2.991320656563334e-06,2.6472905741745455e-06,1.802231538557478e-06,1.4608623466371791e-06,1.9894286824535564e-05,2.9250211132192826e-06
2023-07-24,2.5280885616777783e-06,2.5418949155454876e-06,2.1316944300865293e-06,2.0121517623659023e-06,2.034817041221537e-06,1.9796374795590923e-06,2.2219357388323777e-06,2.409275880936161e-06,1.5883683386433292e-06,8.319403629273735e-07,2.1861780926295516e-05,2.082000417602245e-06
2023-07-25,2.2795098358188383e-06,1.8270806547225612e-06,1.8214653343377485e-06,1.7158245294164786e-06,1.690139409095875e-06,1.6993102476744665e-06,1.9153180408823956e-06,2.0150330199932785e-06,2.0554223202978485e-06,7.390744350709115e-07,1.8216347317513206e-05,1.7082258437875304e-06
2023-07-26,2.3834772888757274e-06,2.528057502596657e-06,6.458044797396904e-06,9.155172918226868e-06,7.805613733457168e-06,7.650604079892985e-06,5.9386486789946004e-06,2.0384156998455436e-06,4.861196790909711e-06,1.0333669943296731e-05,1.0576357679806297e-05,4.570112579438384e-06
2023-07-27,2.56744144707103e-06,3.187112927661073e-06,6.135235536405151e-06,5.424273222262141e-06,4.709662684057314e-06,4.780642576129735e-06,5.313579671322032e-06,2.5584380413735358e-06,5.176870736276803e-06,4.12436262480588e-06,3.724661595252232e-05,3.804559464375292e-06
2023-07-28,2.664276688609627e-06,4.992843326360315e-06,3.682373818595768e-06,3.0298139345503094e-06,3.027911165096823e-06,2.9565186594211054e-06,3.3699120500862597e-06,3.3064543906319585e-06,1.8467694295829105e-06,1.4552722763073083e-06,3.767380943158264e-05,2.870600107970672e-06
2023-07-31,2.53729726037228e-06,2.8312997734606104e-06,2.078414514815726e-06,1.902148766605605e-06,2.1029407583396806e-06,2.038050776382557e-06,2.5268052728366006e-06,2.5645103020960803e-06,3.006100852055394e-06,9.84881394097534e-07,2.5528250681203172e-05,1.6922704966738588e-06
2023-08-01,2.5141492220695124e-06,2.501681894604147e-06,1.7147890590389844e-06,1.2953729416680588e-06,1.3336276629327576e-06,1.3787352281419624e-06,1.821475906880428e-06,2.8254909647204563e-06,1.397205799998366e-06,4.065158272370437e-07,2.08015335844988e-05,1.7770687058461018e-06
2023-08-02,2.7499403443849785e-06,4.242241911807144e-06,3.6322707489534937e-06,3.318660340064285e-06,3.321816123540684e-06,3.3557546724398905e-06,2.9457122159659902e-06,3.570233841061039e-06,3.4607993948291767e-06,2.0300620701872477e-06,1.5414797971401587e-05,4.3412623920197225e-06
2023-08-03,2.9299300508345926e-06,5.363461997735932e-06,3.829075193217017e-06,3.769945823903032e-06,3.756571924596067e-06,3.812662122650693e-06,3.4410359734706197e-06,4.303978128886222e-06,4.079140474829325e-06,2.3874656732175552e-06,3.029826489109782e-05,2.633211434202062e-06
2023-08-04,3.2339625392203027e-06,4.654624091294629e-06,8.265074252398897e-06,6.461482256512076e-06,5.1955127423588204e-06,5.1707659943532e-06,5.290396769405986e-06,4.052255814900843e-06,3.482594794526987e-06,3.882953303176058e-06,3.157380445411995e-05,5.4339065254226055e-06
2023-08-07,2.964201677469891e-06,3.681653919045066e-06,2.7874243057007886e-06,2.3020411101861706e-06,2.3178765500542407e-06,2.2642610526051252e-06,2.8863620352435805e-06,3.271695383916639e-06,1.419630888122908e-06,9.100568199575616e-07,4.715243274731111e-05,2.147545263308115e-06
2023-08-08,2.982790412241994e-06,4.0678964796761314e-06,3.561713647157602e-06,2.777345551269815e-06,2.614347272162482e-06,2.646953766441212e-06,2.8940020791987577e-06,3.9582332414463095e-06,3.2008663211284367e-06,1.3932626638276785e-06,2.9035410529824835e-05,2.4049488526800944e-06
2023-08-09,2.9527900471693544e-06,3.20088061925091e-06,2.6561459141107243e-06,2.5865086665893126e-06,2.5346995670579035e-06,2.547884127918502e-06,2.7477129975321997e-06,3.23636764776016e-06,4.5554533217465226e-06,1.4396406431684038e-06,3.2004733439797076e-05,2.5504373448923845e-06
2023-08-10,3.5812708290471127e-06,5.1818315406876575e-06,7.436695735920302e-06,6.484654925623678e-06,5.16245736699082e-06,5.258282586748077e-06,5.720043586308776e-06,5.259304332249942e-06,4.116944371506456e-06,3.963415986506777e-06,3.0024126727009758e-05,6.331202939451806e-06
2023-08-11,3.4324805169813095e-06,4.3426274247119914e-06,3.7145593183794496e-06,3.675352528476048e-06,3.4717492477401685e-06,3.3840020206323578e-06,3.989897091348909e-06,3.841174522507276e-06,3.270230962440045e-06,2.2628007717094724e-06,7.675117687204241e-05,4.5392006281552745e-06
2023-08-14,3.3097219649276687e-06,4.1959980223027465e-06,2.736291998372272e-06,2.456829865660609e-06,2.648627378795105e-06,2.5631681945886255e-06,2.605005070311191e-06,3.5411540962426004e-06,1.8929524277029025e-06,1.1911309701898743e-06,4.4296292561710925e-05,2.096902849395717e-06
2023-08-15,3.345223678197125e-06,4.449474671581182e-06,2.8798312043007747e-06,3.381765622607834e-06,3.4901836010359876e-06,3.466636566776525e-06,3.0668142510311926e-06,4.0705059132714436e-06,3.1227997013155694e-06,2.79740392381289e-06,2.575561377885469e-05,5.944168371655676e-06
2023-08-16,3.4433295224927626e-06,3.716698620725744e-06,5.785808150575352e-06,5.581499295112739e-06,5.1064574214777865e-06,5.116371816180112e-06,4.313561215264333e-06,3.44846632209854e-06,3.613619785591265e-06,5.455477960230096e-06,2.873887744320066e-05,6.0484017266974665e-06
2023-08-17,3.4636906487235363e-06,3.726036445186646e-06,3.871753760545854e-06,5.42146220754016e-06,5.482950934325634e-06,5.454335003485163e-06,4.6748492646648596e-06,3.011571376808344e-06,8.1628042629103e-06,6.5874968252480585e-06,4.390127424126885e-05,5.4880152377835325e-06
2023-08-18,3.915542289134699e-06,4.8082668774939975e-06,4.653112338635936e-06,4.69138122512013e-06,4.4232276243344845e-06,4.323606231466661e-06,4.4277607812590355e-06,4.736121958484949e-06,5.441835291680237e-06,3.7313617683014745e-06,4.3649490913573676e-05,4.735446623815934e-06
2023-08-21,3.8457641187677305e-06,3.656053625772889e-06,3.041088464550683e-06,2.6166199511666386e-06,2.719623778426964e-06,2.613120559413148e-06,2.8370027696122616e-06,3.524393826153772e-06,1.5631515793981852e-06,1.3223662301497966e-06,4.579076303185299e-05,2.3492205993211866e-06
2023-08-22,3.885988524940742e-06,3.791280099819398e-06,3.897834010577299e-06,3.795005901637756e-06,3.6715906159459063e-06,3.6513764435295113e-06,3.606579718652596e-06,3.354574777902305e-06,2.196764404975472e-06,2.8331197687277357e-06,2.9149965671972906e-05,3.651100888710067e-06
2023-08-23,3.7482339527464015e-06,3.2788323900036946e-06,2.471975021225084e-06,2.321658682157041e-06,2.3939195280427487e-06,2.4125627909910907e-06,2.427646597540895e-06,3.4536453231639915e-06,2.3185570226744312e-06,1.6003259752230198e-06,4.044956280099182e-05,2.5996958757300313e-06
2023-08-24,3.9248748346309086e-06,4.081464560902884e-06,4.237404680176239e-06,4.285670723346403e-06,4.04859717896831e-06,4.07642622445483e-06,3.850787718327893e-06,3.3927170090650686e-06,7.306233202369002e-06,3.1361002717996048e-06,2.275894112848171e-05,3.876195371885243e-06
2023-08-25,4.570116794439697e-06,5.139400894306455e-06,6.780126496220695e-06,7.107675097832582e-06,6.259430221793179e-06,6.0688624151197876e-06,6.226267180043541e-06,4.061056136709244e-06,4.579585275105786e-06,5.071606773188658e-06,5.0994474414275585e-05,4.795297665935835e-06
2023-08-28,4.008320271216258e-06,3.5654456970359352e-06,4.520566850822417e-06,3.745428954388877e-06,3.5539252059232738e-06,3.4478121133165824e-06,4.315395246532461e-06,3.856588888358541e-06,4.545549792012646e-06,2.09874809535256e-06,0.00011509844961965496,3.2121684470921054e-06
2023-08-29,4.058600098388149e-06,3.50468746731213e-06,3.036542313501248e-06,2.7385846972764036e-06,2.73574240123941e-06,2.733797358870104e-06,3.338424681368804e-06,3.930613132254145e-06,1.2584638201064404e-06,1.5844814323421026e-06,4.125084063413344e-05,2.634992342564975e-06
2023-08-30,3.995896387671416e-06,3.289310044822535e-06,3.1353653215073816e-06,2.5748082477002865e-06,2.491217728477552e-06,2.528808337609569e-06,3.0578273649435637e-06,3.464992246689155e-06,1.9296785003759804e-06,1.506088395312414e-06,3.274193924847752e-05,2.3967976584688936e-06
2023-08-31,3.746067985186875e-06,2.89523732384674e-06,2.196949822156779e-06,2.239233409908479e-06,2.348859421381978e-06,2.341165790921782e-06,2.900885119962031e-06,3.150538705676336e-06,2.5266480136762094e-06,1.3956307353908994e-06,3.647218507439083e-05,2.65655778625834e-06
2023-09-01,3.7371781087241765e-06,3.0515896456914717e-06,1.8223005338559027e-06,1.8947393207694328e-06,1.9426880685219425e-06,1.881454020706001e-06,1.9354751048852543e-06,3.921540544003472e-06,9.544286550887883e-07,1.028430403593473e-06,2.6260945264895064e-05,2.102026664061178e-06
2023-09-05,3.4059948437809404e-06,2.8397452484206433e-06,1.912799137603719e-06,1.7863607028187909e-06,1.9086540170091357e-06,1.8747775384655188e-06,1.3291775909453203e-06,3.0427515236083818e-06,1.2175701356771348e-06,1.1557809692069116e-06,3.5359872110058735e-05,1.6173924414329166e-06
2023-09-06,3.3956836934816098e-06,2.8792479861592775e-06,2.5712619709289836e-06,2.443197187306588e-06,2.5497906647656608e-06,2.5351368537609e-06,1.6551025576354984e-06,3.0399260730070278e-06,1.9949503238404323e-06,1.910759305911357e-06,1.9064881993234763e-05,2.9438332500682228e-06
2023-09-07,3.375004076263108e-06,3.273507823251151e-06,2.378372639238282e-06,2.633732642366834e-06,2.67828737431145e-06,2.68482024499281e-06,2.156391946926103e-06,3.4603656421051926e-06,2.508663287675158e-06,1.90477058725846e-06,2.627950010048347e-05,2.030164763388194e-06
2023-09-08,3.237097368538329e-06,3.4116422839223395e-06,2.8890516674289715e-06,2.3332241624558856e-06,2.364433247268802e-06,2.2831966330576194e-06,1.837779904452843e-06,3.1075144669271755e-06,2.031778825914464e-06,1.3080179088241948e-06,2.736607631701979e-05,1.8984702696289238e-06
2023-09-11,3.0681356712779236e-06,2.4746518567416774e-06,1.7002274345755507e-06,1.4230509152917509e-06,1.5885045099477378e-06,1.521945440163111e-06,1.4216195948442983e-06,2.8402197480456225e-06,1.1034609506491511e-06,6.001847599989814e-07,2.5556353395579012e-05,1.3856115691807846e-06
2023-09-12,2.963320420022944e-06,2.6866668381436807e-06,2.5905141806214213e-06,2.0497441177101083e-06,2.015217460136404e-06,2.007809357676928e-06,1.9449173953432676e-06,2.8754217917058203e-06,1.3735066964086595e-06,9.168914306362496e-07,1.727508315273959e-05,2.0192429085795644e-06
2023-09-13,3.1428329372317623e-06,3.2660353748697287e-06,2.795632918296512e-06,2.8220066784449868e-06,2.5718347704794535e-06,2.579676041862382e-06,2.5705666292307538e-06,4.21193666005007e-06,1.5202210921850178e-06,1.4978968784493298e-06,1.8402068689511796e-05,2.2416202646906843e-06
2023-09-14,2.9164413047029718e-06,2.714170791282975e-06,1.8513892139804145e-06,1.644602590060948e-06,1.7689699118795204e-06,1.8287284215917586e-06,1.7743617361438993e-06,3.781095149532351e-06,7.371136174311336e-07,8.697345848443271e-07,2.9895210944480133e-05,1.8494440041344317e-06
2023-09-15,2.8129822400592054e-06,2.7668281887744504e-06,2.915850328117041e-06,2.5684042289929796e-06,2.5028769704126544e-06,2.357782876476012e-06,2.0653531225892585e-06,3.223447193380134e-06,2.189010322130632e-06,1.6194856097399228e-06,1.6895491970991425e-05,2.2074489111699634e-06
2023-09-18,2.4725767579595262e-06,2.1823207560736645e-06,1.6757376585940633e-06,1.6132539358994638e-06,1.6419143280542552e-06,1.5652405126544495e-06,1.6755619048946148e-06,2.833002030100708e-06,1.1953786176964206e-06,7.965288731328394e-07,3.0143148924614034e-05,1.2764228996613831e-06
2023-09-19,2.258801109930418e-06,1.8679858595385173e-06,2.2854092291680383e-06,1.984713004261211e-06,1.8459866258509537e-06,1.835087573474694e-06,2.061801389772712e-06,2.1653941168464505e-06,1.7675522305106831e-06,1.123233647275808e-06,2.0060123699585898e-05,1.6843840897123948e-06
2023-09-20,2.3918374947095675e-06,2.0503392146257636e-06,3.6914060787896847e-06,4.567426692867056e-06,4.229973660950712e-06,4.17016628522928e-06,3.524068517857122e-06,1.8647800011981497e-06,6.6760000088559405e-06,5.921646855891709e-06,2.297129524122709e-05,6.98665337649902e-06
2023-09-21,2.6748893243399357e-06,3.2498268831748805e-06,2.8238344018950145e-06,3.032650336439931e-06,3.131474856357515e-06,3.149827812322458e-06,3.056261804797455e-06,3.0814316375060257e-06,2.892384375315877e-06,2.4636813688864488e-06,5.302048724355374e-05,3.958359849079548e-06
2023-09-22,2.711620821567786e-06,3.4075128298623022e-06,4.505283356292953e-06,5.044687933896723e-06,4.981951873447812e-06,4.849274654247356e-06,3.936648227950615e-06,2.61610726632334e-06,5.732487214605965e-06,5.302245718093425e-06,3.311427934389851e-05,3.859584030914177e-06
2023-09-25,2.660425098209062e-06,4.1134034263800465e-06,4.166507655855211e-06,5.197645751140574e-06,5.1064558019429885e-06,4.9107998685512884e-06,4.3321222015091345e-06,3.6387665496405817e-06,5.779841485793073e-06,5.412319700993993e-06,4.33815318983018e-05,5.475624394050904e-06
2023-09-26,2.824396433222704e-06,4.157624179610794e-06,3.4900754568268153e-06,3.853544461490402e-06,4.04571653139407e-06,4.0104596041415904e-06,3.885864939250894e-06,3.1699487767757774e-06,2.1406403889367183e-06,3.118324755817649e-06,4.365235350230407e-05,4.819122421442492e-06
2023-09-27,2.6834708069034928e-06,3.553304689048027e-06,5.151649862224184e-06,5.75115165026247e-06,5.308705542816772e-06,5.296937354279871e-06,5.080842914714053e-06,3.2542088713546622e-06,7.79603356452652e-06,5.844284271638444e-06,4.208884854764663e-05,7.327987865304762e-06
2023-09-28,3.3607450740891817e-06,5.816141604190958e-06,5.688349138081548e-06,4.555579477849142e-06,4.001529183392794e-06,4.047741472737527e-06,5.528633758719395e-06,4.4524703318460455e-06,5.817950023896665e-06,1.9337192373119627e-06,5.548909428886908e-05,4.85152320037598e-06
2023-09-29,3.525121967435759e-06,5.284959975836718e-06,7.0923891162879285e-06,8.368186021746669e-06,7.908279962050016e-06,7.800812340476294e-06,7.099847770273504e-06,3.4930562584257857e-06,1.401262643930089e-05,8.41671394277138e-06,7.140183974455189e-05,1.1117060759590766e-05
2023-10-02,4.334034428113824e-06,6.244573854426494e-06,6.51192048438439e-06,7.802890913372895e-06,7.6882187978851e-06,7.421345936316688e-06,7.727598186234667e-06,4.234389878952463e-06,6.181789264063791e-06,7.1769658649069045e-06,7.919732713856619e-05,5.155554327909082e-06
2023-10-03,4.7464378677249164e-06,6.566665346542204e-06,4.8119627008504995e-06,5.544030196087885e-06,5.49806618498616e-06,5.457955575944092e-06,6.599822100179192e-06,5.4665662848929925e-06,4.111029529564276e-06,3.820577939304139e-06,7.798741115818162e-05,5.880954040490703e-06
2023-10-04,5.030838625359825e-06,8.30965296758879e-06,6.40796848853916e-06,5.813231655529827e-06,5.921060869457343e-06,5.899793485077432e-06,5.246535595707389e-06,5.7271201211142e-06,6.266233449861527e-06,3.6628363153953713e-06,7.184338429675297e-05,5.990815998752497e-06
2023-10-05,5.050897933596111e-06,6.424662098706342e-06,5.851582853908393e-06,5.6596553571392174e-06,5.453104627335394e-06,5.477495857053254e-06,5.329977336286388e-06,6.661145545134257e-06,2.6059385209190272e-06,3.531238024182819e-06,7.016947838056328e-05,4.777762386720673e-06
2023-10-06,6.193416825129567e-06,6.525910650530973e-06,4.486794579448445e-06,3.999880152841844e-06,3.6403424637755214e-06,3.5445495546289873e-06,3.878123227470206e-06,8.786275488650757e-06,2.275460522118207e-06,1.5364276160119832e-06,5.431691259367117e-05,4.064559689501261e-06
2023-10-09,5.027325689890544e-06,5.793303562812266e-06,5.244690766830138e-06,5.0637667646641025e-06,5.191764680181321e-06,4.924515506645073e-06,3.7953590469590315e-06,6.050086936537963e-06,2.349344144352628e-06,3.663681759441446e-06,7.879874025840639e-05,3.474450051417439e-06
2023-10-10,4.8152778706484595e-06,5.133689535698883e-06,5.524829687573149e-06,4.524554459624596e-06,4.274276248898349e-06,4.209588664812315e-06,3.7082152806069235e-06,4.27683888063074e-06,1.2350168129598089e-06,2.742067851719468e-06,4.201124084160165e-05,3.3881697377739203e-06
2023-10-11,4.656883487804418e-06,4.237399019936561e-06,3.6792169331482725e-06,3.351639981211562e-06,3.2245237611623185e-06,3.2209065514362153e-06,2.7830439014824875e-06,4.905932486938195e-06,1.605729362357868e-06,2.293813603285936e-06,4.496755219313482e-05,2.9346576772105594e-06
2023-10-12,4.727935164561245e-06,3.908547538647254e-06,4.747698524578432e-06,4.380507462610648e-06,3.947962890612784e-06,3.97513524364662e-06,3.429415990816848e-06,3.689620150130316e-06,3.5294330886602438e-06,3.6039491127506696e-06,3.6371422888661434e-05,3.840057092506493e-06
2023-10-13,5.161782181708409e-06,5.743439354223616e-06,6.675160451010581e-06,6.499481559419865e-06,6.065312876360768e-06,5.849782583548823e-06,4.413992166426165e-06,3.2378429317056226e-06,4.079077848066642e-06,6.4300615657163365e-06,5.556511790240368e-05,7.835961587814998e-06
2023-10-16,4.8399600774611164e-06,5.014135475738999e-06,3.994774057254589e-06,3.981727096502153e-06,3.968387209037562e-06,3.770787908174484e-06,3.124214884635995e-06,4.013646406979642e-06,3.309603393034346e-06,2.6369014759303256e-06,8.549269167647028e-05,2.9539823102789525e-06
2023-10-17,5.004578320959294e-06,4.93600260061655e-06,4.869987705353121e-06,4.522356804239487e-06,4.149904604912701e-06,4.132866660030918e-06,3.6357374321594646e-06,4.279783129052727e-06,3.068858634855237e-06,3.47045585392559e-06,4.7037151931507635e-05,2.9070832718050575e-06
2023-10-18,5.3216385777393264e-06,5.000433182988463e-06,5.424928646365925e-06,4.590924519071273e-06,4.325131633166013e-06,4.360249251236912e-06,3.672811245478273e-06,4.449857673354015e-06,6.7103007040686e-06,3.156153711074706e-06,5.457089300235598e-05,5.039884738475553e-06
2023-10-19,6.344881345850955e-06,6.5241216227983216e-06,8.249452378802107e-06,6.791385648578569e-06,6.120943657928485e-06,6.176660653986813e-06,5.174681510833999e-06,4.8825024884396905e-06,9.386344359272317e-06,4.417665543888823e-06,7.633871204032401e-05,8.00207820991176e-06
2023-10-20,5.913005642264072e-06,5.949193644339327e-06,6.330768183746874e-06,7.21055315174939e-06,6.977092121270805e-06,6.738397582023745e-06,5.520250697495135e-06,5.470184846567826e-06,5.006048784064823e-06,6.865833270319472e-06,0.0001302778231352725,6.5890747814631865e-06
2023-10-23,5.592167147939168e-06,5.680400478821875e-06,5.339709358634367e-06,5.65772195932421e-06,5.4042145904885504e-06,5.0937850759701395e-06,4.252538403051028e-06,4.9089727149550346e-06,3.376488045741863e-06,4.71646930753243e-06,7.178788187424356e-05,8.3664953977481e-06
2023-10-24,5.182154813163311e-06,4.3287842595894466e-06,3.782424177057211e-06,3.495649118779484e-06,3.4820220559297736e-06,3.426398141672219e-06,3.1925761087685374e-06,4.441501790015219e-06,3.303187653907702e-06,2.3179483615687905e-06,6.029404649690244e-05,2.735904901291946e-06
2023-10-25,5.77481840094375e-06,4.704020975890641e-06,4.384520108468635e-06,4.277645271134596e-06,4.263503106613894e-06,4.251821124538308e-06,3.6205673423314576e-06,4.236782657026128e-06,2.74053438735637e-06,3.01181298946455e-06,5.1204780036994245e-05,4.311125077489502e-06
2023-10-26,5.4786423178789284e-06,5.828497131974157e-06,5.983698196052727e-06,5.8353816141883755e-06,5.486239526063818e-06,5.49138941412509e-06,4.418564109548894e-06,5.362090305834296e-06,6.642984138529788e-06,4.412124708489692e-06,6.754137412413165e-05,5.323526163164967e-06
2023-10-27,5.416181305386285e-06,5.059398555668285e-06,5.845665219876934e-06,5.47461003682314e-06,5.1765923856581195e-06,5.019927364809284e-06,4.228296260053167e-06,4.956022890221867e-06,7.905630693373794e-06,4.116271567407162e-06,8.133902253394411e-05,6.724379368963378e-06
2023-10-30,4.380808930257341e-06,3.54806107451658e-06,3.5878128670270453e-06,3.7475293361876883e-06,4.03740027142353e-06,3.846016463591277e-06,3.3825056280420987e-06,3.3627301549228906e-06,1.7504102245098385e-06,3.85919859098808e-06,8.188363889548915e-05,2.9234439588845805e-06
