tag,rule,exposure_scale,days,buys,pct_buy,mean_size_buys,hit_buys,Sharpe_mid,Sharpe_crossed,mean_crossed,top20_share,top20_kept_from_sign,max_dd_crossed,worst_crossed,dSharpe_crossed,ci_lo,ci_hi,placebo_p,dSharpe_2020_21,dSharpe_2022_24,supported
sub_live_ridge,"(v) sign(rv_hat e^fsur_21 - iv_var), exposure-matched",1.6778523489932886,614,149,24.267100977198698,1.6778523489932888,0.4161073825503356,0.8478954533396716,0.47814069652599095,0.04081629540126874,2.865498341031608,10,28.496146366535886,-10.954857978662613,-0.6734026054405491,-0.1272336322536767,0.04580074229357954,0.975,-0.9580898645152144,-0.6629134805705941,False
sub_live_ridge,"(v) sign(rv_hat e^fsur_63 - iv_var), size 1",1.0,614,145,23.615635179153095,1.0,0.45517241379310347,1.6149130600989106,1.2229913564824917,0.08843861745045742,0.9043654344246805,13,14.869987425285442,-10.954857978662613,0.07144805451595171,-0.08770301384384523,0.0841069394488632,0.625,-1.3461324882812997,0.3598217899129188,False
sub_live_ridge,"(v) sign(rv_hat e^fsur_63 - iv_var), exposure-matched",1.7241379310344827,614,145,23.615635179153095,1.7241379310344824,0.45517241379310347,1.6727838311682561,1.3094856717160221,0.11580898417867339,1.1907364655587598,13,19.302620849263675,-10.954857978662613,0.15794236974948217,-0.06799500540228905,0.12284000641124983,0.685,-1.3327475092728336,0.3460323922041828,False
blk2,"sign(s), size 1",1.0,614,247,40.22801302931596,1.0,0.4089068825910931,1.5394186993352832,1.1816052790591631,0.0834648823680268,1.2232244880038343,20,14.609724581115376,-5.608638948514649,0.0,0.0,0.0,,0.0,0.0,
blk2,(i) gate: qlike_21 top trailing tercile,2.494949494949495,614,99,16.123778501628664,2.4949494949494944,0.3838383838383838,0.8954844607431943,0.6266300540531613,0.05472028658247936,2.8483812506685076,8,23.444228956005208,-5.608638948514649,-0.5549752250060018,-0.10419001177289748,0.04158927057582709,0.785,-1.5195011513266077,-0.452284707114073,False
blk2,(ii) gate: fsur_21 > 0,11.761904761904763,614,21,3.420195439739414,11.761904761904763,0.3333333333333333,0.2677846638932205,0.12222532202463615,0.01873183005709418,8.462074545770346,2,54.20412672377259,-11.761904761904763,-1.059379957034527,-0.2130366468833952,0.07935168542530187,0.56,-1.5195011513266077,-0.9940035263277227,False
blk2,(iii) rank of qlike_21,0.9295250628556089,614,247,40.22801302931596,1.0,0.4089068825910931,1.3147787079193287,0.9856078770679738,0.07391573832300986,1.6630939196488836,11,16.416362500669408,-5.608638948514649,-0.1959974019911893,-0.04512185793056137,0.024325799317190304,0.77,-0.19773171316773053,-0.18631934087779878,False
blk2,(iv) tercile 2/1/0.5 of qlike_21,0.946360153256705,614,247,40.22801302931596,0.9999999999999998,0.4089068825910931,1.2695235003417755,0.9334738720559632,0.06863183407524079,1.686043772599798,11,17.506245944251013,-5.608638948514649,-0.2481314070031999,-0.046213433822798786,0.015768499073824674,0.845,-0.1456353168985305,-0.25607574826257085,False
blk2,(i) gate: qlike_63 top trailing tercile,1.9919354838709677,614,124,20.195439739413683,1.991935483870968,0.4112903225806452,1.2687104663233932,0.9653816505899426,0.07779719483465654,1.7486204886446979,10,15.28170069634055,-5.608638948514649,-0.2162236284692205,-0.07335572500625348,0.05810419392293495,0.79,-1.5195011513266077,-0.08501120178772226,False
blk2,(ii) gate: fsur_63 > 0,41.166666666666664,614,6,0.9771986970684038,41.166666666666664,0.3333333333333333,-0.515916799643708,-0.6496604256997044,-0.09793558002439784,-0.5021026077111473,0,99.97896667413214,-37.20232042686303,-1.8312657047588674,-0.4648078903341301,-0.006746449575324133,0.855,-1.5195011513266077,-1.8144068725726368,False
blk2,(iii) rank of qlike_63,0.8349502321508143,614,245,39.902280130293164,1.0081632653061228,0.4122448979591837,1.569995225277716,1.2216543104606876,0.08862751105068474,1.256701492616132,13,12.204670730094104,-5.608638948514649,0.04004903140152449,-0.033138491341824776,0.039986237985175796,0.565,-0.5415557994502593,0.11773797644583817,False
blk2,(iv) tercile 2/1/0.5 of qlike_63,0.8679718875502008,614,247,40.22801302931596,0.9999999999999997,0.4089068825910931,1.5239595150653804,1.1700901814165372,0.08342814139113332,1.29319650931872,15,12.81632180709724,-5.608638948514649,-0.011515097642625927,-0.03600482627165623,0.03284204194344163,0.715,-0.5810767085994795,0.06474744638973684,False
blk2,"(v) sign(rv_hat e^fsur_21 - iv_var), size 1",1.0,614,147,23.941368078175895,1.0,0.4217687074829932,1.025103402781893,0.6436132661281875,0.04671815146598437,1.5280143441387832,10,14.984096028588947,-10.954857978662613,-0.5379920129309756,-0.12692684344173114,0.042147497424950886,0.85,-2.966331202493566,-0.10188274386470475,False
blk2,"(v) sign(rv_hat e^fsur_21 - iv_var), exposure-matched",1.6802721088435375,614,147,23.941368078175895,1.6802721088435375,0.4217687074829932,1.0470548796817263,0.6800428995730661,0.05852307748989757,2.0495831604982895,10,21.066763391228335,-10.954857978662613,-0.501562379486097,-0.11595355328178104,0.06153390202174284,0.84,-2.8225523737511615,-0.14487080052244494,False
blk2,"(v) sign(rv_hat e^fsur_63 - iv_var), size 1",1.0,614,159,25.895765472312704,1.0,0.44025157232704404,1.346100683570246,0.9614037434443772,0.06951314232218318,1.1624061943687032,13,16.478452278779034,-10.954857978662613,-0.22020153561478595,-0.10806182708965766,0.06376399024366529,0.645,-2.911504142125458,0.27100762350007,False
blk2,"(v) sign(rv_hat e^fsur_63 - iv_var), exposure-matched",1.5534591194968554,614,159,25.895765472312704,1.5534591194968554,0.44025157232704404,1.3642772358374382,0.9983249577541902,0.08491520906569817,1.4782203695723934,13,21.429661177118888,-10.954857978662613,-0.18328032130497296,-0.09802809332309254,0.08860005398293831,0.755,-2.7758540080880674,0.22406074470917758,False
