window,views,representation,weighting,d,captured,null_mean,null_std
2013-11-06..2015-09-24,resid,recw,heat,45,0.011614019832960398,0.004468653929113195,0.001116452715045714
2013-11-06..2015-09-24,resid,recw,heat,46,0.011643445383837239,0.004567585267110288,0.001145067017681925
2013-11-06..2015-09-24,resid,recw,heat,47,0.012176313019265039,0.004649995991253797,0.001168592429290436
2013-11-06..2015-09-24,resid,recw,heat,48,0.012184873184288677,0.004751057385550524,0.0012035373042837436
2013-11-06..2015-09-24,resid,recw,heat,49,0.012184935217982652,0.004789841142131049,0.001169759095246037
2013-11-06..2015-09-24,resid,recw,heat,50,0.01230015091486695,0.004879274080046857,0.0012019075806465492
2013-11-06..2015-09-24,resid,recw,heat,51,0.012415638064985784,0.004942141141986345,0.0011767044641945916
2013-11-06..2015-09-24,resid,recw,heat,52,0.012496044288013252,0.005007434288277309,0.0011521498742535661
2013-11-06..2015-09-24,resid,recw,heat,53,0.012521633784463537,0.005082623421912276,0.0011671512189203072
2013-11-06..2015-09-24,resid,recw,heat,54,0.012540177754052622,0.0051836114500792615,0.0012269199656889367
2013-11-06..2015-09-24,resid,recw,heat,55,0.012540622321594821,0.005268632239920674,0.0012280406356423718
2013-11-06..2015-09-24,resid,recw,heat,56,0.01256920278744152,0.005328984360749018,0.001233845859133078
2013-11-06..2015-09-24,resid,recw,heat,57,0.01257085403138586,0.005478502310514455,0.0011846719753998171
2013-11-06..2015-09-24,resid,recw,heat,58,0.012571544033067405,0.0056169783669492625,0.0012056669909848651
2013-11-06..2015-09-24,resid,recw,heat,59,0.012621847421243464,0.005858779063467048,0.0012665900114640744
2013-11-06..2015-09-24,resid,recw,heat,60,0.012622124138672945,0.00591049645236612,0.001303562034238866
2013-11-06..2015-09-24,resid,recw,heat,61,0.012635952886734032,0.006038648148880754,0.0012924224944065481
2013-11-06..2015-09-24,resid,recw,heat,62,0.012675602740581306,0.00610425726802033,0.0013071568809318946
2013-11-06..2015-09-24,resid,recw,heat,63,0.012832298694140154,0.006142989771762624,0.0013093271984038265
