,quarter,pick_E1 ratio of sums | expanding,score_E1 ratio of sums | expanding,pick_E1 ratio of sums | rolling 126,score_E1 ratio of sums | rolling 126,pick_E1 ratio of sums | rolling 252,score_E1 ratio of sums | rolling 252,pick_E1 ratio of sums | ewma hl 63,score_E1 ratio of sums | ewma hl 63,pick_E2 relative ratio of sums | rolling 126,score_E2 relative ratio of sums | rolling 126,pick_E2 relative ratio of sums | rolling 252,score_E2 relative ratio of sums | rolling 252,pick_E2 relative ratio of sums | ewma hl 63,score_E2 relative ratio of sums | ewma hl 63,p26_pick_rolling 252,E1_expanding_score_10:00,E1_expanding_score_10:30,E1_expanding_score_11:00,E1_expanding_score_11:30,E1_expanding_score_12:00,E1_expanding_score_12:30,E1_expanding_score_13:00,E1_expanding_score_13:30,E1_expanding_score_14:00,E1_expanding_score_14:30,E1_expanding_score_15:00,I_10:00,R_10:00,I_10:30,R_10:30,I_11:00,R_11:00,I_11:30,R_11:30,I_12:00,R_12:00,I_12:30,R_12:30,I_13:00,R_13:00,I_13:30,R_13:30,I_14:00,R_14:00,I_14:30,R_14:30,I_15:00,R_15:00
2025-11-10,2025Q4,10:00,1.075941817562964,15:00,1.264783471674965,14:00,1.0560409750057362,14:00,1.089838965746945,15:00,1.299198095709166,14:30,1.0407061790623509,14:30,1.0639822615224706,13:00,1.075941817562964,1.0406602367767446,1.0174592835223992,1.029273304202324,0.9955630497702249,1.0050621693945405,0.998894415083276,1.0474628295527224,1.0472941398641464,1.0040702327584283,0.9735108724775218,2.2349263123621913e-05,3.100995890495868e-05,1.798120031457385e-05,3.075604220215511e-05,2.348015146626307e-05,1.5903591590064307e-05,2.1357918856218308e-05,1.4882752013733692e-05,1.5593379408474247e-05,1.2562098731264608e-05,1.1819837211758495e-05,1.113567070592393e-05,7.784838728854044e-06,2.736295683187669e-06,6.004303163127117e-06,2.734725465050014e-06,4.6448356363216795e-06,2.4448361420833255e-06,3.3708113628545647e-06,4.854944948779375e-07,2.7426086837930516e-06,1.7984169060316874e-08
2025-11-11,2025Q4,10:00,1.0758234097673263,15:00,1.259457648835872,14:00,1.054087310526648,14:00,1.0913672698019758,15:00,1.293572352424997,14:30,1.0395645714846211,14:30,1.0667317106543583,13:00,1.0758234097673263,1.0404886565222393,1.017559248639763,1.0293659882570791,0.9956146657400303,1.0050736730574892,0.9989965622911416,1.0475370225111527,1.0473508000207719,1.0041659346328318,0.9736275257234961,1.7382748487774358e-05,1.2109420766927259e-05,1.7235935302064463e-05,8.437677616618538e-06,1.5666074744343638e-05,8.172176745681976e-06,1.4220843641997549e-05,8.058191679576194e-06,1.0690641911970824e-05,7.706766329690267e-06,8.479618355496904e-06,4.204293829272653e-06,6.012603081439764e-06,1.8756696346215247e-06,5.253788720467347e-06,4.85494392873628e-07,3.908605334837368e-06,2.0152166623484452e-07,3.3070011479051935e-06,1.8575379855641948e-07,2.187721874461907e-06,1.8234651052583645e-07
2025-11-12,2025Q4,10:00,1.0758702174171122,15:00,1.261381833707877,14:00,1.0534737326132642,14:00,1.094244972897684,15:00,1.295434166906315,14:30,1.0391613384674256,14:30,1.0697617597648479,13:30,1.0758702174171122,1.0405921003870555,1.0176599079152364,1.029456919501042,0.995665115724756,1.0051516167635461,0.9990802496528843,1.0476491506029868,1.0474513108809589,1.0042695066155942,0.9737135749014866,2.4037794543346024e-05,9.788205061424902e-06,2.359767791334328e-05,8.956784809655126e-06,2.3415213234627935e-05,7.550595138113325e-06,2.1728742921283793e-05,7.542397087252243e-06,2.214371915197049e-05,6.625584744794867e-06,1.7835232704024444e-05,5.502389317661001e-06,1.2014032487879022e-05,2.620134676339504e-06,9.898320137020498e-06,2.5709715951344326e-06,7.051787473313335e-06,2.5137324352274946e-06,6.059320649885168e-06,7.341671865263336e-07,3.956120059691987e-06,7.281699101930148e-07
2025-11-13,2025Q4,10:00,1.0760153702481372,15:00,1.270874877782357,14:00,1.0534979261802444,14:00,1.0976309067202743,15:00,1.3049972040386295,14:30,1.0400180880011833,14:30,1.0749524575047762,13:30,1.0760153702481372,1.0407667254616,1.017875315906627,1.0296711667433198,0.9959250020443595,1.0053770429363245,0.9992702340891145,1.0478193886771061,1.0475714189444412,1.0044461460325198,0.9738525675375604,3.8932053877302867e-05,3.663628537466356e-05,3.274453145229115e-05,3.6614283736124547e-05,3.4369519586066916e-05,2.346831427405897e-05,3.5513307856935416e-05,2.2340471782346967e-05,3.2610634619498114e-05,2.1681147369895046e-05,2.8808472737013122e-05,2.0475033049984566e-05,2.7064055095392184e-05,1.3349137532134551e-05,2.54777926907552e-05,9.557893739149987e-06,2.1304799327312942e-05,9.479389965751026e-06,1.490034885875401e-05,7.576859992377732e-06,1.2437112151679917e-05,1.1943321788696788e-07
2025-11-14,2025Q4,10:00,1.0760101156300126,15:00,1.2902743399962409,14:00,1.0544595492514046,14:00,1.1062414690812272,15:00,1.3242004071599496,14:30,1.040611116516007,15:00,1.0835142182625332,13:30,1.0760101156300126,1.040701167648692,1.0180187955012239,1.0298630369236568,0.9961091130968647,1.0055276433184632,0.9995476588143284,1.0481846666557757,1.0478805119764183,1.0046880359023487,0.9743799601780285,7.903087761947973e-05,4.466860277403893e-05,6.827562045781796e-05,4.1549492402379204e-05,5.223918744548561e-05,2.8834321258720576e-05,3.8176703230464083e-05,1.7980808949466306e-05,3.146606280064633e-05,1.7781426566801902e-05,2.4486389938726415e-05,1.755781800906194e-05,2.5862221645793452e-05,1.5423787755441663e-05,2.360461123143168e-05,1.3390528792330248e-05,1.7651182437405532e-05,1.3342446322128666e-05,1.1509005062789996e-05,1.2135463560605087e-05,7.724128198352974e-06,1.1123927508259917e-05
2025-11-17,2025Q4,10:00,1.0763426128235003,15:00,1.2888479262961898,14:00,1.0494048332382628,14:00,1.1085263464051662,15:00,1.322917423145219,14:30,1.0358195936901988,14:30,1.079880806317963,13:30,1.0763426128235003,1.0410070770504665,1.018331939210312,1.0301644703855735,0.9963388749105732,1.005652713913224,0.9997587323250396,1.0484106399360575,1.0479802026059368,1.0046653701390047,0.9742466942736082,4.7619841154780126e-05,8.333553624449485e-05,4.433619591063911e-05,8.206122694303625e-05,4.155919650760204e-05,7.784485620173251e-05,3.577816499195595e-05,7.776246257604594e-05,2.2170702427325272e-05,6.461150311273547e-05,1.9689556741776562e-05,6.368502921315755e-05,2.4327245545069418e-05,4.289549222071551e-05,2.3090297959197518e-05,4.231715905223443e-05,2.5030142374281973e-05,3.2180308198670144e-05,1.8807811762200527e-05,3.08301853043079e-05,1.4450476284056886e-05,9.896315280249028e-06
2025-11-18,2025Q4,10:00,1.0758912219445516,15:00,1.2846586994881612,14:00,1.0471671206976894,14:00,1.1002358269861785,15:00,1.3183391538963956,14:30,1.0325635534744837,15:00,1.0834714668075842,13:30,1.0758912219445516,1.040505489052517,1.0178164586220921,1.0294855617151033,0.9956346001253568,1.004841605250186,0.9993840521645772,1.0479087113842764,1.0477442361507665,1.0042622462747492,0.9744523597674463,9.783329592996156e-05,0.00015407390095705236,8.997076862959706e-05,0.00015345147964243165,8.083395296277621e-05,0.00014555352876510693,6.269790579434003e-05,0.00010055514610517867,5.410224974371805e-05,0.00010015948982004116,5.161470631371242e-05,8.535922320734918e-05,4.1716426575985965e-05,2.661453748553299e-05,3.2170775401626756e-05,2.6291614481254057e-05,2.6529926417471453e-05,2.6086585875725945e-05,1.8488947141317842e-05,2.605664931418041e-05,1.3348543895624907e-05,2.105420073808454e-05
2025-11-19,2025Q4,10:00,1.07516366529355,15:00,1.2710904521364488,14:00,1.0464112497262936,14:00,1.098559979977407,15:00,1.3048252817093204,14:30,1.0301614609103689,15:00,1.071327423590207,13:30,1.07516366529355,1.0396562950608699,1.0168982121991261,1.028861335869264,0.9948745959089572,1.004217950377441,0.9996891232701889,1.0480176281043454,1.0477224807945815,1.0040080321431837,0.9741460944650926,4.654699864630421e-05,7.244607509353412e-05,3.792635099321576e-05,7.186031790776802e-05,5.123395719893626e-05,4.619696373310328e-05,4.500407193286027e-05,4.422296188785993e-05,3.7745416526505695e-05,4.372383009330802e-05,3.5679883815084495e-05,3.986029481271326e-05,3.328560891672712e-05,3.981940474281111e-05,2.6352552015140075e-05,3.958474033474084e-05,2.2230780212921026e-05,3.442314854954393e-05,1.6956797486336217e-05,1.793591013475948e-05,1.1500344768301282e-05,1.3381526257979874e-05
2025-11-20,2025Q4,10:00,1.0748282320930813,15:00,1.2603972012692088,14:00,1.0433071977430746,14:00,1.086717097206213,15:00,1.2939353122475412,14:30,1.029567788737473,15:00,1.0679591794285537,13:30,1.0748282320930813,1.0392085074713573,1.016956238501023,1.0288537683496177,0.9947788020203373,1.0041386122374398,0.9995576335595304,1.0476611669800795,1.0473476010736276,1.003973258232085,0.9740805350461629,4.4009105159735396e-05,0.00032074192954336696,3.8863494828360995e-05,0.0003205825855690827,4.302727491145469e-05,0.0003119075148308399,7.020152582118743e-05,0.00025786450426167084,0.0001863357396984656,0.00012406884040748342,0.0001426685123638713,0.00011762144102488186,0.00010975522291583199,0.00011372206166533434,7.238683241374206e-05,0.00010080077984345789,7.350759898992392e-05,5.318389844099869e-05,4.3009735773519674e-05,4.44511826099622e-05,2.9321015204170895e-05,4.155252141458448e-05
2025-11-21,2025Q4,10:00,1.071620930992559,15:00,1.2163963393962218,14:00,1.0472382949494305,14:00,1.0983144159559755,15:00,1.249373501696318,14:30,1.0288583461679819,14:30,1.0508585360854492,13:30,1.071620930992559,1.0356398998578493,1.0132343495269385,1.0258840935822422,0.9958240044770725,1.0045857495674972,0.9994788461537565,1.04688055538451,1.0478293705798285,1.0039198008353196,0.9736050410423129,0.00014564525774227952,0.00015895870642749753,0.0001408494913469467,0.0001533614952313736,0.00012673690633718164,0.0001532762636498305,9.928154274407967e-05,0.00013009934603658272,7.171592349927673e-05,7.786764681453548e-05,5.6384564399527305e-05,7.762514379970706e-05,4.733744954158849e-05,7.753378518151858e-05,4.54569441560401e-05,7.0135887607257e-05,3.844881071852689e-05,3.518848334722124e-05,1.78799542830309e-05,2.591728395260481e-05,1.713915459032888e-05,1.1648805413749274e-05
2025-11-24,2025Q4,10:00,1.0713579719462922,15:00,1.2963924546873378,14:00,1.0477752215021834,14:00,1.09816955214751,15:00,1.3312005972815524,14:30,1.027015481178739,15:00,1.056599885877508,13:30,1.0713579719462922,1.035422301943407,1.0128473413308534,1.0253647861884225,0.995727333014637,1.004193123961818,0.9988731553400784,1.0462244275522745,1.0478720069392184,1.0036511380564974,0.9738520680765196,6.372155348948159e-05,1.675456867370134e-05,4.739168270349235e-05,1.2901715839616327e-05,2.8330404675862534e-05,1.0553025317477903e-05,2.0545522057011265e-05,5.941887649562956e-06,1.9110245472268138e-05,5.263861674374019e-06,1.364182550272381e-05,4.021495171634597e-06,1.0113085827689822e-05,2.209642385541525e-06,8.139123170506946e-06,2.1541314902685073e-06,5.714401984901195e-06,2.154075265189077e-06,5.370968977275067e-06,1.8954436048276968e-06,5.5527492144785705e-06,9.945744065782868e-07
2025-11-25,2025Q4,10:00,1.0718452079000507,15:00,1.2928535904435456,14:00,1.0475050919418458,14:00,1.1006278910997516,15:00,1.32730051978916,14:30,1.0270094975214057,15:00,1.062467723968641,13:30,1.0718452079000507,1.035834162556036,1.0130863002000678,1.0255843199976795,0.9959574190303487,1.0043677023954907,0.9990319413208528,1.0463624973504182,1.0479654549777426,1.0037656282694865,0.9740473774913564,4.295054611008075e-05,1.8079076938217683e-05,4.0668750482595235e-05,1.767700156750183e-05,3.260824011266707e-05,1.465916986000456e-05,2.390179702202307e-05,1.3657723309916072e-05,1.3103746059463065e-05,9.723429360687563e-06,1.0187853805672455e-05,4.400487310559764e-06,9.426878796829395e-06,4.399694897554689e-06,6.1427419638840436e-06,3.293589855624365e-06,4.487831490948793e-06,3.253049369666134e-06,3.73819723488824e-06,2.519795221248298e-06,2.519239878524011e-06,1.4720375979367233e-06
2025-11-26,2025Q4,10:00,1.0720960892905296,15:00,1.288691155306419,14:00,1.0480529738892697,14:00,1.1012997696695146,15:00,1.3229643752748184,14:30,1.0269687188512202,15:00,1.0637660862213605,13:30,1.0720960892905296,1.0361046808277206,1.013326774891201,1.025734584424602,0.9960141417919333,1.0044725513375585,0.9991329859405823,1.0464257502839627,1.0479946108943354,1.0038055282431486,0.9740936183853932,3.262339675033028e-05,1.6947347659846382e-05,2.39738181334987e-05,1.6040098899667802e-05,1.6594853514798843e-05,1.1972948203497018e-05,1.0109567395435797e-05,9.57643246631264e-06,9.538389337591615e-06,8.306631527300589e-06,9.296524473221958e-06,7.906036617356029e-06,7.4217809212795365e-06,7.835693748853585e-06,6.898376864932417e-06,7.833355277196113e-06,6.192321386097043e-06,6.598808682153502e-06,3.6456199478821487e-06,4.998689872159284e-06,2.709511893279446e-06,4.696802373937056e-06
2025-12-01,2025Q4,10:00,1.0722498967928296,15:00,1.2951980049753302,14:00,1.0475747778219568,14:00,1.1004990142538018,15:00,1.3297527543963208,14:30,1.0261969375634463,15:00,1.060916705363311,13:30,1.0722498967928296,1.0361936485027607,1.0133871957225264,1.0257389375807495,0.9960351197848148,1.0044971802700122,0.9991248112024572,1.0463952924230528,1.0479750682044717,1.003760250039518,0.9740141546563836,2.8648796317475065e-05,2.9470572839335436e-05,2.774399546779045e-05,2.3667872800025167e-05,1.7725657609676942e-05,1.680495340386579e-05,1.6093529804914817e-05,1.6115299175623125e-05,1.0822105460718745e-05,1.462030606699065e-05,8.817435525303048e-06,1.4603708229269365e-05,7.286691833285356e-06,1.4603493690655198e-05,5.18857198860701e-06,1.4222470139446429e-05,3.5645168406702707e-06,1.3823653740591547e-05,7.478170062648265e-06,2.5067792633591074e-06,4.885255141086482e-06,2.1380741132420303e-06
2025-12-02,2025Q4,10:00,1.0722185047599377,15:00,1.290029568858713,14:00,1.0471453472935528,14:00,1.0918162131195122,15:00,1.324284133387357,14:30,1.0300117847051264,15:00,1.064457909747421,13:30,1.0722185047599377,1.036232583213418,1.0133966139114157,1.0257323103771478,0.9959731025408483,1.0043908515502402,0.9989781933068993,1.046168015596894,1.0476800273258444,1.0039239782507619,0.9741335234146277,2.310585117208598e-05,6.061179243160943e-05,2.3793718432535075e-05,5.9220611105130657e-05,1.406128267377979e-05,5.155099049900864e-05,2.7329162153562654e-05,2.5418557374620074e-05,1.9750008551549137e-05,2.4714447455231325e-05,1.1170039617791835e-05,1.7078299433631063e-05,1.6563656691787954e-05,5.796460364533216e-06,9.78294545291568e-06,4.04708405072325e-06,6.746771319142457e-06,4.039871338851913e-06,4.7176097722087655e-06,3.89363608323997e-06,3.8206033966534905e-06,1.76858140044612e-06
2025-12-03,2025Q4,10:00,1.0717732513838114,15:00,1.2798695368420627,14:00,1.047123621958278,14:00,1.0935713847962432,15:00,1.3137338369743412,14:30,1.0300852011503907,15:00,1.06710933311786,13:30,1.0717732513838114,1.0357785271428745,1.0128801245888215,1.0257513777321237,0.9958924698290078,1.0042821708627148,0.9991944232833071,1.04629810379736,1.0477479372173069,1.0039506590534586,0.9742228606897488,3.3657031067497926e-05,8.490841705147977e-06,2.4031332872718095e-05,7.393933192893541e-06,1.7712109781031907e-05,6.461115850201031e-06,1.4895738703964692e-05,6.455546343442564e-06,1.2692367277593597e-05,6.3749842516718366e-06,8.185343654067551e-06,2.5393039641492027e-06,6.327275495544864e-06,2.3169975063003368e-06,4.405046316026809e-06,2.3168255897950166e-06,3.6603084710871066e-06,2.3154945215853303e-06,2.4954364062614236e-06,2.00817777265114e-06,1.8330655913226392e-06,1.740182899877496e-06
2025-12-04,2025Q4,10:00,1.0720342866136674,15:00,1.2713315425062381,14:00,1.047260545712161,14:00,1.0944269110623372,15:00,1.3049620775771045,14:30,1.0302735911854006,15:00,1.0671363597086052,13:30,1.0720342866136674,1.03597637154598,1.0130311849367588,1.0258769198036894,0.9959975990955136,1.0043845242089442,0.9992749482968892,1.0463445417672346,1.0477812719469195,1.0039664720934809,0.9742287261455848,3.199822682627819e-05,2.147633940677228e-05,2.431154151684974e-05,2.0634797481407977e-05,2.027600768378728e-05,2.0450411305528264e-05,1.711309450508653e-05,2.044836032691929e-05,1.1538937394673157e-05,1.8210402643200584e-05,9.589237090386875e-06,1.7861359388159868e-05,7.02992076671943e-06,1.7656798781165583e-05,5.4851337593255245e-06,1.7330074503438888e-05,4.091913752016536e-06,1.660471941682388e-05,7.5381554517114945e-06,8.652830628185846e-06,3.424485095121257e-06,6.21476133075344e-06
2025-12-05,2025Q4,10:00,1.0721296663459834,15:00,1.2559884053068506,14:00,1.0440685511716612,14:00,1.0837664515456333,15:00,1.289361257423005,14:30,1.0293421284689905,15:00,1.0630097809067858,13:30,1.0721296663459834,1.036011820812297,1.013025222818187,1.0258183027075165,0.9958882766253114,1.004232901724757,0.9990619958901897,1.0460481629916947,1.0474220591684849,1.0039285772611501,0.9741167559332011,2.0925917256678565e-05,9.306158624829242e-06,1.3986850722741709e-05,7.850103679701222e-06,1.755056807987966e-05,4.740833702305984e-06,1.7200055437561003e-05,3.528486764203609e-06,1.377588298572796e-05,3.497982429248065e-06,1.1897116581455198e-05,2.577505125447673e-06,8.084229973305697e-06,9.885225155840167e-07,6.054916970209772e-06,7.892013522606219e-07,4.744207071073945e-06,4.789748335676958e-07,3.53709071034645e-06,3.5186693502798156e-07,2.585931584276875e-06,1.6509397533065278e-07
2025-12-08,2025Q4,10:00,1.0722460094608302,15:00,1.2607955952055405,14:00,1.0447215576209719,14:00,1.0869994656690978,15:00,1.294159017327854,14:30,1.029896651918862,15:00,1.066312758068382,13:30,1.0722460094608302,1.036082534965061,1.013197599062599,1.0260242864936184,0.9960587849231649,1.0044019159368813,0.9992043743202265,1.0461706989855264,1.0475365882629128,1.0040335817143091,0.9742199979480098,1.7474376375105614e-05,1.7849675492217545e-05,1.8142396025164624e-05,1.568739243571119e-05,1.765924807107685e-05,1.410861649162805e-05,1.4548156517401384e-05,1.3720141175842908e-05,1.2323961258620632e-05,1.2731580005528147e-05,1.0506695225396106e-05,1.1526594288809581e-05,7.644073675910306e-06,6.820444551428346e-06,7.5617717291787456e-06,3.231372948926307e-06,6.319283707503299e-06,2.014803675563642e-06,4.035694131768047e-06,1.9499441758488274e-06,2.9738103252872326e-06,1.947754146787354e-06
2025-12-09,2025Q4,10:00,1.072228321291457,15:00,1.3090911612711005,14:00,1.0449437038460878,14:00,1.090189068292486,15:00,1.3436694006611296,14:30,1.0297707806222107,15:00,1.0676179983414122,13:30,1.072228321291457,1.0361053484152314,1.013243083704503,1.0260314283398482,0.996052864586793,1.0043824808728055,0.9992210052299798,1.0462686665752414,1.0476501983202537,1.0041021068339755,0.9742658131732289,1.542916297604069e-05,1.9865462628546506e-06,1.1914634774820457e-05,1.8185057655175734e-06,8.343321020134147e-06,1.6443977156477356e-06,7.391196861633875e-06,1.4427517475891436e-06,5.507184800487765e-06,1.3910396884651476e-06,5.208433766433474e-06,1.169314242634948e-06,4.7867108946025735e-06,8.717769753033929e-07,3.1957453324364776e-06,8.581423642278146e-07,2.644023087234721e-06,8.146144045432536e-07,2.2862565380840173e-06,5.867457025137994e-07,1.6244036780325975e-06,5.698505860915892e-07
2025-12-10,2025Q4,10:00,1.0723696132622151,15:00,1.3030197547356948,14:00,1.045423733049696,14:00,1.091559580574795,15:00,1.3373751474154019,14:30,1.0302932609482285,15:00,1.0690543788810496,13:30,1.0723696132622151,1.0362264861325095,1.0133333518054424,1.0261210620019954,0.996121130168711,1.004455707561746,0.999299551306454,1.0463225063274293,1.047698532639936,1.0041580733660251,0.9743113271200665,5.584994715207247e-05,4.452319605749327e-05,5.542149367692964e-05,4.4514980663697574e-05,6.249507595019691e-05,4.314261909975927e-05,5.822241055997511e-05,3.810778273811728e-05,5.3736800452432474e-05,3.805980205642747e-05,5.530463627263897e-05,3.7608148969948834e-05,5.497044812044554e-05,3.652961408134375e-05,5.829976572393767e-05,3.444612563210435e-05,6.186225411590926e-05,3.444609136441654e-05,3.7072795159103235e-05,3.096146819767947e-05,1.6509784859423974e-05,7.633219843989564e-07
2025-12-11,2025Q4,10:00,1.0724556772994185,15:00,1.3347766073498881,14:00,1.0500961515953047,14:00,1.1101991486225002,15:00,1.3690263221021821,14:30,1.0311908009695316,15:00,1.0911673850744064,13:30,1.0724556772994185,1.036338667889894,1.0135870524099855,1.026410821372646,0.9963830642449536,1.004773682378812,0.9996697111853095,1.0468435909805962,1.0483935930485755,1.004355163899979,0.974982427876403,3.579289024862183e-05,4.439540550466461e-05,2.0099447553783003e-05,1.5424869128693128e-05,1.847527946375448e-05,1.474643265073365e-05,1.6997836804637078e-05,1.193334579944556e-05,1.2681277714244658e-05,1.0189812126853827e-05,1.0107155932632415e-05,2.902271996512988e-06,8.051831742453399e-06,2.893076286559067e-06,5.33498918986029e-06,2.598026602148835e-06,3.672551110335989e-06,2.3686072373186754e-06,2.671543875326165e-06,1.1630264610927894e-06,2.4061348582249852e-06,1.1385391267091737e-06
