book,family,lookback,treatment,variant,sample,n_sessions,n_traded,frac_traded,mean_turnover_pts,mean_units,sd_units,Sharpe_ann_units,t_hac_units,t_lag_units,MaxDD_units,worst_units,worst_date_units,mean_cost_units,mean_charged_units,Sharpe_charged_units,unit_name_units,mean_pts,sd_pts,Sharpe_ann_pts,t_hac_pts,t_lag_pts,MaxDD_pts,worst_pts,worst_date_pts,mean_cost_pts,mean_charged_pts,Sharpe_charged_pts,unit_name_pts,frac_10:00,frac_10:30,frac_11:00,frac_11:30,frac_12:00,frac_12:30,frac_13:00,frac_13:30,frac_14:00,frac_14:30,frac_15:00,frac_flat
E1 ratio of sums | ewma hl 63 | hold,E1 ratio of sums,ewma hl 63,hold,-,deck in-sample,866,802.0,0.9260969976905312,7051.9965424146185,0.055874600867962906,0.5682222563778996,1.5609768555419783,2.8724444297166447,14.0,-16.263094238947232,-6.467732204811797,2023-12-20,0.027828795422195934,0.028045805445766972,0.7759665022585247,premium,0.8728516805743833,7.061034500934003,1.9623315631207883,3.568476075687283,14.0,-101.84688880033877,-45.848682342748255,2023-03-22,0.35259982712073096,0.5202518534536524,1.1620103233957482,index points per contract,0.3856812933025404,0.019630484988452657,0.006928406466512702,0.0,0.0,0.0,0.0,0.02771362586605081,0.25057736720554274,0.08891454965357967,0.14780600461893764,0.07274826789838337
E1 ratio of sums | ewma hl 63 | hold,E1 ratio of sums,ewma hl 63,hold,-,unseen,413,413.0,1.0,10844.474583149173,0.0661696943732401,0.5355673544339252,1.9613057538854388,2.5052626205324917,11.0,-6.023529562382025,-2.7797993599187385,2024-09-30,0.038610057016166294,0.027559637357073823,0.8099684288110545,premium,0.5985155192798386,9.937704355450506,0.9560698305289953,1.158287671051485,11.0,-145.25621547573797,-55.458205643497514,2024-05-01,0.5422237291574588,0.05629179012237973,0.08941418582957991,index points per contract,0.19854721549636803,0.12832929782082325,0.0,0.0,0.0,0.0,0.2009685230024213,0.002421307506053269,0.45036319612590797,0.01937046004842615,0.0,0.0
E1 ratio of sums | ewma hl 63 | hold,E1 ratio of sums,ewma hl 63,hold,-,all,1279,1215.0,0.9499609069585614,8276.62002233907,0.05919897429851762,0.5576981422978414,1.6850595544605769,3.8001192794614536,16.0,-17.50060192851879,-6.467732204811797,2023-12-20,0.03131015667185173,0.0278888176266659,0.7864904764711167,premium,0.7842661961219619,8.099376827240118,1.5371355309470438,3.451024715883538,16.0,-145.25621547573803,-55.458205643497514,2024-05-01,0.4138310011169534,0.3704351950050085,0.7214588381784349,index points per contract,0.32525410476935107,0.054730258014073496,0.004691164972634871,0.0,0.0,0.0,0.06489444878811572,0.019546520719311962,0.31508991399530883,0.06645817044566067,0.10007818608287725,0.04925723221266615
E1 ratio of sums | ewma hl 63 | flatten,E1 ratio of sums,ewma hl 63,flatten,-,deck in-sample,866,802.0,0.9260969976905312,5481.411985345428,0.02242115108704002,0.42453170121854505,0.8383937837458543,1.623276803109952,14.0,-9.481975336516584,-6.536612662541972,2023-12-20,0.020219922915053506,0.002201228171986509,0.08134539051541673,premium,0.24145399184769117,5.408845887238417,0.7086471629743245,1.302495993886388,14.0,-152.60347839911105,-38.402599782046565,2023-12-20,0.2740705992672714,-0.032616607419580286,-0.09481404420308619,index points per contract,0.3856812933025404,0.019630484988452657,0.006928406466512702,0.0,0.0,0.0,0.0,0.02771362586605081,0.25057736720554274,0.08891454965357967,0.14780600461893764,0.07274826789838337
E1 ratio of sums | ewma hl 63 | flatten,E1 ratio of sums,ewma hl 63,flatten,-,unseen,413,413.0,1.0,9034.73876077942,0.050511020841359354,0.3721987492686549,2.154326416359486,2.7261233607334483,11.0,-4.215608954868541,-1.692789282570485,2025-12-01,0.03099714424329315,0.019513876598066204,0.8163399744481645,premium,0.5393198339449136,7.030358424037673,1.2177810049036382,1.3486270402984413,11.0,-145.68503758063312,-39.33112726100859,2025-04-07,0.4517369380389711,0.08758289590594238,0.19539546568575844,index points per contract,0.19854721549636803,0.12832929782082325,0.0,0.0,0.0,0.0,0.2009685230024213,0.002421307506053269,0.45036319612590797,0.01937046004842615,0.0,0.0
E1 ratio of sums | ewma hl 63 | flatten,E1 ratio of sums,ewma hl 63,flatten,-,all,1279,1215.0,0.9499609069585614,6628.811483589555,0.031491609420530156,0.40843252691043946,1.2239813641997972,2.8592129063769365,16.0,-9.481975336516584,-6.536612662541972,2023-12-20,0.023699979528472564,0.007791629892057591,0.2987755483620469,premium,0.3376374107578966,5.979516663326193,0.8963647122076034,1.9190778418793473,16.0,-152.60347839911105,-39.33112726100859,2025-04-07,0.33144057417947775,0.006196836578418821,0.01628042339316353,index points per contract,0.32525410476935107,0.054730258014073496,0.004691164972634871,0.0,0.0,0.0,0.06489444878811572,0.019546520719311962,0.31508991399530883,0.06645817044566067,0.10007818608287725,0.04925723221266615
E2 relative ratio of sums | rolling 126 | hold,E2 relative ratio of sums,rolling 126,hold,-,deck in-sample,866,803.0,0.9272517321016166,4350.743450296463,0.046244991622274474,0.7413425328376528,0.9902527519618073,1.8004655887211258,14.0,-24.94161569282054,-6.96139965051113,2021-11-22,0.02576675854536146,0.020478233076913002,0.4342790999526503,premium,0.5624531628113875,6.994504994790735,1.2765259534697146,2.3424241006013684,14.0,-147.31430611008466,-45.945237859346165,2021-11-22,0.21753717251482313,0.34491599029656417,0.7779879649821775,index points per contract,0.08545034642032333,0.0011547344110854503,0.0,0.0011547344110854503,0.0,0.0,0.006928406466512702,0.023094688221709007,0.06697459584295612,0.2690531177829099,0.47344110854503463,0.07274826789838337
E2 relative ratio of sums | rolling 126 | hold,E2 relative ratio of sums,rolling 126,hold,-,unseen,413,413.0,1.0,8571.026631110379,0.07941622485162625,0.625554828176358,2.015320527220877,2.614892294818347,11.0,-7.908976010497902,-3.146040147261828,2024-07-25,0.0363068468877237,0.04310937796390256,1.0855099341677095,premium,1.0620465432308144,8.826529176037502,1.9100901236193488,2.4218769202064077,11.0,-124.39121782930366,-48.1344148531655,2024-07-25,0.42855133155551894,0.6334952116752954,1.1351449031945242,index points per contract,0.0,0.14285714285714285,0.012106537530266344,0.0,0.0,0.0,0.2857142857142857,0.009685230024213076,0.04116222760290557,0.37772397094430993,0.13075060532687652,0.0
E2 relative ratio of sums | rolling 126 | hold,E2 relative ratio of sums,rolling 126,hold,-,all,1279,1216.0,0.9507427677873339,5713.5088558290245,0.056956265526670304,0.7059579492054582,1.2807458095213624,2.8383018375367954,16.0,-26.21481935147093,-6.96139965051113,2021-11-22,0.02917024289672628,0.027786022629944028,0.619170571556272,premium,0.7237761230250099,7.634358131082317,1.504984382601282,3.4030631639924964,16.0,-147.31430611008466,-48.1344148531655,2024-07-25,0.2856754427914513,0.43810068023355875,0.9066089991099313,index points per contract,0.05785770132916341,0.04691164972634871,0.003909304143862392,0.0007818608287724785,0.0,0.0,0.09695074276778734,0.018764659890539485,0.058639562157935886,0.30414386239249414,0.36278342455043,0.04925723221266615
E2 relative ratio of sums | rolling 126 | flatten,E2 relative ratio of sums,rolling 126,flatten,-,deck in-sample,866,803.0,0.9272517321016166,2215.4786138513227,0.010969620336664987,0.41837167610457127,0.4162263706450047,0.7785083861643572,14.0,-12.675869752930515,-6.536612662541972,2023-12-20,0.012119030928463505,-0.0011494105917985173,-0.04323898772653769,premium,0.08281061134143482,4.3377287312657415,0.30305668763578425,0.5758110463241011,14.0,-119.80952440918436,-38.402599782046565,2023-12-20,0.11077393069256614,-0.027963319351131298,-0.10169000745541308,index points per contract,0.08545034642032333,0.0011547344110854503,0.0,0.0011547344110854503,0.0,0.0,0.006928406466512702,0.023094688221709007,0.06697459584295612,0.2690531177829099,0.47344110854503463,0.07274826789838337
E2 relative ratio of sums | rolling 126 | flatten,E2 relative ratio of sums,rolling 126,flatten,-,unseen,413,413.0,1.0,6173.229587459095,0.05938418982439998,0.3589722854237897,2.626093508565925,3.4641727030967164,11.0,-3.9171158762977782,-1.9097263502165407,2025-07-21,0.024613416327339196,0.03477077349706077,1.5106995352646688,premium,0.726569114570929,5.755479761839738,2.0039905623859977,2.496189439349459,11.0,-97.83042307495597,-37.14267622392586,2024-12-18,0.30866147937295474,0.4179076351979745,1.1417794672560204,index points per contract,0.0,0.14285714285714285,0.012106537530266344,0.0,0.0,0.0,0.2857142857142857,0.009685230024213076,0.04116222760290557,0.37772397094430993,0.13075060532687652,0.0
E2 relative ratio of sums | rolling 126 | flatten,E2 relative ratio of sums,rolling 126,flatten,-,all,1279,1216.0,0.9507427677873339,3493.470132303246,0.02660309742691874,0.40065614446817704,1.0540486779117366,2.367710651111754,16.0,-12.675869752930515,-6.536612662541972,2023-12-20,0.016153574454449166,0.01044952297246957,0.4098061120745619,premium,0.2906857183264084,4.848193128554499,0.9517963909154143,2.1358370261486694,16.0,-119.80952440918436,-38.402599782046565,2023-12-20,0.17467350661516232,0.11601221171124607,0.3773054126147451,index points per contract,0.05785770132916341,0.04691164972634871,0.003909304143862392,0.0007818608287724785,0.0,0.0,0.09695074276778734,0.018764659890539485,0.058639562157935886,0.30414386239249414,0.36278342455043,0.04925723221266615
E2 relative ratio of sums | rolling 252 | hold,E2 relative ratio of sums,rolling 252,hold,-,deck in-sample,866,803.0,0.9272517321016166,5181.493868497862,0.06343170182423878,0.7104386340828115,1.417359644140431,2.7275480430243104,14.0,-15.32693137878038,-8.447653008963469,2021-11-22,0.02629770975950446,0.03713399206473431,0.8219571643375001,premium,0.7799665287749858,7.1439186115518885,1.733164313565412,3.136382647467891,14.0,-138.9267036816515,-46.46209154929908,2021-11-22,0.25907469342489314,0.5208918353500926,1.1503066940700994,index points per contract,0.23094688221709006,0.0011547344110854503,0.0,0.0011547344110854503,0.0,0.0,0.004618937644341801,0.011547344110854504,0.0,0.27829099307159355,0.3995381062355658,0.07274826789838337
E2 relative ratio of sums | rolling 252 | hold,E2 relative ratio of sums,rolling 252,hold,-,unseen,413,413.0,1.0,7667.285723140984,0.08206096435228048,0.6391279349633787,2.0382107444705357,2.5550896202560085,11.0,-8.518841511450335,-3.146040147261828,2024-07-25,0.03634723295300009,0.045713731399280394,1.1251666665483813,premium,0.8382582965541061,9.191726840531246,1.4477081568650805,1.8670731332305246,11.0,-124.39121782930371,-55.458205643497514,2024-05-01,0.38336428615704926,0.4548940103970568,0.781314780243171,index points per contract,0.0,0.0,0.0,0.0,0.0,0.0,0.25181598062953997,0.053268765133171914,0.007263922518159807,0.6852300242130751,0.002421307506053269,0.0
E2 relative ratio of sums | rolling 252 | hold,E2 relative ratio of sums,rolling 252,hold,-,all,1279,1216.0,0.9507427677873339,5984.177242983874,0.06944724945839141,0.6880252924244841,1.6023261353392961,3.6765875535696018,16.0,-15.32693137878038,-8.447653008963469,2021-11-22,0.029542786443565214,0.03990446301482622,0.9122031486115615,premium,0.7987894373698072,7.860068848393321,1.6132669384577067,3.6185596537866855,16.0,-138.9267036816515,-55.458205643497514,2024-05-01,0.2992088621491938,0.4995805752206135,1.0030390825251152,index points per contract,0.1563721657544957,0.0007818608287724785,0.0,0.0007818608287724785,0.0,0.0,0.08444096950742767,0.02501954652071931,0.0023455824863174357,0.40969507427677876,0.27130570758405004,0.04925723221266615
E2 relative ratio of sums | rolling 252 | flatten,E2 relative ratio of sums,rolling 252,flatten,-,deck in-sample,866,803.0,0.9272517321016166,3169.9020762308814,0.0152661019650065,0.4294544860975035,0.5643016048912542,1.186351164735695,14.0,-9.25067223677737,-6.536612662541972,2023-12-20,0.01447892873444006,0.0007871732305664472,0.028828121174413458,premium,0.12770974777638464,4.739536251039982,0.427748473333385,0.8397514558179774,14.0,-107.57370740211563,-38.402599782046565,2023-12-20,0.15849510381154408,-0.03078535603515955,-0.10246872166294115,index points per contract,0.23094688221709006,0.0011547344110854503,0.0,0.0011547344110854503,0.0,0.0,0.004618937644341801,0.011547344110854504,0.0,0.27829099307159355,0.3995381062355658,0.07274826789838337
E2 relative ratio of sums | rolling 252 | flatten,E2 relative ratio of sums,rolling 252,flatten,-,unseen,413,413.0,1.0,5393.14054206317,0.057203074225916514,0.3704625674149774,2.451180582473472,2.990335602740784,11.0,-3.8901516937162324,-1.929243768568869,2024-08-28,0.025079316740998867,0.03212375748491765,1.3456289727131734,premium,0.4401335043124705,5.502766882417352,1.2697072083489207,1.5767490261498032,11.0,-97.90307762058616,-37.14267622392586,2024-12-18,0.26965702710315853,0.17047647720931214,0.4843630504865581,index points per contract,0.0,0.0,0.0,0.0,0.0,0.0,0.25181598062953997,0.053268765133171914,0.007263922518159807,0.6852300242130751,0.002421307506053269,0.0
E2 relative ratio of sums | rolling 252 | flatten,E2 relative ratio of sums,rolling 252,flatten,-,all,1279,1216.0,0.9507427677873339,3887.8047239155844,0.028807907706801524,0.4116540443477148,1.110911853739755,2.668634831317706,16.0,-9.25067223677737,-6.536612662541972,2023-12-20,0.017901884361264754,0.01090602334553677,0.41541673510816973,premium,0.22859404132556632,4.998709471005661,0.7259509535972214,1.680203736035395,16.0,-107.57370740211563,-38.402599782046565,2023-12-20,0.19439023619577925,0.03420380512978712,0.1075915556932693,index points per contract,0.1563721657544957,0.0007818608287724785,0.0,0.0007818608287724785,0.0,0.0,0.08444096950742767,0.02501954652071931,0.0023455824863174357,0.40969507427677876,0.27130570758405004,0.04925723221266615
E2 relative ratio of sums | ewma hl 63 | hold,E2 relative ratio of sums,ewma hl 63,hold,-,deck in-sample,866,803.0,0.9272517321016166,4121.141245101933,0.05297154272451743,0.7337475363468898,1.1460306577131585,2.162294654138346,14.0,-20.368444290555438,-8.447653008963469,2021-11-22,0.026091413361962124,0.026880129362555304,0.57640168311476,premium,0.5487738716718711,6.824129854852204,1.276575230544428,2.303887659601305,14.0,-147.60473460797337,-46.46209154929908,2021-11-22,0.2060570622550967,0.3427168094167743,0.7922097258779708,index points per contract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06466512702078522,0.558891454965358,0.30369515011547343,0.07274826789838337
E2 relative ratio of sums | ewma hl 63 | hold,E2 relative ratio of sums,ewma hl 63,hold,-,unseen,413,413.0,1.0,7831.8234138583775,0.06575918826874984,0.6376177455953093,1.6371795776870994,2.0952953530021867,11.0,-9.164477663283321,-3.146040147261828,2024-07-25,0.03620171763767304,0.029557470631076794,0.7301494017370603,premium,0.6474848664621866,9.109553847127941,1.1283212963565143,1.4139424433437233,11.0,-124.39121782930357,-55.458205643497514,2024-05-01,0.3915911706929189,0.2558936957692677,0.44394187604806157,index points per contract,0.0,0.053268765133171914,0.0,0.0,0.014527845036319613,0.0,0.2009685230024213,0.012106537530266344,0.0847457627118644,0.5665859564164649,0.06779661016949153,0.0
