n_traded,n_days,frac_traded,frac_long,sh_mid,hit_mid,hit_contract_mid,sh_crossed,hit_crossed,hit_contract_crossed,mean_crossed,days,exit,entry
1624,460,0.580829756795422,0.17795566502463053,2.0054002438770944,0.5956521739130435,0.5714285714285714,0.3981221432467466,0.5608695652173913,0.5344827586206896,0.013600649440360772,all_days,hold,15:30
4487,507,0.5623511718260433,0.2698907956318253,13.331987565992069,0.8441814595660749,0.8332961889904168,9.026438860105134,0.7554240631163708,0.7535101404056163,0.14642154831686033,all_days,sigcross,10:00
4073,476,0.5539235686114511,0.2533758900073656,13.876794381708073,0.8529411764705882,0.8374662410999263,10.583162119679562,0.7836134453781513,0.7809968082494476,0.16559867930308572,all_days,sigcross,10:30
3754,467,0.5447685386736323,0.26611614278103357,13.651599999623942,0.8329764453961456,0.8327117741076185,10.094041134274454,0.7730192719486081,0.7647842301545018,0.15641427107924727,all_days,sigcross,11:00
3545,462,0.5475749150447946,0.2767277856135402,12.590105263445368,0.8463203463203464,0.8338504936530324,9.085890116712878,0.7770562770562771,0.7681241184767278,0.15274486080668304,all_days,sigcross,11:30
3290,441,0.5418313570487484,0.3021276595744681,12.40867607572614,0.8344671201814059,0.8349544072948328,8.93882894889037,0.7732426303854876,0.7808510638297872,0.1614997907285265,all_days,sigcross,12:00
3168,466,0.552012545739676,0.2970328282828283,11.195913587522961,0.8111587982832618,0.8118686868686869,7.7468900515555665,0.7381974248927039,0.7468434343434344,0.15472836472041743,all_days,sigcross,12:30
2904,452,0.5345113197128658,0.293732782369146,10.1956936324276,0.754424778761062,0.7692837465564738,7.087403921407304,0.6991150442477876,0.7114325068870524,0.14867823941055114,all_days,sigcross,13:00
2727,461,0.5346010586159576,0.27869453612027867,9.37565574784942,0.7483731019522777,0.7502750275027503,6.439201275853456,0.6941431670281996,0.6872020535386872,0.1398522466166771,all_days,sigcross,13:30
2548,463,0.5327200501777127,0.2813971742543171,7.80919512585384,0.7451403887688985,0.7394034536891679,4.858592982336344,0.6565874730021598,0.6416797488226059,0.12373555892605131,all_days,sigcross,14:00
2325,467,0.5523877405559515,0.1827956989247312,5.810722661138295,0.721627408993576,0.6933333333333334,3.5076021263233126,0.6423982869379015,0.632258064516129,0.11675738070268114,all_days,sigcross,14:30
2110,467,0.578875171467764,0.15071090047393365,4.0066736128828255,0.6423982869379015,0.6194312796208531,1.9924699823048113,0.5802997858672377,0.5696682464454976,0.06641373186809144,all_days,sigcross,15:00
1624,460,0.580829756795422,0.17795566502463053,2.0054002438770944,0.5956521739130435,0.5714285714285714,0.3981221432467466,0.5608695652173913,0.5344827586206896,0.013600649440360772,all_days,sigcross,15:30
4152,488,0.5456696017873571,0.2916666666666667,11.252478591732585,0.8012295081967213,0.8044315992292871,7.556128592825711,0.7090163934426229,0.7316955684007708,0.1523053208696444,ex_fomc,hold,10:00
3753,457,0.5361428571428571,0.2749800159872102,11.601642997173904,0.8030634573304157,0.8217426059152678,8.852589089850905,0.7571115973741794,0.7719158006927791,0.17259098115754853,ex_fomc,hold,10:30
3450,449,0.5275229357798165,0.28956521739130436,10.692818251496927,0.7839643652561247,0.8028985507246377,7.897956324761843,0.7371937639198218,0.7518840579710145,0.16474932194564992,ex_fomc,hold,11:00
3234,444,0.5274832816832491,0.3033395176252319,10.395928865413733,0.8018018018018018,0.803030303030303,7.634782016343189,0.7319819819819819,0.7520098948670377,0.16708955514603374,ex_fomc,hold,11:30
2979,423,0.5199860359574097,0.33366901644847263,9.781625053699923,0.7966903073286052,0.8029540114132259,7.103285090464273,0.7470449172576832,0.75730110775428,0.16400363337273577,ex_fomc,hold,12:00
2864,448,0.5300758837682769,0.32856145251396646,8.844103667942194,0.7633928571428571,0.7852653631284916,6.275976165818484,0.7075892857142857,0.7300977653631285,0.16385022191185006,ex_fomc,hold,12:30
2607,434,0.5107758620689655,0.3271960107403145,7.6553927434499585,0.716589861751152,0.7414652857690832,5.501580240378653,0.6566820276497696,0.7023398542385885,0.16549809645329946,ex_fomc,hold,13:00
2427,442,0.5084852294154619,0.3131437989287186,7.146713417158422,0.7194570135746606,0.7321796456530696,5.144685893127747,0.6470588235294118,0.6637824474660075,0.15984905172387023,ex_fomc,hold,13:30
2239,444,0.5034854958398921,0.3184457347029924,6.116566737249788,0.6936936936936937,0.7146047342563644,4.092407301274286,0.6283783783783784,0.6467172845020098,0.15674505997278015,ex_fomc,hold,14:00
2068,449,0.5258072718026952,0.19342359767891681,5.0445792557794205,0.688195991091314,0.6842359767891683,3.0807039672942405,0.6302895322939867,0.6266924564796905,0.11783660899703785,ex_fomc,hold,14:30
1931,450,0.5608480975893116,0.15277058518902123,3.7653766554271733,0.6244444444444445,0.6209218021750389,1.8514108812404413,0.5688888888888889,0.5732780942516831,0.08093783276784335,ex_fomc,hold,15:00
1528,446,0.5737889598197522,0.17866492146596857,2.1045391405308598,0.5964125560538116,0.5804973821989529,0.49516804358727556,0.5627802690582959,0.5445026178010471,0.0253002190823718,ex_fomc,hold,15:30
4152,488,0.5456696017873571,0.2916666666666667,13.779209794905503,0.8442622950819673,0.8405587668593449,9.326938264959377,0.7520491803278688,0.7577071290944123,0.15731068576592003,ex_fomc,sigcross,10:00
3753,457,0.5361428571428571,0.2749800159872102,14.168128222455813,0.8533916849015317,0.8483879563016253,10.821945792057356,0.7833698030634574,0.7900346389555023,0.17693463743381924,ex_fomc,sigcross,10:30
3450,449,0.5275229357798165,0.28956521739130436,14.12225624208806,0.8351893095768375,0.8437681159420289,10.457206335559182,0.77728285077951,0.7718840579710144,0.16836797188817268,ex_fomc,sigcross,11:00
3234,444,0.5274832816832491,0.3033395176252319,13.030549857982002,0.8513513513513513,0.8457019171304886,9.435535572517496,0.7792792792792793,0.7779839208410637,0.16753612465864173,ex_fomc,sigcross,11:30
2979,423,0.5199860359574097,0.33366901644847263,12.78765980384776,0.83451536643026,0.8452500839207788,9.226717059884415,0.7730496453900709,0.7912051023833501,0.17619953993160964,ex_fomc,sigcross,12:00
2864,448,0.5300758837682769,0.32856145251396646,11.509208712447677,0.8102678571428571,0.8236731843575419,7.983372475495554,0.7388392857142857,0.7548882681564246,0.17034976140609237,ex_fomc,sigcross,12:30
2607,434,0.5107758620689655,0.3271960107403145,10.511294335161002,0.7580645161290323,0.779439969313387,7.334202908950791,0.7027649769585254,0.7219025700038358,0.16668744928081997,ex_fomc,sigcross,13:00
2427,442,0.5084852294154619,0.3131437989287186,9.615566303475218,0.751131221719457,0.761433868974042,6.629444210150343,0.6968325791855203,0.6946847960444994,0.1580629728013619,ex_fomc,sigcross,13:30
2239,444,0.5034854958398921,0.3184457347029924,7.930885910502805,0.7477477477477478,0.7552478785171952,5.23347800627243,0.6666666666666666,0.672621706118803,0.1601167667105443,ex_fomc,sigcross,14:00
2068,449,0.5258072718026952,0.19342359767891681,5.914543406137872,0.7260579064587973,0.7098646034816247,3.5931453928197397,0.6458797327394209,0.6431334622823984,0.12632738493942197,ex_fomc,sigcross,14:30
1931,450,0.5608480975893116,0.15277058518902123,4.206467421351515,0.6444444444444445,0.6323148627654065,2.1698435974636885,0.58,0.581046090108752,0.08707789649896416,ex_fomc,sigcross,15:00
1528,446,0.5737889598197522,0.17866492146596857,2.1045391405308598,0.5964125560538116,0.5804973821989529,0.49516804358727556,0.5627802690582959,0.5445026178010471,0.0253002190823718,ex_fomc,sigcross,15:30
