era,hour_et,bucket,cp,n_quotes,mid_med,hs_rel_p25,hs_rel_med,hs_rel_p75,hs_rel_p90,hs_abs_med,n_iv_solved,iv_solve_rate,iv_mid_med,vol_cost_abs_med,vol_cost_frac_med,theta_min_med
all,12,"[0.50,0.70)",P,6382,14.100000381469727,0.006451637514175907,0.00894188208597984,0.012987031886782754,0.02105261150159334,0.10000038146972656,6382,1.0,0.11939714557067457,0.001416928264639572,0.012762562134029275,0.025555677521127425
all,12,"[0.70,0.90]",C,12230,29.299999237060547,0.006711403167299697,0.009433952927717067,0.013333299424913195,0.018336970690326252,0.25,12199,0.9974652493867538,0.12793044756552926,0.004568394900917053,0.037244339047092255,0.07576723348919528
all,12,"[0.70,0.90]",P,9256,25.899999618530273,0.008028635539614205,0.011299423765218109,0.015720412187736663,0.0217391536134719,0.2500004768371582,9205,0.9944900605012964,0.11838355932574443,0.004763238682435528,0.04361304014943133,0.08923280079922788
all,13,"[0.10,0.30)",C,8282,2.2750000953674316,0.01639342724524056,0.023809558950585816,0.034482765708043144,0.0517241280087396,0.050000011920928955,8282,1.0,0.12199375950651278,0.0011322510319726337,0.008935108476553984,0.017946814579988243
all,13,"[0.10,0.30)",P,10577,2.450000047683716,0.015384600712702824,0.022727250560256557,0.03225807319942823,0.047619038608519584,0.050000011920928955,10577,1.0,0.13351989053323163,0.0011723998430882704,0.008492713247245029,0.017042087938324037
all,13,"[0.30,0.50)",C,5707,6.550000190734863,0.009345785646274347,0.013888909125034257,0.02083336230781228,0.029411770893215547,0.09999990463256836,5707,1.0,0.12425141082101819,0.0013414093554751094,0.010189382256630044,0.02039368599358568
all,13,"[0.30,0.50)",P,6102,6.699999809265137,0.009523845854259673,0.013824893096189258,0.02083336230781228,0.02969122671182846,0.09999990463256836,6102,1.0,0.12744919577342062,0.0013767504887532284,0.010176778568519115,0.020356209895007478
all,13,"[0.50,0.70)",C,6167,13.0,0.00661157688161223,0.009345785646274347,0.013698649375114719,0.021415484417462133,0.10000038146972656,6167,1.0,0.1277746909000307,0.0016183539153276083,0.013561947043678996,0.027138290199411993
all,13,"[0.50,0.70)",P,5657,12.550000190734863,0.007025743131155275,0.00990098028273704,0.014563115785411432,0.022900740852043185,0.10000038146972656,5657,1.0,0.12459794137037974,0.0016427464778892842,0.014229584526728343,0.028495041204218207
all,13,"[0.70,0.90]",C,11051,26.200000762939453,0.007462679662638413,0.010489517018651402,0.014634148999789036,0.019891508076776542,0.25,11020,0.9971948239978282,0.13402751297965046,0.005326567260085603,0.041260204328935596,0.08417629956757955
all,13,"[0.70,0.90]",P,8199,23.200000762939453,0.008781724305241835,0.012552309436116708,0.017182130358953177,0.02362205031874668,0.25,8123,0.9907305768996219,0.1236833306987639,0.005523719964002083,0.04763654572777016,0.09756709196358188
all,14,"[0.10,0.30)",C,7099,1.9249999523162842,0.01960782480441495,0.02857140132359096,0.043478272136984124,0.0666666825612386,0.050000011920928955,7099,1.0,0.1310705793185531,0.0014086349426132017,0.010805668824382785,0.021729479591122095
all,14,"[0.10,0.30)",P,8850,2.049999952316284,0.01886795084007008,0.027777785136376094,0.04201680806959162,0.06250001396983841,0.050000011920928955,8850,1.0,0.14311506500341226,0.0014763039616770002,0.01038171677410902,0.02087402398505491
all,14,"[0.30,0.50)",C,4796,5.5,0.012048181004163879,0.01724140340734668,0.026315796078077065,0.03921569635757178,0.09999990463256836,4796,1.0,0.13378755926594238,0.0017480560850071103,0.012547857382480546,0.025109635692364927
all,14,"[0.30,0.50)",P,5089,5.599999904632568,0.011904751092127441,0.01724140340734668,0.026315796078077065,0.03806506665038302,0.09999990463256836,5089,1.0,0.1370032603719925,0.0017756295743000527,0.012574938629059803,0.02517559486593222
all,14,"[0.50,0.70)",C,5160,10.949999809265137,0.00862068115034823,0.012145756334752494,0.018633522160843508,0.030220633836878143,0.14999961853027344,5158,0.9996124031007751,0.1371129993641556,0.00220462235859728,0.017322322315719035,0.03467983844209803
all,14,"[0.50,0.70)",P,4754,10.550000190734863,0.00917430349837499,0.012765924981299867,0.019999980926513672,0.033285914824199125,0.14999961853027344,4751,0.9993689524610854,0.13377961414647577,0.002278946191681258,0.01828394462198009,0.036602020738069646
all,14,"[0.70,0.90]",C,9480,22.149999618530273,0.009451795568576645,0.013215866989072993,0.01886795084007008,0.029814351910927288,0.25,9242,0.9748945147679325,0.1430120235794084,0.006828371407334402,0.051453001293938275,0.10569220424134208
all,14,"[0.70,0.90]",P,6993,19.899999618530273,0.01103752777971226,0.015544051947877398,0.02247194322187202,0.03651219560625239,0.2999992370605469,6758,0.9663949663949664,0.13605268205606788,0.007167545841691967,0.05923130070451086,0.12176818994769975
all,15,"[0.10,0.30)",C,5170,1.375,0.02499997615814209,0.03703704521325703,0.05555553715905977,0.08333330021964311,0.050000011920928955,5170,1.0,0.14616138884559732,0.001996323429388977,0.013599217123813515,0.02738878109819439
all,15,"[0.10,0.30)",P,6095,1.4500000476837158,0.024896670080715146,0.03571429483744579,0.05263159215615413,0.07692306281546904,0.050000011920928955,6095,1.0,0.1558394413619234,0.002079432999703229,0.01340626978780153,0.02699699360417026
all,15,"[0.30,0.50)",C,3485,3.9000000953674316,0.015384600712702824,0.022222201029459637,0.030927855323080778,0.04504504349699816,0.09999990463256836,3485,1.0,0.14631169311122674,0.0024713837180271314,0.016355766732248325,0.03273741749295662
all,15,"[0.30,0.50)",P,3584,4.0,0.015384600712702824,0.022222236350730614,0.031250006984919206,0.04477611356069404,0.09999990463256836,3584,1.0,0.15104915941153702,0.0025441797665144567,0.016117801172222383,0.03226921304156782
all,15,"[0.50,0.70)",C,3618,7.900000095367432,0.011904751092127441,0.016666650772094727,0.024390221209414906,0.03539714831070111,0.14999961853027344,3617,0.9997236042012161,0.15108843033379463,0.0035908968539135055,0.024026444795972133,0.04808957039638541
all,15,"[0.50,0.70)",P,3406,7.599999904632568,0.012195110604707453,0.01754388533287334,0.025641042361154186,0.03762543641446517,0.14999961853027344,3406,1.0,0.14652095196388715,0.003586650834748961,0.02493925562109771,0.04993419451875239
all,15,"[0.70,0.90]",C,6927,16.100000381469727,0.011904751092127441,0.016666650772094727,0.023529389325310204,0.0327868935754947,0.25,6817,0.9841201097156056,0.15745326496045,0.009811872633893673,0.06527658214050722,0.13520417142084684
all,15,"[0.70,0.90]",P,5047,14.399999618530273,0.013737838392260334,0.019354871524277555,0.02688576102397236,0.03815545179431203,0.25,4926,0.9760253616009511,0.15114425661716147,0.010313593478414897,0.07274334604965949,0.1510378734992286
daily_0dte,10,"[0.10,0.30)",C,8436,3.25,0.013333320617675781,0.019230797445986728,0.027522910495124973,0.03797467704996668,0.05000007152557373,8436,1.0,0.11221597691380195,0.000833526878901647,0.007226528212532281,0.014505315641461805
daily_0dte,10,"[0.10,0.30)",P,10946,3.6500000953674316,0.01234566665716917,0.01754388533287334,0.025641031127317596,0.03571429483744579,0.05000007152557373,10946,1.0,0.1256675582416331,0.0008599052584525244,0.0066485442857238345,0.01333231019976357
daily_0dte,10,"[0.30,0.50)",C,5979,9.399999618530273,0.007299263213488491,0.010869555076714289,0.0157480167140813,0.024390221209414906,0.09999990463256836,5979,1.0,0.1150670804481352,0.0009302023202192589,0.007830268555276985,0.01566907404192007
daily_0dte,10,"[0.30,0.50)",P,6501,9.800000190734863,0.007092191626036309,0.010416656318638471,0.015228435488146652,0.023809558950585816,0.09999990463256836,6501,1.0,0.11983336427408389,0.000928029575307257,0.007604040929487337,0.01521841429382898
daily_0dte,10,"[0.50,0.70)",C,6474,18.950000762939453,0.005181317707173153,0.007380066658666595,0.011196646635900158,0.030564290633348964,0.14999961853027344,6474,1.0,0.11886042633332218,0.0011776711494248526,0.010437411617769171,0.02088704117358936
daily_0dte,10,"[0.50,0.70)",P,5981,18.299999237060547,0.005649684942657775,0.008064508686204378,0.012048200615698276,0.038532082093965025,0.14999961853027344,5980,0.99983280387895,0.11592853786387104,0.0012504231428628401,0.01128340704665137,0.022574747244195552
daily_0dte,10,"[0.70,0.90]",C,11173,38.25,0.0063234036335767805,0.009523768003295068,0.015706815955140757,0.04450728640679265,0.35000038146972656,10759,0.9629463886154122,0.12706272192867743,0.004693105105307585,0.037455678515389244,0.07634600608291776
daily_0dte,10,"[0.70,0.90]",P,9063,34.29999923706055,0.007812492433004194,0.011494252873563218,0.018978146740989965,0.05812821709958914,0.35000038146972656,8479,0.9355621758799515,0.11591677555048496,0.004829114366652815,0.04413829594099775,0.09032586253926571
daily_0dte,11,"[0.10,0.30)",C,7483,2.8499999046325684,0.012987031886782754,0.018181800842285156,0.02499997615814209,0.031250006984919206,0.050000011920928955,7483,1.0,0.1098737559494718,0.0007427801587611971,0.006798364210986316,0.013639274056644682
daily_0dte,11,"[0.10,0.30)",P,9614,3.1500000953674316,0.012048181004163879,0.01639342724524056,0.023255846189638794,0.02857140132359096,0.050000011920928955,9614,1.0,0.12110275933702788,0.0007578673741693576,0.006225656778544267,0.012483541392807138
daily_0dte,11,"[0.30,0.50)",C,5207,8.199999809265137,0.007194237940787938,0.01010100085715095,0.013888909125034257,0.018181771943063446,0.09999990463256836,5207,1.0,0.11231723729023227,0.0008661592913020294,0.007418297590611858,0.014841140789722252
daily_0dte,11,"[0.30,0.50)",P,5595,8.449999809265137,0.007092191626036309,0.010000038146972656,0.013698649375114719,0.01754388533287334,0.09999990463256836,5595,1.0,0.11606903282724029,0.0008698028941924174,0.007370114794679872,0.014744049020759853
daily_0dte,11,"[0.50,0.70)",C,5630,16.575000762939453,0.005025144893802372,0.006849308357518121,0.009163819171066644,0.011494242163784031,0.10000038146972656,5630,1.0,0.11566185100753495,0.0011058930152064647,0.009742259548471703,0.019497058867583593
daily_0dte,11,"[0.50,0.70)",P,5167,15.800000190734863,0.005434803453420628,0.00740743566442419,0.009646308265436936,0.012195110604707453,0.10000038146972656,5167,1.0,0.11270741057754659,0.0011252188758780896,0.01037089982308649,0.020746619501361356
daily_0dte,11,"[0.70,0.90]",C,9958,33.349998474121094,0.005919373984672673,0.00827130880073593,0.011351030948289584,0.01484120504227908,0.25,9952,0.9993974693713598,0.12211335639421537,0.0039137243264043275,0.032932556175931646,0.0669381925239364
daily_0dte,11,"[0.70,0.90]",P,7434,28.850000381469727,0.007052186025941017,0.00990099898040029,0.013100445228484128,0.016722408240103428,0.25,7430,0.9994619316653215,0.11077783215579814,0.003992140887343898,0.038404750812783016,0.07809482759532108
daily_0dte,12,"[0.10,0.30)",C,6703,2.549999952316284,0.013333320617675781,0.01886795084007008,0.025641031127317596,0.03225807319942823,0.04999995231628418,6703,1.0,0.11100880675784892,0.0007911438763441858,0.007058560140179335,0.014168792098865393
daily_0dte,12,"[0.10,0.30)",P,8575,2.7750000953674316,0.01265821562346669,0.01754388533287334,0.024390221209414906,0.030303037965702835,0.04999995231628418,8575,1.0,0.1195915661563224,0.0007976326076778589,0.0064814352482937395,0.013002796033455562
daily_0dte,12,"[0.30,0.50)",C,4619,7.300000190734863,0.0077519308209066115,0.010869555076714289,0.014778335074376264,0.019230797445986728,0.09999990463256836,4619,1.0,0.11190286315261147,0.0009568483281037488,0.008047414043818268,0.01609616737064663
daily_0dte,12,"[0.30,0.50)",P,4920,7.5,0.007633580284014395,0.01063828815859077,0.01449273960151203,0.01886795084007008,0.09999990463256836,4920,1.0,0.11507705607716365,0.0009515586638101994,0.00793741573835884,0.01588788629099638
daily_0dte,12,"[0.50,0.70)",C,4986,14.550000190734863,0.005291025581380563,0.007246369800756015,0.009523785303509424,0.011857715406386648,0.09999990463256836,4986,1.0,0.11462594904219764,0.0011731748214536195,0.01026082528843957,0.020533136348619807
daily_0dte,12,"[0.50,0.70)",P,4596,14.0,0.0057623278465834685,0.007812492433004194,0.010000038146972656,0.01265821562346669,0.10000014305114746,4596,1.0,0.11249823013615207,0.0012353569197413594,0.010901954633678735,0.02180978814231694
daily_0dte,12,"[0.70,0.90]",C,8824,29.350000381469727,0.00612154698362867,0.008498562140068987,0.011764750761144301,0.015324485957668822,0.25,8822,0.9997733454215775,0.11981253155969655,0.004022698005078006,0.03386768769582231,0.06897148816431567
daily_0dte,12,"[0.70,0.90]",P,6688,25.799999237060547,0.007272755015980114,0.01030926872153663,0.013771425112922585,0.017757224722574075,0.25,6683,0.9992523923444976,0.11279533891074076,0.004196933635561478,0.0395422171255742,0.08035122726210392
daily_0dte,13,"[0.10,0.30)",C,5983,2.2750000953674316,0.01449273960151203,0.02040814340536656,0.027777785136376094,0.03605853933768951,0.04999995231628418,5983,1.0,0.11429102163340475,0.0008850607554845707,0.007601552377649506,0.01525760837852556
daily_0dte,13,"[0.10,0.30)",P,7558,2.450000047683716,0.013698649375114719,0.019230797445986728,0.026315796078077065,0.032967000145251925,0.04999995231628418,7558,1.0,0.12436122279389775,0.0008988113227410346,0.0071798597582015695,0.014412504379267586
daily_0dte,13,"[0.30,0.50)",C,4123,6.5,0.008403353599848182,0.011904751092127441,0.01639342724524056,0.021739110153428578,0.09999990463256836,4123,1.0,0.11629646896157508,0.0010864146024066046,0.008773249248370715,0.017553376536385668
daily_0dte,13,"[0.30,0.50)",P,4346,6.625,0.008547000535280286,0.01192847487226813,0.01612905582701947,0.02083336230781228,0.09999990463256836,4346,1.0,0.11887401868225259,0.0011102947148006748,0.00874077900949546,0.017484943271817606
daily_0dte,13,"[0.50,0.70)",C,4408,12.899999618530273,0.005917182469050446,0.008064508686204378,0.01063828815859077,0.01329791254026078,0.09999990463256836,4408,1.0,0.11879854454078287,0.0013845322494113119,0.011541489009767134,0.023095405912917612
daily_0dte,13,"[0.50,0.70)",P,4076,12.350000381469727,0.006315773411800987,0.008547000535280286,0.011235944822330467,0.014191607863474174,0.09999990463256836,4076,1.0,0.1160035824995515,0.0014296275867893352,0.012282874996745874,0.024573118977433292
daily_0dte,13,"[0.70,0.90]",C,7960,26.200000762939453,0.0068649709799311134,0.009523845854259673,0.012903213500976562,0.016574595823876062,0.25,7957,0.9996231155778894,0.12470897258000052,0.004673223553854022,0.037715313667861045,0.07690297120550323
daily_0dte,13,"[0.70,0.90]",P,5880,23.0,0.007936500127383637,0.011363625280128279,0.015187660013681097,0.01930501958935446,0.25,5872,0.998639455782313,0.11546905519285482,0.004863759828748947,0.04317691306191644,0.0882630823843239
daily_0dte,14,"[0.10,0.30)",C,5077,1.899999976158142,0.01754388533287334,0.024390221209414906,0.0337078344669914,0.0476190611348407,0.04999995231628418,5077,1.0,0.12139925221565423,0.00108783778821607,0.009206948197600644,0.018497471969253523
daily_0dte,14,"[0.10,0.30)",P,6166,2.0,0.01639342724524056,0.023255846189638794,0.03225807319942823,0.045454555306552645,0.04999995231628418,6166,1.0,0.12919546384675934,0.0011140975459779032,0.008647790672594795,0.017370637492677234
daily_0dte,14,"[0.30,0.50)",C,3387,5.449999809265137,0.010752677696952456,0.014492762303273581,0.019999980926513672,0.02702703312246177,0.09999990463256836,3387,1.0,0.12220861488947424,0.001361964321117931,0.010717453454400934,0.021444554597726043
daily_0dte,14,"[0.30,0.50)",P,3575,5.449999809265137,0.010526355944181743,0.01449273960151203,0.02040814340536656,0.027027000323218257,0.09999990463256836,3575,1.0,0.12490705565139461,0.001376232926357801,0.010622561866118327,0.02125278626513172
daily_0dte,14,"[0.50,0.70)",C,3640,10.75,0.0077519308209066115,0.010309284769834476,0.013953452886537064,0.01950949956274012,0.10000014305114746,3640,1.0,0.12375067613899274,0.0018302974927232873,0.014842013502347033,0.029703252502334798
daily_0dte,14,"[0.50,0.70)",P,3353,10.25,0.008264454667762735,0.010940918854545763,0.014634109124904725,0.02040817650526626,0.10000014305114746,3353,1.0,0.12264724630625834,0.001848850807740443,0.01568520635151175,0.031387377927443255
daily_0dte,14,"[0.70,0.90]",C,6757,21.899999618530273,0.00865800025811133,0.011904751092127441,0.01639342724524056,0.02309526555147944,0.25,6651,0.984312564747669,0.12969353997140196,0.005948019158409035,0.04740372878460919,0.09727059998913488
daily_0dte,14,"[0.70,0.90]",P,4916,19.350000381469727,0.009950239078080684,0.014018700751522114,0.019157087842611147,0.02795249787856189,0.25,4816,0.9796582587469488,0.12511441942278445,0.006157703526819686,0.053638551136439026,0.1104148494174303
daily_0dte,15,"[0.10,0.30)",C,3615,1.3250000476837158,0.022222201029459637,0.030303037965702835,0.043478272136984124,0.05882350672487633,0.04999995231628418,3615,1.0,0.13287945278823793,0.0014947837919264406,0.011579448825145711,0.023289290521647812
daily_0dte,15,"[0.10,0.30)",P,4183,1.375,0.021739110153428578,0.030303037965702835,0.04225351497829484,0.05714287076677595,0.04999998211860657,4183,1.0,0.13829693321433068,0.0015710218338563509,0.011271633141442257,0.022680955896746787
daily_0dte,15,"[0.30,0.50)",C,2419,3.799999952316284,0.013333320617675781,0.018518500530834543,0.024793364003288205,0.030303037965702835,0.07500004768371582,2419,1.0,0.13208438989465324,0.0017950013363280531,0.0136176662682823,0.02723885682194425
daily_0dte,15,"[0.30,0.50)",P,2442,3.799999952316284,0.013333320617675781,0.018867943908475605,0.02515753963919393,0.030927855323080778,0.09999990463256836,2442,1.0,0.13469667824779336,0.0018185976170077486,0.013583246363681672,0.027193499497177528
daily_0dte,15,"[0.50,0.70)",C,2479,7.550000190734863,0.010462081016822,0.014084493799404275,0.018610441509613492,0.02384765021222652,0.10000014305114746,2478,0.99959661153691,0.13665493408583312,0.002645049138227648,0.020009888725600194,0.04005653920324635
daily_0dte,15,"[0.50,0.70)",P,2355,7.199999809265137,0.010989000048417309,0.014705902977385157,0.01986753021979098,0.025641031127317596,0.10000014305114746,2355,1.0,0.13023783667918543,0.002644187724963859,0.02104104691550818,0.04215631035096207
daily_0dte,15,"[0.70,0.90]",C,4885,15.75,0.010799136247064516,0.014778335074376264,0.019999980926513672,0.026315796078077065,0.25,4872,0.9973387922210849,0.14349209554715034,0.008379845094730706,0.05837595327668246,0.12066561400158579
daily_0dte,15,"[0.70,0.90]",P,3468,13.800000190734863,0.012244866818797832,0.016949144323404473,0.022727250560256557,0.030082732918571067,0.25,3451,0.9950980392156863,0.13639976395765852,0.00859305218065047,0.06389953884948657,0.13220089324545292
