panel,era,hour,forecast,n_days,qlike,dm_t_vs_A_blk2,nested_in,dm_t_vs_nested,dm_t_pooled_vs_perhour
fixed,all,12:00,B_ft_blk2,800,0.24687788582307474,7.793973638902353,,,
fixed,all,12:00,B_ft_joint,800,0.22280912004839493,7.596989455789609,B_ft_blk2,-4.242323737539193,
fixed,all,12:00,P_direct_blk2,800,0.057785509375715575,1.3534078568216303,,,1.7059070413363078
fixed,all,12:00,P_direct_iv,800,0.2977671904834685,13.953775586296839,,,3.71647381755746
fixed,all,12:00,P_joint,800,0.05619854501144502,-0.1533761541817155,P_direct_blk2,-3.366566418312867,0.30109262038492024
fixed,all,12:00,P_joint_realized,800,0.05253581757821989,-1.9036316335687078,P_joint,-2.6715759367984653,5.97867991295904
fixed,all,12:00,P_ft_blk2,800,0.24237799047784173,7.631284143790454,,,-1.4216552362567694
fixed,all,12:00,P_ft_joint,800,0.22381491589607524,7.298909201306639,P_ft_blk2,-3.4009764465640853,0.30623665958314533
fixed,all,12:30,A_blk2,800,0.06193417082945227,,,,
fixed,all,12:30,A_a0,800,0.06785261166858837,2.008699918885351,,,
fixed,all,12:30,B_direct_blk2,800,0.06277522432411682,0.880597748988442,,,
fixed,all,12:30,B_direct_iv,800,0.3088706338140061,13.80089732258636,,,
fixed,all,12:30,B_joint,800,0.061307366436542186,-0.5972345541487694,B_direct_blk2,-3.1223049382455184,
fixed,all,12:30,B_joint_realized,800,0.052080874189713924,-3.4334091509685387,B_joint,-3.8607240478325804,
fixed,all,12:30,B_ft_blk2,800,0.2681899644128691,7.872984931336585,,,
fixed,all,12:30,B_ft_joint,800,0.23757143952975313,8.349486672174667,B_ft_blk2,-3.1544922423712247,
fixed,all,12:30,P_direct_blk2,800,0.06315701025442873,1.1698478920868165,,,1.475694440151955
fixed,all,12:30,P_direct_iv,800,0.3130547500390994,13.889645086759572,,,3.8852807439824786
fixed,all,12:30,P_joint,800,0.061426336812621656,-0.4405672130975596,P_direct_blk2,-3.41060275861312,0.44990985871727884
fixed,all,12:30,P_joint_realized,800,0.05708690864087815,-2.3081206959976814,P_joint,-2.846504114321624,5.630591218711601
fixed,all,12:30,P_ft_blk2,800,0.2698203208069869,7.14070027098523,,,0.44345043175928756
fixed,all,12:30,P_ft_joint,800,0.24250645320217942,7.640816121871945,P_ft_blk2,-2.6771569365442773,1.240721774417296
fixed,all,13:00,A_blk2,800,0.06801975036095599,,,,
fixed,all,13:00,A_a0,800,0.07381991958855631,1.8571346644581388,,,
fixed,all,13:00,B_direct_blk2,800,0.06880986167642987,0.8002526636598053,,,
fixed,all,13:00,B_direct_iv,800,0.32383561190765264,14.13941672074684,,,
fixed,all,13:00,B_joint,800,0.06696087019081819,-0.9541130074795005,B_direct_blk2,-3.248056958795869,
fixed,all,13:00,B_joint_realized,800,0.05711660395067907,-3.6182708361524685,B_joint,-3.8932317645750523,
fixed,all,13:00,B_ft_blk2,800,0.27877496913489674,7.48254061284522,,,
fixed,all,13:00,B_ft_joint,800,0.24983088710072948,7.730480446355295,B_ft_blk2,-2.9121353313482934,
fixed,all,13:00,P_direct_blk2,800,0.06914417865882526,1.1056529734623712,,,1.3355005552688528
fixed,all,13:00,P_direct_iv,800,0.32579824935304713,14.173039279603163,,,2.912853568322444
fixed,all,13:00,P_joint,800,0.06725329447138839,-0.6784732237240717,P_direct_blk2,-3.4715369298844663,1.1717577055380044
fixed,all,13:00,P_joint_realized,800,0.06225084585695049,-2.6730431198601914,P_joint,-3.120296999848725,5.3250529264678095
fixed,all,13:00,P_ft_blk2,800,0.28015948589482237,7.981585905332585,,,0.5983917483278575
fixed,all,13:00,P_ft_joint,800,0.2527572962831302,7.790542479500703,P_ft_blk2,-3.35991888849302,1.478786197840087
fixed,all,13:30,A_blk2,800,0.07697794852087003,,,,
fixed,all,13:30,A_a0,800,0.08160298253678246,1.3929685342135445,,,
fixed,all,13:30,B_direct_blk2,800,0.07794806840439351,0.8283052691560858,,,
fixed,all,13:30,B_direct_iv,800,0.3386581358167096,13.659653732685927,,,
fixed,all,13:30,B_joint,800,0.07493675052460937,-1.4640223334345763,B_direct_blk2,-3.701096780654641,
fixed,all,13:30,B_joint_realized,800,0.06533400148751882,-3.4187862207854116,B_joint,-3.494765605550289,
fixed,all,13:30,B_ft_blk2,800,0.3178026135677159,5.8930849675048975,,,
fixed,all,13:30,B_ft_joint,800,0.2705183760192931,6.889886865978062,B_ft_blk2,-2.5386797633100455,
fixed,all,13:30,P_direct_blk2,800,0.07753581403140916,0.56047057995105,,,-1.3033962447070864
fixed,all,13:30,P_direct_iv,800,0.3406067758168686,13.716841158463453,,,2.9060077665822424
fixed,all,13:30,P_joint,800,0.07533512164889443,-1.4894588742052766,P_direct_blk2,-3.7316240887843035,0.9529273350029938
fixed,all,13:30,P_joint_realized,800,0.06962483511869917,-3.2967294172189696,P_joint,-3.1873688342128386,3.370863862138666
fixed,all,13:30,P_ft_blk2,800,0.32075265857326757,5.424214081014005,,,0.5401488592010238
fixed,all,13:30,P_ft_joint,800,0.2810524305730554,6.071011172536203,P_ft_blk2,-2.5913493121944753,1.485685854978555
fixed,all,14:00,A_blk2,800,0.08477576910050438,,,,
fixed,all,14:00,A_a0,800,0.0894892747762654,1.3464612651411654,,,
fixed,all,14:00,B_direct_blk2,800,0.08605436431312974,1.1268493697517936,,,
fixed,all,14:00,B_direct_iv,800,0.3473542278053585,13.610886824694173,,,
fixed,all,14:00,B_joint,800,0.08180408008261014,-1.9468950359724606,B_direct_blk2,-4.132871911747394,
fixed,all,14:00,B_joint_realized,800,0.07286712507153738,-3.169578930285457,B_joint,-2.9453491810526558,
fixed,all,14:00,B_ft_blk2,800,0.34732482137105636,6.137027622020303,,,
fixed,all,14:00,B_ft_joint,800,0.284311520980602,7.388886632146438,B_ft_blk2,-3.0397095947201187,
fixed,all,14:00,P_direct_blk2,800,0.08511365487526948,0.33663699248272844,,,-2.4129533717610725
fixed,all,14:00,P_direct_iv,800,0.34547696675738615,13.607566670333254,,,-2.4855796267323402
fixed,all,14:00,P_joint,800,0.08255453405542688,-1.9489024712866776,P_direct_blk2,-4.141430927602418,1.1725764443741167
fixed,all,14:00,P_joint_realized,800,0.07661301363022635,-3.5961794171507,P_joint,-3.0412318847514563,2.164070506725786
fixed,all,14:00,P_ft_blk2,800,0.3486908826635925,6.1507129470812,,,0.41434609136174877
fixed,all,14:00,P_ft_joint,800,0.29357905911143745,6.581225101765964,P_ft_blk2,-3.805684962564797,1.2994399614054541
fixed,all,14:30,A_blk2,800,0.06541851624211258,,,,
fixed,all,14:30,A_a0,800,0.07174030915401704,2.22719133138104,,,
fixed,all,14:30,B_direct_blk2,800,0.06709814140038443,1.6893322673321014,,,
fixed,all,14:30,B_direct_iv,800,0.3695048242261228,15.094709984161234,,,
fixed,all,14:30,B_joint,800,0.06508604297216619,-0.30904767327026833,B_direct_blk2,-3.260042366910534,
fixed,all,14:30,B_joint_realized,800,0.06844691386508515,1.1756588002023323,B_joint,1.5205970675818714,
fixed,all,14:30,B_ft_blk2,800,0.14960637739335408,10.170823370778724,,,
fixed,all,14:30,B_ft_joint,800,0.14980748210184913,6.389520173752724,B_ft_blk2,0.027409024131208607,
fixed,all,14:30,P_direct_blk2,800,0.06574427452503886,0.3958834805705828,,,-2.180907727041762
fixed,all,14:30,P_direct_iv,800,0.36047708633264086,15.149285002098559,,,-3.5698300864336354
fixed,all,14:30,P_joint,800,0.06431248129084169,-1.2361281972585112,P_direct_blk2,-3.259283787314045,-1.1898496185163987
fixed,all,14:30,P_joint_realized,800,0.06227475771711814,-2.3366596086248657,P_joint,-1.834112810538594,-2.5010364189491296
fixed,all,14:30,P_ft_blk2,800,0.15965673467276534,13.663017656105655,,,2.9349612239837017
fixed,all,14:30,P_ft_joint,800,0.1438090828939408,9.400027046399396,P_ft_blk2,-3.364025814842734,-0.8785394473238543
fixed,all,15:00,A_blk2,800,0.06080819174145669,,,,
fixed,all,15:00,A_a0,800,0.06869849512301435,2.628297963064955,,,
fixed,all,15:00,B_direct_blk2,800,0.061337943230220106,0.560065526054648,,,
fixed,all,15:00,B_direct_iv,800,0.37846550731430256,15.589334015539952,,,
fixed,all,15:00,B_joint,800,0.060707067113213234,-0.10607458615458105,B_direct_blk2,-1.6572159636997659,
fixed,all,15:00,B_joint_realized,800,0.06435816688085287,2.1298021563923735,B_joint,2.4887052536205427,
fixed,all,15:00,B_ft_blk2,800,0.10061871742920686,9.390587836501505,,,
fixed,all,15:00,B_ft_joint,800,0.10278618578409278,7.601661089229139,B_ft_blk2,0.5159742754295505,
fixed,all,15:00,P_direct_blk2,800,0.0609028911823662,0.14490145058553247,,,-0.8006502082700807
fixed,all,15:00,P_direct_iv,800,0.3685619474421823,15.835541173087448,,,-2.733797186523316
fixed,all,15:00,P_joint,800,0.060362147727217465,-0.6166901123491757,P_direct_blk2,-1.466070620949872,-0.65664581756609
fixed,all,15:00,P_joint_realized,800,0.06070558722279945,-0.11158708401658753,P_joint,0.5419442607544402,-2.2679234436769775
fixed,all,15:00,P_ft_blk2,800,0.11514173310814547,12.493484741243996,,,5.112791486018706
fixed,all,15:00,P_ft_joint,800,0.10685239710596676,10.445841711028882,P_ft_blk2,-2.578310104810273,1.2280057076420825
fixed,all,15:30,A_blk2,800,0.10030712727609094,,,,
fixed,all,15:30,A_a0,800,0.11187100135613605,2.207331535325562,,,
fixed,all,15:30,B_direct_blk2,800,0.1002776317159237,-0.020536030380661454,,,
fixed,all,15:30,B_direct_iv,800,0.3965356307591833,14.094436190263536,,,
fixed,all,15:30,B_joint,800,0.09925648215721561,-0.7148055096341426,B_direct_blk2,-1.5645578838028342,
fixed,all,15:30,B_joint_realized,800,0.10198189749856955,0.6009604309885581,B_joint,1.0067817214811807,
fixed,all,15:30,B_ft_blk2,800,0.1002776317159237,-0.020536030380661454,,,
fixed,all,15:30,B_ft_joint,800,0.10198189749856955,0.6009604309885581,B_ft_blk2,0.6142462545866619,
fixed,all,15:30,P_direct_blk2,800,0.10024329355262657,-0.1425865969564465,,,-0.02167256408086142
fixed,all,15:30,P_direct_iv,800,0.39750219164561357,14.267355095925902,,,0.1615736748746812
fixed,all,15:30,P_joint,800,0.09925203993004432,-1.3478773213540516,P_direct_blk2,-1.6817857869997956,-0.003075128287568545
fixed,all,15:30,P_joint_realized,800,0.10166207244289381,1.1741763462980848,P_joint,2.986780541923435,-0.10713421899064637
fixed,all,15:30,P_ft_blk2,800,0.1006801209978537,0.18282587464548747,,,0.34488540962130965
fixed,all,15:30,P_ft_joint,800,0.10673767909913406,1.6475723658658816,P_ft_blk2,1.9522007206303065,1.840190728943628
fixed,daily_0dte,10:00,A_blk2,489,0.03918874920683961,,,,
fixed,daily_0dte,10:00,A_a0,489,0.04247846100111139,1.3204918951066529,,,
fixed,daily_0dte,10:00,B_direct_blk2,489,0.03954798469983821,0.9710488942935759,,,
fixed,daily_0dte,10:00,B_direct_iv,489,0.13428968500476454,8.249005504995129,,,
fixed,daily_0dte,10:00,B_joint,489,0.03909380769557719,-0.2230127688852965,B_direct_blk2,-3.1295936410214327,
fixed,daily_0dte,10:00,B_joint_realized,489,0.03461968899665187,-2.4604758760576866,B_joint,-2.9305525494969316,
fixed,daily_0dte,10:00,B_ft_blk2,489,0.1462084891997695,8.985917796809975,,,
fixed,daily_0dte,10:00,B_ft_joint,489,0.1225011936709243,9.49366020376795,B_ft_blk2,-4.716312798315202,
fixed,daily_0dte,10:00,P_direct_blk2,489,0.04011869416319625,1.4642030703265043,,,1.9321480644987656
fixed,daily_0dte,10:00,P_direct_iv,489,0.14214862367161535,9.198807302437503,,,5.72349337506926
fixed,daily_0dte,10:00,P_joint,489,0.03819291032719811,-1.1103640518870992,P_direct_blk2,-4.131829199605126,-1.651534267370039
fixed,daily_0dte,10:00,P_joint_realized,489,0.035243724589177634,-1.9277326186697124,P_joint,-2.242730758524743,1.6304057585553042
fixed,daily_0dte,10:00,P_ft_blk2,489,0.1477121279888146,10.445381990065455,,,0.7296470032383013
fixed,daily_0dte,10:00,P_ft_joint,489,0.1362659667293046,9.121929933610087,P_ft_blk2,-2.438640118168882,4.78296476625716
fixed,daily_0dte,10:30,A_blk2,489,0.04301996292781198,,,,
fixed,daily_0dte,10:30,A_a0,489,0.046980436633239024,1.3380863438532102,,,
fixed,daily_0dte,10:30,B_direct_blk2,489,0.04325577369107239,0.5886215941714015,,,
fixed,daily_0dte,10:30,B_direct_iv,489,0.14820417200700572,8.439807070648026,,,
fixed,daily_0dte,10:30,B_joint,489,0.04244571092292203,-1.111713578872682,B_direct_blk2,-3.6901678679091394,
fixed,daily_0dte,10:30,B_joint_realized,489,0.03578720551493778,-2.763415346045004,B_joint,-3.021955553111374,
fixed,daily_0dte,10:30,B_ft_blk2,489,0.18879787254169095,5.846968574604833,,,
fixed,daily_0dte,10:30,B_ft_joint,489,0.15428519048989373,5.9647532040180025,B_ft_blk2,-4.280294964109279,
fixed,daily_0dte,10:30,P_direct_blk2,489,0.04373537305205639,1.1793727809105203,,,2.1497845048285953
fixed,daily_0dte,10:30,P_direct_iv,489,0.154350343890826,9.20796113627111,,,5.166157336695006
fixed,daily_0dte,10:30,P_joint,489,0.041503241931878196,-1.6016761246623286,P_direct_blk2,-4.196603759368627,-2.0686616531167816
fixed,daily_0dte,10:30,P_joint_realized,489,0.03695252841844236,-2.6688413096669,P_joint,-3.024054434176061,2.417629698340915
fixed,daily_0dte,10:30,P_ft_blk2,489,0.18535681023757347,5.516539899760059,,,-1.785463754394196
fixed,daily_0dte,10:30,P_ft_joint,489,0.1596902051352615,5.663032449351583,P_ft_blk2,-3.2285272362582207,2.413503441521025
fixed,daily_0dte,11:00,A_blk2,489,0.046963094026639826,,,,
fixed,daily_0dte,11:00,A_a0,489,0.050800804072216224,1.1749904841561416,,,
fixed,daily_0dte,11:00,B_direct_blk2,489,0.047226163419070225,0.7166090100836566,,,
fixed,daily_0dte,11:00,B_direct_iv,489,0.16230308984089162,8.621337885958722,,,
fixed,daily_0dte,11:00,B_joint,489,0.04589820929141965,-1.844391428097663,B_direct_blk2,-3.998876281120014,
fixed,daily_0dte,11:00,B_joint_realized,489,0.037589513150843405,-3.1463692950059676,B_joint,-3.3007137976510013,
fixed,daily_0dte,11:00,B_ft_blk2,489,0.19225000240304016,6.733764051200009,,,
fixed,daily_0dte,11:00,B_ft_joint,489,0.16232680765034146,6.63881535581703,B_ft_blk2,-4.195293157862961,
fixed,daily_0dte,11:00,P_direct_blk2,489,0.04774781339226846,1.3489590079939486,,,2.1327700685399864
fixed,daily_0dte,11:00,P_direct_iv,489,0.16786019979912226,9.361616673823907,,,4.530351854578493
fixed,daily_0dte,11:00,P_joint,489,0.04524228738344865,-1.7417120712071867,P_direct_blk2,-4.225264658297237,-1.544640278462049
fixed,daily_0dte,11:00,P_joint_realized,489,0.039872756113759705,-2.8955715047673407,P_joint,-3.283888282725245,3.691778747982405
fixed,daily_0dte,11:00,P_ft_blk2,489,0.19106198146423103,6.265776508710598,,,-0.6192755818376425
fixed,daily_0dte,11:00,P_ft_joint,489,0.1666723242620448,6.282143007585432,P_ft_blk2,-3.2642478153840195,2.0200626427030164
fixed,daily_0dte,11:30,A_blk2,489,0.05068740992378611,,,,
fixed,daily_0dte,11:30,A_a0,489,0.05599574402026984,1.4896052335391816,,,
fixed,daily_0dte,11:30,B_direct_blk2,489,0.0509233544846656,0.7331201011740501,,,
fixed,daily_0dte,11:30,B_direct_iv,489,0.17370136706802491,8.872433952516825,,,
fixed,daily_0dte,11:30,B_joint,489,0.04936827253040358,-2.097425848961201,B_direct_blk2,-3.719195848495476,
fixed,daily_0dte,11:30,B_joint_realized,489,0.0396328017307191,-3.344685134881961,B_joint,-3.45726105376032,
fixed,daily_0dte,11:30,B_ft_blk2,489,0.21342658526940975,6.675935459737371,,,
fixed,daily_0dte,11:30,B_ft_joint,489,0.18304815096838903,6.520776533695319,B_ft_blk2,-4.628269303473771,
fixed,daily_0dte,11:30,P_direct_blk2,489,0.05156160839152287,1.563593619757162,,,2.085859612755403
fixed,daily_0dte,11:30,P_direct_iv,489,0.17804378755030043,9.52812450174997,,,3.8767274935473894
fixed,daily_0dte,11:30,P_joint,489,0.04888512062258016,-1.7558332412371338,P_direct_blk2,-4.086868337575269,-1.1291211227168796
fixed,daily_0dte,11:30,P_joint_realized,489,0.04259899285991304,-3.019795971044719,P_joint,-3.4193046496056216,4.152110079355752
fixed,daily_0dte,11:30,P_ft_blk2,489,0.21026390563311204,5.961242272706089,,,-1.014980862055275
fixed,daily_0dte,11:30,P_ft_joint,489,0.18725234197555946,5.871277645055111,P_ft_blk2,-3.057854521567749,1.209628559587416
fixed,daily_0dte,12:00,A_blk2,489,0.055891650136387104,,,,
fixed,daily_0dte,12:00,A_a0,489,0.06218446708119344,1.6154072303354088,,,
fixed,daily_0dte,12:00,B_direct_blk2,489,0.05623550343080455,1.0885041042844283,,,
fixed,daily_0dte,12:00,B_direct_iv,489,0.18895669162579068,9.028989011643691,,,
fixed,daily_0dte,12:00,B_joint,489,0.05426865245125544,-2.1931509852067625,B_direct_blk2,-3.6543447485877327,
fixed,daily_0dte,12:00,B_joint_realized,489,0.0420913782736149,-3.5698830117542557,B_joint,-3.6837889723853734,
fixed,daily_0dte,12:00,B_ft_blk2,489,0.2584448166352673,6.155122434363232,,,
fixed,daily_0dte,12:00,B_ft_joint,489,0.21794558217925303,6.021159408475338,B_ft_blk2,-4.8655299305611726,
fixed,daily_0dte,12:00,P_direct_blk2,489,0.05685085404777026,1.9144059792589574,,,2.1517342591496695
fixed,daily_0dte,12:00,P_direct_iv,489,0.19191700081031396,9.527577555974998,,,2.6415408719023192
fixed,daily_0dte,12:00,P_joint,489,0.05401191809989305,-1.8275527804057614,P_direct_blk2,-3.9752240500706306,-0.7501634264393395
fixed,daily_0dte,12:00,P_joint_realized,489,0.046394107840858144,-3.2835687038813433,P_joint,-3.6867963669666026,4.148509561768769
fixed,daily_0dte,12:00,P_ft_blk2,489,0.25801984987025495,5.8963396938654595,,,-0.23966779102263341
fixed,daily_0dte,12:00,P_ft_joint,489,0.2245976868528089,5.63092307299101,P_ft_blk2,-4.505173458942804,1.909852679495357
fixed,daily_0dte,12:30,A_blk2,489,0.06193448283122568,,,,
fixed,daily_0dte,12:30,A_a0,489,0.06825344413560863,1.5205520213856125,,,
fixed,daily_0dte,12:30,B_direct_blk2,489,0.06243170568687181,2.0309341962584746,,,
fixed,daily_0dte,12:30,B_direct_iv,489,0.20106617353026052,9.148336907987124,,,
fixed,daily_0dte,12:30,B_joint,489,0.05971410365067862,-2.6390105803747126,B_direct_blk2,-3.786638538437124,
fixed,daily_0dte,12:30,B_joint_realized,489,0.04547336578419613,-3.8447778292884482,B_joint,-3.8622100215343695,
fixed,daily_0dte,12:30,B_ft_blk2,489,0.3005999394061373,5.872600976102222,,,
fixed,daily_0dte,12:30,B_ft_joint,489,0.24556616218510174,6.0002282161216005,B_ft_blk2,-4.160234030649191,
fixed,daily_0dte,12:30,P_direct_blk2,489,0.06297607287579152,2.521880643151387,,,2.170812548234492
fixed,daily_0dte,12:30,P_direct_iv,489,0.20272153444613258,9.469342190473803,,,1.6612916051117523
fixed,daily_0dte,12:30,P_joint,489,0.05986473839545471,-2.070961439553231,P_direct_blk2,-4.0142327212640625,0.5886741810300308
fixed,daily_0dte,12:30,P_joint_realized,489,0.05099558224396065,-3.590633573898962,P_joint,-3.896686953403349,4.31592630950302
fixed,daily_0dte,12:30,P_ft_blk2,489,0.3051288528046558,5.367894788729084,,,0.8663192633624909
fixed,daily_0dte,12:30,P_ft_joint,489,0.2566641011117774,5.525430071703766,P_ft_blk2,-3.4491006922440772,2.066885733942698
fixed,daily_0dte,13:00,A_blk2,489,0.0686894929956213,,,,
fixed,daily_0dte,13:00,A_a0,489,0.07507977450255807,1.4548528514111223,,,
fixed,daily_0dte,13:00,B_direct_blk2,489,0.06925918154591794,2.789551929160857,,,
fixed,daily_0dte,13:00,B_direct_iv,489,0.21882315158144516,9.533632251582208,,,
fixed,daily_0dte,13:00,B_joint,489,0.06592323983123222,-2.9278084077469497,B_direct_blk2,-3.8071581585110303,
fixed,daily_0dte,13:00,B_joint_realized,489,0.050291737682568054,-4.036689657802482,B_joint,-3.957343494759305,
fixed,daily_0dte,13:00,B_ft_blk2,489,0.3203957396576146,5.796721536285931,,,
fixed,daily_0dte,13:00,B_ft_joint,489,0.26409661683693364,5.855353907465336,B_ft_blk2,-3.884314339674152,
fixed,daily_0dte,13:00,P_direct_blk2,489,0.06983014187775158,3.5588193934619525,,,2.1392333008183857
fixed,daily_0dte,13:00,P_direct_iv,489,0.21920310113082317,9.690071544856712,,,0.5060321766298982
fixed,daily_0dte,13:00,P_joint,489,0.06644652601282772,-2.3318993906032404,P_direct_blk2,-4.053923058163954,2.0833104442078074
fixed,daily_0dte,13:00,P_joint_realized,489,0.05665131349970759,-3.833359312726362,P_joint,-4.015607160620575,4.363321860928508
fixed,daily_0dte,13:00,P_ft_blk2,489,0.3220827947837481,6.153135368540385,,,0.641474809685368
fixed,daily_0dte,13:00,P_ft_joint,489,0.2695186912346198,5.806102582061732,P_ft_blk2,-4.722164640575653,2.528335277638303
fixed,daily_0dte,13:30,A_blk2,489,0.07784377069393368,,,,
fixed,daily_0dte,13:30,A_a0,489,0.08341123416081934,1.196891077058253,,,
fixed,daily_0dte,13:30,B_direct_blk2,489,0.07868645931610989,2.9145363524298094,,,
fixed,daily_0dte,13:30,B_direct_iv,489,0.22918295277221146,9.38197895676288,,,
