rule,entry_hour,theta,model,n_traded,n_days,frac_exit_early,mean_bars_held,sh_mid,hit_mid,mean_mid,sh_crossed,hit_crossed,mean_crossed
k1,14:00,0.1,b2,2927,461,1.0,1.0,-0.1182307849813121,0.4420908780321148,0.010273052448831458,-5.922843439240807,0.25930987359070723,-0.07224644843003925
k1,14:30,0.1,b2,2273,441,1.0,1.0,1.5231389875966426,0.5459744830620326,0.025580116360958503,-4.86100871803961,0.37747470303563574,-0.04795861420774017
k1,15:00,0.1,b2,1815,414,1.0,1.0,1.3367563795458426,0.5944903581267218,0.01951535199607873,-4.259146740858277,0.46170798898071624,-0.06563767699161828
k1,15:30,0.1,b2,1373,404,0.6110706482155863,1.0,2.1971939482302707,0.5586307356154406,0.09732305992403885,-3.5417291608140515,0.415877640203933,-0.22032036280259337
k2,ALL,0.1,b2,35974,565,0.9413743259020404,1.9634180241285373,1.6406588515787208,0.5055595708011341,0.013956685638425219,-9.260106241275738,0.3479179407349753,-0.0589146929463793
k2,10:00,0.1,b2,3849,443,1.0,2.0,1.0884329682073794,0.5235126006755001,0.010948096569276639,-4.255020927665018,0.3689269940244219,-0.04937346120161284
k2,10:30,0.1,b2,3788,440,1.0,2.0,0.9204970645007763,0.5543822597676874,0.004901069692672264,-4.045772848819812,0.39704329461457233,-0.043885163782258346
k2,11:00,0.1,b2,3517,428,1.0,2.0,1.4625606884450042,0.5427921524026159,0.010878081388964386,-4.720482382310915,0.37503554165481945,-0.03747739503614792
k2,11:30,0.1,b2,3570,448,1.0,2.0,0.8379030968053877,0.5179271708683474,0.004366572919650113,-5.414068183324436,0.32296918767507005,-0.046102220136555974
k2,12:00,0.1,b2,3246,428,0.9987677141096735,2.0073937153419594,0.6712039301228053,0.511090573012939,0.007955983438728578,-6.071535482196357,0.3154651879235983,-0.04567138995279201
k2,12:30,0.1,b2,3216,445,0.9984452736318408,2.007773631840796,0.22145478759400067,0.43407960199004975,-0.00512117423417855,-6.681567707358382,0.26399253731343286,-0.06212236673997053
k2,13:00,0.1,b2,3243,442,1.0,2.0,0.32518053029111105,0.4335491828553808,0.003186844307771803,-5.585557068521015,0.25840271353684857,-0.07306474148177772
k2,13:30,0.1,b2,3157,468,1.0,2.0,-0.42713285283872465,0.43680709534368073,-0.003444398625201304,-5.739042933273243,0.313588850174216,-0.06953647250703876
k2,14:00,0.1,b2,2927,461,1.0,2.0,-0.22957148856108378,0.4865049538776905,0.01504074260549396,-5.626058832880258,0.3235394601981551,-0.07364796830523189
k2,14:30,0.1,b2,2273,441,0.9964804223493181,2.003519577650682,2.0082782379064392,0.5552133743950726,0.03765597168960506,-3.037481511483027,0.46062472503299606,-0.04237502911901254
k2,15:00,0.1,b2,1815,414,0.6038567493112947,2.0,1.539375148078587,0.5641873278236914,0.06118136870083579,-4.991459801797191,0.3928374655647383,-0.21238471151062827
k2,15:30,0.1,b2,1373,404,0.0,1.0,2.2382221039040755,0.5564457392571013,0.100545956965385,0.5082801656948099,0.5185724690458849,0.025597940356988272
k4,ALL,0.1,b2,35974,565,0.8092233279590816,3.726357925168177,0.588334266696624,0.5015010841163062,0.010636582022048802,-6.909999666126891,0.38338800244621113,-0.06914048625315715
k4,10:00,0.1,b2,3849,443,1.0,4.0,1.3727136234464508,0.5370226032735775,0.01882703383977645,-3.594420252164699,0.392049883086516,-0.044728089168123875
k4,10:30,0.1,b2,3788,440,1.0,4.0,1.1481888337775998,0.5287750791974657,0.012605030013038535,-3.30244696734868,0.41103484688489966,-0.03945353234285158
k4,11:00,0.1,b2,3517,428,0.9980096673301109,4.011941996019335,1.5924290189271202,0.5314188228603923,0.014137345328032956,-3.996731503145045,0.411145862951379,-0.039976792364387906
k4,11:30,0.1,b2,3570,448,0.9988795518207283,4.0056022408963585,0.153556288456005,0.4815126050420168,-0.004518506247621786,-5.123420179130471,0.35826330532212886,-0.0605880550150489
k4,12:00,0.1,b2,3246,428,0.9987677141096735,4.004929143561307,0.005585040577200605,0.46796056685150955,-0.0043608766600842725,-5.755133072612362,0.3154651879235983,-0.08004816365822696
k4,12:30,0.1,b2,3216,445,0.9981343283582089,4.005597014925373,-0.30319866355271163,0.4552238805970149,-0.008827122746089194,-5.653922440202946,0.34888059701492535,-0.07432039997175373
k4,13:00,0.1,b2,3243,442,0.9984582176996608,4.003083564600678,-0.04318639007105867,0.49799568300955904,0.010149549294588611,-4.746478801913555,0.38544557508479804,-0.05929703471001419
k4,13:30,0.1,b2,3157,468,0.9771935381691479,4.022806461830852,-1.42817758183222,0.4440924928729807,-0.034458624817394555,-5.769672367254446,0.34146341463414637,-0.11101426699948216
k4,14:00,0.1,b2,2927,461,0.5544926545951486,4.0,0.06676829091658963,0.48103860608131194,0.004129370179899821,-8.05634399928818,0.2777587974034848,-0.2565880006766182
k4,14:30,0.1,b2,2273,441,0.0,3.0,1.4658287864760913,0.5274967003959525,0.03473125404716784,-0.2828592214119175,0.46854377474703035,-0.022483826958934097
k4,15:00,0.1,b2,1815,414,0.0,2.0,1.5932980760663427,0.5575757575757576,0.06510811857012623,-0.24955508004636842,0.5162534435261708,-7.592673569617198e-05
k4,15:30,0.1,b2,1373,404,0.0,1.0,2.2382221039040755,0.5564457392571013,0.100545956965385,0.5082801656948099,0.5185724690458849,0.025597940356988272
