n_traded,n_days,frac_traded,frac_long,sh_mid,hit_mid,hit_contract_mid,sh_crossed,hit_crossed,hit_contract_crossed,mean_crossed,days,exit,entry
3191,409,0.5363025210084034,0.5286743967408336,0.5411697768898487,0.4889975550122249,0.5246004387339392,-1.8285412281230913,0.4400977995110024,0.47383265434033217,-0.021463860226337877,ex_fomc,hold,11:00
3250,429,0.5833782085801472,0.6030769230769231,0.24098895916547772,0.5151515151515151,0.49538461538461537,-2.0430615785487682,0.45454545454545453,0.42953846153846154,-0.049698516590531636,ex_fomc,hold,11:30
2926,409,0.5612890849798581,0.6561859193438141,0.35818920271082266,0.5158924205378973,0.48462064251537934,-1.8445117899930639,0.45232273838630804,0.42754613807245384,-0.04641491690203659,ex_fomc,hold,12:00
2906,426,0.5919739254430637,0.725739848589126,-0.587925031287966,0.45539906103286387,0.4518238128011012,-2.7955200463269674,0.4154929577464789,0.4015829318651067,-0.0551301195768739,ex_fomc,hold,12:30
2941,423,0.6326091632609163,0.7045222713362802,0.3766679465381842,0.4491725768321513,0.46922815368922133,-1.630388605899949,0.3971631205673759,0.42094525671540295,-0.025267620968187927,ex_fomc,hold,13:00
2857,450,0.6576887661141805,0.7976898844942247,-0.07731340801422881,0.4488888888888889,0.4196709835491775,-1.8903326242859568,0.37333333333333335,0.3584179208960448,-0.08069513480932432,ex_fomc,hold,13:30
2625,445,0.6473489519112207,0.7504761904761905,-0.08578695108637283,0.46741573033707867,0.45904761904761904,-2.0539874186917464,0.39775280898876403,0.4,-0.0587404031167783,ex_fomc,hold,14:00
2052,426,0.575919169239405,0.5073099415204678,1.406576682747329,0.5657276995305164,0.5316764132553606,-0.3311752649467023,0.49061032863849763,0.46832358674463936,-0.02794470100959247,ex_fomc,hold,14:30
1668,399,0.5342729019859065,0.3009592326139089,1.7497428227950644,0.5664160401002506,0.5707434052757794,-0.09188127224506536,0.5338345864661654,0.5281774580335732,0.017609494857812553,ex_fomc,hold,15:00
1288,391,0.5364431486880467,0.2670807453416149,2.275425548059692,0.5728900255754475,0.5605590062111802,0.5558236486814466,0.5370843989769821,0.5240683229813664,0.032837272542688485,ex_fomc,hold,15:30
3502,424,0.5040299366724237,0.5696744717304397,1.3670510807254352,0.5377358490566038,0.5325528269560251,-3.7156204724380055,0.39858490566037735,0.38863506567675615,-0.04647314666638597,ex_fomc,sigcross,10:00
3459,421,0.5420780441937001,0.5053483665799364,1.2089472734570035,0.5463182897862233,0.5232726221451286,-2.622311194489866,0.43705463182897863,0.42382191384793294,-0.03959609354587814,ex_fomc,sigcross,10:30
3191,409,0.5363025210084034,0.5286743967408336,1.0020527046044376,0.5281173594132029,0.5396427452209339,-3.2251026023588434,0.4180929095354523,0.40269507991225323,-0.045809380619288013,ex_fomc,sigcross,11:00
3250,429,0.5833782085801472,0.6030769230769231,0.8039394573379567,0.5291375291375291,0.5190769230769231,-3.0551708727875733,0.3986013986013986,0.3963076923076923,-0.05107304172597522,ex_fomc,sigcross,11:30
2926,409,0.5612890849798581,0.6561859193438141,0.5392390538559926,0.5403422982885085,0.5355434039644565,-3.5457789910277944,0.4083129584352078,0.39849624060150374,-0.048498667631720706,ex_fomc,sigcross,12:00
2906,426,0.5919739254430637,0.725739848589126,0.3531310871506737,0.48826291079812206,0.48279421885753615,-3.7154980061150975,0.3615023474178404,0.3575361321403992,-0.0580520188336081,ex_fomc,sigcross,12:30
2941,423,0.6326091632609163,0.7045222713362802,0.7069869072460292,0.47044917257683216,0.4916695001700102,-2.681935782577325,0.32860520094562645,0.3607616456987419,-0.040802486762064535,ex_fomc,sigcross,13:00
2857,450,0.6576887661141805,0.7976898844942247,0.9820305223716607,0.46444444444444444,0.4473223661183059,-1.733062399834524,0.3488888888888889,0.3402170108505425,-0.05170285850822297,ex_fomc,sigcross,13:30
2625,445,0.6473489519112207,0.7504761904761905,1.1060591240581874,0.45617977528089887,0.46704761904761904,-2.0700804206348744,0.3438202247191011,0.3546666666666667,-0.03523744357335968,ex_fomc,sigcross,14:00
2052,426,0.575919169239405,0.5073099415204678,2.193618106085209,0.5704225352112676,0.5384990253411306,-0.05519104800715106,0.4859154929577465,0.46345029239766083,0.00014430186070156484,ex_fomc,sigcross,14:30
1668,399,0.5342729019859065,0.3009592326139089,2.8586253294736754,0.6040100250626567,0.5833333333333334,0.588846895701104,0.5338345864661654,0.5239808153477218,0.029726492671708068,ex_fomc,sigcross,15:00
1288,391,0.5364431486880467,0.2670807453416149,2.275425548059692,0.5728900255754475,0.5605590062111802,0.5558236486814466,0.5370843989769821,0.5240683229813664,0.032837272542688485,ex_fomc,sigcross,15:30
