deck,f_me,f_long,growth_median_per_yr,loggrowth_per_yr,growth_meanlog_per_yr,terminal_median,terminal_p05,prob_ruin,p_loss_1y,p05_1y,p_dd_gt_25,p_dd_gt_50,p_dd_gt_75
sub_live_ridge,0.25,0.033,2.28852035270177,1.192544272001234,2.2954550842578514,384.5941467449871,6.923618939580151,0.0,0.1268,0.5900059606570064,1.0,0.9478,0.3258
sub_live_ridge,0.25,0.05,2.357817716884568,1.212230218312324,2.360972001539223,426.8601191370967,5.729911701369474,0.0,0.156,0.48291030064592333,1.0,0.986,0.4884
sub_live_ridge,0.25,0.066,2.347449419883553,1.2144453790967233,2.3684253470460788,420.310382060689,4.312856451526474,0.0,0.1774,0.43086316308847017,1.0,0.9986,0.6742
sub_live_ridge,0.3,0.0,2.091799947334785,1.1340987006465726,2.1083707074891183,282.52502838955013,4.748076813069216,0.0,0.1664,0.4838757821818894,1.0,0.9458,0.3456
sub_live_ridge,0.3,0.01,2.2830076306676457,1.1898646434115128,2.2866363093954227,381.38135796814765,6.25732015510212,0.0,0.1442,0.5246694840175641,1.0,0.9608,0.3824
sub_live_ridge,0.3,0.02,2.4679649613714716,1.24523475733823,2.473750191972122,501.61845318204166,6.881977379579282,0.0,0.1444,0.501690302127435,1.0,0.9712,0.4276
sub_live_ridge,0.3,0.033,2.62750339830555,1.2973181311148658,2.659469278830363,628.1149637224212,7.582156965907298,0.0,0.1528,0.4798119241010376,1.0,0.985,0.5002
sub_live_ridge,0.3,0.05,2.735155870870025,1.320902317824204,2.7468006574561703,727.0154660085373,6.24874595175847,0.0,0.1574,0.4392203397192392,1.0,0.996,0.6594
sub_live_ridge,0.3,0.066,2.718864988375932,1.3153429443681104,2.726028586684808,711.2987720476121,3.817785756602869,0.0,0.1736,0.3783192285143461,1.0,0.9996,0.771
sub_live_ridge,0.35,0.0,2.2838050794163625,1.186176805542032,2.274538049472481,381.8447743005703,3.573688067565644,0.0,0.1796,0.42021177986388863,1.0,0.9852,0.571
sub_live_ridge,0.35,0.01,2.5623583148723137,1.2779266795421609,2.589190463868607,573.7041628350664,5.3392916226998075,0.0,0.1664,0.4314807385667757,1.0,0.985,0.5806
sub_live_ridge,0.35,0.02,2.7405523344058906,1.3149060234126477,2.7244009623121235,732.2825359707466,5.05116691237923,0.0,0.1702,0.40919619773804156,1.0,0.9882,0.6274
sub_live_ridge,0.35,0.033,2.909661888269046,1.3609381327072365,2.8998501632077947,913.4736071105123,5.879426448672265,0.0,0.1702,0.4216328320661282,1.0,0.9952,0.6852
sub_live_ridge,0.35,0.05,2.9992793359692955,1.3909634645144597,3.018720082569854,1023.0778823690712,4.774493800879792,0.0,0.1758,0.390217075517399,1.0,0.9988,0.794
sub_live_ridge,0.35,0.066,3.0039975775629397,1.3829012751121763,2.9864506560133908,1029.1271371079556,2.7965421499188983,0.0,0.1904,0.2827740477768871,1.0,0.9998,0.8692
sub_live_ridge,0.4,0.0,2.499311571634102,1.2523797204495315,2.4986588888451022,524.7024167507853,2.7483476725531437,0.0,0.2022,0.32495130745468337,1.0,0.9942,0.73
sub_live_ridge,0.4,0.01,2.7006366450528088,1.3069275464359322,2.6948041407632553,694.0363630049187,3.128126047601427,0.0,0.184,0.3438251456840003,1.0,0.9958,0.7422
sub_live_ridge,0.4,0.02,2.9053626492466207,1.3691558043014012,2.9320298912424203,908.4621587528706,3.9707299123199333,0.0,0.1724,0.36916540289100463,1.0,0.998,0.7764
sub_live_ridge,0.4,0.033,3.049090304907284,1.4052682789739943,3.076620266078458,1088.3969439642183,4.085445651896382,0.0,0.1808,0.3200336958317818,1.0,0.9996,0.8192
sub_live_ridge,0.4,0.05,3.127192328851784,1.4268178119082997,3.1654229201162476,1197.4945298837665,3.2833746638359647,0.0,0.1876,0.2689699294877607,1.0,0.9998,0.881
sub_live_ridge,0.4,0.066,3.1204486464877084,1.4261256077230913,3.16254059463175,1187.743136000663,2.389634069354985,0.0,0.1966,0.26217945234942125,1.0,1.0,0.9328
sub_live_ridge,0.45,0.0,2.4672017277127893,1.2461112706501312,2.476796315046295,501.0667123028977,1.124515085752587,0.0,0.2162,0.26670921831879296,1.0,0.9976,0.855
sub_live_ridge,0.45,0.01,2.724586095945546,1.3227049056260094,2.7535606855587367,716.7869477041577,2.333632244618731,0.0,0.211,0.2515817237275794,1.0,0.9988,0.8628
sub_live_ridge,0.45,0.02,2.896915103568035,1.3592457065539143,2.8932555368307056,898.679267736878,2.1545486751813483,0.0,0.201,0.2509221965798946,1.0,0.9996,0.8828
sub_live_ridge,0.45,0.033,3.093333172106039,1.4128720653776563,3.1077361652357105,1149.1731621383956,2.419586467466655,0.0,0.2044,0.25787129601904746,1.0,1.0,0.9102
sub_live_ridge,0.45,0.05,3.1935808143964577,1.4411457043224118,3.2255342576195787,1296.9555249530792,2.0548619852869847,0.0,0.2022,0.24173135314100888,1.0,1.0,0.9466
sub_live_ridge,0.45,0.066,3.2667582150422856,1.450067189288531,3.2634009604229366,1414.132705789496,1.3809704099896962,0.0,0.2138,0.20131617244705946,1.0,1.0,0.9666
sub_live_ridge,0.5,0.0,2.4245891044103507,1.2297928320145532,2.420520840470967,471.0232590223543,0.6838602401216708,0.0,0.2454,0.16608885524515607,1.0,1.0,0.9416
sub_live_ridge,0.5,0.01,2.7554178848754596,1.3229561357617623,2.7545038115852054,746.9496896788419,1.1763359152111559,0.0,0.2218,0.20783099019762621,1.0,0.9998,0.94
sub_live_ridge,0.5,0.02,2.8693107374124,1.3454627755511785,2.839963170550542,867.2973964274121,0.9244661387971419,0.0,0.2256,0.1855811774710512,1.0,1.0,0.9548
sub_live_ridge,0.5,0.033,3.1153728446567692,1.4164483585028431,3.122452933897356,1180.445491401596,1.2897782257152701,0.0,0.2334,0.17768731535587778,1.0,1.0,0.9646
sub_live_ridge,0.5,0.05,3.125363939290171,1.4131398047080812,3.10883611500949,1194.8443657377784,0.9781809251691784,0.0,0.2386,0.1460656562388976,1.0,1.0,0.9774
sub_live_ridge,0.5,0.066,3.1037353876607146,1.411350945908567,3.1014925576213113,1163.8492917816889,0.8284035767399205,0.0,0.2314,0.15548502224521055,1.0,1.0,0.9866
blk2,0.05,0.0,0.3380617199617646,0.29379786321782614,0.34151270719662574,4.289243794904523,1.9845682445303874,0.0,0.0824,0.9522752177098611,0.0728,0.0,0.0
blk2,0.05,0.01,0.4007892502725956,0.3398079090432388,0.40467773875559887,5.393417021689654,2.1659658908059853,0.0,0.0924,0.9300572491806559,0.3294,0.0026,0.0
blk2,0.05,0.02,0.4456472678909098,0.36778467683347843,0.44453096450289564,6.31410353467725,1.916055283447785,0.0,0.1206,0.8594795816519157,0.8062,0.0488,0.0
blk2,0.05,0.033,0.4682730296582809,0.3871078672669583,0.47271534048445174,6.823922833503238,1.5058585966769593,0.0,0.1802,0.7369728600689194,0.9914,0.3114,0.009
blk2,0.05,0.05,0.4559048834646464,0.37663402632116144,0.45737085238929187,6.541314255307155,0.7701076324141377,0.0,0.2636,0.5712729798898296,1.0,0.803,0.1434
blk2,0.05,0.066,0.39654425746946753,0.3385843261758035,0.4029600502216244,5.312188982371235,0.36947459338651256,0.0,0.3162,0.4408552554987855,1.0,0.976,0.4368
blk2,0.1,0.0,0.7188688857501204,0.5402781792473443,0.7164842860838505,15.004231325028126,3.13991897580569,0.0,0.0888,0.9041243629692878,0.6936,0.0354,0.0004
blk2,0.1,0.01,0.7955647263365626,0.5872291315319172,0.7989967196407655,18.664025783333713,3.738892131409231,0.0,0.0944,0.8701777455920753,0.8476,0.0744,0.0
blk2,0.1,0.02,0.8298211724190006,0.6072062371337632,0.8352968455835408,20.513664200031585,3.6316398663746567,0.0,0.1042,0.8318215609629593,0.9694,0.2046,0.0044
blk2,0.1,0.033,0.8737630963140561,0.627430335554626,0.8727919439060514,23.097948379731363,2.861772619593886,0.0,0.1308,0.7451541032971712,0.999,0.4968,0.0236
blk2,0.1,0.05,0.840989382694,0.6089940385581198,0.8385809266658866,21.147372698187375,1.6770991138949707,0.0,0.176,0.6059762462521439,1.0,0.8618,0.1648
blk2,0.1,0.066,0.7748293013850813,0.5716815843870465,0.7712430431889166,17.61095673921028,0.895548371376902,0.0,0.2412,0.4749342171857439,1.0,0.9782,0.4224
blk2,0.15,0.0,1.0779698664484707,0.7364703761369,1.0885506909783667,38.74326587088743,4.548968674881285,0.0,0.1116,0.7990317301220468,0.9676,0.2532,0.007
blk2,0.15,0.01,1.171608315666647,0.7824905841680668,1.1869121772527884,48.29559045745555,5.147001085531343,0.0,0.1098,0.7820942460537419,0.9882,0.3424,0.013
blk2,0.15,0.02,1.2340398208774568,0.81396960478284,1.2568490274299395,55.64863933701638,5.741068593426025,0.0,0.1108,0.7623461071943441,0.9958,0.4814,0.0292
blk2,0.15,0.033,1.282886851355519,0.8262811557737448,1.2848060835408361,62.00431780688501,4.2390911474541735,0.0,0.122,0.7161307967582262,0.9998,0.7124,0.0904
blk2,0.15,0.05,1.3026419906922704,0.8252558319618333,1.2824646180430759,64.73394890533814,2.719758405836864,0.0,0.1526,0.600522943004312,1.0,0.9168,0.2388
blk2,0.15,0.066,1.1712368539976312,0.7767523598776483,1.174399120374721,48.254298885296876,1.3703224463799777,0.0,0.2018,0.44835226417252366,1.0,0.9864,0.4824
blk2,0.2,0.0,1.4844580253950936,0.9100598395543988,1.4844711985861827,94.65821682756737,5.415533392327917,0.0,0.12,0.7418841054191311,0.9964,0.5602,0.0522
blk2,0.2,0.01,1.5737668320153806,0.9457384434758638,1.5747139574910398,112.93953602606291,5.98792099867663,0.0,0.1174,0.7291769635541808,0.9982,0.6552,0.0654
blk2,0.2,0.02,1.6428813946188487,0.9693522718745968,1.6362363417921908,128.94020846561273,6.08022284429444,0.0,0.1206,0.6886947737306144,0.9998,0.7554,0.1078
blk2,0.2,0.033,1.678096689686563,0.9862944632799385,1.6812804580622833,137.7625786617867,4.910358621633422,0.0,0.1356,0.6207830887513284,1.0,0.8784,0.1884
blk2,0.2,0.05,1.6503845596690874,0.9801986477901795,1.6649855828483675,130.7809428613718,3.9569611194936165,0.0,0.16,0.5113503938264812,1.0,0.9722,0.385
blk2,0.2,0.066,1.5726606971260058,0.9415155782411027,1.5638642120601411,112.69705285727093,2.13882593304065,0.0,0.1918,0.43467094782612287,1.0,0.9944,0.595
blk2,0.25,0.0,1.7904812522243163,1.0331859211495997,1.8100040402319908,169.1981247333883,5.529157910353676,0.0,0.1294,0.6362501239081705,1.0,0.8232,0.1754
blk2,0.25,0.01,1.9152136933296204,1.0733308491880327,1.925106379809248,210.54841495270182,6.6598434137332365,0.0,0.1286,0.60886947628551,1.0,0.852,0.2122
blk2,0.25,0.02,2.036405950649538,1.1110345617433814,2.037499249970613,258.1066353006413,7.4379400899719,0.0,0.1254,0.6283075318338897,1.0,0.9064,0.2536
blk2,0.25,0.033,2.0305798525500958,1.115871453588745,2.052226894621851,255.63991146478526,5.8567571235064335,0.0,0.1438,0.5359991372959978,1.0,0.9656,0.3692
blk2,0.25,0.05,1.9824519977455117,1.1026803921916688,2.0122291684668294,235.975715927213,4.088424958396874,0.0,0.1726,0.45831897956473655,1.0,0.9882,0.542
blk2,0.25,0.066,1.9070169264098014,1.0595926885665725,1.8851955767586435,207.60499692968187,2.0116817802427693,0.0,0.198,0.37335759302555677,1.0,0.9972,0.7088
blk2,0.3,0.0,2.1064646776149463,1.1372671310499312,2.118234982626015,289.28911903004644,4.969402748160324,0.0,0.1442,0.5181889853818749,1.0,0.9462,0.3572
blk2,0.3,0.01,2.275260347190675,1.1849577829190945,2.2705487455303954,376.9026028773882,5.665016577082736,0.0,0.1434,0.5165703403289956,1.0,0.9612,0.403
blk2,0.3,0.02,2.311311884386139,1.1941496420278335,2.300749757892175,398.1075730478843,5.178151804216496,0.0,0.1442,0.5027589272612952,1.0,0.972,0.4586
blk2,0.3,0.033,2.346604229649823,1.2147798669312166,2.3695522328003458,419.78003366385656,5.038038174906116,0.0,0.1596,0.48105178363277373,1.0,0.9866,0.5392
blk2,0.3,0.05,2.3973290672113237,1.2217750368256253,2.393205455843063,452.5724098796307,4.467630263374188,0.0,0.1606,0.42671888078969805,1.0,0.9954,0.6836
blk2,0.3,0.066,2.204784073248919,1.159920379243782,2.189679301327422,338.0600631452726,2.1136499866730536,0.0,0.1936,0.3252496041191275,1.0,0.9992,0.8146
blk2,0.35,0.0,2.303835962372423,1.1944662138081177,2.30179484753352,393.63379830516544,3.3848033978308516,0.0,0.1798,0.41057628349673114,1.0,0.9866,0.5604
blk2,0.35,0.01,2.5218471807730265,1.2570478671720795,2.5150293219340214,541.8168862801049,4.679707641971021,0.0,0.1694,0.41618597751490505,1.0,0.987,0.5688
blk2,0.35,0.02,2.5125065551693733,1.2672197373546323,2.550966206691762,534.6698772075346,4.150232205998147,0.0,0.1788,0.38302622459314445,1.0,0.9928,0.6432
blk2,0.35,0.033,2.7232675048768242,1.3041629624917779,2.684603651110661,715.5190485737426,4.82704850196283,0.0,0.1626,0.3865596871372679,1.0,0.9952,0.707
blk2,0.35,0.05,2.6287194107536567,1.2848125388655809,2.613990410970418,629.1684539358632,3.310223954550402,0.0,0.18,0.371127516541798,1.0,0.9992,0.8106
blk2,0.35,0.066,2.5138239000920928,1.2435042027847143,2.467743876387007,535.6732535084956,1.980159545203976,0.0,0.204,0.2797348129514127,1.0,1.0,0.8982
blk2,0.4,0.0,2.3987337502513197,1.2280952026128638,2.414718989812607,453.5088023990529,2.3798981225452716,0.0,0.1984,0.3050812449799,1.0,0.9952,0.7426
blk2,0.4,0.01,2.6114387044264498,1.2901564263074898,2.6333548635876136,614.3293163232406,3.000761353314126,0.0,0.1916,0.3281034100851365,1.0,0.9968,0.7582
blk2,0.4,0.02,2.751454431138132,1.3139056371777091,2.7206769858739897,743.0163615920395,2.976321419468356,0.0,0.1978,0.30676441222585277,1.0,0.9974,0.7828
blk2,0.4,0.033,2.785629487331372,1.32656940647686,2.7680943886882194,777.4823326890687,2.8006396947298406,0.0,0.1886,0.30705816086206233,1.0,0.9996,0.8336
blk2,0.4,0.05,2.7769816975098247,1.3147943799003545,2.723985180317616,768.6425136636572,2.150775829237032,0.0,0.2002,0.25157019797154184,1.0,0.9998,0.897
blk2,0.4,0.066,2.604836224095656,1.2761438727383048,2.582797331242786,608.7341867563139,1.1726271344206942,0.0,0.2168,0.22689287786329554,1.0,1.0,0.944
blk2,0.45,0.0,2.4909368780495282,1.244932744497695,2.472701233216815,518.4537028368122,1.3429620053224423,0.0,0.2236,0.25302292960672584,1.0,0.9986,0.8604
blk2,0.45,0.01,2.697350004960564,1.308103450456982,2.6991514313066505,690.9598658703244,2.0730142930902358,0.0,0.2054,0.2747747180194045,1.0,0.9998,0.8664
blk2,0.45,0.02,2.806375326959879,1.3237534752210112,2.7574986194046436,799.0207319380677,1.41852190980715,0.0,0.2086,0.24587871333193692,1.0,0.9998,0.8808
blk2,0.45,0.033,2.8028206883990805,1.3478790470588524,2.8492527827430085,795.2968084763403,1.7848317484311402,0.0,0.2108,0.23983963914393472,1.0,0.9998,0.9172
blk2,0.45,0.05,2.770344263271959,1.3275539214655845,2.771805960842227,761.9123852148305,1.3049767666840804,0.0,0.2244,0.21760726154982554,1.0,1.0,0.9544
blk2,0.45,0.066,2.645721953828427,1.2928219787766393,2.643052680893926,644.0472311496292,0.7073434562286246,0.0,0.2396,0.15615726452936715,1.0,1.0,0.9738
blk2,0.5,0.0,2.422940593877298,1.2321850241943624,2.4287131785932328,469.89065657322044,0.7116596412473122,0.0,0.2494,0.18861813159962723,1.0,1.0,0.9438
blk2,0.5,0.01,2.4891004663340635,1.2548978809808682,2.507480175618284,517.0914707013008,0.7110815325917798,0.0,0.248,0.1619288563693248,1.0,1.0,0.9478
blk2,0.5,0.02,2.673247448200175,1.304443624998785,2.6856379263430594,668.730186680617,0.7831522252566618,0.0,0.2376,0.17764412983470168,1.0,1.0,0.95
blk2,0.5,0.033,2.8686345943578417,1.328848746558291,2.7766929530624402,866.539881408069,0.8129197632353368,0.0,0.2212,0.17486949714337183,1.0,1.0,0.9654
blk2,0.5,0.05,2.6798184383686805,1.3063338103415223,2.692611053305126,674.7330072569121,0.652162077705453,0.0,0.2396,0.15775583418676184,1.0,1.0,0.9796
blk2,0.5,0.066,2.6346100681623223,1.2805783462868503,2.5987204304256695,634.2918430221548,0.4097919825512619,0.0,0.2606,0.11312426227795055,1.0,1.0,0.9866
