sample,family,forecast,variant,ridden_n,ridden_frac_worthless,ridden_mean_ask_units,ridden_mean_pay_units,ridden_mean_saved_units,ridden_mean_saved_pts,ridden_mean_ride_minus_book,skipped_n,skipped_frac_worthless,skipped_mean_ask_units,skipped_mean_pay_units,skipped_mean_saved_units,skipped_mean_saved_pts,skipped_mean_ride_minus_book
whole,rule,enet,hedged,558,0.9014336917562724,0.046816328688090325,0.03000451342558172,0.016811815262508623,0.3197133522280442,0.015307010639301108,307,0.9218241042345277,0.033359817180008855,0.028142364782517408,0.005217452397491445,0.22700052096808773,0.00470672588120172
whole,reverse,a0,flat,286,0.9230769230769231,0.03415377462926342,0.025465425686644408,0.008688348942619014,0.2041925618854853,0.008688348942619014,579,0.9015544041450777,0.04593608935794091,0.031259262061014065,0.014676827296926851,0.32761681827496164,0.014676827296926851
whole,reverse,a0,hedged,286,0.9230769230769231,0.03415377462926342,0.025465425686644408,0.008688348942619014,0.2041925618854853,0.008863984227089599,579,0.9015544041450777,0.04593608935794091,0.031259262061014065,0.014676827296926851,0.32761681827496164,0.012869045411591229
whole,reverse,blk2,flat,346,0.9248554913294798,0.03431495105792718,0.027110680148888098,0.007204270909039073,0.23927601839205778,0.00720427090903908,519,0.8978805394990366,0.04719075571517211,0.030832233426189137,0.01635852228898298,0.3184965474312131,0.01635852228898298
whole,reverse,blk2,hedged,346,0.9248554913294798,0.03431495105792718,0.027110680148888098,0.007204270909039073,0.23927601839205778,0.006752646970083777,519,0.8978805394990366,0.04719075571517211,0.030832233426189137,0.01635852228898298,0.3184965474312131,0.01473961643662805
whole,reverse,blk2_inc,flat,355,0.923943661971831,0.033634809850780614,0.03168417891753428,0.0019506309332463264,0.19949205111659749,0.0019506309332463277,510,0.8980392156862745,0.0478914074219412,0.027714394047025043,0.020177013374916154,0.3475873183020774,0.020177013374916154
whole,reverse,blk2_inc,hedged,355,0.923943661971831,0.033634809850780614,0.03168417891753428,0.0019506309332463264,0.19949205111659749,0.002649846607566556,510,0.8980392156862745,0.0478914074219412,0.027714394047025043,0.020177013374916154,0.3475873183020774,0.017736433797201606
whole,reverse,lgbm,flat,289,0.9238754325259516,0.032120495431763846,0.03003996674377997,0.002080528687983875,0.2034576747398888,0.002080528687983875,576,0.9010416666666666,0.047017625177842665,0.02899422585200526,0.0180233993258374,0.32862837236219394,0.018023399325837405
whole,reverse,lgbm,hedged,289,0.9238754325259516,0.032120495431763846,0.03003996674377997,0.002080528687983875,0.2034576747398888,-0.0005958071692492183,576,0.9010416666666666,0.047017625177842665,0.02899422585200526,0.0180233993258374,0.32862837236219394,0.017636224052381893
whole,reverse,xgb,flat,278,0.920863309352518,0.03141340116530292,0.027506338039292203,0.003907063126010715,0.21931345675060218,0.003907063126010717,587,0.9028960817717206,0.04707333860010718,0.030213735101847033,0.01685960349826015,0.3187735425958845,0.01685960349826015
whole,reverse,xgb,hedged,278,0.920863309352518,0.03141340116530292,0.027506338039292203,0.003907063126010715,0.21931345675060218,0.0006695556778749563,587,0.9028960817717206,0.04707333860010718,0.030213735101847033,0.01685960349826015,0.3187735425958845,0.016695298643628124
whole,reverse,lasso_t,flat,321,0.9190031152647975,0.032312471605232755,0.02986842264281353,0.002444048962419223,0.1491566887850702,0.002444048962419226,544,0.9025735294117647,0.047780646869370245,0.029033935315007902,0.01874671155436234,0.3680329290081692,0.018746711554362343
whole,reverse,lasso_t,hedged,321,0.9190031152647975,0.032312471605232755,0.02986842264281353,0.002444048962419223,0.1491566887850702,0.0016336500462219414,544,0.9025735294117647,0.047780646869370245,0.029033935315007902,0.01874671155436234,0.3680329290081692,0.01739315278937813
whole,reverse,lasso_f,flat,358,0.9301675977653632,0.03420731141660934,0.025983942382585168,0.00822336903402417,0.25477574606472886,0.008223369034024174,507,0.893491124260355,0.047571514388700165,0.03171592328745947,0.01585559110124069,0.30942700865735434,0.01585559110124069
whole,reverse,lasso_f,hedged,358,0.9301675977653632,0.03420731141660934,0.025983942382585168,0.00822336903402417,0.25477574606472886,0.006489999054994527,507,0.893491124260355,0.047571514388700165,0.03171592328745947,0.01585559110124069,0.30942700865735434,0.015114116608621114
whole,reverse,enet,flat,307,0.9218241042345277,0.033359817180008855,0.028142364782517408,0.005217452397491445,0.22700052096808773,0.005217452397491445,558,0.9014336917562724,0.046816328688090325,0.03000451342558172,0.016811815262508623,0.3197133522280442,0.016811815262508623
whole,reverse,enet,hedged,307,0.9218241042345277,0.033359817180008855,0.028142364782517408,0.005217452397491445,0.22700052096808773,0.00470672588120172,558,0.9014336917562724,0.046816328688090325,0.03000451342558172,0.016811815262508623,0.3197133522280442,0.015307010639301108
era,rule,a0,flat,312,0.9230769230769231,0.03465494813584391,0.01971808930208199,0.014936858833761923,0.3856091624340759,0.014936858833761928,177,0.9209039548022598,0.02887199163816967,0.025353944937175642,0.003518046700994023,0.1324817396616195,0.0035180467009940258
era,rule,a0,hedged,312,0.9230769230769231,0.03465494813584391,0.01971808930208199,0.014936858833761923,0.3856091624340759,0.010519929964610332,177,0.9209039548022598,0.02887199163816967,0.025353944937175642,0.003518046700994023,0.1324817396616195,0.00642978177711689
era,rule,blk2,flat,270,0.9296296296296296,0.035127619480894934,0.012926299274237761,0.02220132020665717,0.48433322449801147,0.022201320206657174,219,0.91324200913242,0.029398306294510047,0.032646535671623164,-0.0032482293771131207,0.059312127785731666,-0.0032482293771131194
era,rule,blk2,hedged,270,0.9296296296296296,0.035127619480894934,0.012926299274237761,0.02220132020665717,0.48433322449801147,0.01574583455170529,219,0.91324200913242,0.029398306294510047,0.032646535671623164,-0.0032482293771131207,0.059312127785731666,0.0007712976919985604
era,rule,blk2_inc,flat,261,0.9272030651340997,0.03555247198442175,0.013372033731970098,0.022180438252451657,0.4926052511566215,0.022180438252451657,228,0.9166666666666666,0.029138119080724806,0.031357856631953826,-0.0022197375512290336,0.06661998266517594,-0.00221973755122903
era,rule,blk2_inc,hedged,261,0.9272030651340997,0.03555247198442175,0.013372033731970098,0.022180438252451657,0.4926052511566215,0.017003487644046633,228,0.9166666666666666,0.029138119080724806,0.031357856631953826,-0.0022197375512290336,0.06661998266517594,-7.728399819323579e-05
era,rule,lgbm,flat,297,0.9225589225589226,0.03508357301715551,0.01544475787636433,0.019638815140791185,0.4244107747143166,0.019638815140791188,192,0.921875,0.028660756001271586,0.031523953264840955,-0.0028631972635693773,0.09223607556972031,-0.0028631972635693747
era,rule,lgbm,hedged,297,0.9225589225589226,0.03508357301715551,0.01544475787636433,0.019638815140791185,0.4244107747143166,0.01701722860274773,192,0.921875,0.028660756001271586,0.031523953264840955,-0.0028631972635693773,0.09223607556972031,-0.0033011842266039673
era,rule,xgb,flat,305,0.9245901639344263,0.03487927815321296,0.015039649473049855,0.01983962868016311,0.42491803309712256,0.01983962868016311,184,0.9184782608695652,0.028720144030485752,0.032894559928529694,-0.004174415898043944,0.07695286143976061,-0.004174415898043943
era,rule,xgb,hedged,305,0.9245901639344263,0.03487927815321296,0.015039649473049855,0.01983962868016311,0.42491803309712256,0.01684895304918374,184,0.9184782608695652,0.028720144030485752,0.032894559928529694,-0.004174415898043944,0.07695286143976061,-0.003905658459200694
era,rule,lasso_t,flat,274,0.9233576642335767,0.03576696631091914,0.01407354229911602,0.021693424011803124,0.4597444190052304,0.021693424011803124,215,0.9209302325581395,0.028476918926267386,0.031551355935683166,-0.0030744370094157765,0.08274118973072185,-0.003074437009415776
era,rule,lasso_t,hedged,274,0.9233576642335767,0.03576696631091914,0.01407354229911602,0.021693424011803124,0.4597444190052304,0.01796157479762146,215,0.9209302325581395,0.028476918926267386,0.031551355935683166,-0.0030744370094157765,0.08274118973072185,-0.002331078935070544
era,rule,lasso_f,flat,257,0.9260700389105059,0.03577396772819907,0.013580158770599983,0.022193808957599086,0.4872372402204382,0.022193808957599086,232,0.9181034482758621,0.029003347552552468,0.030817203931402908,-0.0018138563788504401,0.07991101665036945,-0.0018138563788504393
era,rule,lasso_f,hedged,257,0.9260700389105059,0.03577396772819907,0.013580158770599983,0.022193808957599086,0.4872372402204382,0.016400102921057414,232,0.9181034482758621,0.029003347552552468,0.030817203931402908,-0.0018138563788504401,0.07991101665036945,0.0008856166930877538
era,rule,enet,flat,287,0.9233449477351916,0.03523241315065925,0.015243500478872655,0.019988912671786603,0.4528570408033992,0.019988912671786607,202,0.9207920792079208,0.028767246356931314,0.03101389840937237,-0.002246652052441051,0.068264138064172,-0.002246652052441048
era,rule,enet,hedged,287,0.9233449477351916,0.03523241315065925,0.015243500478872655,0.019988912671786603,0.4528570408033992,0.015308377146835991,202,0.9207920792079208,0.028767246356931314,0.03101389840937237,-0.002246652052441051,0.068264138064172,0.00013260040775338417
era,reverse,a0,flat,177,0.9209039548022598,0.02887199163816967,0.025353944937175642,0.003518046700994023,0.1324817396616195,0.0035180467009940258,312,0.9230769230769231,0.03465494813584391,0.01971808930208199,0.014936858833761923,0.3856091624340759,0.014936858833761928
era,reverse,a0,hedged,177,0.9209039548022598,0.02887199163816967,0.025353944937175642,0.003518046700994023,0.1324817396616195,0.00642978177711689,312,0.9230769230769231,0.03465494813584391,0.01971808930208199,0.014936858833761923,0.3856091624340759,0.010519929964610332
era,reverse,blk2,flat,219,0.91324200913242,0.029398306294510047,0.032646535671623164,-0.0032482293771131207,0.059312127785731666,-0.0032482293771131194,270,0.9296296296296296,0.035127619480894934,0.012926299274237761,0.02220132020665717,0.48433322449801147,0.022201320206657174
era,reverse,blk2,hedged,219,0.91324200913242,0.029398306294510047,0.032646535671623164,-0.0032482293771131207,0.059312127785731666,0.0007712976919985604,270,0.9296296296296296,0.035127619480894934,0.012926299274237761,0.02220132020665717,0.48433322449801147,0.01574583455170529
era,reverse,blk2_inc,flat,228,0.9166666666666666,0.029138119080724806,0.031357856631953826,-0.0022197375512290336,0.06661998266517594,-0.00221973755122903,261,0.9272030651340997,0.03555247198442175,0.013372033731970098,0.022180438252451657,0.4926052511566215,0.022180438252451657
era,reverse,blk2_inc,hedged,228,0.9166666666666666,0.029138119080724806,0.031357856631953826,-0.0022197375512290336,0.06661998266517594,-7.728399819323579e-05,261,0.9272030651340997,0.03555247198442175,0.013372033731970098,0.022180438252451657,0.4926052511566215,0.017003487644046633
era,reverse,lgbm,flat,192,0.921875,0.028660756001271586,0.031523953264840955,-0.0028631972635693773,0.09223607556972031,-0.0028631972635693747,297,0.9225589225589226,0.03508357301715551,0.01544475787636433,0.019638815140791185,0.4244107747143166,0.019638815140791188
era,reverse,lgbm,hedged,192,0.921875,0.028660756001271586,0.031523953264840955,-0.0028631972635693773,0.09223607556972031,-0.0033011842266039673,297,0.9225589225589226,0.03508357301715551,0.01544475787636433,0.019638815140791185,0.4244107747143166,0.01701722860274773
era,reverse,xgb,flat,184,0.9184782608695652,0.028720144030485752,0.032894559928529694,-0.004174415898043944,0.07695286143976061,-0.004174415898043943,305,0.9245901639344263,0.03487927815321296,0.015039649473049855,0.01983962868016311,0.42491803309712256,0.01983962868016311
era,reverse,xgb,hedged,184,0.9184782608695652,0.028720144030485752,0.032894559928529694,-0.004174415898043944,0.07695286143976061,-0.003905658459200694,305,0.9245901639344263,0.03487927815321296,0.015039649473049855,0.01983962868016311,0.42491803309712256,0.01684895304918374
era,reverse,lasso_t,flat,215,0.9209302325581395,0.028476918926267386,0.031551355935683166,-0.0030744370094157765,0.08274118973072185,-0.003074437009415776,274,0.9233576642335767,0.03576696631091914,0.01407354229911602,0.021693424011803124,0.4597444190052304,0.021693424011803124
era,reverse,lasso_t,hedged,215,0.9209302325581395,0.028476918926267386,0.031551355935683166,-0.0030744370094157765,0.08274118973072185,-0.002331078935070544,274,0.9233576642335767,0.03576696631091914,0.01407354229911602,0.021693424011803124,0.4597444190052304,0.01796157479762146
era,reverse,lasso_f,flat,232,0.9181034482758621,0.029003347552552468,0.030817203931402908,-0.0018138563788504401,0.07991101665036945,-0.0018138563788504393,257,0.9260700389105059,0.03577396772819907,0.013580158770599983,0.022193808957599086,0.4872372402204382,0.022193808957599086
era,reverse,lasso_f,hedged,232,0.9181034482758621,0.029003347552552468,0.030817203931402908,-0.0018138563788504401,0.07991101665036945,0.0008856166930877538,257,0.9260700389105059,0.03577396772819907,0.013580158770599983,0.022193808957599086,0.4872372402204382,0.016400102921057414
era,reverse,enet,flat,202,0.9207920792079208,0.028767246356931314,0.03101389840937237,-0.002246652052441051,0.068264138064172,-0.002246652052441048,287,0.9233449477351916,0.03523241315065925,0.015243500478872655,0.019988912671786603,0.4528570408033992,0.019988912671786607
era,reverse,enet,hedged,202,0.9207920792079208,0.028767246356931314,0.03101389840937237,-0.002246652052441051,0.068264138064172,0.00013260040775338417,287,0.9233449477351916,0.03523241315065925,0.015243500478872655,0.019988912671786603,0.4528570408033992,0.015308377146835991
