sample,family,forecast,variant,n_days,n_ridden,n_placebo,sharpe_rule,placebo_mean,placebo_sd,placebo_q05,placebo_q50,placebo_q95,pct_rank,p_value
whole,rule,enet,flat,865,558,2000,2.6259481161075646,2.50296014328227,0.11781093713223743,2.3168189889693265,2.4974533670318526,2.6992425920184666,0.8435,0.15692153923038482
whole,rule,enet,hedged,865,558,2000,2.629602796685455,2.5225876393509625,0.09035241677345056,2.378483314496041,2.5183727760762276,2.6800251277458087,0.8745,0.12593703148425786
whole,reverse,a0,flat,865,286,2000,2.3488455455628188,2.387692342496006,0.11736315124641725,2.187860157358705,2.3957061614296093,2.5757567514937727,0.356,0.6441779110444777
whole,reverse,a0,hedged,865,286,2000,2.382351995616186,2.3964810952786246,0.09065650492975455,2.238263106433335,2.4007694721360093,2.5421297304607635,0.422,0.5782108945527237
whole,reverse,blk2,flat,865,346,2000,2.31661755696338,2.4178319494848837,0.12036958533885629,2.226565579635393,2.41696786535186,2.6178372847064186,0.2115,0.7886056971514243
whole,reverse,blk2,hedged,865,346,2000,2.341987287910075,2.4265171962617877,0.09397737279949091,2.266707330956363,2.4293354153945996,2.5770050384853547,0.1965,0.8035982008995503
whole,reverse,blk2_inc,flat,865,355,2000,2.1946719098265146,2.419984955093415,0.12401166405496629,2.2177405813070887,2.4203333262647106,2.6184911797785033,0.033,0.967016491754123
whole,reverse,blk2_inc,hedged,865,355,2000,2.249478409563066,2.430360459919006,0.09475272935272125,2.2688187489329703,2.43223135357794,2.5826491315653666,0.027,0.9730134932533733
whole,reverse,lgbm,flat,865,289,2000,2.2201821994381716,2.39277474461521,0.11801547189774797,2.191503203002092,2.3974291401844594,2.576409994945616,0.08,0.920039980009995
whole,reverse,lgbm,hedged,865,289,2000,2.221343589813697,2.401886701745794,0.08833408107705173,2.2493736543780165,2.405645531307792,2.54897320680031,0.0245,0.975512243878061
whole,reverse,xgb,flat,865,278,2000,2.2501776781196265,2.38899107414671,0.11826445187720168,2.182108039389105,2.3935650034404485,2.571791019940996,0.128,0.872063968015992
whole,reverse,xgb,hedged,865,278,2000,2.239566436774261,2.3927590520805464,0.08658116579029886,2.245624341342625,2.3946981110421457,2.5310832135569594,0.043,0.9570214892553723
whole,reverse,lasso_t,flat,865,321,2000,2.225902381104399,2.408578334927335,0.11891563889260841,2.2042688838963316,2.40891401882719,2.6020939203211997,0.067,0.9330334832583708
whole,reverse,lasso_t,hedged,865,321,2000,2.246811057232815,2.413631115270641,0.09147917245060458,2.2573763938920566,2.4140946438168838,2.5607841511132943,0.0395,0.960519740129935
whole,reverse,lasso_f,flat,865,358,2000,2.3413516338528213,2.414817539195929,0.12099318269708846,2.213968749400546,2.414151740455076,2.6158303310013635,0.2675,0.7326336831584208
whole,reverse,lasso_f,hedged,865,358,2000,2.3422480005666926,2.434772017951555,0.09276084098542589,2.278605005109257,2.436631784256252,2.583493396240996,0.1665,0.8335832083958021
whole,reverse,enet,flat,865,307,2000,2.2723579608624838,2.4003301104128205,0.11997209597073187,2.2028926342947703,2.399847771541949,2.5978531171892407,0.15,0.8500749625187406
whole,reverse,enet,hedged,865,307,2000,2.2981772442870474,2.4091252489564248,0.09154952690451275,2.250177421918579,2.412733756861896,2.5533066567562037,0.1215,0.8785607196401799
era,rule,a0,flat,489,312,2000,2.793105687414432,2.691429768446967,0.14024791992919755,2.4688484189429993,2.685618398546355,2.932045336933598,0.7675,0.23288355822088955
era,rule,a0,hedged,489,312,2000,2.691450777854278,2.6824013365008024,0.12003518698434573,2.4938532975407846,2.6770486583867026,2.890502382526373,0.555,0.4452773613193403
era,rule,blk2,flat,489,270,2000,2.9793809597624,2.6709967667148096,0.1450883477502593,2.438329330292844,2.6677286580284347,2.919613867596111,0.979,0.02148925537231384
era,rule,blk2,hedged,489,270,2000,2.831401457760974,2.657918133556678,0.11864549782742599,2.4651970533128247,2.6563798732312085,2.853057293781921,0.9285,0.07196401799100449
era,rule,blk2_inc,flat,489,261,2000,2.9629804166883793,2.6666935509538927,0.148553357306947,2.4233677766272494,2.6654136066504734,2.9194706528034713,0.974,0.026486756621689155
era,rule,blk2_inc,hedged,489,261,2000,2.852127393396133,2.648081051485252,0.12016751808495463,2.453177833092022,2.6449081427547867,2.8490549520191277,0.952,0.04847576211894053
era,rule,lgbm,flat,489,297,2000,2.9621249840281845,2.691702487936338,0.14139569261902007,2.4626517445269633,2.6903242914767707,2.9244340110341827,0.9685,0.031984007996002
era,rule,lgbm,hedged,489,297,2000,2.884461659340457,2.669812290826407,0.117683032566128,2.4898885299502234,2.665679753805615,2.869453364738143,0.9605,0.0399800099950025
era,rule,xgb,flat,489,305,2000,2.9818906312017424,2.69310919839556,0.13583961958942706,2.4795464297473986,2.686161921912609,2.9312985486530967,0.974,0.026486756621689155
era,rule,xgb,hedged,489,305,2000,2.892608656864389,2.67953945792266,0.11616184937072685,2.4961002219243693,2.677968869731754,2.873860039038626,0.9645,0.035982008995502246
era,rule,lasso_t,flat,489,274,2000,2.973394085466078,2.67269656134295,0.14331015370874778,2.441581046972219,2.6683252823997288,2.915625878000514,0.982,0.018490754622688656
era,rule,lasso_t,hedged,489,274,2000,2.8894746573560743,2.6656213884890567,0.11776372347455158,2.481288360822071,2.6638592672868353,2.870818599954684,0.963,0.037481259370314844
era,rule,lasso_f,flat,489,257,2000,2.952790599602408,2.6609028682942433,0.14668587203588795,2.4290357329005765,2.655298571924277,2.9118949823519213,0.9725,0.02798600699650175
era,rule,lasso_f,hedged,489,257,2000,2.826729354720524,2.6503266637648633,0.12080002960415816,2.457831958094408,2.6457912366959855,2.8551736408111092,0.9215,0.07896051974012994
era,rule,enet,flat,489,287,2000,2.9553251549346573,2.6857280949205697,0.1420527487838669,2.459038914570106,2.684077324256627,2.9252194751851097,0.969,0.031484257871064465
era,rule,enet,hedged,489,287,2000,2.8428896145364253,2.667493135796306,0.11880521883670049,2.479801945268048,2.6646254059917895,2.868587257996694,0.927,0.0734632683658171
era,reverse,a0,flat,489,177,2000,2.5150003468882964,2.620865334575142,0.14256143501064059,2.378892049839199,2.6201244919439723,2.8484586982377222,0.225,0.775112443778111
era,reverse,a0,hedged,489,177,2000,2.6051650782420537,2.6131498748129816,0.11511114578840477,2.419957659753224,2.6160887691556667,2.8010121834003017,0.464,0.5362318840579711
era,reverse,blk2,flat,489,219,2000,2.336284853570289,2.6412623813322056,0.14375784816862375,2.4096705107758987,2.640669716337892,2.876014196511116,0.0125,0.9875062468765617
era,reverse,blk2,hedged,489,219,2000,2.4650291786804983,2.637735983294783,0.1205739013879958,2.4394637553209932,2.632921045881907,2.8360202245125383,0.076,0.9240379810094953
era,reverse,blk2_inc,flat,489,228,2000,2.353007712523353,2.6538894541624494,0.14529771516698983,2.411444162922983,2.6556862321421892,2.8896020116178525,0.0165,0.9835082458770614
era,reverse,blk2_inc,hedged,489,228,2000,2.4447054079193205,2.649795790886208,0.12040532700940429,2.445886916115237,2.6523390678413055,2.8438046655679887,0.048,0.952023988005997
era,reverse,lgbm,flat,489,192,2000,2.3528425541222755,2.6238792867851033,0.13967052906828914,2.3878023233339922,2.626400228722434,2.8546122228473747,0.029,0.9710144927536232
era,reverse,lgbm,hedged,489,192,2000,2.408595609538609,2.6248443514535857,0.11710839262105817,2.436719191118958,2.6245126424729763,2.8138779313420703,0.029,0.9710144927536232
era,reverse,xgb,flat,489,184,2000,2.3332144284187817,2.620579365487688,0.14371975831526573,2.377170099431982,2.6231173147207154,2.8568151855337445,0.027,0.9730134932533733
era,reverse,xgb,hedged,489,184,2000,2.4003569897181656,2.6228845228462667,0.11781824986193923,2.426950566987862,2.6246783720845333,2.8055602316681254,0.032,0.968015992003998
era,reverse,lasso_t,flat,489,215,2000,2.341911608956688,2.6458122600762013,0.14619576421729003,2.406371543858211,2.6483925735258214,2.8856406478950842,0.0185,0.9815092453773113
era,reverse,lasso_t,hedged,489,215,2000,2.4061392294722785,2.64377439819688,0.12063290318002397,2.4453438018084497,2.639809751295587,2.84129779460472,0.0235,0.9765117441279361
era,reverse,lasso_f,flat,489,232,2000,2.362587854055998,2.65909180164139,0.14617930036749194,2.4177617310423463,2.662315894034465,2.8946723684088855,0.0235,0.9765117441279361
era,reverse,lasso_f,hedged,489,232,2000,2.4695643100246714,2.6504915749972415,0.11773495520191958,2.4560824685389595,2.6518557314995137,2.8432573617376935,0.0625,0.9375312343828086
era,reverse,enet,flat,489,202,2000,2.3599814342612935,2.6389883825259592,0.14255758046995506,2.3963126348614208,2.641929597441748,2.8670951607073545,0.029,0.9710144927536232
era,reverse,enet,hedged,489,202,2000,2.453286550433309,2.6242425972813552,0.11732034226458973,2.4371856101783194,2.622164588231081,2.8182318222951652,0.0695,0.9305347326336831
whole,rule_walk_forward,chosen on an expanding window,flat,797,648,2000,2.5374675288981288,2.4926976358391135,0.09332004602199596,2.3535738376200688,2.4861862026543164,2.652894192913406,0.6935,0.30684657671164417
whole,rule_walk_forward,chosen on an expanding window,hedged,797,704,2000,2.6011357504068386,2.5818976901792055,0.05559872795926972,2.499389988248626,2.575617368338052,2.681335914001568,0.665,0.3353323338330835
whole,reverse_walk_forward,chosen on an expanding window,flat,797,739,2000,2.4188165220241027,2.5407895600675374,0.061481642474171115,2.4560704297865787,2.5371686739384254,2.653862694637367,0.001,0.999000499750125
whole,reverse_walk_forward,chosen on an expanding window,hedged,797,792,2000,2.623169281126244,2.620490203550754,0.004509583661981765,2.6129042094156376,2.6211529761526164,2.6246442626790434,0.503,0.49725137431284355
era,rule_walk_forward,chosen on an expanding window,flat,489,368,2000,2.8071726841500104,2.696360003593287,0.15726058503217918,2.4759695121163796,2.687969001373848,2.9609479308045374,0.7385,0.26186906546726635
era,rule_walk_forward,chosen on an expanding window,hedged,489,408,2000,2.7751282263271357,2.696579608957146,0.09542671317378029,2.569161233675202,2.6818154680890602,2.881467002263713,0.7905,0.2098950524737631
era,reverse_walk_forward,chosen on an expanding window,flat,489,489,0,2.792487039007039,,,,,,,
era,reverse_walk_forward,chosen on an expanding window,hedged,489,489,0,2.779081452779688,,,,,,,
