block,sample,family,variant,forecast,n_active,frac_active,n_days,mean,sd,Sharpe_ann,t,t_hac,t_lag,MaxDD,worst_day,worst_date,Sharpe_uncond_ride,Sharpe_book,Sharpe_hold,beats_ride,beats_book,beats_both,modal_pick,modal_pick_share,null_share,n_candidates,d_ride_mean,d_ride_t_hac,d_ride_t_lag,d_ride_ci_lo,d_ride_ci_hi,d_ride_positive,d_ride_Sharpe,d_book_mean,d_book_t_hac,d_book_t_lag,d_book_ci_lo,d_book_ci_hi,d_book_positive,d_book_Sharpe
fixed_rule_oos,whole,reverse,flat,blk2,304,0.38143036386449186,797,0.047383429196098566,0.33818090483878144,2.2242196668923975,3.955547160740864,4.0836008654581635,13,-5.21449185919464,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,blk2,1.0,,1,-0.010107594696273325,-2.399373930912958,13,-0.017327414303521863,-0.0015470968005270073,False,-0.3367825347983544,0.0009810124259925458,0.34189079527392896,13,-0.00440311087248139,0.00614751063445867,False,-0.02664273207439516
fixed_rule_oos,whole,reverse,flat,blk2_inc,311,0.39021329987452946,797,0.04504142267485515,0.3419499490316292,2.0909797489080435,3.71859359580062,4.017145617904694,13,-5.196870712725163,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,blk2_inc,1.0,,1,-0.012449601217516738,-3.753448706902493,13,-0.018960296912011367,-0.006051546332212527,False,-0.4700224527827084,-0.001360994095250867,-0.39602054610673587,13,-0.008258585179572002,0.0043266997433069965,False,-0.15988265005874913
fixed_rule_oos,whole,reverse,flat,lgbm,253,0.3174404015056462,797,0.045816810266140706,0.3374253143186063,2.1554971844699278,3.8333312554184094,3.907924779905068,13,-5.6953412294177035,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,lgbm,1.0,,1,-0.011674213626231186,-2.8124757565870993,13,-0.01900784274198664,-0.0033626433850540097,False,-0.4055050172208241,-0.0005856065039653146,-0.22028047567888917,13,-0.006034492128307043,0.003933140865386341,False,-0.09536521449686486
fixed_rule_oos,whole,reverse,flat,xgb,243,0.30489335006273527,797,0.046460263428767794,0.33694421166403,2.1888900053573654,3.892716971594087,3.9597096388885396,13,-5.717910739095117,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,xgb,1.0,,1,-0.011030760463604097,-2.5864241714306067,13,-0.018493093491222908,-0.002294386276057838,False,-0.37211219633338644,5.7846658661776353e-05,0.023832702148935406,13,-0.00482659442036855,0.004158548347788067,False,-0.06197239360942719
fixed_rule_oos,whole,reverse,flat,lasso_t,287,0.3601003764115433,797,0.0457403916897786,0.3379046251752389,2.1488495675798336,3.821509148768285,3.9256688866839458,13,-5.718787519971778,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,lasso_t,1.0,,1,-0.011750632202593283,-2.876676155200839,13,-0.01870443573659467,-0.0035239677528163447,False,-0.4121526341109183,-0.0006620250803274113,-0.22959437713814387,13,-0.0060913925673810165,0.004395849978645243,False,-0.10201283138695905
fixed_rule_oos,whole,reverse,flat,lasso_f,315,0.39523212045169387,797,0.047892305096518685,0.33819599434677133,2.2480064421300447,3.9978495073368348,4.137841850523165,13,-5.201756706359129,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,lasso_f,1.0,,1,-0.009598718795853197,-2.298306779295096,13,-0.016715104694784443,-0.0010488058426482523,False,-0.31299575956070713,0.0014898883264126753,0.5204682582028746,13,-0.0037644396209327875,0.00661780458129278,False,-0.002855956836747886
fixed_rule_oos,whole,reverse,flat,enet,273,0.342534504391468,797,0.04695711835298724,0.33787541657778886,2.206201185713578,3.923503135086096,4.069260706879109,13,-5.257569448944761,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,False,False,enet,1.0,,1,-0.01053390553938464,-2.508316030104995,13,-0.01779042233398886,-0.002176619692759809,False,-0.35480101597717395,0.0005547015828812319,0.20212592508049207,13,-0.004954861325094742,0.005379670354445456,False,-0.044661213253214704
fixed_rule_oos,era,reverse,flat,a0,177,0.3619631901840491,489,0.0545667270979077,0.34442139923777565,2.5150003468882964,3.5034200287349573,4.207546595473703,11,-2.800934774201984,-2.2028675866604797,2024-04-04,2.792487039007039,2.5131321677178398,3.3233348969887193,False,True,False,a0,1.0,,1,-0.009530265758964663,-2.0669717244612618,11,-0.01812911026145648,0.00039655811197910777,False,-0.27748669211874244,0.0012734034071082672,0.4087571278939967,11,-0.00491261625077933,0.006372201266211841,False,0.0018681791704566741
fixed_rule_oos,era,reverse,flat,blk2,219,0.44785276073619634,489,0.05183859519675491,0.3522311014326008,2.336284853570289,3.2544676023425634,3.9112864498873408,11,-2.7355647958653257,-2.2028675866604797,2024-04-04,2.792487039007039,2.5131321677178398,3.3233348969887193,False,False,False,blk2,1.0,,1,-0.012258397660117454,-3.4701497332048126,11,-0.018773597723688387,-0.004462219234157919,False,-0.45620218543674973,-0.001454728494044525,-0.34123941245735273,11,-0.009018571069143659,0.005641741430097736,False,-0.17684731414755062
fixed_rule_oos,era,reverse,flat,blk2_inc,228,0.4662576687116564,489,0.05225835403501167,0.35255968257053666,2.353007712523353,3.2777627080734075,3.9633440230261248,11,-2.7355647958653257,-2.2028675866604797,2024-04-04,2.792487039007039,2.5131321677178398,3.3233348969887193,False,False,False,blk2_inc,1.0,,1,-0.0118386388218607,-3.3524983675399973,11,-0.018363544126013338,-0.004193310056728181,False,-0.4394793264836858,-0.0010349696557877689,-0.24519934988575456,11,-0.00840413051465063,0.005984240077262038,False,-0.1601244551944867
