sample,family,forecast,variant,n_active,frac_active,n_days,mean,sd,Sharpe_ann,t,t_hac,t_lag,MaxDD,worst_day,worst_date,d_ride_mean,d_ride_t_hac,d_ride_t_lag,d_ride_ci_lo,d_ride_ci_hi,d_ride_positive,d_ride_Sharpe,d_book_mean,d_book_t_hac,d_book_t_lag,d_book_ci_lo,d_book_ci_hi,d_book_positive,d_book_Sharpe,frac_ridden,p_value,sharpe_rule,n_placebo,adoptable,passes_three,adopted,pre_registered
whole,rule,lasso_t,flat,544,0.6289017341040463,865,0.057697679540025054,0.3428385754867247,2.6715846267594276,4.9496754028235594,5.343197256628004,14,-5.31914380487304,-2.197917091607323,2024-04-04,-0.000906982331718579,-0.33127585468843557,14.0,-0.005865793554729663,0.004222841407534924,False,0.033002818574020765,0.011789839405286837,3.091990730187255,14.0,0.004182153324034209,0.018757017752052043,True,0.4190379173429406,0.6289017341040463,0.079960019990005,2.6715846267594276,2000,True,False,False,False
whole,rule,lasso_t,hedged,544,0.6289017341040463,865,0.056846424085514755,0.33672482768702194,2.6799598132403677,4.965192206634881,5.301715127472616,14,-5.18838569767264,-2.1979172269074536,2024-04-04,-0.0006062446992338066,-0.2813657346600812,14.0,-0.004473041601637192,0.003430846500012797,False,0.010209974497962016,0.010938583950776536,3.8013269251482646,14.0,0.004929296155391712,0.01617341239728906,True,0.42741310382388065,0.6289017341040463,0.043478260869565216,2.6799598132403677,2000,True,False,False,False
whole,rule,lasso_f,flat,507,0.5861271676300578,865,0.05520123283800878,0.342447972528616,2.558906681358831,4.740915684264118,5.064110786030508,14,-5.836174618485691,-2.197917091607323,2024-04-04,-0.00340342903373486,-1.2293238580467538,14.0,-0.008480594643463506,0.0018568295470646095,False,-0.07967512682657585,0.009293392703270557,2.374117452891743,14.0,0.0011134169107744744,0.016365153739441734,True,0.306359971942344,0.5861271676300578,0.2608695652173913,2.558906681358831,2000,True,False,False,False
whole,rule,lasso_f,hedged,507,0.5861271676300578,865,0.05476663449377972,0.3360863982336624,2.586815100689187,4.792621932049615,5.116581271863175,14,-5.399049767880673,-2.1979172269074536,2024-04-04,-0.002686034290968834,-1.2226657337958315,14.0,-0.0067081488425650235,0.0014897898094585172,False,-0.08293473805321883,0.008858794359041508,3.0560530867455795,14.0,0.002671796562761745,0.014183283776505158,True,0.3342683912726998,0.5861271676300578,0.17491254372813594,2.586815100689187,2000,True,False,False,False
whole,rule,enet,flat,558,0.6450867052023121,865,0.056752918650899854,0.34308547379054855,2.6259481161075646,4.8651241174247435,5.183674640860008,14,-5.780361875900059,-2.197917091607323,2024-04-04,-0.0018517432208437841,-0.7168276405869772,14.0,-0.006724684649337358,0.003044035764071487,False,-0.012633692077842262,0.010845078516161632,2.753790326599651,14.0,0.002887658413154638,0.017714914894651518,True,0.3734014066910776,0.6450867052023121,0.15692153923038482,2.6259481161075646,2000,True,False,False,False
whole,rule,enet,hedged,558,0.6450867052023121,865,0.055782189194541705,0.33674850144259,2.629602796685455,4.871895185943544,5.185967950409459,14,-5.344567048369484,-2.1979172269074536,2024-04-04,-0.0016704795902068533,-0.8067885670187981,14.0,-0.005602359614901991,0.002267833098515892,False,-0.04014704205695052,0.00987434905980349,3.420468379354361,14.0,0.003913913985097777,0.015048709990108898,True,0.3770560872689681,0.6450867052023121,0.12593703148425786,2.629602796685455,2000,True,False,False,False
whole,reverse,a0,flat,286,0.330635838150289,865,0.04878051966952324,0.32967972061133083,2.3488455455628188,4.3517330147261974,4.43229913773317,14,-5.794675172730674,-2.2028675866604797,2024-04-04,-0.009824142202220401,-2.3754279082325342,14.0,-0.01735780389993972,-0.0014869373499839724,False,-0.2897362626225881,0.0028726795347850153,1.2761911629862253,14.0,-0.0016388801681683834,0.006960549512688915,False,0.09629883614633172,0.330635838150289,0.6441779110444777,2.3488455455628188,2000,False,False,False,False
whole,reverse,a0,hedged,286,0.330635838150289,865,0.048838590989012935,0.32542991055267817,2.382351995616186,4.413810798077666,4.458899957508586,14,-6.0790102227473,-2.2028675866604797,2024-04-04,-0.008614077795735631,-2.74354563158959,14.0,-0.0143018073104778,-0.0019267148175065715,False,-0.28739784312621985,0.0029307508542747106,1.7605663770284294,14.0,-0.00036282572827117085,0.0059605405510197084,False,0.12980528619969878,0.330635838150289,0.5782108945527237,2.382351995616186,2000,False,False,False,False
whole,reverse,blk2,flat,346,0.4,865,0.048789548498353846,0.3343279813737758,2.31661755696338,4.292023851536928,4.435020538849546,14,-5.214491859194631,-2.2028675866604797,2024-04-04,-0.009815113373389786,-2.487743523452777,14.0,-0.016873969189643657,-0.0015623474257076904,False,-0.3219642512220271,0.002881708363615631,1.0393173428514346,14.0,-0.002476007332013895,0.007914256352952355,False,0.06407084754689274,0.4,0.7886056971514243,2.31661755696338,2000,False,False,False,False
whole,reverse,blk2,hedged,346,0.4,865,0.04860889892277172,0.3294818687997957,2.341987287910075,4.3390266423096175,4.393812608438817,14,-5.84211576027597,-2.2028675866604797,2024-04-04,-0.008843769861976832,-3.052716386312917,14.0,-0.014213272533586976,-0.0027002473229183867,False,-0.32776255083233075,0.0027010587880335114,1.2245871343213728,14.0,-0.0015976574028349004,0.006836768748960646,False,0.08944057849358789,0.4,0.8035982008995503,2.341987287910075,2000,False,False,False,False
whole,reverse,blk2_inc,flat,355,0.41040462427745666,865,0.04670838809000116,0.33785126188616416,2.1946719098265146,4.066093755941608,4.387811805314255,14,-5.196870712725156,-2.2028675866604797,2024-04-04,-0.011896273781742473,-3.7745968534100482,14.0,-0.01802089685612028,-0.00560023802240494,False,-0.4439098983588923,0.0008005479552629442,0.24314827878443565,14.0,-0.005547194756865374,0.006770468581151883,False,-0.05787479958997244,0.41040462427745666,0.967016491754123,2.1946719098265146,2000,False,False,False,False
whole,reverse,blk2_inc,hedged,355,0.41040462427745666,865,0.04699534943610945,0.33164490094041754,2.249478409563066,4.167634385028816,4.343503612097659,14,-5.857120083353692,-2.2028675866604797,2024-04-04,-0.010457319348639096,-4.770305112628671,14.0,-0.014620294237196367,-0.005967148715726464,False,-0.4202714291793397,0.0010875093013712454,0.3974988585420264,14.0,-0.004595555982789688,0.006070355001828627,False,-0.0030682998534210526,0.41040462427745666,0.9730134932533733,2.249478409563066,2000,False,False,False,False
whole,reverse,lgbm,flat,289,0.33410404624277457,865,0.04660295318771779,0.33321542131205556,2.2201821994381716,4.113356961360965,4.218593943328481,14,-5.6953412294176875,-2.2028675866604797,2024-04-04,-0.01200170868402583,-3.0851022037219953,14.0,-0.019075445255258883,-0.0041639756184315225,False,-0.41839960874723525,0.000695113052979584,0.27614469732587266,14.0,-0.00399945839001929,0.005388884142241168,False,-0.032364509978315414,0.33410404624277457,0.920039980009995,2.2201821994381716,2000,False,False,False,False
whole,reverse,lgbm,hedged,289,0.33410404624277457,865,0.045708778548711596,0.32665111690143556,2.221343589813697,4.115508682596832,4.199401821823324,14,-6.223870522116307,-2.2028675866604797,2024-04-04,-0.01174389023603696,-3.8718178042495373,14.0,-0.017271709580728267,-0.005497535278802766,False,-0.4484062489287086,-0.00019906158602661823,-0.09952986285872904,14.0,-0.0038148002990358305,0.0034716073500393775,False,-0.031203119602789986,0.33410404624277457,0.975512243878061,2.221343589813697,2000,False,False,False,False
whole,reverse,xgb,flat,278,0.3213872832369942,865,0.047163520538242236,0.3327282485605805,2.2501776781196265,4.168929927883685,4.26641066834537,14,-5.717910739095107,-2.2028675866604797,2024-04-04,-0.011441141333501395,-2.8673767790915474,14.0,-0.01875709819644212,-0.003323770728031597,False,-0.38840413006578034,0.0012556804035040218,0.5429331509275581,14.0,-0.0031836754264035544,0.0053694159744539964,False,-0.002369031296860502,0.3213872832369942,0.872063968015992,2.2501776781196265,2000,False,False,False,False
whole,reverse,xgb,hedged,278,0.3213872832369942,865,0.04612302681502635,0.3269295074145372,2.239566436774261,4.149270359642986,4.235136594874251,14,-6.111802486419512,-2.2028675866604797,2024-04-04,-0.011329641969722205,-3.7890018404632224,14.0,-0.016804880723595563,-0.005158049934999853,False,-0.43018340196814453,0.0002151866802881364,0.10593546068096915,14.0,-0.0035420081165848183,0.003998033566442778,False,-0.012980272642225898,0.3213872832369942,0.9570214892553723,2.239566436774261,2000,False,False,False,False
whole,reverse,lasso_t,flat,321,0.37109826589595374,865,0.04681482246645679,0.3338701076093817,2.225902381104399,4.123954807376927,4.243913509008923,14,-5.718787519971762,-2.2028675866604797,2024-04-04,-0.011789839405286837,-3.091990730187255,14.0,-0.018757017752052046,-0.004182153324034212,False,-0.4126794270810077,0.000906982331718579,0.33127585468843557,14.0,-0.004222841407534925,0.005865793554729661,False,-0.02664432831208785,0.37109826589595374,0.9330334832583708,2.225902381104399,2000,False,False,False,False
whole,reverse,lasso_t,hedged,321,0.37109826589595374,865,0.04651408483397202,0.32863831750236683,2.246811057232815,4.162692550850155,4.232631185944701,14,-6.072817576422786,-2.2028675866604797,2024-04-04,-0.010938583950776536,-3.8013269251482646,14.0,-0.01617341239728906,-0.004929296155391717,False,-0.42293878150959063,0.0006062446992338066,0.2813657346600812,14.0,-0.0034308465000128015,0.004473041601637191,False,-0.005735652183672002,0.37109826589595374,0.960519740129935,2.246811057232815,2000,False,False,False,False
whole,reverse,lasso_f,flat,358,0.4138728323699422,865,0.04931126916847307,0.33433343330337456,2.3413516338528213,4.33784895876541,4.493612450294739,14,-5.201756706359106,-2.2028675866604797,2024-04-04,-0.009293392703270557,-2.374117452891743,14.0,-0.01636515373944174,-0.0011134169107744826,False,-0.2972301743325856,0.00340342903373486,1.2293238580467538,14.0,-0.001856829547064612,0.008480594643463506,False,0.08880492443633425,0.4138728323699422,0.7326336831584208,2.3413516338528213,2000,False,False,False,False
whole,reverse,lasso_f,hedged,358,0.4138728323699422,865,0.048593874425707055,0.32934336656173846,2.3422480005666926,4.339509667631272,4.409073354293475,14,-5.862153506214735,-2.2028675866604797,2024-04-04,-0.008858794359041508,-3.0560530867455795,14.0,-0.014183283776505158,-0.0026717965627617497,False,-0.3275018381757131,0.002686034290968834,1.2226657337958315,14.0,-0.0014897898094585185,0.0067081488425650235,False,0.08970129115020553,0.4138728323699422,0.8335832083958021,2.3422480005666926,2000,False,False,False,False
whole,reverse,enet,flat,307,0.35491329479768785,865,0.047759583355582,0.33364456425070244,2.2723579608624838,4.210023591479571,4.386066760217953,14,-5.257569448944739,-2.2028675866604797,2024-04-04,-0.010845078516161632,-2.753790326599651,14.0,-0.017714914894651528,-0.00288765841315464,False,-0.3662238473229231,0.0018517432208437841,0.7168276405869772,14.0,-0.003044035764071494,0.006724684649337357,False,0.019811251445996714,0.35491329479768785,0.8500749625187406,2.2723579608624838,2000,False,False,False,False
whole,reverse,enet,hedged,307,0.35491329479768785,865,0.04757831972494506,0.3286441081168436,2.2981772442870474,4.257859273271208,4.348134359389777,14,-5.916636225725938,-2.2028675866604797,2024-04-04,-0.00987434905980349,-3.420468379354361,14.0,-0.0150487099901089,-0.00391391398509778,False,-0.3715725944553583,0.0016704795902068533,0.8067885670187981,14.0,-0.0022678330985158946,0.00560235961490199,False,0.045630534870560346,0.35491329479768785,0.8785607196401799,2.2981772442870474,2000,False,False,False,False
era,rule,a0,flat,312,0.6380368098159509,489,0.0628235894497641,0.35705543453250876,2.793105687414432,3.890823482298256,4.65177358821867,11,-2.8337517859321117,-2.197917091607323,2024-04-04,-0.0012734034071082672,-0.4087571278939967,11.0,-0.0063722012662118434,0.004912616250779329,False,0.0006186484073933407,0.009530265758964663,2.0669717244612618,11.0,-0.0003965581119791116,0.01812911026145648,False,0.27997351969659245,0.6380368098159509,0.23288355822088955,2.793105687414432,2000,True,False,False,True
era,rule,a0,hedged,312,0.6380368098159509,489,0.06000542624490663,0.3539193875617226,2.691450777854278,3.749217201164767,4.5690372296112125,11,-2.8400066226497316,-2.1979172269074536,2024-04-04,-0.002327344324232494,-0.8810315902983179,11.0,-0.0068120316082169695,0.002834872981880238,False,-0.0876306749254101,0.006712102554107206,1.874383785353454,11.0,-0.000507429969410465,0.01357026024998406,False,0.17831861013643824,0.6380368098159509,0.4452773613193403,2.691450777854278,2000,True,False,False,True
era,rule,blk2,flat,270,0.5521472392638037,489,0.06555172135091689,0.34926762649492143,2.9793809597624,4.150306754660172,4.960732363021436,11,-2.8388279281888806,-2.197917091607323,2024-04-04,0.001454728494044525,0.34123941245735273,11.0,-0.005641741430097751,0.009018571069143654,False,0.18689392075536126,0.012258397660117454,3.4701497332048126,11.0,0.004462219234157905,0.018773597723688383,True,0.4662487920445604,0.5521472392638037,0.02148925537231384,2.9793809597624,2000,True,False,False,True
era,rule,blk2,hedged,270,0.5521472392638037,489,0.06198734276842811,0.34753763289082246,2.831401457760974,3.9441698641442495,4.832984925010993,11,-2.845085166362651,-2.1979172269074536,2024-04-04,-0.00034542780071101245,-0.0983073740681242,11.0,-0.006313332549057948,0.005930077596612993,False,0.05232000498128597,0.008694019077628687,3.009808981191843,11.0,0.002709213400106562,0.014457925704115793,True,0.3182692900431343,0.5521472392638037,0.07196401799100449,2.831401457760974,2000,True,False,False,True
era,rule,blk2_inc,flat,261,0.5337423312883436,489,0.06513196251266012,0.3489519692526616,2.9629804166883793,4.127460638094525,4.908821030783086,11,-2.8388279281888806,-2.197917091607323,2024-04-04,0.0010349696557877689,0.24519934988575456,11.0,-0.005984240077262039,0.008404130514650627,False,0.17049337768134043,0.0118386388218607,3.3524983675399973,11.0,0.0041933100567281695,0.01836354412601333,True,0.44984824897053954,0.5337423312883436,0.026486756621689155,2.9629804166883793,2000,True,False,False,True
era,rule,blk2_inc,hedged,261,0.5337423312883436,489,0.06236880482596542,0.3471352945592167,2.852127393396133,3.9730412947618734,4.887528119896049,11,-2.845085166362651,-2.1979172269074536,2024-04-04,3.603425682629444e-05,0.010176773983800376,11.0,-0.00594985360788658,0.006083698738774088,False,0.07304594061644476,0.009075481135165995,3.225820437733551,11.0,0.003045587617772663,0.01454308950394424,True,0.3389952256782931,0.5337423312883436,0.04847576211894053,2.852127393396133,2000,True,False,False,True
era,rule,lgbm,flat,297,0.6073619631901841,489,0.06522119300943949,0.34953094385489175,2.9621249840281845,4.126269012050151,4.987348382936343,11,-2.823113488009181,-2.197917091607323,2024-04-04,0.0011242001525671166,0.29386624598181904,11.0,-0.0052750219707654,0.00834957096536873,False,0.1696379450211456,0.011927869318640047,3.2319856437424526,11.0,0.004045881372536389,0.01882390746276345,True,0.4489928163103447,0.6073619631901841,0.031984007996002,2.9621249840281845,2000,True,False,False,True
era,rule,lgbm,hedged,297,0.6073619631901841,489,0.06362894106302043,0.350179078360773,2.884461659340457,4.018083242793391,4.846035239695543,11,-2.8292212191365103,-2.1979172269074536,2024-04-04,0.0012961704938813136,0.3975526267641239,11.0,-0.00420486377193972,0.007060177472303962,False,0.10538020656076874,0.010335617372221013,3.3811586073466136,11.0,0.00436411022527701,0.016372903502608265,True,0.3713294916226171,0.6073619631901841,0.0399800099950025,2.884461659340457,2000,True,False,False,True
era,rule,xgb,flat,305,0.623721881390593,489,0.06566773421728153,0.34959128027440883,2.9818906312017424,4.153802751468687,4.989630679831264,11,-2.823113488009181,-2.197917091607323,2024-04-04,0.001570741360409173,0.4115946649190835,11.0,-0.004922465606125599,0.008839641299526545,False,0.18940359219470349,0.012374410526482107,3.2720298761823012,11.0,0.004240974565019871,0.019473271864961395,True,0.4687584634839026,0.623721881390593,0.026486756621689155,2.9818906312017424,2000,True,False,False,True
era,rule,xgb,hedged,305,0.623721881390593,489,0.06380238438609807,0.35014465244991455,2.892608656864389,4.02943208985606,4.8587775291095365,11,-2.8292212191365103,-2.1979172269074536,2024-04-04,0.001469613816958951,0.4462100423683937,11.0,-0.004142294817276915,0.007306049322104311,False,0.11352720408470107,0.010509060695298651,3.406131715404094,11.0,0.004452949673012527,0.01665389316111018,True,0.3794764891465494,0.623721881390593,0.035982008995502246,2.892608656864389,2000,True,False,False,True
era,rule,lasso_t,flat,274,0.5603271983640081,489,0.06544873919025557,0.3494210640289214,2.973394085466078,4.1419669803356065,4.940358039544241,11,-2.823113488009181,-2.197917091607323,2024-04-04,0.0013517463333832143,0.31530699881717056,11.0,-0.005890983915528584,0.009330713556002925,False,0.1809070464590392,0.012155415499456144,3.5173727976815354,11.0,0.004212378678471447,0.018579340375283616,True,0.4602619177482383,0.5603271983640081,0.018490754622688656,2.973394085466078,2000,True,False,False,True
era,rule,lasso_t,hedged,274,0.5603271983640081,489,0.06335768257535623,0.348081277639195,2.8894746573560743,4.025066397954244,4.915682784259203,11,-2.8292212191365103,-2.1979172269074536,2024-04-04,0.001024912006217109,0.289780724854358,11.0,-0.005154824301300344,0.0074598692183883465,False,0.11039320457638624,0.010064358884556809,3.521508437598368,11.0,0.004006730968010726,0.015671690979385467,True,0.3763424896382346,0.5603271983640081,0.037481259370314844,2.8894746573560743,2000,True,False,False,True
era,rule,lasso_f,flat,257,0.5255623721881391,489,0.06495755457444558,0.3492185362592867,2.952790599602408,4.113266123444732,4.911365155125702,11,-2.8388279281888806,-2.197917091607323,2024-04-04,0.0008605617175732145,0.20307743696696523,11.0,-0.0062555103263320895,0.008295269277887053,False,0.1603035605953691,0.011664230883646145,3.3887482561428595,11.0,0.0039628822987132556,0.017943407520779393,True,0.4396584318845682,0.5255623721881391,0.02798600699650175,2.952790599602408,2000,True,False,False,True
era,rule,lasso_f,hedged,257,0.5255623721881391,489,0.06191260068612,0.34769231266482337,2.826729354720524,3.9376615790108183,4.812557281859747,11,-2.845085166362651,-2.1979172269074536,2024-04-04,-0.0004201698830191379,-0.1190413697246043,11.0,-0.006392633561200887,0.005771793694812821,False,0.04764790194083579,0.00861927699532056,3.006691497210135,11.0,0.0026466845779681424,0.01437736477020988,True,0.31359718700268413,0.5255623721881391,0.07896051974012994,2.826729354720524,2000,True,False,False,True
era,rule,enet,flat,287,0.5869120654396728,489,0.06502505771289095,0.3492816309745161,2.9553251549346573,4.116796783758924,4.8929556594249455,11,-2.8337517859321117,-2.197917091607323,2024-04-04,0.0009280648560185929,0.2324544794316555,11.0,-0.005859115014894409,0.0083194121512392,False,0.16283811592761843,0.011731734022091524,3.10529082695019,11.0,0.0036037802780463954,0.018883424562428985,True,0.44219298721681755,0.5869120654396728,0.031484257871064465,2.9553251549346573,2000,True,False,False,True
era,rule,enet,hedged,287,0.5869120654396728,489,0.062277994940578424,0.3477562109805192,2.8428896145364253,3.9601729786528255,4.838438727537497,11,-2.8400066226497316,-2.1979172269074536,2024-04-04,-5.477562856070267e-05,-0.016249633835194694,11.0,-0.0060971862566786186,0.006095430736344956,False,0.0638081617567372,0.008984671249778997,2.94248046103113,11.0,0.0025826425953897583,0.014946567854179282,True,0.32975744681858554,0.5869120654396728,0.0734632683658171,2.8428896145364253,2000,True,False,False,True
era,reverse,a0,flat,177,0.3619631901840491,489,0.0545667270979077,0.34442139923777565,2.5150003468882964,3.5034200287349573,4.207546595473703,11,-2.800934774201984,-2.2028675866604797,2024-04-04,-0.009530265758964663,-2.0669717244612618,11.0,-0.01812911026145648,0.00039655811197910777,False,-0.27748669211874244,0.0012734034071082672,0.4087571278939967,11.0,-0.00491261625077933,0.006372201266211841,False,0.0018681791704566741,0.3619631901840491,0.775112443778111,2.5150003468882964,2000,False,False,False,True
era,reverse,a0,hedged,177,0.3619631901840491,489,0.055620668015031925,0.3389231413059487,2.6051650782420537,3.629020379486833,4.308742617994543,11,-2.7538048827882307,-2.2028675866604797,2024-04-04,-0.006712102554107206,-1.874383785353454,11.0,-0.013570260249984065,0.0005074299694104628,False,-0.17391637453763442,0.002327344324232494,0.8810315902983179,11.0,-0.00283487298188024,0.006812031608216968,False,0.09203291052421392,0.3619631901840491,0.5362318840579711,2.6051650782420537,2000,False,False,False,True
era,reverse,blk2,flat,219,0.44785276073619634,489,0.05183859519675491,0.3522311014326008,2.336284853570289,3.2544676023425634,3.9112864498873408,11,-2.7355647958653257,-2.2028675866604797,2024-04-04,-0.012258397660117454,-3.4701497332048126,11.0,-0.018773597723688387,-0.004462219234157919,False,-0.45620218543674973,-0.001454728494044525,-0.34123941245735273,11.0,-0.009018571069143659,0.005641741430097736,False,-0.17684731414755062,0.44785276073619634,0.9875062468765617,2.336284853570289,2000,False,False,False,True
era,reverse,blk2,hedged,219,0.44785276073619634,489,0.05363875149151044,0.34542746587323614,2.4650291786804983,3.433809703720454,4.04893484336001,11,-2.7538048827882307,-2.2028675866604797,2024-04-04,-0.008694019077628687,-3.009808981191843,11.0,-0.014457925704115795,-0.0027092134001065636,False,-0.3140522740991898,0.00034542780071101245,0.0983073740681242,11.0,-0.005930077596612999,0.006313332549057944,False,-0.04810298903734145,0.44785276073619634,0.9240379810094953,2.4650291786804983,2000,False,False,False,True
era,reverse,blk2_inc,flat,228,0.4662576687116564,489,0.05225835403501167,0.35255968257053666,2.353007712523353,3.2777627080734075,3.9633440230261248,11,-2.7355647958653257,-2.2028675866604797,2024-04-04,-0.0118386388218607,-3.3524983675399973,11.0,-0.018363544126013338,-0.004193310056728181,False,-0.4394793264836858,-0.0010349696557877689,-0.24519934988575456,11.0,-0.00840413051465063,0.005984240077262038,False,-0.1601244551944867,0.4662576687116564,0.9835082458770614,2.353007712523353,2000,False,False,False,True
era,reverse,blk2_inc,hedged,228,0.4662576687116564,489,0.053257289433973135,0.3458221417285733,2.4447054079193205,3.4054984926972725,4.003887136585777,11,-2.7554062240198967,-2.2028675866604797,2024-04-04,-0.009075481135165995,-3.225820437733551,11.0,-0.01454308950394425,-0.0030455876177726653,False,-0.33437604486036765,-3.603425682629444e-05,-0.010176773983800376,11.0,-0.006083698738774089,0.005949853607886577,False,-0.06842675979851931,0.4662576687116564,0.952023988005997,2.4447054079193205,2000,False,False,False,True
era,reverse,lgbm,flat,192,0.39263803680981596,489,0.05216912353823231,0.35198239701132744,2.3528425541222755,3.2775326408088183,3.9228586153640976,11,-2.6597120904745637,-2.2028675866604797,2024-04-04,-0.011927869318640047,-3.2319856437424526,11.0,-0.018823907462763464,-0.004045881372536406,False,-0.4396444848847634,-0.0011242001525671166,-0.29386624598181904,11.0,-0.00834957096536873,0.005275021970765394,False,-0.16028961359556426,0.39263803680981596,0.9710144927536232,2.3528425541222755,2000,False,False,False,True
