book,variant,reference,sample,unit,B,block,seed,ci_pct_lo,ci_pct_hi,n,dSharpe,boot_lo,boot_hi,pct_draws_positive,ci_excludes_zero
1100_exit_crossed,D9_implied_bc,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.057687776054642835,-0.02060911269256799,0.15210385580473956,93.25,False
1100_exit_crossed,D1_leg_vol,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.19893673940675832,-0.3196440951437391,-0.09021660889131386,0.0,True
1100_exit_crossed,D1v_vendor_delta,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.2064289119684034,-0.3242799301453912,-0.10166518800491725,0.0,True
1100_exit_crossed,D2_skew_sticky_delta,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.08057207718484612,-0.2694967898679361,0.10522163315334902,18.6,False
1100_exit_crossed,D3_charm_half,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.11860371948022566,0.009420914576439631,0.25351559320257705,98.4,True
1100_exit_crossed,D3_charm_full,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.23255551853564146,-0.019060337608775683,0.5280269293494025,96.39999999999999,False
1100_exit_crossed,D4_D9_D1,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.11210710917556764,-0.22274336637384143,0.0032565049239201035,3.1,False
1100_exit_crossed,D4_D9_D3,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.15580232002582556,-0.01998695644832882,0.36846103371478284,95.35,False
1100_exit_crossed,D4_D9_D1_D3,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.021297234435911416,-0.16266689906440773,0.23210512109932846,60.35,False
1100_exit_crossed,D4_D9_D2_D3,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.09849919323206519,-0.16418919768437346,0.37602409376938295,76.8,False
1100_exit_crossed,D5_lastbar_1.25,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,0.4005453079176722,0.1624707896454566,0.6784217452529236,100.0,True
1100_exit_crossed,D5_lastbar_0.75,D0_book,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.49190637173448404,-0.7584404199986271,-0.2512659838565987,0.0,True
1100_exit_crossed,D9_implied_bc,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.13095692447414983,0.05266980309665633,0.2193621409861348,100.0,True
1100_exit_crossed,D1_leg_vol,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,-0.22127544145644384,-0.3618351976492344,-0.10107840152779046,0.0,True
1100_exit_crossed,D1v_vendor_delta,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,-0.2237688927861727,-0.36391441309132416,-0.10540404968239359,0.0,True
1100_exit_crossed,D2_skew_sticky_delta,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,-0.15799978861885933,-0.33417594434826153,0.021115139136965028,3.9,False
1100_exit_crossed,D3_charm_half,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.1977918198317169,0.09947162339187764,0.30404410533468446,100.0,True
1100_exit_crossed,D3_charm_full,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.4094536903674494,0.18620316496109757,0.6456930589175991,100.0,True
1100_exit_crossed,D4_D9_D1,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,-0.06213272273000134,-0.19580865712743661,0.0663127783188906,17.2,False
1100_exit_crossed,D4_D9_D3,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.3100364498008513,0.14311442605994215,0.49320558598248765,100.0,True
1100_exit_crossed,D4_D9_D1_D3,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.1548582494997119,-0.031871090267463716,0.3465561767889785,94.75,False
1100_exit_crossed,D4_D9_D2_D3,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.17060053777720036,-0.07484666879640994,0.41068579164558466,91.4,False
1100_exit_crossed,D5_lastbar_1.25,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,0.6091236562677445,0.33158035119411416,0.9064300473850835,100.0,True
1100_exit_crossed,D5_lastbar_0.75,D0_book,whole,premium units,2000,21,0,2.5,97.5,865,-0.6651547530604552,-0.923163530880014,-0.4116525240376207,0.0,True
1100_exit_crossed,D0_book,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.08462571300409875,-0.23392050445959137,0.038542133193078566,9.049999999999999,False
1100_exit_crossed,D1_leg_vol,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.3004715554285861,-0.5333043325693725,-0.11330596080651766,0.0,True
1100_exit_crossed,D1v_vendor_delta,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.30092867503670623,-0.533384527810517,-0.11371729945976064,0.0,True
1100_exit_crossed,D2_skew_sticky_delta,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.2326482860966995,-0.49335801815175245,-0.02067704472546027,1.6500000000000001,True
1100_exit_crossed,D3_charm_half,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.0157179387471396,-0.046823143367582476,0.018471587524437724,17.549999999999997,False
1100_exit_crossed,D3_charm_full,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,0.005627086114272759,-0.18186304069053255,0.22882491420641804,56.00000000000001,False
1100_exit_crossed,D4_D9_D1,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.17658172039234718,-0.2960168785498261,-0.07527454822249988,0.0,True
1100_exit_crossed,D4_D9_D3,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,0.040850511338534165,-0.09046676157499782,0.20037129735301354,74.25,False
1100_exit_crossed,D4_D9_D1_D3,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.09415946935224312,-0.23812122262068866,0.07694560778640638,14.7,False
1100_exit_crossed,D4_D9_D2_D3,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.058554306674588164,-0.3284665086446162,0.21432781787430602,36.1,False
1100_exit_crossed,D5_lastbar_1.25,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,0.31153443858869767,0.07768746537475284,0.5742418967481834,99.7,True
1100_exit_crossed,D5_lastbar_0.75,D9_implied_bc,daily_era,index points per contract,2000,21,0,2.5,97.5,489,-0.5723434552210676,-1.0352555051527317,-0.1832597387804995,0.15,True
1100_exit_crossed,D0_book,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.17555194627816872,-0.3005113715778499,-0.06328949647804899,0.05,True
1100_exit_crossed,D1_leg_vol,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.3796238419959966,-0.6253027623989299,-0.19637827364490526,0.0,True
1100_exit_crossed,D1v_vendor_delta,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.38059075510339857,-0.6272355738180011,-0.1963905655863801,0.0,True
1100_exit_crossed,D2_skew_sticky_delta,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.3849792788865741,-0.6254971821537242,-0.1500263100485991,0.0,True
1100_exit_crossed,D3_charm_half,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.0012361198380199914,-0.03514315938126821,0.03298139581819142,44.95,False
1100_exit_crossed,D3_charm_full,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,0.15448101161963326,-0.017049799663996154,0.3444361800438646,95.8,False
1100_exit_crossed,D4_D9_D1,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.1630378268020874,-0.3262044821475047,-0.04349292394236001,0.3,True
1100_exit_crossed,D4_D9_D3,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,0.14857780965001535,0.025918259876554564,0.2810981606866893,99.35000000000001,True
1100_exit_crossed,D4_D9_D1_D3,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,0.031252812434762245,-0.15814206719777754,0.20317473081541448,62.45,False
1100_exit_crossed,D4_D9_D2_D3,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.009248842626592325,-0.2208629610961455,0.22366894697017303,49.1,False
1100_exit_crossed,D5_lastbar_1.25,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,0.4199071143409027,0.14292954008401385,0.7407996099671493,99.85000000000001,True
1100_exit_crossed,D5_lastbar_0.75,D9_implied_bc,daily_era,premium units,2000,21,0,2.5,97.5,489,-0.8414653205230016,-1.2682317841836965,-0.44448270337226076,0.0,True
1100_exit_crossed,D0_book,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.057687776054642835,-0.15210385580473962,0.020609112692567978,6.75,False
1100_exit_crossed,D1_leg_vol,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.25662451546140114,-0.4396511150867775,-0.10892740167847227,0.05,True
1100_exit_crossed,D1v_vendor_delta,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.2641166880230462,-0.44789355004123815,-0.11941922777970919,0.05,True
1100_exit_crossed,D2_skew_sticky_delta,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.13825985323948894,-0.3532855487118304,0.06281140544814721,8.15,False
1100_exit_crossed,D3_charm_half,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,0.06091594342558282,0.000649024944508232,0.1428568992875509,97.8,True
1100_exit_crossed,D3_charm_full,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,0.17486774248099862,-0.016081757318024213,0.4167474484055002,96.1,False
1100_exit_crossed,D4_D9_D1,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.1697948852302105,-0.28329331769030286,-0.06653013595919298,0.0,True
1100_exit_crossed,D4_D9_D3,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,0.09811454397118272,-0.01100700970406703,0.22783566837502564,96.0,False
1100_exit_crossed,D4_D9_D1_D3,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.03639054161873142,-0.1718825217650529,0.11741230308091614,31.4,False
1100_exit_crossed,D4_D9_D2_D3,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,0.04081141717742235,-0.18138944290361106,0.26157588537211457,64.60000000000001,False
1100_exit_crossed,D5_lastbar_1.25,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,0.34285753186302936,0.13517601220127407,0.5979124876173819,100.0,True
1100_exit_crossed,D5_lastbar_0.75,D9_implied_bc,whole,index points per contract,2000,21,0,2.5,97.5,865,-0.5495941477891269,-0.8950120637942434,-0.2465139354899423,0.0,True
1100_exit_crossed,D0_book,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,-0.13095692447414983,-0.21936214098613485,-0.05266980309665635,0.0,True
1100_exit_crossed,D1_leg_vol,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,-0.35223236593059365,-0.5336573758188119,-0.19732579329473013,0.0,True
1100_exit_crossed,D1v_vendor_delta,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,-0.35472581726032254,-0.5359937658832064,-0.19897769198877538,0.0,True
1100_exit_crossed,D2_skew_sticky_delta,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,-0.2889567130930092,-0.4872891779408295,-0.09306894255289143,0.2,True
1100_exit_crossed,D3_charm_half,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,0.06683489535756706,0.016257411243132295,0.12404660337674485,99.65,True
1100_exit_crossed,D3_charm_full,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,0.2784967658932995,0.11474285062842067,0.45624701188898076,99.95,True
1100_exit_crossed,D4_D9_D1,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,-0.19308964720415117,-0.3298452789357895,-0.07502690474408241,0.0,True
1100_exit_crossed,D4_D9_D3,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,0.17907952532670152,0.08019428353492293,0.283528257474683,100.0,True
1100_exit_crossed,D4_D9_D1_D3,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,0.023901325025562043,-0.1134718516290862,0.1599155015047338,62.25000000000001,False
1100_exit_crossed,D4_D9_D2_D3,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,0.03964361330305051,-0.15703882641352768,0.22984505661313073,64.9,False
1100_exit_crossed,D5_lastbar_1.25,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,0.47816673179359465,0.24172624255000752,0.7459994453668856,100.0,True
1100_exit_crossed,D5_lastbar_0.75,D9_implied_bc,whole,premium units,2000,21,0,2.5,97.5,865,-0.7961116775346051,-1.1096475569650934,-0.4872890695702397,0.0,True
1100_hold,D9_implied_bc,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,0.023431832394511902,-0.025224180707503648,0.06670084121071004,83.15,False
1100_hold,D1_leg_vol,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,-0.1727760675426125,-0.2895680774428347,-0.06550084872362465,0.05,True
1100_hold,D1v_vendor_delta,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,-0.13653615194395885,-0.24129333271612222,-0.037549438506263424,0.25,True
1100_hold,D2_skew_sticky_delta,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,-0.0849317670173974,-0.25589246888834355,0.08087007045028176,16.650000000000002,False
1100_hold,D3_charm_half,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,0.1347476533300108,-0.03056410869890242,0.31213374348177986,94.89999999999999,False
1100_hold,D3_charm_full,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,-0.918016266781056,-1.7239848251317467,-0.10991062956108852,1.25,True
1100_hold,D4_D9_D1,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,-0.14337562563387593,-0.25870912701182824,-0.027153901983728215,0.7000000000000001,True
1100_hold,D4_D9_D3,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,0.16185339294856813,0.0008932373707777508,0.3420044827695235,97.5,True
1100_hold,D4_D9_D1_D3,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,0.025431825234143078,-0.13193815007063361,0.18968836670768027,62.150000000000006,False
1100_hold,D4_D9_D2_D3,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,0.07681142246755875,-0.1458212401142849,0.310121049972122,74.25,False
1100_hold,D5_lastbar_1.25,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,0.010472567731013056,-0.2785017965334738,0.32095861683778754,53.949999999999996,False
1100_hold,D5_lastbar_0.75,D0_book,all,index points per contract,2000,21,0,2.5,97.5,1278,-0.20522704027817912,-0.5140415667161746,0.08662131579230804,8.4,False
1100_hold,D9_implied_bc,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,0.0390626366663085,-0.0014595849590683801,0.08020147610559997,97.1,False
1100_hold,D1_leg_vol,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,-0.19098123607118933,-0.30233457776037026,-0.08506832891654352,0.0,True
1100_hold,D1v_vendor_delta,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,-0.17988011662342218,-0.2879308742235373,-0.07227636940703425,0.0,True
1100_hold,D2_skew_sticky_delta,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,-0.21843765052711667,-0.3818993967201268,-0.06179405428623652,0.4,True
1100_hold,D3_charm_half,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,0.15433294335299655,0.006482149704955298,0.3160929832079432,97.89999999999999,True
1100_hold,D3_charm_full,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,-1.2913940482425985,-2.180912829370673,-0.4574957744060205,0.25,True
1100_hold,D4_D9_D1,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,-0.14888718519150043,-0.26920982425637296,-0.03895018461499995,0.25,True
1100_hold,D4_D9_D3,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,0.19560284850950227,0.03792899316072758,0.37166236020493637,99.25,True
1100_hold,D4_D9_D1_D3,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,0.05752336151535034,-0.10832064919413754,0.23622350055449537,74.4,False
1100_hold,D4_D9_D2_D3,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,0.0005484894099440078,-0.193485046875431,0.1940230418038046,50.9,False
1100_hold,D5_lastbar_1.25,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,0.05903129940494474,-0.23551250619304245,0.37860609447926735,65.25,False
1100_hold,D5_lastbar_0.75,D0_book,all,premium units,2000,21,0,2.5,97.5,1278,-0.3015330659129819,-0.639650520263265,0.014384090058069319,2.9000000000000004,False
1100_hold,D9_implied_bc,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,0.01380230994331902,-0.05884882567802657,0.08722304634406904,66.55,False
1100_hold,D1_leg_vol,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,-0.26292264463236953,-0.3893025609079218,-0.14876974522509082,0.0,True
1100_hold,D1v_vendor_delta,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,-0.2130551303037498,-0.34191545451386973,-0.09330409166900572,0.05,True
1100_hold,D2_skew_sticky_delta,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,-0.14116775245026883,-0.3511824342511416,0.05639205992021244,8.1,False
1100_hold,D3_charm_half,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,0.2065139776298856,-0.036192174982224136,0.49981548625973693,94.0,False
1100_hold,D3_charm_full,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,-2.089477503566666,-2.899914719327782,-1.2851433060891522,0.0,True
1100_hold,D4_D9_D1,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,-0.24351475230129796,-0.36818462069067964,-0.11714295817564782,0.0,True
1100_hold,D4_D9_D3,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,0.2315213435308907,-0.002041347369376819,0.505398777020509,97.35000000000001,False
1100_hold,D4_D9_D1_D3,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,0.05319592761709949,-0.16690975138483471,0.3151080852445566,67.10000000000001,False
1100_hold,D4_D9_D2_D3,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,0.11933624442702304,-0.1990920756688679,0.4660378363728787,75.44999999999999,False
1100_hold,D5_lastbar_1.25,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,0.3626207751444369,-0.039258980328163454,0.791217677972823,95.95,False
1100_hold,D5_lastbar_0.75,D0_book,deck_in_sample,index points per contract,2000,21,0,2.5,97.5,865,-0.6571901167698788,-1.0032748791955415,-0.30409175528589033,0.0,True
1100_hold,D9_implied_bc,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,0.04945547627379886,-0.007243553657700674,0.10894156226857929,96.05,False
1100_hold,D1_leg_vol,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,-0.2705132242519061,-0.42144055246963186,-0.13964146626958407,0.0,True
1100_hold,D1v_vendor_delta,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,-0.26233766769306677,-0.4130342562622692,-0.13129362811024034,0.0,True
1100_hold,D2_skew_sticky_delta,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,-0.25756451345960585,-0.44677443257655014,-0.07873423563147894,0.25,True
1100_hold,D3_charm_half,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,0.16153746911425207,-0.035064595998968114,0.4078915406693027,94.55,False
1100_hold,D3_charm_full,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,-2.142487002337821,-3.1710503597511024,-1.125235867625735,0.0,True
1100_hold,D4_D9_D1,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,-0.2203473297837382,-0.3818719229887243,-0.0779306330053492,0.05,True
1100_hold,D4_D9_D3,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,0.21603434992334566,0.004176309058438836,0.4811840711456986,97.7,True
1100_hold,D4_D9_D1_D3,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,0.03827535799227084,-0.17652545864268956,0.2939876905363708,64.2,False
1100_hold,D4_D9_D2_D3,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,0.01597479193302982,-0.22078908408670092,0.267944925589281,56.00000000000001,False
1100_hold,D5_lastbar_1.25,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,0.3442992034188414,-0.07574696933882069,0.819068485990136,93.8,False
1100_hold,D5_lastbar_0.75,D0_book,deck_in_sample,premium units,2000,21,0,2.5,97.5,865,-0.6344897497219131,-1.0736329437360663,-0.2210926518461394,0.25,True
1100_hold,D9_implied_bc,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.024637896190855362,-0.024653292906341266,0.06872240741215038,83.15,False
1100_hold,D1_leg_vol,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,-0.05602395903874802,-0.22144043199629093,0.10880585258287437,28.499999999999996,False
1100_hold,D1v_vendor_delta,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,-0.03521766431157573,-0.19274491790262405,0.11644741479743932,34.849999999999994,False
1100_hold,D2_skew_sticky_delta,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.03548194512892354,-0.2647757654575345,0.28573983111308476,60.199999999999996,False
1100_hold,D3_charm_half,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.06618653884133006,-0.12508751733982956,0.2621703661121082,77.3,False
1100_hold,D3_charm_full,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.6355492139906983,-0.6801381629626994,1.932439666604551,83.6,False
1100_hold,D4_D9_D1,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,-0.025023353523763458,-0.20104615805068848,0.145806110918763,40.8,False
1100_hold,D4_D9_D3,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.08981251263728578,-0.12883981909018583,0.3121039767272443,80.95,False
1100_hold,D4_D9_D1_D3,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.015544138191418653,-0.19583342951394833,0.23604242297307865,58.25,False
1100_hold,D4_D9_D2_D3,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.09229698214043074,-0.22552947464194995,0.36150499844375594,71.1,False
1100_hold,D5_lastbar_1.25,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,-0.3281711759763575,-0.7025025191446985,0.05712917844014977,4.7,False
1100_hold,D5_lastbar_0.75,D0_book,unseen,index points per contract,2000,21,0,2.5,97.5,413,0.27619332010937064,-0.11611894144464698,0.6886740574708444,91.4,False
1100_hold,D9_implied_bc,D0_book,unseen,premium units,2000,21,0,2.5,97.5,413,0.025781135541602492,-0.018703883031754832,0.07060408554931041,88.94999999999999,False
1100_hold,D1_leg_vol,D0_book,unseen,premium units,2000,21,0,2.5,97.5,413,-0.07624012143251725,-0.25181576174779474,0.061622116579296594,14.399999999999999,False
1100_hold,D1v_vendor_delta,D0_book,unseen,premium units,2000,21,0,2.5,97.5,413,-0.060181839134793066,-0.23176618092697818,0.07468996774666818,19.950000000000003,False
