book,variant,clock,h_rem,held,n_days,mean_abs_delta_D0,mean_delta_diff,mean_abs_delta_diff,max_abs_delta_diff
1100_exit_crossed,D2_skew_sticky_delta,11:00,5.0,True,865,0.042961780805384965,0.05752247536802314,0.059400501742489564,0.18116567284236748
1100_exit_crossed,D2_skew_sticky_delta,11:30,4.5,True,865,0.2054034863545478,0.04700322788524788,0.04941321984337192,0.2859290356213658
1100_exit_crossed,D2_skew_sticky_delta,12:00,4.0,True,865,0.28375934071223075,0.03840616155372381,0.04228606147601051,0.14921124388722942
1100_exit_crossed,D2_skew_sticky_delta,12:30,3.5,True,865,0.336414288048152,0.03121380917421411,0.038293222764781046,0.16734804860719177
1100_exit_crossed,D2_skew_sticky_delta,13:00,3.0,True,865,0.3818450832690143,0.024799333992738117,0.03550348316273315,0.13102463141237902
1100_exit_crossed,D2_skew_sticky_delta,13:30,2.5,True,865,0.43484698365347985,0.0174797355596051,0.032332375052113595,0.129941166323928
1100_exit_crossed,D2_skew_sticky_delta,14:00,2.0,True,865,0.4876133797227575,0.012045059970224321,0.031612779256634145,0.17394110637247517
1100_exit_crossed,D2_skew_sticky_delta,14:30,1.5,True,865,0.551079133721572,0.005724669958131918,0.03212322003775744,0.1522183910827295
1100_exit_crossed,D2_skew_sticky_delta,15:00,1.0,True,865,0.6150295695418019,-0.001304813971929414,0.03209535157308583,0.12882682120204883
1100_exit_crossed,D2_skew_sticky_delta,15:30,0.5,False,865,0.7106682704447264,-0.00696935592727371,0.031742976339366416,0.13381597177601656
1100_exit_crossed,D3_charm_half,11:00,5.0,True,865,0.042961780805384965,-0.00012725810636942024,0.0010970659121605911,0.00458513326034371
1100_exit_crossed,D3_charm_half,11:30,4.5,True,865,0.2054034863545478,0.0003701677498995119,0.005425343930946589,0.013825183129465013
1100_exit_crossed,D3_charm_half,12:00,4.0,True,865,0.28375934071223075,0.0008502092314407906,0.007862398620256679,0.015716892821306394
1100_exit_crossed,D3_charm_half,12:30,3.5,True,865,0.336414288048152,0.0009830783691057463,0.009970831027690063,0.018169659562848217
1100_exit_crossed,D3_charm_half,13:00,3.0,True,865,0.3818450832690143,0.001410159447546435,0.0123995859106331,0.021439885338103926
1100_exit_crossed,D3_charm_half,13:30,2.5,True,865,0.43484698365347985,0.001455101330370915,0.01578502937499935,0.0258507333829201
1100_exit_crossed,D3_charm_half,14:00,2.0,True,865,0.4876133797227575,0.0016592141554908999,0.020321907064897993,0.03304486386289551
1100_exit_crossed,D3_charm_half,14:30,1.5,True,865,0.551079133721572,0.00197386331711464,0.027165956721958633,0.044368673264512215
1100_exit_crossed,D3_charm_half,15:00,1.0,True,865,0.6150295695418019,0.0033372671665328644,0.038712538850885304,0.06994795468593384
1100_exit_crossed,D3_charm_half,15:30,0.5,False,865,0.7106682704447264,0.0025673935296799907,0.06943089633783431,0.16836925058239793
1100_exit_crossed,D3_charm_full,11:00,5.0,True,865,0.042961780805384965,-0.0002609048366011028,0.002281682177927139,0.0095090249779064
1100_exit_crossed,D3_charm_full,11:30,4.5,True,865,0.2054034863545478,0.0007768160612231289,0.0113061173115632,0.028499134009843274
1100_exit_crossed,D3_charm_full,12:00,4.0,True,865,0.28375934071223075,0.001775328508362794,0.016424280153358076,0.03248091766369543
1100_exit_crossed,D3_charm_full,12:30,3.5,True,865,0.336414288048152,0.0020542856953094167,0.02089799767723657,0.0377646997072677
1100_exit_crossed,D3_charm_full,13:00,3.0,True,865,0.3818450832690143,0.002943134398417231,0.026126000421341805,0.044660134307260124
1100_exit_crossed,D3_charm_full,13:30,2.5,True,865,0.43484698365347985,0.003064349867237511,0.0335077609556821,0.05499221729552217
1100_exit_crossed,D3_charm_full,14:00,2.0,True,865,0.4876133797227575,0.003482502082617148,0.043646153939343894,0.07043978151473529
1100_exit_crossed,D3_charm_full,14:30,1.5,True,865,0.551079133721572,0.0042287626619802,0.059463388673225884,0.09899089592883714
1100_exit_crossed,D3_charm_full,15:00,1.0,True,865,0.6150295695418019,0.007190361765681094,0.08794552096978943,0.16673134048548444
1100_exit_crossed,D3_charm_full,15:30,0.5,False,865,0.7106682704447264,-0.09010197513395507,0.7106682704447264,1.0
1100_exit_crossed,D4_D9_D1,11:00,5.0,True,865,0.042961780805384965,-0.0010439832259843077,0.00266081803847919,0.019108746277217648
1100_exit_crossed,D4_D9_D1,11:30,4.5,True,865,0.2054034863545478,-0.005930034865229664,0.010323697918214206,0.09454856198210748
1100_exit_crossed,D4_D9_D1,12:00,4.0,True,865,0.28375934071223075,-0.009752398711269459,0.013052443097340804,0.09476392524657617
1100_exit_crossed,D4_D9_D1,12:30,3.5,True,865,0.336414288048152,-0.012208556962799507,0.015910360464619175,0.10635857107774804
1100_exit_crossed,D4_D9_D1,13:00,3.0,True,865,0.3818450832690143,-0.015113240283222069,0.018009336191253698,0.12231166765155677
1100_exit_crossed,D4_D9_D1,13:30,2.5,True,865,0.43484698365347985,-0.01762732764415849,0.021565076375332608,0.12534085957147567
1100_exit_crossed,D4_D9_D1,14:00,2.0,True,865,0.4876133797227575,-0.01827503886093269,0.02403945820300009,0.1321322543115927
1100_exit_crossed,D4_D9_D1,14:30,1.5,True,865,0.551079133721572,-0.01830680538773232,0.026505366853942405,0.130298613023894
1100_exit_crossed,D4_D9_D1,15:00,1.0,True,865,0.6150295695418019,-0.018628545487777523,0.02741634524356529,0.14312801184782287
1100_exit_crossed,D4_D9_D1,15:30,0.5,False,865,0.7106682704447264,-0.01723868765595515,0.028940385008971618,0.1260369606378261
1100_exit_crossed,D4_D9_D3,11:00,5.0,True,865,0.042961780805384965,-0.00036390798297608753,0.003237588621870973,0.015105284984448963
1100_exit_crossed,D4_D9_D3,11:30,4.5,True,865,0.2054034863545478,0.0010891125146457383,0.015719529120248415,0.04428079069668911
1100_exit_crossed,D4_D9_D3,12:00,4.0,True,865,0.28375934071223075,0.00215945111479435,0.019647095675375068,0.044722600600068496
1100_exit_crossed,D4_D9_D3,12:30,3.5,True,865,0.336414288048152,0.002308816690029994,0.023644515017414564,0.04801669886300752
1100_exit_crossed,D4_D9_D3,13:00,3.0,True,865,0.3818450832690143,0.0026716481485589204,0.02465527333487277,0.04832361811790098
1100_exit_crossed,D4_D9_D3,13:30,2.5,True,865,0.43484698365347985,0.0026903487539012964,0.03039955568038773,0.057694037193466
1100_exit_crossed,D4_D9_D3,14:00,2.0,True,865,0.4876133797227575,0.003117646230449547,0.0381815554147496,0.0698300708773899
1100_exit_crossed,D4_D9_D3,14:30,1.5,True,865,0.551079133721572,0.0035007209051856596,0.04918910177407616,0.08816007331534303
1100_exit_crossed,D4_D9_D3,15:00,1.0,True,865,0.6150295695418019,0.004793228071221251,0.05957256483291751,0.1179261312802693
1100_exit_crossed,D4_D9_D3,15:30,0.5,False,865,0.7106682704447264,0.0032387720578170953,0.0841013991939444,0.2127919544655028
1100_exit_crossed,D4_D9_D1_D3,11:00,5.0,True,865,0.042961780805384965,-0.0011906822963828952,0.0036436575776533303,0.023658354019827466
1100_exit_crossed,D4_D9_D1_D3,11:30,4.5,True,865,0.2054034863545478,-0.005657068875549636,0.014774063866408239,0.0967376229164223
1100_exit_crossed,D4_D9_D1_D3,12:00,4.0,True,865,0.28375934071223075,-0.009002878583757253,0.017775564836883098,0.10032301956478884
1100_exit_crossed,D4_D9_D1_D3,12:30,3.5,True,865,0.336414288048152,-0.01126949141587605,0.021287180477633668,0.11202796309454754
1100_exit_crossed,D4_D9_D1_D3,13:00,3.0,True,865,0.3818450832690143,-0.01365602217912425,0.02279668055623708,0.10455108506703681
1100_exit_crossed,D4_D9_D1_D3,13:30,2.5,True,865,0.43484698365347985,-0.015897707231787093,0.027555851622499062,0.1500710312358483
1100_exit_crossed,D4_D9_D1_D3,14:00,2.0,True,865,0.4876133797227575,-0.015966245947461998,0.034360675277383144,0.13529245168029402
1100_exit_crossed,D4_D9_D1_D3,14:30,1.5,True,865,0.551079133721572,-0.01494003481706629,0.041581941329946095,0.1660618707841044
1100_exit_crossed,D4_D9_D1_D3,15:00,1.0,True,865,0.6150295695418019,-0.012259037679427192,0.05007991790643648,0.17714253929348478
1100_exit_crossed,D4_D9_D1_D3,15:30,0.5,False,865,0.7106682704447264,-0.0066454511247290154,0.0785322347630142,0.24938877004941684
1100_exit_crossed,D4_D9_D2_D3,11:00,5.0,True,865,0.042961780805384965,0.05701977632563069,0.05901926900387135,0.18151799271879884
1100_exit_crossed,D4_D9_D2_D3,11:30,4.5,True,865,0.2054034863545478,0.047255169104589684,0.05302042619053244,0.28201491450653515
1100_exit_crossed,D4_D9_D2_D3,12:00,4.0,True,865,0.28375934071223075,0.03947917896142588,0.04727438069658322,0.15079575546669555
1100_exit_crossed,D4_D9_D2_D3,12:30,3.5,True,865,0.336414288048152,0.03235663616286698,0.04402408655554012,0.173271716118495
1100_exit_crossed,D4_D9_D2_D3,13:00,3.0,True,865,0.3818450832690143,0.02639929507298417,0.04035769092577869,0.1440804421776578
1100_exit_crossed,D4_D9_D2_D3,13:30,2.5,True,865,0.43484698365347985,0.019160883238400393,0.03980001972535125,0.15897669095909384
1100_exit_crossed,D4_D9_D2_D3,14:00,2.0,True,865,0.4876133797227575,0.014516347914626923,0.04337502118745271,0.1828124352119332
1100_exit_crossed,D4_D9_D2_D3,14:30,1.5,True,865,0.551079133721572,0.009341494645167953,0.04813884219348744,0.1413443480000398
1100_exit_crossed,D4_D9_D2_D3,15:00,1.0,True,865,0.6150295695418019,0.005490015883733101,0.05410942505019803,0.17088039592065185
1100_exit_crossed,D4_D9_D2_D3,15:30,0.5,False,865,0.7106682704447264,0.002058266551871844,0.0801565272985507,0.23717230683704693
1100_exit_crossed,D5_lastbar_1.25,11:00,5.0,True,865,0.042961780805384965,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,11:30,4.5,True,865,0.2054034863545478,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,12:00,4.0,True,865,0.28375934071223075,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,12:30,3.5,True,865,0.336414288048152,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,13:00,3.0,True,865,0.3818450832690143,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,13:30,2.5,True,865,0.43484698365347985,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,14:00,2.0,True,865,0.4876133797227575,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,14:30,1.5,True,865,0.551079133721572,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_1.25,15:00,1.0,True,865,0.6150295695418019,0.024535860504465712,0.15375739238545047,0.24999999865155287
1100_exit_crossed,D5_lastbar_1.25,15:30,0.5,False,865,0.7106682704447264,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,11:00,5.0,True,865,0.042961780805384965,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,11:30,4.5,True,865,0.2054034863545478,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,12:00,4.0,True,865,0.28375934071223075,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,12:30,3.5,True,865,0.336414288048152,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,13:00,3.0,True,865,0.3818450832690143,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,13:30,2.5,True,865,0.43484698365347985,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,14:00,2.0,True,865,0.4876133797227575,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,14:30,1.5,True,865,0.551079133721572,0.0,0.0,0.0
1100_exit_crossed,D5_lastbar_0.75,15:00,1.0,True,865,0.6150295695418019,-0.024535860504465712,0.15375739238545047,0.24999999865155287
1100_exit_crossed,D5_lastbar_0.75,15:30,0.5,False,865,0.7106682704447264,0.0,0.0,0.0
1330_hold,D9_implied_bc,13:30,2.5,True,1279,0.056876818333373075,-6.247711980618042e-05,0.0016437910290237202,0.010302803476015976
1330_hold,D9_implied_bc,14:00,2.0,True,1279,0.23152798941384606,0.00047515300463533386,0.006665704460252599,0.02900164385944448
1330_hold,D9_implied_bc,14:30,1.5,True,1279,0.3625237011401631,0.0008488548215217175,0.013815715211994187,0.036344015573072874
1330_hold,D9_implied_bc,15:00,1.0,True,1279,0.46213345889076834,0.0013255944823041081,0.009075351200817613,0.027573754659682148
1330_hold,D9_implied_bc,15:30,0.5,True,1279,0.576819867782125,-0.00074394250470376,0.006112356702873317,0.04386985140068944
1330_hold,D0_book,13:30,2.5,True,1279,0.056876818333373075,0.0,0.0,0.0
1330_hold,D0_book,14:00,2.0,True,1279,0.23152798941384606,0.0,0.0,0.0
1330_hold,D0_book,14:30,1.5,True,1279,0.3625237011401631,0.0,0.0,0.0
1330_hold,D0_book,15:00,1.0,True,1279,0.46213345889076834,0.0,0.0,0.0
1330_hold,D0_book,15:30,0.5,True,1279,0.576819867782125,0.0,0.0,0.0
1330_hold,D1_leg_vol,13:30,2.5,True,1279,0.056876818333373075,-0.0007579088941390498,0.0023664313068011947,0.058989016768585256
1330_hold,D1_leg_vol,14:00,2.0,True,1279,0.23152798941384606,-0.007570466643450575,0.0089491507838837,0.08556153112191056
1330_hold,D1_leg_vol,14:30,1.5,True,1279,0.3625237011401631,-0.01382284294592537,0.01590961117268704,0.16783994744301545
1330_hold,D1_leg_vol,15:00,1.0,True,1279,0.46213345889076834,-0.017987923688740547,0.022371407400186793,0.1459021008169017
1330_hold,D1_leg_vol,15:30,0.5,True,1279,0.576819867782125,-0.01939727835543425,0.027468026298092262,0.17108604124233007
1330_hold,D1v_vendor_delta,13:30,2.5,True,1279,0.056876818333373075,-0.0007578027980396156,0.0023667225160888265,0.05897738647931161
1330_hold,D1v_vendor_delta,14:00,2.0,True,1279,0.23152798941384606,-0.0075748643404194484,0.008953683661422756,0.08556309588652611
1330_hold,D1v_vendor_delta,14:30,1.5,True,1279,0.3625237011401631,-0.013831136737594509,0.01591758629154796,0.16782855100525218
1330_hold,D1v_vendor_delta,15:00,1.0,True,1279,0.46213345889076834,-0.017980614529351277,0.022357853202174132,0.145902116999177
1330_hold,D1v_vendor_delta,15:30,0.5,True,1279,0.576819867782125,-0.01923467129514293,0.02734567406113983,0.17108135609941355
1330_hold,D2_skew_sticky_delta,13:30,2.5,True,1279,0.056876818333373075,0.04961760726370845,0.0515700407848384,0.21199445031883588
1330_hold,D2_skew_sticky_delta,14:00,2.0,True,1279,0.23152798941384606,0.03473537499025434,0.03899625349942215,0.17394091301327186
1330_hold,D2_skew_sticky_delta,14:30,1.5,True,1279,0.3625237011401631,0.02044106227947703,0.03249043749569952,0.1678543356455155
1330_hold,D2_skew_sticky_delta,15:00,1.0,True,1279,0.46213345889076834,0.008611626763715198,0.02981337413493594,0.14965115312811705
1330_hold,D2_skew_sticky_delta,15:30,0.5,True,1279,0.576819867782125,-0.0027036836443824013,0.031029748127967598,0.1762750272606476
1330_hold,D3_charm_half,13:30,2.5,True,1279,0.056876818333373075,-0.00013513637491951877,0.0029419134030240902,0.011852798856571534
1330_hold,D3_charm_half,14:00,2.0,True,1279,0.23152798941384606,0.0007823430881692394,0.013838674384426427,0.032313192250139955
1330_hold,D3_charm_half,14:30,1.5,True,1279,0.3625237011401631,0.0014926026720959702,0.02583036943394333,0.04429992247918779
1330_hold,D3_charm_half,15:00,1.0,True,1279,0.46213345889076834,0.00602867430568553,0.042698789663360055,0.07065914179332256
1330_hold,D3_charm_half,15:30,0.5,True,1279,0.576819867782125,0.01009856976855737,0.08629694472815834,0.168147997402043
1330_hold,D3_charm_full,13:30,2.5,True,1279,0.056876818333373075,-0.00028022629453217427,0.0063935182092232454,0.02538069033261703
1330_hold,D3_charm_full,14:00,2.0,True,1279,0.23152798941384606,0.0017165504204236933,0.030510860578851336,0.06974163983813075
1330_hold,D3_charm_full,14:30,1.5,True,1279,0.3625237011401631,0.0032892108492634203,0.05823240549451422,0.09831456018223861
1330_hold,D3_charm_full,15:00,1.0,True,1279,0.46213345889076834,0.01392262770564295,0.10123551396462828,0.16724828665297187
1330_hold,D3_charm_full,15:30,0.5,True,1279,0.576819867782125,-0.08101503009871105,0.576819867782125,1.0
1330_hold,D4_D9_D1,13:30,2.5,True,1279,0.056876818333373075,-0.0008292868337173902,0.0030294758795053785,0.05908251521723068
1330_hold,D4_D9_D1,14:00,2.0,True,1279,0.23152798941384606,-0.007190180690420697,0.010387520520974775,0.07995712962661061
1330_hold,D4_D9_D1,14:30,1.5,True,1279,0.3625237011401631,-0.013021979873492129,0.017434566559947136,0.19112266350311236
1330_hold,D4_D9_D1,15:00,1.0,True,1279,0.46213345889076834,-0.01649052491492646,0.020906603651535037,0.13574684179247187
1330_hold,D4_D9_D1,15:30,0.5,True,1279,0.576819867782125,-0.020412073279140845,0.031247117680982144,0.18481346061809945
1330_hold,D4_D9_D3,13:30,2.5,True,1279,0.056876818333373075,-0.00019533352527962476,0.004611262025559204,0.01942842409602963
1330_hold,D4_D9_D3,14:00,2.0,True,1279,0.23152798941384606,0.0012704202889581625,0.02048535909574846,0.060548918169918586
1330_hold,D4_D9_D3,14:30,1.5,True,1279,0.3625237011401631,0.0023308647366732894,0.03996351639189405,0.07913336667528581
1330_hold,D4_D9_D3,15:00,1.0,True,1279,0.46213345889076834,0.0072994379002850295,0.051351878748767815,0.0953551819387568
1330_hold,D4_D9_D3,15:30,0.5,True,1279,0.576819867782125,0.009607957072394124,0.08143979890254542,0.168147997402043
1330_hold,D4_D9_D1_D3,13:30,2.5,True,1279,0.056876818333373075,-0.0009986463889734816,0.0052493631582394,0.05951145464314539
1330_hold,D4_D9_D1_D3,14:00,2.0,True,1279,0.23152798941384606,-0.006629843725569616,0.019614894192787693,0.10453080930826397
1330_hold,D4_D9_D1_D3,14:30,1.5,True,1279,0.3625237011401631,-0.01153306957573283,0.035566682200310576,0.23518418928997342
1330_hold,D4_D9_D1_D3,15:00,1.0,True,1279,0.46213345889076834,-0.009530792033112455,0.04333447003100589,0.15366504211888632
1330_hold,D4_D9_D1_D3,15:30,0.5,True,1279,0.576819867782125,-0.004061517477492146,0.07287185447183887,0.22542610236783822
1330_hold,D4_D9_D2_D3,13:30,2.5,True,1279,0.056876818333373075,0.04924590046786089,0.05162246533194496,0.21085154067122291
1330_hold,D4_D9_D2_D3,14:00,2.0,True,1279,0.23152798941384606,0.0350079410028369,0.04394997329433639,0.1793933767234584
1330_hold,D4_D9_D2_D3,14:30,1.5,True,1279,0.3625237011401631,0.021164307239675224,0.04634396640352507,0.1731636157076652
1330_hold,D4_D9_D2_D3,15:00,1.0,True,1279,0.46213345889076834,0.014943472017211187,0.049272937284531075,0.1707057228005831
1330_hold,D4_D9_D2_D3,15:30,0.5,True,1279,0.576819867782125,0.00909979616021695,0.07465970597102958,0.23323272679314988
1330_hold,D5_lastbar_1.25,13:30,2.5,True,1279,0.056876818333373075,0.0,0.0,0.0
1330_hold,D5_lastbar_1.25,14:00,2.0,True,1279,0.23152798941384606,0.0,0.0,0.0
1330_hold,D5_lastbar_1.25,14:30,1.5,True,1279,0.3625237011401631,0.0,0.0,0.0
1330_hold,D5_lastbar_1.25,15:00,1.0,True,1279,0.46213345889076834,0.0,0.0,0.0
1330_hold,D5_lastbar_1.25,15:30,0.5,True,1279,0.576819867782125,0.020253757524677764,0.14420496694553125,0.25
1330_hold,D5_lastbar_0.75,13:30,2.5,True,1279,0.056876818333373075,0.0,0.0,0.0
1330_hold,D5_lastbar_0.75,14:00,2.0,True,1279,0.23152798941384606,0.0,0.0,0.0
1330_hold,D5_lastbar_0.75,14:30,1.5,True,1279,0.3625237011401631,0.0,0.0,0.0
1330_hold,D5_lastbar_0.75,15:00,1.0,True,1279,0.46213345889076834,0.0,0.0,0.0
1330_hold,D5_lastbar_0.75,15:30,0.5,True,1279,0.576819867782125,-0.020253757524677764,0.14420496694553125,0.25
1100_hold,D9_implied_bc,11:00,5.0,True,1278,0.040019676478917576,-0.0002211233075424211,0.0019887566406320673,0.013370608183303379
1100_hold,D9_implied_bc,11:30,4.5,True,1278,0.20746338808662085,0.0006662809269134236,0.009583221103916933,0.049549890895462134
1100_hold,D9_implied_bc,12:00,4.0,True,1278,0.2852443808639281,0.0011685723419630663,0.010580014825775327,0.0397241270405333
1100_hold,D9_implied_bc,12:30,3.5,True,1278,0.3426708398241069,0.0011231203703988683,0.011266501045487489,0.03871911964737462
1100_hold,D9_implied_bc,13:00,3.0,True,1278,0.3953944536305858,0.0009647105755890139,0.008752105333482123,0.025091005949580802
1100_hold,D9_implied_bc,13:30,2.5,True,1278,0.44912662893768396,0.0008511263375838726,0.008722375179597808,0.028875346826377823
1100_hold,D9_implied_bc,14:00,2.0,True,1278,0.5064449240223645,0.0009092125085983088,0.009807741968279205,0.029943372648313593
1100_hold,D9_implied_bc,14:30,1.5,True,1278,0.5744521107577829,0.0009682578370692754,0.014390179059282276,0.03689532272788809
1100_hold,D9_implied_bc,15:00,1.0,True,1278,0.6401131010369608,0.00046218387660482504,0.008140141857657388,0.027468222921008922
1100_hold,D9_implied_bc,15:30,0.5,True,1278,0.7209900263872618,-0.00045471942182534605,0.005241038308300366,0.040031039674412905
1100_hold,D0_book,11:00,5.0,True,1278,0.040019676478917576,0.0,0.0,0.0
1100_hold,D0_book,11:30,4.5,True,1278,0.20746338808662085,0.0,0.0,0.0
1100_hold,D0_book,12:00,4.0,True,1278,0.2852443808639281,0.0,0.0,0.0
1100_hold,D0_book,12:30,3.5,True,1278,0.3426708398241069,0.0,0.0,0.0
1100_hold,D0_book,13:00,3.0,True,1278,0.3953944536305858,0.0,0.0,0.0
1100_hold,D0_book,13:30,2.5,True,1278,0.44912662893768396,0.0,0.0,0.0
1100_hold,D0_book,14:00,2.0,True,1278,0.5064449240223645,0.0,0.0,0.0
1100_hold,D0_book,14:30,1.5,True,1278,0.5744521107577829,0.0,0.0,0.0
1100_hold,D0_book,15:00,1.0,True,1278,0.6401131010369608,0.0,0.0,0.0
1100_hold,D0_book,15:30,0.5,True,1278,0.7209900263872618,0.0,0.0,0.0
1100_hold,D1_leg_vol,11:00,5.0,True,1278,0.040019676478917576,-0.0007098629758775766,0.0015009586195936448,0.013196512843704655
1100_hold,D1_leg_vol,11:30,4.5,True,1278,0.20746338808662085,-0.0074445298648860726,0.007890118922360124,0.10988492866843447
1100_hold,D1_leg_vol,12:00,4.0,True,1278,0.2852443808639281,-0.012266293611780854,0.012791276904694384,0.12037812937420189
1100_hold,D1_leg_vol,12:30,3.5,True,1278,0.3426708398241069,-0.015618094141595696,0.016551056300086207,0.13890018291127937
