book,variant,causal,note,sample,unit,n,mean,sd,Sharpe_ann,t,hac_t,hac_lag,MaxDD,worst,worst_date,mean_cost_reported,mean_charged,Sharpe_ann_charged,mean_turnover,mean_abs_diff_vs_D0,sd_diff_vs_D0,mean_abs_diff_vs_D9,sd_diff_vs_D9,mean_choppy,Sharpe_choppy,n_choppy,mean_trend,Sharpe_trend,n_trend,n_cells,n_fallback_leg_vol_c,n_fallback_leg_vol_p,n_fallback_vendor_delta_c,n_fallback_vendor_delta_p,n_fallback_slope,n_fallback_v9
1100_exit_crossed,D5_lastbar_1.25,False,"ALPHA, not a hedge: D0 with the last held interval's delta scaled by 1.25",daily_era,index points per contract,489,1.1319025639927316,6.6805822104186605,2.6896452420066543,3.7467020721076323,4.040185294817849,11,-78.98170454181133,-41.203309457892445,2022-10-13,0.5184885056677004,0.6134140583250309,1.4445364898965536,2.4183448776819354,0.9558424335980956,1.4483387857941106,0.8373150520641075,1.2351861194511298,1.9331740625078242,4.439005693971168,156,0.3559482624057654,0.8464662578417684,168,8650,56,109,70,119,12,0
1100_exit_crossed,D5_lastbar_0.75,False,"ALPHA, not a hedge: D0 with the last held interval's delta scaled by 0.75",daily_era,index points per contract,489,0.7836992395951741,6.889503100306951,1.805767348196889,2.5154515396929993,2.935825327617182,11,-76.4802957066791,-37.76336807019676,2022-10-13,0.42335506515393817,0.3603441744412357,0.8237884291314855,1.9743289205518717,0.9558424335980955,1.4483387857941106,1.241547175050819,1.7981104369332257,3.0787666191196332,7.751112527842349,156,-1.6524521354183936,-3.83535533614359,168,8650,56,109,70,119,12,0
1100_exit_crossed,D9_implied_bc,True,V9: D0 variance x the expanding lagged per-clock realized-over-implied mean (63-session warm-up),daily_era,premium units,489,0.05603296890812871,0.33082941989311676,2.688684113996008,3.74536321140853,4.3917456081828075,11,-2.4975737539758205,-2.1030211387057527,2024-04-04,0.028545870617605183,0.02748709829052352,1.3047330612789285,2.2056938705956814,0.021266762081307976,0.026128458862380317,0.0,0.0,0.11567269453085753,5.691795941371194,156,-0.018845457449217666,-0.8099232582086607,168,8650,56,109,70,119,12,0
1100_exit_crossed,D0_book,True,the book: the stamp's package total volatility,daily_era,premium units,489,0.053293323690799435,0.3366338217395808,2.5131321677178393,3.5008176369177377,4.173972917015781,11,-2.4206059081086444,-2.2028675866604814,2024-04-04,0.02751042629616354,0.025782897394635892,1.2022400283088015,2.1241286608815755,0.0,0.0,0.021266762081307976,0.026128458862380317,0.13873904022480907,6.95678608926551,156,-0.047896974931276495,-2.005862956596099,168,8650,56,109,70,119,12,0
1100_exit_crossed,D1_leg_vol,True,each leg bisected out of its own midpoint; delta = call delta + put delta at their own volatilities,daily_era,premium units,489,0.04862175702090423,0.334268651912402,2.309060272000011,3.2165434945128166,3.9413493026306288,11,-2.508368833064179,-2.1264975929649608,2024-04-04,0.026793806518125154,0.0218279505027791,1.0253997417523772,2.068713453482941,0.022402458644447974,0.03588998103525245,0.03557175214776745,0.049809640721368134,0.14705841115504328,7.576615743759842,156,-0.07408108795367847,-3.1642922069004817,168,8650,56,109,70,119,12,0
1100_exit_crossed,D1v_vendor_delta,True,"the chain's own per-leg delta column, summed",daily_era,premium units,489,0.04860258331540193,0.33427681258841235,2.3080933588926094,3.2151965751174743,3.9401231184774197,11,-2.5083522169065287,-2.126524433943891,2024-04-04,0.026791265624033698,0.02181131769136823,1.0245927695021873,2.0686071284880168,0.022421658000495042,0.03589917778945803,0.03559125256518812,0.04982806697366929,0.14705855030002057,7.576644880853049,156,-0.0741361695346275,-3.1666212304952945,168,8650,56,109,70,119,12,0
1100_exit_crossed,D2_skew_sticky_delta,True,"D1 - b (phi(d1c) + phi(d1p)), b the local smile slope d(total vol)/d ln(K/S)",daily_era,premium units,489,0.05091166248501445,0.35082514664724285,2.303704835109434,3.2090833186570604,3.8096696887773724,11,-2.8365994811223563,-2.480110525333977,2024-04-04,0.02717285779011229,0.023738804694902166,1.0624723900143196,2.1040895733110014,0.03436788631669925,0.046606049964851126,0.041272125685600625,0.05620451815548711,0.13890554058346302,6.947553802534357,156,-0.05375889234376043,-2.1076635616670534,168,8650,56,109,70,119,12,0
1100_exit_crossed,D3_charm_half,True,D0's hourly volatility at a horizon 15 minutes shorter,daily_era,premium units,489,0.0561131633254584,0.3314552893876437,2.687447994157988,3.743641284410073,4.391600540544776,11,-2.491344902749229,-2.0801053906119242,2024-04-04,0.028632187533318303,0.0274809757921401,1.302429498848891,2.2115949019892076,0.022499088740988826,0.0283004691419362,0.005873346437236658,0.00794102840922281,0.1136338592363576,5.559544740740319,156,-0.01870166473938621,-0.8034334845133159,168,8650,56,109,70,119,12,0
1100_exit_crossed,D3_charm_full,True,D0's hourly volatility at a horizon 30 minutes shorter (control),daily_era,premium units,489,0.05891983639592854,0.32897259393293443,2.843165125615641,3.9605567682750644,4.560437414420918,11,-2.6080445833147157,-1.9476916012878807,2024-04-04,0.029977856052549417,0.02894198034337912,1.3837427237892095,2.3164920723318283,0.04942843442026636,0.06264768155113604,0.028928317699734647,0.03875323040363173,0.0826322756930898,3.9329234905148085,156,0.013615661505176317,0.5998007014093094,168,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D1,True,"per-leg volatilities, each variance times V9's per-clock factor",daily_era,premium units,489,0.05200390811719722,0.32686146618200507,2.5256462871939203,3.5182499274813277,4.229504394853206,11,-2.5338823640869146,-2.0212153162749567,2024-04-04,0.027936686377187086,0.024067221740010133,1.1565069960405483,2.1583319535056367,0.02414452760774747,0.03661958876384667,0.02092853898263317,0.0331165068358114,0.12341157699738033,6.2192949556097625,156,-0.041830784432479534,-1.8423713850274877,168,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D3,True,V9's volatility at a horizon 15 minutes shorter,daily_era,premium units,489,0.058567215400063884,0.32768413583261424,2.837261923646023,3.9523335503182104,4.563189729634822,11,-2.5995433746942562,-1.986956285890054,2024-04-04,0.029616550634710383,0.028950664765353497,1.3885253239629418,2.2890356223445005,0.04288468251372176,0.053120060750847506,0.021842710736702794,0.027525224210916726,0.09093117333000694,4.379544945973075,156,0.008643494180079345,0.38027627832362465,168,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D1_D3,True,per-leg V9 volatilities at a horizon 15 minutes shorter,daily_era,premium units,489,0.05526095696223884,0.32252236714632954,2.71993692643077,3.78889868414662,4.466306215126106,11,-2.5840093769549366,-1.8997961286899905,2024-04-04,0.029145938033685485,0.026115018928553353,1.2727687388763675,2.2520152788839174,0.038221195431602545,0.05587441552813223,0.024281083018677777,0.03759765396243489,0.09790773376833861,4.815039834026085,156,-0.010696471634230473,-0.4835636933795691,168,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D2_D3,True,D4_D9_D1_D3 plus the sticky-delta skew term at those volatilities,daily_era,premium units,489,0.05726031353911872,0.33924286487577393,2.6794352713694156,3.7324794833642336,4.273495962014468,11,-2.9490064147845323,-2.22837502117327,2024-04-04,0.029495248177263577,0.02776506536185515,1.2861804212196144,2.284459390351589,0.05349939659993193,0.06666145170714664,0.03966781677015659,0.050039867747934605,0.0894234573157724,4.275367401514584,156,0.00889290926215928,0.370439584094196,168,8650,56,109,70,119,12,0
1100_exit_crossed,D5_lastbar_1.25,False,"ALPHA, not a hedge: D0 with the last held interval's delta scaled by 1.25",daily_era,premium units,489,0.06484914942684768,0.331162335954923,3.1085912283369104,4.330297919831279,4.895384207469435,11,-2.5440821717087063,-1.6701297475815948,2024-04-04,0.03127419746715374,0.03357495195969394,1.5895293390017766,2.4183448776819354,0.050259816221815024,0.07640639820690809,0.04477743704336104,0.06567726854135761,0.11095110578151719,5.220117720016629,156,0.007696473248668002,0.33458922910179634,168,8650,56,109,70,119,12,0
1100_exit_crossed,D5_lastbar_0.75,False,"ALPHA, not a hedge: D0 with the last held interval's delta scaled by 0.75",daily_era,premium units,489,0.041737497954751186,0.3586809759337336,1.8472187934730062,2.5731938075141696,3.17014855931181,11,-2.7907570649095312,-2.7356054257393665,2024-04-04,0.02557320019732985,0.016164297757421328,0.7076295975992134,1.9743289205518717,0.050259816221815024,0.07640639820690807,0.06510865043022576,0.0934225052966244,0.1665269746681009,8.759370016179993,156,-0.10349042311122099,-3.976049589781424,168,8650,56,109,70,119,12,0
1100_exit_crossed,D9_implied_bc,True,V9: D0 variance x the expanding lagged per-clock realized-over-implied mean (63-session warm-up),whole,index points per contract,865,0.7287962975297744,6.196806526383143,1.8669749505449063,3.4589658503945206,3.4144882981211264,14,-169.5303086892344,-38.68121276539988,2022-10-13,0.43791809170175955,0.2908782058280149,0.739275917343966,2.129511753710979,0.3439425396927175,0.48791674651554834,0.0,0.0,1.6031966680282244,4.060987006110538,289,-0.10735919951382956,-0.2860755653445653,288,8650,56,109,70,119,12,0
1100_exit_crossed,D0_book,True,the book: the stamp's package total volatility,whole,index points per contract,865,0.7074521938259325,6.207116025761298,1.8092871744902634,3.352087047708937,3.3594723968631155,14,-166.5575609460592,-39.4833387640446,2022-10-13,0.4225199318105696,0.284932262015363,0.722772934220148,2.0558794360384165,0.0,0.0,0.3439425396927175,0.48791674651554834,1.979822515557894,5.109859774352067,289,-0.5648344761727506,-1.480402957360252,288,8650,56,109,70,119,12,0
