sample,book,family,param,rule,adoptable,n_days,n_exited,frac_exited,mean_hold_fraction,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_last30_exited_without_rule,mean_last30_exited_with_rule,mean_last30_held,mean_saved_vs_hold,hit_rate_exit
daily_era,primary_quoted_ask,sizing_combined,,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",False,489,219,0.44785276073619634,0.9648087463463372,0.08414012359957393,0.40054341264263893,3.3346773702952905,4.645238122100596,-3.1194390084344548,-2.3155274867929365,2023-11-30,0.013093961310726585,0.011993582113527848,0.04613885434269677,-0.0004928078613221335,0.2374429223744292
daily_era,secondary_model_mark,reference,,always hold (cash settlement),False,489,0,0.0,1.0,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,-3.1176751311555844,-2.315527486792937,2023-11-30,,,0.006847907500151221,0.0,
daily_era,secondary_model_mark,reference,,always exit at 15:30 (the exit book),False,489,489,1.0,0.0,0.07778502396074483,0.33216782977711307,3.71739483495601,5.178367285560939,-2.279736751812525,-2.095958466794432,2024-04-04,0.006847907500151221,0.0,,-0.006847907500151221,0.3558282208588957
daily_era,secondary_model_mark,sign_model,0.0,exit if s>0 (block-diagonal ridge),True,489,219,0.44785276073619634,0.5521472392638037,0.08890581972813864,0.3716979515391842,3.796997343670288,5.289254357092439,-3.2077573689290233,-2.315527486792937,2023-11-30,-0.009540832706308807,0.0,0.020140996778724357,0.004272888267242595,0.3835616438356164
daily_era,secondary_model_mark,sign_model,0.0,exit if s>0 (baseline (HAR + calendar OLS)),True,489,177,0.3619631901840491,0.6380368098159509,0.08613497265972091,0.3902117844835912,3.5041235437504175,4.881278295458694,-3.2076243610497244,-2.315527486792937,2023-11-30,-0.004149707040821225,0.0,0.013086938826279822,0.0015020411988248574,0.4067796610169492
daily_era,secondary_model_mark,sign_model,0.0,exit if s>0 (XGBoost),True,489,184,0.37627811860940696,0.623721881390593,0.09282134532595283,0.3769754395404846,3.908724606413702,5.444891524512835,-3.202368171399357,-2.315527486792937,2023-11-30,-0.02176159989137373,0.0,0.02410741359864496,0.00818841386505678,0.42391304347826086
daily_era,secondary_model_mark,sign_model,0.0,exit if s>0 (LightGBM),True,489,192,0.39263803680981596,0.6073619631901841,0.09251076526256254,0.3767379935328867,3.898101322658037,5.430093186561678,-3.202368171399357,-2.315527486792937,2023-11-30,-0.020063857963619317,0.0,0.024245412446427125,0.00787783380166648,0.4166666666666667
daily_era,secondary_model_mark,margin_combined,-0.5,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),True,489,489,1.0,0.0,0.07778502396074483,0.33216782977711307,3.71739483495601,5.178367285560939,-2.279736751812525,-2.095958466794432,2024-04-04,0.006847907500151221,0.0,,-0.006847907500151221,0.3558282208588957
daily_era,secondary_model_mark,margin_combined,-0.25,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),True,489,489,1.0,0.0,0.07778502396074483,0.33216782977711307,3.71739483495601,5.178367285560939,-2.279736751812525,-2.095958466794432,2024-04-04,0.006847907500151221,0.0,,-0.006847907500151221,0.3558282208588957
daily_era,secondary_model_mark,margin_combined,0.0,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",True,489,219,0.44785276073619634,0.5521472392638037,0.08890581972813864,0.3716979515391842,3.796997343670288,5.289254357092439,-3.2077573689290233,-2.315527486792937,2023-11-30,-0.009540832706308807,0.0,0.020140996778724357,0.004272888267242595,0.3835616438356164
daily_era,secondary_model_mark,margin_combined,0.25,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),True,489,2,0.00408997955010225,0.9959100204498977,0.08486351598007924,0.404420196526056,3.331106021823709,4.640263198824577,-3.1176751311555844,-2.315527486792937,2023-11-30,-0.056377914940284754,0.0,0.007107561801754654,0.00023058451918316872,0.5
daily_era,secondary_model_mark,margin_combined,0.5,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),True,489,0,0.0,1.0,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,-3.1176751311555844,-2.315527486792937,2023-11-30,,,0.006847907500151221,0.0,
daily_era,secondary_model_mark,sizing_combined,,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",False,489,219,0.44785276073619634,0.9648087463463372,0.08492934331341088,0.40053575972985805,3.3660203758714897,4.688899234764961,-3.1179829741694416,-2.315527486792937,2023-11-30,-0.009540832706308807,-0.008878981583570245,0.020140996778724357,0.0002964118525148177,0.3835616438356164
