block,sample,family,param,rule,adoptable,n_days,n_exited,frac_exited,mean_hold_fraction,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_last30_exited_without_rule,mean_last30_exited_with_rule,mean_last30_held,mean_saved_vs_hold,hit_rate_exit,Sharpe_hold,Sharpe_exit,beats_hold,beats_exit,beats_both,modal_pick,modal_pick_share,hold_share,n_candidates
fixed_rule_oos,whole,sign_model,0.0,exit if s>0 (XGBoost),True,797,243,0.30489335006273527,0.6951066499372648,0.08390096983800696,0.3794058986790773,3.5104530802710836,6.242981716810827,-4.324865254135734,-2.3155274867929365,2023-11-30,0.0035853628390305663,0.0,0.05394647435941707,-0.001093153287182468,0.2757201646090535,3.4099816893275476,2.2508623989667926,True,True,True,exit if s>0 (XGBoost),1.0,,1
fixed_rule_oos,whole,sign_model,0.0,exit if s>0 (LightGBM),True,797,253,0.3174404015056462,0.6825595984943539,0.08441511384259393,0.37961616700178563,3.5300087436211696,6.277759463717864,-3.833145045714918,-2.3155274867929365,2023-11-30,0.0018239936688878423,0.0,0.0556913962624501,-0.0005790092825955117,0.2727272727272727,3.4099816893275476,2.2508623989667926,True,True,True,exit if s>0 (LightGBM),1.0,,1
fixed_rule_oos,whole,margin_combined,-0.5,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),True,797,797,1.0,0.0,0.046402416770106016,0.32725924533395195,2.2508623989667926,4.002928534433372,-6.070172381929883,-2.2028675866604797,2024-04-04,0.03859170635508342,0.0,,-0.03859170635508342,0.21957340025094102,3.4099816893275476,2.2508623989667926,False,False,False,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,whole,margin_combined,-0.25,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),True,797,797,1.0,0.0,0.046402416770106016,0.32725924533395195,2.2508623989667926,4.002928534433372,-6.070172381929883,-2.2028675866604797,2024-04-04,0.03859170635508342,0.0,,-0.03859170635508342,0.21957340025094102,3.4099816893275476,2.2508623989667926,False,False,False,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,whole,margin_combined,0.0,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",True,797,304,0.38143036386449186,0.6185696361355082,0.07767752691936766,0.3738958552348762,3.297957158012411,5.865079455415184,-4.68068569194271,-2.3155274867929365,2023-11-30,0.01918199728960506,0.0,0.05056037076868467,-0.007316596205821756,0.2532894736842105,3.4099816893275476,2.2508623989667926,False,True,False,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",1.0,,1
fixed_rule_oos,whole,margin_combined,0.25,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),True,797,2,0.002509410288582183,0.9974905897114178,0.08507194665561349,0.3957510795760377,3.4124361400104886,6.068668614771766,-3.802938419649575,-2.3155274867929365,2023-11-30,-0.03101267687398586,0.0,0.03876681172169743,7.782353042405485e-05,0.5,3.4099816893275476,2.2508623989667926,True,True,True,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,whole,margin_combined,0.5,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),True,797,0,0.0,1.0,0.08499412312518942,0.39567364258005816,3.4099816893275476,6.064303625299457,-3.802938419649575,-2.3155274867929365,2023-11-30,,,0.03859170635508342,0.0,,3.4099816893275476,2.2508623989667926,False,True,False,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,whole,sizing_combined,,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",False,797,304,0.38143036386449186,0.9742440618740468,0.08457787605963524,0.3930645498098053,3.415805774091554,6.074661164302952,-3.7874141519291626,-2.3155274867929365,2023-11-30,0.01918199728960506,0.018090717976293597,0.05056037076868467,-0.00041624706555418395,0.2532894736842105,3.4099816893275476,2.2508623989667926,True,True,True,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",1.0,,1
fixed_rule_oos,daily_era,reference,,always hold (cash settlement),False,489,0,0.0,1.0,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,-3.1176751311555844,-2.3155274867929365,2023-11-30,,,0.031339607770096624,0.0,,3.3233348969887193,2.5131321677178398,False,True,False,always hold (cash settlement),1.0,,1
fixed_rule_oos,daily_era,reference,,always exit at 15:30 (the exit book),False,489,489,1.0,0.0,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.031339607770096624,0.0,,-0.031339607770096624,0.19427402862985685,3.3233348969887193,2.5131321677178398,False,False,False,always exit at 15:30 (the exit book),1.0,,1
fixed_rule_oos,daily_era,sign_model,0.0,exit if s>0 (block-diagonal ridge),True,489,219,0.44785276073619634,0.5521472392638037,0.0787687647389142,0.3733287290073048,3.3493682064019694,4.665702600174598,-3.4856021003780384,-2.3155274867929365,2023-11-30,0.013093961310726585,0.0,0.04613885434269677,-0.005864166721981845,0.2374429223744292,3.3233348969887193,2.5131321677178398,True,True,True,exit if s>0 (block-diagonal ridge),1.0,,1
fixed_rule_oos,daily_era,sign_model,0.0,exit if s>0 (baseline (HAR + calendar OLS)),True,489,177,0.3619631901840491,0.6380368098159509,0.0783117495317609,0.39040039938567755,3.184321752561498,4.4357912791794325,-3.456076277785847,-2.3155274867929365,2023-11-30,0.01746360431269542,0.0,0.039211571269968465,-0.00632118192913515,0.2598870056497175,3.3233348969887193,2.5131321677178398,False,True,False,exit if s>0 (baseline (HAR + calendar OLS)),1.0,,1
fixed_rule_oos,daily_era,sign_model,0.0,exit if s>0 (XGBoost),True,489,184,0.37627811860940696,0.623721881390593,0.08444996143995681,0.378681879134668,3.5401788442007027,4.9315036808730035,-3.440065941537938,-2.3155274867929365,2023-11-30,0.0004862627186917842,0.0,0.04995277330930479,-0.00018297002093923986,0.266304347826087,3.3233348969887193,2.5131321677178398,True,True,True,exit if s>0 (XGBoost),1.0,,1
fixed_rule_oos,daily_era,sign_model,0.0,exit if s>0 (LightGBM),True,489,192,0.39263803680981596,0.6073619631901841,0.08366006189361729,0.37876314753460594,3.506313429057554,4.884328827064047,-3.440065941537938,-2.3155274867929365,2023-11-30,0.002477777179163112,0.0,0.049997760879386975,-0.0009728695672787674,0.2552083333333333,3.3233348969887193,2.5131321677178398,True,True,True,exit if s>0 (LightGBM),1.0,,1
fixed_rule_oos,daily_era,margin_combined,-0.5,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),True,489,489,1.0,0.0,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.031339607770096624,0.0,,-0.031339607770096624,0.19427402862985685,3.3233348969887193,2.5131321677178398,False,False,False,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,daily_era,margin_combined,-0.25,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),True,489,489,1.0,0.0,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.031339607770096624,0.0,,-0.031339607770096624,0.19427402862985685,3.3233348969887193,2.5131321677178398,False,False,False,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,daily_era,margin_combined,0.0,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",True,489,219,0.44785276073619634,0.5521472392638037,0.0787687647389142,0.3733287290073048,3.3493682064019694,4.665702600174598,-3.4856021003780384,-2.3155274867929365,2023-11-30,0.013093961310726585,0.0,0.04613885434269677,-0.005864166721981845,0.2374429223744292,3.3233348969887193,2.5131321677178398,True,True,True,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",1.0,,1
fixed_rule_oos,daily_era,margin_combined,0.25,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),True,489,2,0.00408997955010225,0.9959100204498977,0.0847597726751046,0.4043881705778837,3.327297324650662,4.634957646490977,-3.1176751311555844,-2.3155274867929365,2023-11-30,-0.03101267687398586,0.0,0.03159567464748505,0.0001268412142085311,0.5,3.3233348969887193,2.5131321677178398,True,True,True,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,daily_era,margin_combined,0.5,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),True,489,0,0.0,1.0,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,-3.1176751311555844,-2.3155274867929365,2023-11-30,,,0.031339607770096624,0.0,,3.3233348969887193,2.5131321677178398,False,True,False,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),1.0,,1
fixed_rule_oos,daily_era,sizing_combined,,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",False,489,219,0.44785276073619634,0.9648087463463372,0.08414012359957393,0.40054341264263893,3.3346773702952905,4.645238122100596,-3.1194390084344548,-2.3155274867929365,2023-11-30,0.013093961310726585,0.011993582113527848,0.04613885434269677,-0.0004928078613221335,0.2374429223744292,3.3233348969887193,2.5131321677178398,True,True,True,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",1.0,,1
