book,sample,cadence_min,N_sub,source,n,mean_gross,sd_gross,Sharpe_gross,turnover,notional_pts,cost_prem_0.2bp,mean_net_0.2bp,Sharpe_net_0.2bp,cost_prem_0.5bp,mean_net_0.5bp,Sharpe_net_0.5bp,cost_prem_1bp,mean_net_1bp,Sharpe_net_1bp,MaxDD_gross,worst_day_gross,worst_date_gross,MaxDD_net_headline,worst_day_net_headline
hold_settlement_crossed,whole,1,30.0,built (the bound),865,0.08160653465133015,0.25085581375003907,5.1641760137240045,10.637254884755745,43697.179748380666,0.05708666223140533,0.02451987241992481,1.539455275878122,0.14271665557851332,-0.061110120927183174,-3.679901594520411,0.28543331115702664,-0.20382677650569653,-10.809087301026647,-1.5710465580822088,-1.1868947814447788,2021-01-06,-53.05140719885047,-1.4368847078602467
hold_settlement_crossed,whole,1,30.0,INTERPOLATION formula at N = 30 (diagnostic),865,0.08180796481713228,0.2484000554482072,5.228103426464411,10.637254884755745,43697.179748380666,0.05708666223140533,0.02472130258572694,1.567671408317062,0.14271665557851332,-0.06090869076138106,-3.703103590489075,0.28543331115702664,-0.2036253463398944,-10.88459709631484,-1.5347108189797236,-1.1556304423312034,2021-01-06,-52.91465501169047,-1.4017092899383605
hold_settlement_crossed,daily_era,30,1.0,built (the tape),489,0.08463293146089607,0.40426444456403904,3.3233348969887193,2.415577139858137,10368.236033497402,0.012512832031063658,0.0721200994298324,2.8216841233742955,0.03128208007765915,0.053350851383236905,2.0752834573280015,0.0625641601553183,0.022068771305577765,0.8494884891321217,-3.1176751311555844,-2.3155274867929365,2023-11-30,-4.760471565689549,-2.3856820011065767
hold_settlement_crossed,daily_era,15,2.0,"INTERPOLATION (1/N variance, log-linear turnover)",489,0.07880688736917293,0.27323756930303317,4.578508572809081,3.251987065048291,13960.415725302657,0.016886213349712628,0.061920674019460296,3.5788206840663372,0.04221553337428157,0.036591353994891364,2.095580782878716,0.08443106674856314,-0.00562417937939021,-0.31613232797268515,-1.7531476052032637,-1.5868007749353938,2023-11-30,-3.8388875730180363,-1.6790745807877268
hold_settlement_crossed,daily_era,10,3.0,"INTERPOLATION (1/N variance, log-linear turnover)",489,0.07686487267193189,0.24897988873029456,4.900765407607772,3.8770305378716796,16645.21523629403,0.020159787811380062,0.056705084860551834,3.596808596225672,0.05039946952845015,0.026465403143481746,1.6616992656799627,0.1007989390569003,-0.023934066384968405,-1.468571945426532,-1.5961191919389854,-1.3438918709828793,2023-11-30,-6.730076718294713,-1.4522102905718894
hold_settlement_crossed,daily_era,5,6.0,"INTERPOLATION (1/N variance, log-linear turnover)",489,0.07492285797469084,0.24038400641287141,4.947764687175884,5.2533587653545695,22557.988677850248,0.027380294223067845,0.047542563751622996,3.125212707026092,0.0684507355576696,0.006472122417021237,0.420349509166469,0.1369014711153392,-0.06197861314064838,-3.8961619366750604,-1.4838595426792445,-1.1009829670303652,2023-11-30,-12.36383637126211,-1.2434535252998358
hold_settlement_crossed,daily_era,3,10.0,"INTERPOLATION (1/N variance, log-linear turnover)",489,0.07414605209579442,0.2418078168944218,4.867634563568246,6.589158169606312,28297.615750479763,0.034400522635555805,0.03974552946023863,2.5974058171582577,0.0860013065888895,-0.011855254493095083,-0.7629879565773926,0.172002613177779,-0.09785656108198461,-6.017401118467463,-1.4389556829753438,-1.0038194054493594,2023-11-30,-17.645681552542328,-1.1781769895832845
hold_settlement_crossed,daily_era,2,15.0,"INTERPOLATION (1/N variance, log-linear turnover)",489,0.07375764915634622,0.24356102189661555,4.807281446846897,7.900203706476362,33931.622870359504,0.04129980634901768,0.032457842807328545,2.1051050784841845,0.1032495158725442,-0.029491866716197978,-1.8748831029222879,0.2064990317450884,-0.13274138258874218,-7.930860373197727,-1.4165037531233935,-0.9552376246588565,2023-11-30,-23.03716169466044,-1.159912589371685
hold_settlement_crossed,daily_era,1,30.0,built (the bound),489,0.07298084327744982,0.24907674704695032,4.651317252369178,10.810229266568248,46439.059318276864,0.05663833074355714,0.016342512533892663,1.0341272847972316,0.14159582685889283,-0.06861498358144304,-4.190772333009403,0.28319165371778565,-0.21021081044033593,-11.514514159392107,-1.3839159824324163,-0.9816698019686594,2024-03-06,-37.07476322091104,-1.2508586661282792
hold_settlement_crossed,daily_era,1,30.0,INTERPOLATION formula at N = 30 (diagnostic),489,0.07336924621689801,0.24599059587052996,4.734736594703314,10.810229266568248,46439.059318276864,0.05663833074355714,0.01673091547334087,1.0723470141824656,0.14159582685889283,-0.06822658064199483,-4.220043850787157,0.28319165371778565,-0.20982240750088768,-11.621532873396093,-1.3940518232714467,-0.9524880391024375,2024-03-06,-36.873667039258734,-1.2216769032620574
