window,family,clock,P,S10,S30,S100,S300,S1000,C,CP0,CP10,CP30,CP100,CP300,CP1000
250,CPsel,14:30,0.6093486590038314,,,,,,,0.06712643678160919,0.2163984674329502,0.10574712643678161,0.001379310344827586,0.0,0.0
250,CPsel,15:00,0.3146360153256705,,,,,,,0.06881226053639847,0.36260536398467436,0.24045977011494252,0.013486590038314176,0.0,0.0
250,CPsel,15:30,0.3685823754789272,,,,,,,0.03509578544061303,0.3003831417624521,0.22130268199233716,0.0724904214559387,0.002145593869731801,0.0
1000,Ssel,10:00,0.30559386973180075,0.10727969348659004,0.06268199233716475,0.04873563218390804,0.04045977011494253,0.06636015325670498,0.3688888888888889,,,,,,
1000,Ssel,10:30,0.2697318007662835,0.08229885057471265,0.07417624521072796,0.028505747126436783,0.05425287356321839,0.2203831417624521,0.2706513409961686,,,,,,
1000,Ssel,11:00,0.39049808429118776,0.06973180076628352,0.07233716475095786,0.07111111111111111,0.048122605363984675,0.12628352490421457,0.22191570881226053,,,,,,
1000,Ssel,11:30,0.2913409961685824,0.07417624521072796,0.10666666666666667,0.11555555555555555,0.06038314176245211,0.13547892720306515,0.2163984674329502,,,,,,
1000,Ssel,12:00,0.25915708812260535,0.1293486590038314,0.08122605363984674,0.0421455938697318,0.04796934865900383,0.11632183908045977,0.32383141762452106,,,,,,
1000,Ssel,12:30,0.37992337164750956,0.04367816091954023,0.08950191570881226,0.10789272030651341,0.08444444444444445,0.07555555555555556,0.21900383141762453,,,,,,
1000,Ssel,13:00,0.29701149425287354,0.11908045977011494,0.08812260536398467,0.18651340996168583,0.044291187739463604,0.0646743295019157,0.2003065134099617,,,,,,
1000,Ssel,13:30,0.2714176245210728,0.06329501915708813,0.10865900383141762,0.13226053639846744,0.05731800766283525,0.03310344827586207,0.3339463601532567,,,,,,
1000,Ssel,14:00,0.46881226053639846,0.09042145593869731,0.1049808429118774,0.009195402298850575,0.02421455938697318,0.004904214559386973,0.29747126436781607,,,,,,
1000,Ssel,14:30,0.21164750957854406,0.10590038314176245,0.1564750957854406,0.16689655172413792,0.07877394636015325,0.11540229885057471,0.16490421455938697,,,,,,
1000,Ssel,15:00,0.1452873563218391,0.10697318007662836,0.1724137931034483,0.11310344827586206,0.13655172413793104,0.12704980842911878,0.1986206896551724,,,,,,
1000,Ssel,15:30,0.23095785440613026,0.05915708812260537,0.07157088122605364,0.12735632183908047,0.16919540229885058,0.10344827586206896,0.23831417624521073,,,,,,
1000,CPsel,10:00,0.2960919540229885,,,,,,,0.3054406130268199,0.12352490421455939,0.14911877394636017,0.07325670498084291,0.02314176245210728,0.029425287356321838
1000,CPsel,10:30,0.3714942528735632,,,,,,,0.2274329501915709,0.08766283524904214,0.12030651340996168,0.14636015325670498,0.04674329501915709,0.0
1000,CPsel,11:00,0.47126436781609193,,,,,,,0.17563218390804597,0.0931800766283525,0.1288888888888889,0.12766283524904215,0.003371647509578544,0.0
1000,CPsel,11:30,0.5305747126436782,,,,,,,0.12766283524904215,0.10467432950191571,0.11340996168582375,0.10452107279693487,0.012260536398467433,0.006896551724137931
1000,CPsel,12:00,0.44352490421455937,,,,,,,0.149272030651341,0.07601532567049808,0.1436015325670498,0.10865900383141762,0.07816091954022988,0.0007662835249042146
1000,CPsel,12:30,0.5578544061302682,,,,,,,0.09885057471264368,0.04597701149425287,0.1124904214559387,0.09455938697318007,0.06329501915708813,0.026973180076628352
1000,CPsel,13:00,0.39187739463601534,,,,,,,0.19555555555555557,0.04260536398467433,0.12122605363984675,0.14804597701149425,0.006130268199233717,0.09455938697318007
1000,CPsel,13:30,0.3302681992337165,,,,,,,0.22590038314176245,0.05272030651340996,0.16628352490421455,0.15770114942528735,0.06007662835249042,0.007049808429118774
1000,CPsel,14:00,0.4174712643678161,,,,,,,0.27034482758620687,0.016245210727969348,0.03003831417624521,0.04950191570881226,0.07678160919540229,0.13961685823754788
1000,CPsel,14:30,0.5351724137931034,,,,,,,0.18758620689655173,0.08337164750957854,0.09593869731800767,0.09793103448275862,0.0,0.0
1000,CPsel,15:00,0.17272030651340997,,,,,,,0.23739463601532568,0.10390804597701149,0.255632183908046,0.22160919540229884,0.008735632183908045,0.0
1000,CPsel,15:30,0.24122605363984675,,,,,,,0.38590038314176245,0.0714176245210728,0.1111111111111111,0.13409961685823754,0.033563218390804596,0.022681992337164752
expanding,Ssel,10:00,0.34130268199233715,0.04168582375478927,0.03310344827586207,0.03984674329501916,0.006436781609195402,0.1672030651340996,0.3704214559386973,,,,,,
expanding,Ssel,10:30,0.29149425287356323,0.07984674329501916,0.09869731800766283,0.05839080459770115,0.030804597701149426,0.2271264367816092,0.21363984674329503,,,,,,
expanding,Ssel,11:00,0.2738697318007663,0.04582375478927203,0.056704980842911874,0.18329501915708812,0.052873563218390804,0.10574712643678161,0.2816858237547893,,,,,,
expanding,Ssel,11:30,0.22544061302681992,0.06636015325670498,0.08796934865900383,0.13578544061302683,0.06329501915708813,0.10298850574712644,0.3181609195402299,,,,,,
expanding,Ssel,12:00,0.27770114942528734,0.09118773946360154,0.06896551724137931,0.05563218390804598,0.056091954022988506,0.1293486590038314,0.3210727969348659,,,,,,
expanding,Ssel,12:30,0.41226053639846744,0.036475095785440614,0.06544061302681993,0.08505747126436781,0.1049808429118774,0.08076628352490421,0.2150191570881226,,,,,,
expanding,Ssel,13:00,0.3206130268199234,0.05409961685823755,0.06482758620689655,0.12153256704980843,0.10038314176245211,0.08842911877394637,0.2501149425287356,,,,,,
expanding,Ssel,13:30,0.24199233716475096,0.04168582375478927,0.03111111111111111,0.05547892720306513,0.025134099616858238,0.21042145593869732,0.39417624521072797,,,,,,
expanding,Ssel,14:00,0.25164750957854404,0.05256704980842912,0.0821455938697318,0.030957854406130268,0.09839080459770115,0.08689655172413793,0.39739463601532565,,,,,,
expanding,Ssel,14:30,0.19662835249042146,0.05731800766283525,0.0910344827586207,0.12490421455938697,0.06712643678160919,0.27632183908045976,0.18666666666666668,,,,,,
expanding,Ssel,15:00,0.14038314176245212,0.11310344827586206,0.14620689655172414,0.07417624521072796,0.13578544061302683,0.2603831417624521,0.12996168582375478,,,,,,
expanding,Ssel,15:30,0.24551724137931036,0.0625287356321839,0.0810727969348659,0.04490421455938697,0.03708812260536398,0.16199233716475095,0.36689655172413793,,,,,,
expanding,CPsel,10:00,0.4424521072796935,,,,,,,0.2809195402298851,0.05241379310344828,0.06636015325670498,0.06681992337164751,0.04888888888888889,0.0421455938697318
expanding,CPsel,10:30,0.4003065134099617,,,,,,,0.2947126436781609,0.042452107279693486,0.06099616858237548,0.10375478927203065,0.08398467432950192,0.013793103448275862
expanding,CPsel,11:00,0.36091954022988504,,,,,,,0.38329501915708813,0.01885057471264368,0.09808429118773947,0.08597701149425287,0.050727969348659,0.002145593869731801
expanding,CPsel,11:30,0.37961685823754787,,,,,,,0.28229885057471266,0.06329501915708813,0.12091954022988506,0.08383141762452108,0.05318007662835249,0.01685823754789272
expanding,CPsel,12:00,0.4410727969348659,,,,,,,0.2032183908045977,0.029425287356321838,0.05716475095785441,0.13011494252873562,0.09593869731800767,0.04306513409961686
expanding,CPsel,12:30,0.49440613026819924,,,,,,,0.17272030651340997,0.04183908045977011,0.08352490421455938,0.05318007662835249,0.09869731800766283,0.05563218390804598
expanding,CPsel,13:00,0.3140229885057471,,,,,,,0.2548659003831418,0.05563218390804598,0.08260536398467433,0.10804597701149425,0.10528735632183908,0.07954022988505748
expanding,CPsel,13:30,0.3831417624521073,,,,,,,0.34436781609195405,0.03218390804597701,0.08352490421455938,0.07877394636015325,0.055019157088122606,0.022988505747126436
expanding,CPsel,14:00,0.27586206896551724,,,,,,,0.4421455938697318,0.012873563218390805,0.019157088122605363,0.05318007662835249,0.03908045977011494,0.15770114942528735
expanding,CPsel,14:30,0.5475862068965517,,,,,,,0.31877394636015327,0.021762452107279694,0.04367816091954023,0.05042145593869732,0.017777777777777778,0.0
expanding,CPsel,15:00,0.15555555555555556,,,,,,,0.3949425287356322,0.0724904214559387,0.14850574712643677,0.13057471264367815,0.07095785440613027,0.026973180076628352
expanding,CPsel,15:30,0.1860536398467433,,,,,,,0.5071264367816092,0.08030651340996169,0.0971647509578544,0.0931800766283525,0.021149425287356322,0.015019157088122605
