,sign_crossed,s,label,"crossed_PRIMARY regime MZ sign(s_reg) [qlike_box63, expanding]","crossed_PRIMARY regime MZ sign(s_reg) [qlike_box63, expanding], exposure-matched","crossed_regime MZ sign(s_reg) [qlike_box63, trailing252]","crossed_regime MZ sign(s_reg) [qlike_ewm21, expanding]","crossed_regime MZ sign(s_reg) [qlike_ewm21, trailing252]","crossed_regime MZ sign(s_reg) [qlike_ewm42, expanding]","crossed_regime MZ sign(s_reg) [qlike_ewm42, trailing252]","crossed_regime MZ sign(s_reg) [qlike_ewm63, expanding]","crossed_regime MZ sign(s_reg) [qlike_ewm63, trailing252]",crossed_regime factor on rv_hat: sign(rv_hat x e^mean_T log(rv/rv_hat) - iv_var),crossed_regime factor on raw: sign(raw x e^mean_T log(rv/raw) - iv_var),"crossed_reference: sign(raw - iv_var), no recalibration","crossed_two-sided (a) long only in top tercile, short always, natural exposure","crossed_two-sided (a) long only in top tercile, short always, exposure-matched","crossed_two-sided (b) long always, short only outside top tercile, natural exposure","crossed_two-sided (b) long always, short only outside top tercile, exposure-matched","crossed_two-sided (c) both restrictions, natural exposure","crossed_two-sided (c) both restrictions, exposure-matched","crossed_two-sided (d) size 2/1/0.5 long, 0.5/1/2 short by tercile, natural exposure","crossed_two-sided (d) size 2/1/0.5 long, 0.5/1/2 short by tercile, exposure-matched","crossed_joint: skip Q1/Q5-of-s buys in the calm tercile, natural exposure","crossed_joint: skip Q1/Q5-of-s buys in the calm tercile, exposure-matched",tag
2021-09-01,-0.5209703887258127,4.872365892739999e-07,0.0,-0.5209703887258127,-0.5705866162235091,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,-0.5209703887258127,0.0,0.0,-0.5209703887258127,-0.5209703887258127,0.0,0.0,-0.26048519436290635,-0.24018011239697826,-0.5209703887258127,-0.6656843855940939,sub_live_ridge
2021-09-03,1.0,-5.360410508189365e-08,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-09-07,-1.0,5.541928868733189e-08,0.0,1.0,0.9459459459459459,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,0.0,0.0,sub_live_ridge
2021-09-08,-1.0,1.9337730839539263e-07,0.0,-1.0,-1.0952380952380953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,0.0,0.0,sub_live_ridge
2021-09-10,-1.3305964824595926,-8.608444600378291e-07,0.0,-1.3305964824595926,-1.2586723482725877,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.3305964824595926,-1.6245654727704328,-1.3305964824595926,-1.6245654727704328,-2.6611929649191852,-1.7409673602275042,-1.3305964824595926,-1.3305964824595926,sub_live_ridge
2021-09-13,0.3092628883562638,-1.684211983308612e-08,0.0,0.3092628883562638,0.29254597547214145,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3092628883562638,0.3775884102024151,0.3092628883562638,0.3775884102024151,0.6185257767125276,0.4046430314941769,0.3092628883562638,0.3092628883562638,sub_live_ridge
2021-09-15,-1.0,2.279620105739413e-07,0.0,-1.0,-1.0952380952380953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,0.0,0.0,sub_live_ridge
2021-09-17,1.0,-2.7173860865814137e-06,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-09-20,-2.1157282761017995,-1.7187548588571786e-06,0.0,-2.1157282761017995,-2.0013645855017024,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.1157282761017995,-2.5831566161708017,-2.1157282761017995,-2.5831566161708017,-4.231456552203599,-2.7682426042453447,-2.1157282761017995,-2.1157282761017995,sub_live_ridge
2021-09-22,-0.12769434532040647,-2.310611049076361e-06,0.0,-0.12769434532040647,-0.12079194827606017,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.12769434532040647,-0.15590588672840325,-0.12769434532040647,-0.15590588672840325,-0.25538869064081293,-0.16707671350333556,-0.12769434532040647,-0.12769434532040647,sub_live_ridge
2021-09-24,1.0,-6.261386423579206e-07,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-09-27,-0.42723128907219987,2.4643028074584134e-07,0.0,-0.42723128907219987,-0.4679199832695523,-0.42723128907219987,-0.42723128907219987,-0.42723128907219987,-0.42723128907219987,-0.42723128907219987,-0.42723128907219987,-0.42723128907219987,0.36995442708333337,0.36995442708333337,-0.42723128907219987,0.0,0.0,-0.42723128907219987,-0.42723128907219987,0.0,0.0,-0.21361564453609994,-0.19696409095310774,0.0,0.0,sub_live_ridge
2021-09-29,-1.4666727923840481,-1.349979533357785e-06,0.0,-1.4666727923840481,-1.3873931819849104,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.4666727923840481,-1.7907051534921516,-1.4666727923840481,-1.7907051534921516,-2.9333455847680963,-1.9190111302221189,-1.4666727923840481,-1.4666727923840481,sub_live_ridge
2021-09-30,-1.590562259365936,-6.335270172624166e-06,0.0,-1.590562259365936,-1.5045859210218315,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.590562259365936,-1.941965549225852,-1.590562259365936,-1.941965549225852,-3.181124518731872,-2.0811094982358043,-1.590562259365936,-1.590562259365936,sub_live_ridge
2021-10-01,0.6155894791142222,-3.6899958712891984e-06,0.0,0.6155894791142222,0.5823143721350751,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.6155894791142222,0.7515918058952713,0.6155894791142222,0.7515918058952713,1.2311789582284445,0.8054441782802907,0.6155894791142222,0.6155894791142222,sub_live_ridge
2021-10-04,0.41290737791224474,-2.6138068405312647e-06,0.0,0.41290737791224474,0.39058806018725856,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.41290737791224474,0.5041311009393685,0.41290737791224474,0.5041311009393685,0.8258147558244895,0.5402526439973295,0.41290737791224474,0.41290737791224474,sub_live_ridge
2021-10-06,-0.13997395833333326,-2.583445929438368e-06,0.0,-0.13997395833333326,-0.13240779842342335,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.13997395833333326,-0.1708984374999999,-0.13997395833333326,-0.1708984374999999,-0.2799479166666665,-0.1831434968847351,-0.13997395833333326,-0.13997395833333326,sub_live_ridge
2021-10-08,-0.6654147245485864,-7.877284473168128e-07,0.0,-0.6654147245485864,-0.6294463610594736,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.6654147245485864,-0.8124249543907159,-0.6654147245485864,-0.8124249543907159,-1.3308294490971728,-0.8706360881944121,-0.6654147245485864,-0.6654147245485864,sub_live_ridge
2021-10-11,0.3984219566701872,6.81507522010599e-08,0.0,-0.5189755696600693,-0.49092283616493043,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,-0.5189755696600693,0.0,0.0,0.3984219566701872,0.3984219566701872,0.0,0.0,0.1992109783350936,0.18368228291921773,0.0,0.0,sub_live_ridge
2021-10-13,0.35596526556275354,-1.4322751453735328e-06,0.0,0.35596526556275354,0.33672389985665874,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.35596526556275354,0.43460875446615255,0.35596526556275354,0.43460875446615255,0.7119305311255071,0.4657489455961261,0.35596526556275354,0.35596526556275354,sub_live_ridge
2021-10-15,1.0,-2.522679681546017e-07,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-10-18,-0.5437622138297228,4.5129988254689404e-08,0.0,0.5050979952877175,0.47779540094784084,0.5050979952877175,0.5050979952877175,0.5050979952877175,0.5050979952877175,-0.5437622138297228,0.5050979952877175,0.5050979952877175,0.5050979952877175,0.5050979952877175,0.5050979952877175,0.0,0.0,-0.5437622138297228,-0.5437622138297228,0.0,0.0,-0.2718811069148614,-0.2506877021442152,0.0,0.0,sub_live_ridge
2021-10-20,-0.589675390648829,3.663315151589441e-07,0.0,-0.589675390648829,-0.6458349516630033,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,-0.589675390648829,0.0,0.0,-0.589675390648829,-0.589675390648829,0.0,0.0,-0.2948376953244145,-0.27185480147952695,-0.589675390648829,-0.7534741102735036,sub_live_ridge
2021-10-22,-1.0,5.015712636296687e-07,0.0,-1.0,-1.0952380952380953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,-1.0,-1.2777777777777777,sub_live_ridge
2021-10-25,-1.0,4.3532176241574605e-07,0.0,-1.0,-1.0952380952380953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,-1.0,-1.2777777777777777,sub_live_ridge
2021-10-27,1.7183314203081048,5.6139796981272e-07,0.0,1.7183314203081048,1.8819820317660196,1.7183314203081048,1.7183314203081048,1.7183314203081048,1.7183314203081048,1.7183314203081048,1.7183314203081048,1.7183314203081048,-1.9274337715134768,1.7183314203081048,1.7183314203081048,0.0,0.0,1.7183314203081048,1.7183314203081048,0.0,0.0,0.8591657101540524,0.7921928819683245,1.7183314203081048,2.1956457037270227,sub_live_ridge
2021-10-29,-1.4423253676470589,-4.730784803741942e-08,0.0,-1.4423253676470589,-1.3643618342607313,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.4423253676470589,-1.7609786465458277,-1.4423253676470589,-1.7609786465458277,-2.8846507352941178,-1.8871546866410116,-1.4423253676470589,-1.4423253676470589,sub_live_ridge
2021-11-01,0.1838458025484948,2.789832403444404e-07,0.0,0.1838458025484948,0.20135492660073243,0.1838458025484948,0.1838458025484948,0.1838458025484948,0.1838458025484948,0.1838458025484948,0.1838458025484948,0.1838458025484948,-0.3106862946451532,0.1838458025484948,0.1838458025484948,0.0,0.0,0.1838458025484948,0.1838458025484948,0.0,0.0,0.0919229012742474,0.08475741899229049,0.1838458025484948,0.2349140810341878,sub_live_ridge
2021-11-03,-0.3752651744293789,-8.814842159883936e-07,0.0,-0.3752651744293789,-0.3549805704061692,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.3752651744293789,-0.45817259668703236,-0.3752651744293789,-0.45817259668703236,-0.7505303488587578,-0.4910011628047948,-0.3752651744293789,-0.3752651744293789,sub_live_ridge
2021-11-05,0.503963685577312,-1.2307924151061267e-06,0.0,0.503963685577312,0.47672240527583565,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.503963685577312,0.6153044998327646,0.503963685577312,0.6153044998327646,1.007927371154624,0.659391738138539,0.503963685577312,0.503963685577312,sub_live_ridge
2021-11-08,-1.0,6.263507512945068e-09,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,0.0,0.0,sub_live_ridge
2021-11-10,1.0,-3.101385379745327e-07,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-11-12,1.0,-1.1379308075726752e-06,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-11-15,1.0,-4.083805808920257e-07,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-11-17,0.4884314716203936,-1.992875256609234e-07,0.0,0.4884314716203936,0.46202977045172366,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.4884314716203936,0.5963407502342014,0.4884314716203936,0.5963407502342014,0.9768629432407872,0.6390692152042532,0.4884314716203936,0.4884314716203936,sub_live_ridge
2021-11-19,0.489990234375,-1.8778476268981486e-07,0.0,0.489990234375,0.46350427576013514,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.489990234375,0.598243890806686,0.489990234375,0.598243890806686,0.97998046875,0.6411087178738317,0.489990234375,0.489990234375,sub_live_ridge
2021-11-22,9.742046563081965,3.014151404233336e-07,0.0,9.742046563081965,10.669860521470724,9.742046563081965,9.742046563081965,9.742046563081965,9.742046563081965,9.742046563081965,9.742046563081965,9.742046563081965,-10.954857978662613,-10.954857978662613,9.742046563081965,0.0,0.0,9.742046563081965,9.742046563081965,0.0,0.0,4.871023281540983,4.491322134872978,9.742046563081965,12.44817060838251,sub_live_ridge
2021-11-24,-1.0,5.778591147986302e-07,0.0,-1.0,-1.0952380952380953,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.5,-0.4610244988864143,-1.0,-1.2777777777777777,sub_live_ridge
2021-11-29,-0.8186879705034769,-4.438397255075996e-07,0.0,-0.8186879705034769,-0.7744345666924781,-0.8186879705034769,-0.8186879705034769,0.0,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.8186879705034769,-0.9995608942193612,-0.8186879705034769,-0.9995608942193612,-1.6373759410069537,-1.0711805221540818,-0.8186879705034769,-0.8186879705034769,sub_live_ridge
2021-11-30,0.7169811422606722,-4.639014493177055e-06,0.0,0.7169811422606722,0.6782254048411764,0.7169811422606722,0.7169811422606722,0.0,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.7169811422606722,0.875383952760123,0.7169811422606722,0.875383952760123,1.4339622845213444,0.9381061674438701,0.7169811422606722,0.7169811422606722,sub_live_ridge
2021-12-01,-0.5583793136675759,-1.0141300048914663e-05,0.0,-0.5583793136675759,-0.5281966480639231,-0.5583793136675759,-0.5583793136675759,0.0,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.5583793136675759,-0.6817421852918077,-0.5583793136675759,-0.6817421852918077,-1.1167586273351517,-0.7305897562005665,-0.5583793136675759,-0.5583793136675759,sub_live_ridge
2021-12-03,-0.1890435987903225,-3.4627030066128758e-06,0.0,-0.1890435987903225,-0.17882502588273752,-0.1890435987903225,-0.1890435987903225,0.0,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.1890435987903225,-0.23080904503469607,-0.1890435987903225,-0.23080904503469607,-0.378087197580645,-0.24734676477238457,-0.1890435987903225,-0.1890435987903225,sub_live_ridge
2021-12-06,1.0,-1.77314457160628e-06,0.0,1.0,0.9459459459459459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2209302325581395,1.0,1.2209302325581395,2.0,1.308411214953271,1.0,1.0,sub_live_ridge
2021-12-08,0.6936807790142883,-2.138679180191934e-07,0.0,0.6936807790142883,0.6561845206891916,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.6936807790142883,0.8469358348430264,0.6936807790142883,0.8469358348430264,1.3873615580285765,0.9076197108598164,0.6936807790142883,0.6936807790142883,sub_live_ridge
2021-12-10,-1.4282868675573663,-1.4037589622145856e-06,0.0,-1.4282868675573663,-1.351082172013725,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.4282868675573663,-1.7438386173665519,-1.4282868675573663,-1.7438386173665519,-2.8565737351147327,-1.8687865556825354,-1.4282868675573663,-1.4282868675573663,sub_live_ridge
2021-12-13,-0.9350500921634237,-1.6493715781398264e-06,0.0,-0.9350500921634237,-0.8845068439383738,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-0.9350500921634237,-1.1416309264785987,-0.9350500921634237,-1.1416309264785987,-1.8701001843268474,-1.2234300271297132,-0.9350500921634237,-0.9350500921634237,sub_live_ridge
2021-12-15,0.0050406024447586795,-1.2955807630845895e-06,0.0,0.0050406024447586795,0.004768137447744697,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.0050406024447586795,0.006154223915112341,0.0050406024447586795,0.006154223915112341,0.010081204889517359,0.0065951807688431315,0.0050406024447586795,0.0050406024447586795,sub_live_ridge
2021-12-17,-0.03308371765037155,-7.851250488682373e-06,0.0,-0.03308371765037155,-0.0312954085881893,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.03308371765037155,-0.040392911084755956,-0.03308371765037155,-0.040392911084755956,-0.0661674353007431,-0.04328710720609361,-0.03308371765037155,-0.03308371765037155,sub_live_ridge
