tag,measure,edges,bins,bin,n_buys,hit,mean_crossed,share_long_pnl,rho_hit,rho_mean
sub_live_ridge,qlike_ewm21,expanding,3,3,70,0.4714285714285714,0.17781863607931436,0.41284954179956573,,
sub_live_ridge,qlike_ewm21,expanding,5,1,118,0.4406779661016949,0.09213280525039903,0.3605892657162724,0.09999999999999999,0.19999999999999998
sub_live_ridge,qlike_ewm21,expanding,5,2,42,0.40476190476190477,0.33566807253662184,0.4676014156862902,,
sub_live_ridge,qlike_ewm21,expanding,5,3,45,0.3333333333333333,-0.22678137128327047,-0.33848262701253784,,
sub_live_ridge,qlike_ewm21,expanding,5,4,86,0.3953488372093023,0.050989113900036465,0.14544286073966395,,
sub_live_ridge,qlike_ewm21,expanding,5,5,23,0.5217391304347826,0.47826536698789507,0.3648490848703113,,
sub_live_ridge,qlike_ewm21,trailing252,3,1,137,0.43795620437956206,0.13438772694397916,0.6548710448687577,-0.5,-1.0
sub_live_ridge,qlike_ewm21,trailing252,3,2,64,0.390625,0.12446527750008206,0.28333733113559223,,
sub_live_ridge,qlike_ewm21,trailing252,3,3,135,0.3925925925925926,0.0128682718726875,0.06179162399565,,
sub_live_ridge,qlike_ewm21,trailing252,5,1,98,0.4387755102040816,0.07114531243115631,0.2726329197562891,-0.49999999999999994,-0.6
sub_live_ridge,qlike_ewm21,trailing252,5,2,48,0.3958333333333333,0.24434701774068968,0.45862128651830636,,
sub_live_ridge,qlike_ewm21,trailing252,5,3,32,0.4375,0.19590624534610773,0.24513435879936868,,
sub_live_ridge,qlike_ewm21,trailing252,5,4,52,0.34615384615384615,-0.12284617630135802,-0.24978762281800368,,
sub_live_ridge,qlike_ewm21,trailing252,5,5,105,0.4095238095238095,0.06658889165832574,0.2733990577440397,,
sub_live_ridge,qlike_ewm42,expanding,3,1,167,0.41317365269461076,0.09923161087346484,0.6114035611956681,0.5,0.5
sub_live_ridge,qlike_ewm42,expanding,3,2,87,0.3563218390804598,-0.026355185766212853,-0.08459540728290187,,
sub_live_ridge,qlike_ewm42,expanding,3,3,51,0.49019607843137253,0.25148125844290414,0.4731918460872337,,
sub_live_ridge,qlike_ewm42,expanding,5,1,136,0.3897058823529412,0.061912777134595594,0.31065664285922084,0.3,0.49999999999999994
sub_live_ridge,qlike_ewm42,expanding,5,2,43,0.46511627906976744,0.19338996052889001,0.3068059880659099,,
sub_live_ridge,qlike_ewm42,expanding,5,3,65,0.3384615384615385,-0.043430037339402885,-0.10415137568971888,,
sub_live_ridge,qlike_ewm42,expanding,5,4,52,0.5,0.14060747616005312,0.26975730110261475,,
sub_live_ridge,qlike_ewm42,expanding,5,5,9,0.4444444444444444,0.6533088564985979,0.2169314436619734,,
sub_live_ridge,qlike_ewm42,trailing252,3,1,151,0.4105960264900662,0.08555144606389077,0.4891771526379814,0.5,0.5
sub_live_ridge,qlike_ewm42,trailing252,3,2,56,0.39285714285714285,0.034716101614078045,0.07361746196634121,,
sub_live_ridge,qlike_ewm42,trailing252,3,3,119,0.42016806722689076,0.0970234422502709,0.43720538539567755,,
sub_live_ridge,qlike_ewm42,trailing252,5,1,121,0.4049586776859504,0.10059311252298371,0.44639529556135543,0.6,0.09999999999999999
sub_live_ridge,qlike_ewm42,trailing252,5,2,36,0.4166666666666667,-0.014835969367021288,-0.01958774408308024,,
