tag,rule,fill,n,mean,t,Sharpe,pct_buy,days_differ_from_T0,dSharpe_vs_T0,pctile_lo,pctile_hi,basic_lo,basic_hi,hac_t_diff,QLIKE rv_hat vs r2,QLIKE tv_hat vs r2,DM t (tv - rv),DM lag
lgbm,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,290.0,-1.2556179938180083,-2.5074222347572026,0.09732186390189897,-2.6085578515379155,-0.003813752878814025,-1.8234157215054159,1.434064407453218,1.4297145039762782,-0.3805315893886402,14.0
lgbm,cell  sign(c * rv_hat - iv),crossed,866.0,0.033708315432652416,0.8886860453100139,0.47939078876859187,51.96304849884527,160.0,-0.5024137839107269,-1.3714162998152646,0.3805064990904178,-1.3853340669118714,0.3665887319938108,-1.225903149952788,1.434064407453218,1.4297145039762782,-0.3805315893886402,14.0
lgbm,T0    sign(rv_hat - iv),crossed,866.0,0.06950797305523362,1.820051706047374,0.9818045726793189,33.48729792147806,0.0,0.0,,,,,,1.434064407453218,1.4297145039762782,-0.3805315893886402,14.0
lgbm,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,290.0,-1.2567502571012377,-2.4841644656861144,0.07487564418632824,-2.5883761583888036,-0.029336048516360957,-1.8416397150652235,1.434064407453218,1.4297145039762782,-0.3805315893886402,14.0
xgb,cell  sign(c * rv_hat - iv),mid,866.0,0.07168740166137712,1.8745021514697338,1.0111771977110535,49.65357967667436,151.0,-0.4868551974356472,-1.3128576027410614,0.3058982145282365,-1.279608609399531,0.33914720786976704,-1.2274631230199151,1.4366859557727945,1.431623915327553,-0.45055749988649724,14.0
xgb,T0    sign(rv_hat - iv),mid,866.0,0.10594724952672167,2.7770255836764437,1.4980323951467007,32.21709006928407,0.0,0.0,,,,,,1.4366859557727945,1.431623915327553,-0.45055749988649724,14.0
xgb,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,279.0,-1.2942532670381328,-2.480588704087489,-0.01739181101274536,-2.5711147230635203,-0.10791782998877641,-1.8987487580657507,1.4366859557727945,1.431623915327553,-0.45055749988649724,14.0
xgb,cell  sign(c * rv_hat - iv),crossed,866.0,0.038606646050197105,1.0176506100277045,0.54895914165259,49.65357967667436,151.0,-0.47257345598577527,-1.2903874657865633,0.3212716283052763,-1.2664185402768269,0.34524055381501273,-1.2079552592592933,1.4366859557727945,1.431623915327553,-0.45055749988649724,14.0
xgb,T0    sign(rv_hat - iv),crossed,866.0,0.072342282025223,1.8936988061085207,1.0215325976383653,32.21709006928407,0.0,0.0,,,,,,1.4366859557727945,1.431623915327553,-0.45055749988649724,14.0
xgb,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,279.0,-1.2964782820602843,-2.4679713162039483,-0.031090911651910042,-2.5618656524686583,-0.12498524791662025,-1.9188700155655585,1.4366859557727945,1.431623915327553,-0.45055749988649724,14.0
lasso_t,cell  sign(c * rv_hat - iv),mid,866.0,0.036406778021567436,0.950542969031165,0.5127587476894915,57.04387990762124,177.0,-0.9003450467519647,-1.462505100499413,-0.3418327788844976,-1.458857314619432,-0.33818499300451643,-2.9447297862384985,1.4274198084733525,1.427937934801669,0.045913319957989994,14.0
lasso_t,T0    sign(rv_hat - iv),mid,866.0,0.09998942085870799,2.6195864670669464,1.4131037944414562,37.06697459584296,0.0,0.0,,,,,,1.4274198084733525,1.427937934801669,0.045913319957989994,14.0
lasso_t,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,321.0,-1.209324666332888,-2.3353118691568926,0.05950175586399061,-2.4781510885297666,-0.08333746350888349,-1.8238573743094855,1.4274198084733525,1.427937934801669,0.045913319957989994,14.0
lasso_t,cell  sign(c * rv_hat - iv),crossed,866.0,0.0034219929158314536,0.08976409605022434,0.0484221407950714,57.04387990762124,177.0,-0.8861985163049795,-1.4543372095606397,-0.32532928612100337,-1.4470677464889556,-0.31805982304931923,-2.904509647751952,1.4274198084733525,1.427937934801669,0.045913319957989994,14.0
lasso_t,T0    sign(rv_hat - iv),crossed,866.0,0.06633936292460364,1.7325830096919626,0.9346206571000508,37.06697459584296,0.0,0.0,,,,,,1.4274198084733525,1.427937934801669,0.045913319957989994,14.0
lasso_t,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,321.0,-1.2095663415219697,-2.3107781845245228,0.031822868913078485,-2.450955551957018,-0.1083544985194167,-1.8452693549107761,1.4274198084733525,1.427937934801669,0.045913319957989994,14.0
lasso_f,cell  sign(c * rv_hat - iv),mid,866.0,0.047140184803600986,1.2312161386609504,0.6641644470195239,59.468822170900694,159.0,-0.8456653994435341,-1.5604887566783807,-0.08368029892656337,-1.607650499960505,-0.13084204220868756,-2.2900386300647027,1.438861286285474,1.441867107217222,0.24000834883687444,14.0
lasso_f,T0    sign(rv_hat - iv),mid,866.0,0.1067741561078193,2.7988954873139367,1.509829846463058,41.339491916859124,0.0,0.0,,,,,,1.438861286285474,1.441867107217222,0.24000834883687444,14.0
lasso_f,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,358.0,-1.30605071835449,-2.6727604595918852,0.23232981124040725,-2.8444312479493874,0.060659022882905145,-1.7175472960204665,1.438861286285474,1.441867107217222,0.24000834883687444,14.0
lasso_f,cell  sign(c * rv_hat - iv),crossed,866.0,0.014312287674867601,0.3784623920786992,0.20415689614498697,59.468822170900694,159.0,-0.8402755720248014,-1.5655384524360874,-0.06689478148603605,-1.6136563625635667,-0.11501269161351546,-2.265384478917129,1.438861286285474,1.441867107217222,0.24000834883687444,14.0
lasso_f,T0    sign(rv_hat - iv),crossed,866.0,0.07343068019142705,1.9361501753410348,1.0444324681697883,41.339491916859124,0.0,0.0,,,,,,1.438861286285474,1.441867107217222,0.24000834883687444,14.0
lasso_f,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,358.0,-1.3193781525917072,-2.6773593739022385,0.20484725633842696,-2.8436035615218413,0.03860306871882413,-1.7418548584487046,1.438861286285474,1.441867107217222,0.24000834883687444,14.0
enet,cell  sign(c * rv_hat - iv),mid,866.0,0.049120340023092415,1.2830306383412016,0.6921151434465175,55.54272517321016,176.0,-0.3303600153668533,-0.9222958889393126,0.2965356633106284,-0.957255694044335,0.261575858205606,-1.0184268221329749,1.4320229189335414,1.4309686624558942,-0.09134265053631556,14.0
enet,T0    sign(rv_hat - iv),mid,866.0,0.07248507577116219,1.8954461091078754,1.0224751588133707,35.45034642032333,0.0,0.0,,,,,,1.4320229189335414,1.4309686624558942,-0.09134265053631556,14.0
enet,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,307.0,-0.8186960307048028,-2.0035744670403464,0.5684583998586359,-2.2058504612682412,0.3661824056307408,-1.1826744223655419,1.4320229189335414,1.4309686624558942,-0.09134265053631556,14.0
enet,cell  sign(c * rv_hat - iv),crossed,866.0,0.016116047889490684,0.4229455489902591,0.22815278962310576,55.54272517321016,176.0,-0.31675193432526616,-0.9116460823434219,0.31026366727154986,-0.9437675359220822,0.2781422136928896,-0.986438398166754,1.4320229189335414,1.4309686624558942,-0.09134265053631556,14.0
enet,T0    sign(rv_hat - iv),crossed,866.0,0.03879606708136028,1.0101346032123633,0.5449047239483719,35.45034642032333,0.0,0.0,,,,,,1.4320229189335414,1.4309686624558942,-0.09134265053631556,14.0
enet,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,307.0,-0.8198504083702907,-1.9923810590493611,0.5314779965806293,-2.1711788133212107,0.3526802423087798,-1.2030388310512623,1.4320229189335414,1.4309686624558942,-0.09134265053631556,14.0
