forecast,rule,days_overridden,positions_changed,buy_share,mean_mid,Sharpe_mid,Sharpe_crossed,MaxDD_mid,MaxDD_crossed,dSharpe_mid,dSharpe_mid_ci_lo,dSharpe_mid_ci_hi,p_random_days_mid,p_shifted_calendar_mid,dSharpe_crossed,dSharpe_crossed_ci_lo,dSharpe_crossed_ci_hi,p_random_days_crossed,p_shifted_calendar_crossed,passes
lasso_t,month-ends forced flat,52,52,0.36143187066974597,0.11449919998607676,1.6975327770900506,1.2358947535014826,-14.936231437374447,-20.07540683527413,0.2844289826485944,-0.0437222400738085,0.6595389153478156,0.009495252373813094,0.010392609699769052,0.30127408815548284,-0.027203881484996695,0.6588561272526477,0.009995002498750625,0.010392609699769052,False
lasso_t,FOMC days forced long,32,19,0.39260969976905313,0.10660991849804823,1.507486476490517,1.0298778185914008,-16.930472357449233,-21.222992388091594,0.09438268204906075,-0.20378946804043038,0.433337158285292,0.14042978510744628,0.1489607390300231,0.09525715324540107,-0.20201078122055444,0.433569711790549,0.14292853573213393,0.151270207852194,False
lasso_t,FOMC days forced flat,32,32,0.3556581986143187,0.10168824287298782,1.4577501127404746,0.9910175712460098,-18.01672425140285,-22.832171993674176,0.04464631829901844,-0.1343642646703761,0.2550338856719189,0.23438280859570215,0.23210161662817552,0.05639690590001001,-0.11936649718280964,0.2658904521380016,0.23388305847076463,0.22632794457274827,False
lasso_t,month-ends and FOMC days forced long,83,63,0.44341801385681295,0.14941608903674916,2.1220317226568377,1.64901143982515,-16.101824469894684,-20.37460214048797,0.7089279282153815,0.17834647328626113,1.2885008200622405,0.0004997501249375312,0.0011547344110854503,0.7143907744791503,0.18002311113760633,1.299498325051263,0.0004997501249375312,0.0011547344110854503,True
lasso_f,sign(s),0,0,0.4133949191685912,0.1067741561078193,1.509829846463058,1.0444324874859765,-19.702163982122265,-23.814203384318372,,,,,,,,,,,
lasso_f,month-ends forced long,52,42,0.4618937644341801,0.14397904603160835,2.043508278480182,1.5866009171213695,-18.873516094567712,-22.96581313671474,0.5336784320171242,0.05872162152228605,1.1034676516872572,0.0004997501249375312,0.0011547344110854503,0.542168429635393,0.061949323283551766,1.1123646310538728,0.0004997501249375312,0.0011547344110854503,True
lasso_f,month-ends forced flat,52,52,0.4018475750577367,0.11568265462027617,1.715282367625937,1.2697397423055128,-17.515072114283903,-20.988344412015863,0.20545252116287904,-0.1279252395473777,0.5855546394055391,0.025487256371814093,0.025404157043879907,0.22530725481953628,-0.11101714734259913,0.6084945003601557,0.025987006496751622,0.025404157043879907,False
lasso_f,FOMC days forced long,32,21,0.4376443418013857,0.11576218950169521,1.6382262701361536,1.1749202869731643,-19.702163982122265,-23.344244558528086,0.12839642367309567,-0.1642184271786208,0.476232057861997,0.08345827086456771,0.08660508083140878,0.1304877994871878,-0.16356119044398598,0.47999085178972783,0.08495752123938032,0.08775981524249422,False
lasso_f,FOMC days forced flat,32,32,0.4006928406466513,0.11084051387663482,1.5902155381548468,1.13773014423346,-20.788415876075874,-24.24497886435938,0.08038569169178889,-0.09386247596150565,0.29368466328287374,0.14292853573213393,0.13625866050808313,0.09329765674748347,-0.0802496932832824,0.3057685559920418,0.1424287856071964,0.13279445727482678,False
lasso_f,month-ends and FOMC days forced long,83,63,0.48614318706697457,0.1529670794254842,2.1733987025354193,1.719433563188646,-18.873516094567712,-22.495854310924457,0.6635688560723614,0.14138752809129382,1.2718080849251183,0.0004997501249375312,0.0011547344110854503,0.6750010757026694,0.14697407439196847,1.290820391686506,0.0004997501249375312,0.0011547344110854503,True
enet,sign(s),0,0,0.35450346420323325,0.07248507577116219,1.0224751588133707,0.5449047373133905,-22.74483793166977,-28.093876100924007,,,,,,,,,,,
enet,month-ends forced long,52,43,0.40415704387990764,0.11181216748426069,1.5817613805195458,1.1057451100642421,-21.91619004411521,-27.245485853320382,0.5592862217061751,0.09283904583252925,1.1077481351359393,0.0004997501249375312,0.0011547344110854503,0.5608403727508516,0.09370314911050848,1.1104199424286139,0.0004997501249375312,0.0011547344110854503,True
enet,month-ends forced flat,52,52,0.3441108545034642,0.08351577607292851,1.2348777967199418,0.7729314879185919,-20.10679812066092,-25.251834506167754,0.2124026379065711,-0.10603355190197274,0.5826823031802398,0.03548225887056472,0.03233256351039261,0.2280267506052014,-0.08842064208751688,0.5984545671367354,0.03548225887056472,0.03348729792147806,False
enet,FOMC days forced long,32,21,0.3787528868360277,0.08147310916503808,1.1498895455191978,0.672747967974093,-21.219233989859973,-26.399420058985225,0.12741438670582705,-0.16318555779681151,0.4745413324059717,0.1329335332333833,0.12471131639722864,0.12784323066070247,-0.16099046700381545,0.4753456445888048,0.13693153423288357,0.12817551963048499,False
enet,FOMC days forced flat,32,32,0.3418013856812933,0.0765514335399777,1.0954001579152195,0.6293129170269666,-22.939651023540048,-28.0085996645678,0.0729249991018488,-0.09654728580796718,0.2793814961021782,0.19090454772613694,0.1859122401847575,0.08440817971357606,-0.08126608763017056,0.2887918188794189,0.18690654672663667,0.18475750577367206,False
enet,month-ends and FOMC days forced long,83,64,0.4284064665127021,0.1208002008781366,1.7103335556997352,1.2355175442292958,-20.390586102305413,-25.5510298113816,0.6878583968863645,0.1596040808337417,1.3026461744779585,0.0009995002498750624,0.0011547344110854503,0.6906128069159053,0.16302547483982072,1.309037284670767,0.0009995002498750624,0.0011547344110854503,True
