book,sample,family,rule,n_stopped,mean_at_stop,mean_counterfactual_1530,mean_difference,sum_difference,n_helped,mean_helped_at_stop,mean_helped_counterfactual,sum_helped,n_hurt,mean_hurt_at_stop,mean_hurt_counterfactual,sum_hurt,n_tied
mid,whole,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,657,-0.02881446420773431,0.014606520593292706,-0.04342098480102702,-28.52758701427475,197,-0.045002126902559475,-0.22600098242421238,35.65677453776563,460,-0.02188192170582005,0.11764929905948511,-64.18436155204037,0
mid,whole,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,394,-0.1284871492188328,-0.08981571558357607,-0.03867143363525674,-15.236544852291155,111,-0.1543550787326874,-0.28302851138163565,14.282751024033255,283,-0.11834107085827497,-0.014032604864195813,-29.519295876324406,0
mid,whole,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,234,-0.22882245546648888,-0.18904774271088196,-0.039774712755606956,-9.307282784812028,59,-0.3256673663267563,-0.4127450830281637,5.137585285383034,175,-0.19617188551931306,-0.11362978226105554,-14.44486807019506,0
mid,whole,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,129,-0.3020309368166793,-0.29219166948507475,-0.009839267331604574,-1.26926548577699,37,-0.4092829358794736,-0.47952481531290697,2.5989495390370325,92,-0.25889698067185984,-0.21685116518475095,-3.868215024814023,0
mid,whole,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,89,-0.3942929453888464,-0.38460284229453057,-0.009690103094315835,-0.8624191753941093,29,-0.5017712122687764,-0.5635798110955543,1.7924493659765595,60,-0.34234511639688037,-0.29809730737403584,-2.6548685413706687,0
mid,whole,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,30,-0.645737455486817,-0.643607392383635,-0.0021300631031822264,-0.06390189309546679,12,-0.7359575525349294,-0.7909838824278489,0.6603159587150353,18,-0.585590724121409,-0.5453563990208257,-0.7242178518105019,0
mid,whole,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),797,0.007305340500956242,0.06082923648032143,-0.05352389597936519,-42.658545095554054,248,-0.00013366326173450217,-0.21444716290612367,53.14974791180851,549,0.01066576478719906,0.18517995970042775,-95.80829300736256,0
mid,whole,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),634,-0.04338691682016564,0.0076956426565167255,-0.05108255947668236,-32.38634270821662,200,-0.048530809426041606,-0.23881308819924008,38.0564557546397,434,-0.041016459398102986,0.12129413613843233,-70.44279846285632,0
mid,whole,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),451,-0.11329725313001696,-0.0667371667037755,-0.04656008642624145,-20.998598978234895,148,-0.1192354398051538,-0.2842857310935404,24.42744311068121,303,-0.11039675270783789,0.03952417827868391,-45.4260420889161,0
mid,whole,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),314,-0.1830661053279745,-0.1278238847736774,-0.05524222055429713,-17.3460572540493,97,-0.21437058137542553,-0.34982751373846305,13.139322439214636,217,-0.16907286027450563,-0.02858723956822022,-30.485379693263933,0
mid,whole,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),214,-0.2570137041650282,-0.20167614553877408,-0.05533755862625413,-11.842237546018383,59,-0.3418935450839449,-0.46533248972985075,7.282897734108433,155,-0.22470460342815018,-0.10131663387894492,-19.12513528012682,0
mid,whole,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),101,-0.40322042063102154,-0.36885112839977796,-0.03436929223124358,-3.4712985153556017,29,-0.478515301650802,-0.5807509342285704,2.9648333447552773,72,-0.37289331577583223,-0.28350259549651446,-6.436131860110878,0
mid,whole,loss_stop,buy back when the mark-to-market day loss exceeds 0.25 entry premia,142,-0.44777603652602316,-0.3875207548922801,-0.060255281633743045,-8.556249991991512,41,-0.4855346802718526,-0.6853012705270438,8.19043020046284,101,-0.4324482702529637,-0.26663955547618795,-16.74668019245435,0
mid,whole,loss_stop,buy back when the mark-to-market day loss exceeds 0.50 entry premia,52,-0.7113402508964999,-0.6856956908877081,-0.025644560008792075,-1.3335171204571878,20,-0.7236496056217809,-0.9514626918883791,4.556261725331959,32,-0.7036469041931994,-0.5195913152622885,-5.889778845789147,0
mid,whole,loss_stop,buy back when the mark-to-market day loss exceeds 0.75 entry premia,21,-1.0048680015068523,-1.0104664110228494,0.005598409515997158,0.11756659983594031,9,-1.0735360399071625,-1.2854169241855735,1.9069279585056993,12,-0.95336697270662,-0.8042535261508067,-1.789361358669759,0
mid,whole,loss_stop,buy back when the mark-to-market day loss exceeds 1.00 entry premia,9,-1.3164607245737066,-1.3214890063806717,0.0050282818069651534,0.045254536262686385,5,-1.3621443463699052,-1.478091378899333,0.5797351626471401,4,-1.2593561973284584,-1.125736040732345,-0.5344806263844537,0
mid,whole,loss_stop,buy back when the mark-to-market day loss exceeds 1.50 entry premia,3,-1.7669786496630213,-1.7717818968825165,0.0048032472194951365,0.014409741658485409,2,-1.7892308841293256,-1.8155272404717688,0.05259271268488619,1,-1.7224741807304127,-1.684291209704012,-0.03818297102640078,0
mid,whole,signal_cross,buy back when the window-matched signal of blk2 turns positive at a stamp,695,0.018805373602583723,0.06467166625190227,-0.045866292649318546,-31.87707339127639,237,0.02388170642659078,-0.17790499049082148,47.8234471694267,458,0.016178537621601905,0.1901971414659318,-79.7005205607031,0
mid,daily_era,reference,always stop at 15:00 (the exit-clock ladder rung),489,0.06220725291795341,0.08091561068044172,-0.018708357762488297,-9.148386945856776,130,0.051168976545119677,-0.04543604557104832,12.558652875101838,359,0.06620440035101298,0.12666969233139913,-21.707039820958617,0
mid,daily_era,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,387,-0.019607750685384166,0.01553951204782596,-0.03514726273321013,-13.60199067775232,121,-0.02481754347959915,-0.21554370015285562,23.07786495746403,266,-0.01723788253463224,0.12065631158272246,-36.67985563521635,0
mid,daily_era,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,238,-0.12926026771527477,-0.09110096047266522,-0.03815930724260953,-9.08191512374107,66,-0.17250852415872808,-0.29796492643122185,8.280122549984585,172,-0.11266500652185658,-0.011722927023451643,-17.362037673725652,0
mid,daily_era,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,148,-0.21579835832686864,-0.18714968994168962,-0.028648668385178995,-4.240002921006491,41,-0.33685280434558224,-0.4208836063973205,3.4452628841212656,107,-0.16941300985240831,-0.09758809578579375,-7.685265805127757,0
mid,daily_era,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,85,-0.2957561195109803,-0.29398301056700493,-0.00177310894397545,-0.15071426023791323,27,-0.41311214176393996,-0.47552078633549727,1.6850334034320469,58,-0.24112486777253359,-0.20947404598512048,-1.83574766366996,0
mid,daily_era,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,61,-0.3911950368405123,-0.3835644186688678,-0.007630618171644632,-0.46546770847032254,22,-0.5218446430730171,-0.5580048833116936,0.7955252852508834,39,-0.317495258965766,-0.2851621052806069,-1.2609929937212059,0
mid,daily_era,move_stop,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,18,-0.7058679659506716,-0.6960337444819118,-0.009834221468759643,-0.17701598643767358,6,-0.8111805091146502,-0.8293968047578101,0.109297773858959,12,-0.6532116943686823,-0.6293522143439628,-0.2863137602966326,0
mid,daily_era,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),452,0.008081652546564053,0.05789812453154596,-0.0498164719849819,-22.51704533721182,148,0.008110955907798534,-0.21124238708464252,32.46429476288128,304,0.008067386436489372,0.18892705781837454,-54.98134010009309,0
mid,daily_era,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),364,-0.04619500359904713,0.004430269134005693,-0.05062527273305283,-18.42759927483123,118,-0.0449602585355985,-0.23441412488017113,22.355556228659566,246,-0.04678727968639242,0.11899790528714742,-40.7831555034908,0
mid,daily_era,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),269,-0.11454722375392332,-0.06610895928501663,-0.04843826446890668,-13.029893142135897,91,-0.11935744112177239,-0.2734543369378808,14.022817519265859,178,-0.11208806768384315,0.03989345288582962,-27.052710661401754,0
mid,daily_era,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),193,-0.18650450790919137,-0.12477201291939333,-0.061732494989798055,-11.914371533031025,59,-0.24883125075804705,-0.3593695972896458,6.521762445364321,134,-0.15906213605782957,-0.0214790466668195,-18.436133978395347,0
mid,daily_era,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),133,-0.2542369248910426,-0.2000014325406076,-0.05423549235043503,-7.213320482607859,40,-0.3481301526464281,-0.44946520504844434,4.053402096080649,93,-0.2138527409102317,-0.09270518630067782,-11.26672257868851,0
mid,daily_era,move_stop_timed,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),66,-0.38966211475731777,-0.3610736517445371,-0.028588463012780785,-1.886838558843532,21,-0.46746149069366794,-0.55183169386776,1.7717742666559344,45,-0.35335573932035447,-0.2720532320870329,-3.6586128254994663,0
mid,daily_era,loss_stop,buy back when the mark-to-market day loss exceeds 0.25 entry premia,78,-0.46405561421996583,-0.40597337393482,-0.058082240285145824,-4.5304147422413745,21,-0.5003997073831384,-0.7347742162469373,4.921864686139776,57,-0.45066568515984967,-0.2848362215040399,-9.452279428381152,0
mid,daily_era,loss_stop,buy back when the mark-to-market day loss exceeds 0.50 entry premia,29,-0.7360913576769231,-0.7341504061493738,-0.0019409515275495225,-0.05628759429893615,11,-0.7459760960923472,-1.0504290769695084,3.348982789648775,18,-0.7300506842008309,-0.5408689962037356,-3.4052703839477116,0
mid,daily_era,loss_stop,buy back when the mark-to-market day loss exceeds 0.75 entry premia,13,-1.1023130314451157,-1.1179740083787622,0.015660976933646438,0.20359270013740371,5,-1.233855170361878,-1.4480769631595358,1.0711089639882891,8,-1.0200991946221394,-0.9116596616407787,-0.8675162638508854,0
mid,daily_era,loss_stop,buy back when the mark-to-market day loss exceeds 1.00 entry premia,7,-1.3865545178383785,-1.4487122355574615,0.06215771771908323,0.4351040240335826,4,-1.4255573682450913,-1.5648988538490833,0.5573659424159674,3,-1.3345507172960944,-1.293796744501966,-0.12226191838238476,0
mid,daily_era,loss_stop,buy back when the mark-to-market day loss exceeds 1.50 entry premia,3,-1.7669786496630213,-1.7717818968825165,0.0048032472194951365,0.014409741658485409,2,-1.7892308841293256,-1.8155272404717688,0.05259271268488619,1,-1.7224741807304127,-1.684291209704012,-0.03818297102640078,0
mid,daily_era,signal_cross,buy back when the window-matched signal of blk2 turns positive at a stamp,432,0.028877752726330412,0.0745319764084364,-0.04565422368210597,-19.722624630669777,152,0.0433503224327594,-0.1674401742486413,32.04015549557291,280,0.02102121488569753,0.20588828676513568,-51.76278012624269,0
