book,sample,day_set,block,family,param,rule,n_placebo,sharpe_rule,placebo_mean,placebo_sd,placebo_q05,placebo_q50,placebo_q95,pct_rank,p_value
crossed,whole,oos,fixed_rule,move_stop_timed,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),2000,0.41287188608991626,0.07301727351994733,0.28078137581648843,-0.38971613240585234,0.0684434003620846,0.5377477657760291,0.888,0.11244377811094453
crossed,whole,oos,fixed_rule,move_stop_timed,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),2000,0.8659530420811565,0.6121971732495156,0.33012231723811075,0.07265500886621554,0.6167242670651045,1.1494387324151585,0.7845,0.2158920539730135
crossed,whole,oos,fixed_rule,move_stop_timed,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),2000,1.2411503195206042,1.1859673822702292,0.31623277986886655,0.6880743346935188,1.170465920038641,1.7106428940851048,0.579,0.42128935532233885
crossed,whole,oos,fixed_rule,move_stop_timed,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),2000,1.2443496582538573,1.578795046814824,0.2914692933458467,1.12362471251028,1.5717358369825716,2.079017191204646,0.1165,0.8835582208895553
crossed,whole,oos,fixed_rule,move_stop_timed,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),2000,1.5082930492625792,1.826955596659376,0.24472347352154156,1.4416500898792663,1.8160162219304947,2.238923666647377,0.09,0.9100449775112444
crossed,whole,oos,fixed_rule,move_stop_timed,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),2000,2.0275376094604005,2.0720046484935235,0.15747295205436168,1.8294649878312368,2.0602891906453324,2.335854048987316,0.414,0.5862068965517241
crossed,whole,oos,fixed_rule,loss_stop,0.25,buy back when the mark-to-market day loss exceeds 0.25 entry premia,2000,1.78143760823965,1.9644778550854358,0.18205304537042635,1.6851349683104306,1.9562461053370312,2.279559720925134,0.16,0.84007996001999
crossed,whole,oos,fixed_rule,loss_stop,0.5,buy back when the mark-to-market day loss exceeds 0.50 entry premia,2000,2.215656151092247,2.175232347354947,0.11926907490380183,2.005762460360636,2.1624488665412356,2.398575044204465,0.673,0.32733633183408295
crossed,whole,oos,fixed_rule,loss_stop,0.75,buy back when the mark-to-market day loss exceeds 0.75 entry premia,2000,2.279710375702689,2.214999540032464,0.06569525588833883,2.1187014128196533,2.2096348651418003,2.3376263883375077,0.849,0.15142428785607195
crossed,whole,oos,fixed_rule,loss_stop,1.0,buy back when the mark-to-market day loss exceeds 1.00 entry premia,2000,2.250869865471645,2.2412664292470486,0.052397787125932495,2.1754343947900834,2.230870374516779,2.3447090932897643,0.6625,0.3378310844577711
crossed,whole,oos,fixed_rule,loss_stop,1.5,buy back when the mark-to-market day loss exceeds 1.50 entry premia,2000,2.266238001457355,2.2516201715879762,0.00913665522794944,2.2397008974561654,2.25152744558573,2.2693436696452234,0.877,0.12343828085957022
crossed,whole,oos,fixed_rule,signal_cross,0.0,buy back when the window-matched signal of blk2 turns positive at a stamp,2000,0.9150722910460207,0.3883555437879963,0.3227655923033784,-0.139441339319832,0.38339413442835824,0.9221912237668184,0.9465,0.053973013493253376
crossed,whole,oos,walk_forward_selected,move_stop,,"move_stop: rule chosen on an expanding window, 5-day embargo",2000,2.1767061275323325,2.1816128787779645,0.08834979108275803,2.0548673648565376,2.1724167736910793,2.336695570394279,0.5235,0.4767616191904048
crossed,whole,oos,walk_forward_selected,move_stop_timed,,"move_stop_timed: rule chosen on an expanding window, 5-day embargo",2000,2.081613321509073,2.2078589026172897,0.12230817976511091,2.0431122789781337,2.1892760271202554,2.4357681425065194,0.1345,0.8655672163918041
crossed,whole,oos,walk_forward_selected,loss_stop,,"loss_stop: rule chosen on an expanding window, 5-day embargo",2000,2.166521001508117,2.196342535384843,0.08018517653030695,2.09327450516288,2.1826925099997094,2.353615668326962,0.396,0.6041979010494752
crossed,whole,oos,walk_forward_selected,signal_cross,,"signal_cross: rule chosen on an expanding window, 5-day embargo",2000,2.2023045574181466,2.210342328313913,0.008169463348065434,2.2023045574181466,2.2023045574181466,2.218641490133121,0.0,1.0
crossed,whole,oos,walk_forward_selected,all_families,,"all_families: rule chosen on an expanding window, 5-day embargo",2000,2.084213473003049,2.1842549814262058,0.09352108576267794,2.046548562115863,2.174991425906214,2.348300852443313,0.12,0.8800599700149925
crossed,daily_era,full,fixed_rule,move_stop,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,2000,1.6938005980306163,1.0831718490584568,0.4422982863375715,0.3717822667759493,1.0779961723735796,1.8387142675303876,0.912,0.08845577211394302
crossed,daily_era,full,fixed_rule,move_stop,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,2000,1.7029411198502367,1.7909052049295449,0.3987429120994367,1.1769360215374587,1.7619009779595545,2.4828643686010867,0.441,0.5592203898050975
crossed,daily_era,full,fixed_rule,move_stop,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,2000,2.113167879112233,2.116742940661044,0.3056594749379504,1.6670508742185834,2.0947526441386217,2.669883686679457,0.5265,0.4737631184407796
crossed,daily_era,full,fixed_rule,move_stop,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,2000,2.541819478546359,2.2910854526960636,0.22753606684288982,1.962084845747637,2.2651894717999226,2.7174807942050174,0.867,0.13343328335832083
crossed,daily_era,full,fixed_rule,move_stop,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,2000,2.5143673545233183,2.341784038498334,0.16088013857769853,2.109077680352528,2.325818797591694,2.641907136635795,0.8605,0.13993003498250875
crossed,daily_era,full,fixed_rule,move_stop,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,2000,2.516646545112486,2.4680206962844875,0.08890468776271548,2.357008693797792,2.4551186125317788,2.6278768268393864,0.799,0.2013993003498251
crossed,daily_era,full,fixed_rule,move_stop_timed,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),2000,0.8809996662436215,0.6018480564376046,0.41373199732673865,-0.09048891080752497,0.6110397234816024,1.2822546575250324,0.7425,0.25787106446776614
crossed,daily_era,full,fixed_rule,move_stop_timed,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),2000,1.1023276366934853,0.9874581468924789,0.4897912024267238,0.19044543904660688,0.9822707601623797,1.7672741812655206,0.5965,0.40379810094952523
crossed,daily_era,full,fixed_rule,move_stop_timed,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),2000,1.4307279704859732,1.4328435715368126,0.44188781052154724,0.7296607892999204,1.4076136451223231,2.1912175345842715,0.524,0.47626186906546725
crossed,daily_era,full,fixed_rule,move_stop_timed,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),2000,1.408267413931901,1.8368597181763369,0.39456113195354403,1.2188434915089033,1.8190063134560668,2.5236021396297694,0.141,0.8590704647676162
crossed,daily_era,full,fixed_rule,move_stop_timed,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),2000,1.8411970176051442,2.0788683729499335,0.33326628846073875,1.5798979100795112,2.051222898414752,2.6776797680177755,0.2535,0.7466266866566716
crossed,daily_era,full,fixed_rule,move_stop_timed,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),2000,2.3569615653685263,2.3132440759405863,0.22464842383339034,1.9819046762934358,2.2921529910727676,2.7280635560849498,0.6175,0.3828085957021489
crossed,daily_era,full,fixed_rule,loss_stop,0.25,buy back when the mark-to-market day loss exceeds 0.25 entry premia,2000,2.1750541543484885,2.2941105913611817,0.25605529355567763,1.9233683795190846,2.267957395543586,2.7687092798490394,0.3465,0.6536731634182908
crossed,daily_era,full,fixed_rule,loss_stop,0.5,buy back when the mark-to-market day loss exceeds 0.50 entry premia,2000,2.6210372625595126,2.453098850795358,0.16813016939365089,2.235698190223678,2.419544257223974,2.7794235229813067,0.8515,0.1489255372313843
crossed,daily_era,full,fixed_rule,loss_stop,0.75,buy back when the mark-to-market day loss exceeds 0.75 entry premia,2000,2.58540094584258,2.4710827283801047,0.07925087161093719,2.361611927166707,2.4617617401039684,2.6203526129975567,0.923,0.07746126936531735
crossed,daily_era,full,fixed_rule,loss_stop,1.0,buy back when the mark-to-market day loss exceeds 1.00 entry premia,2000,2.606713220214893,2.4975081023057872,0.0593202570410381,2.423436949656028,2.487408582733244,2.605711260781876,0.9505,0.04997501249375312
crossed,daily_era,full,fixed_rule,loss_stop,1.5,buy back when the mark-to-market day loss exceeds 1.50 entry premia,2000,2.538586734538884,2.5048916893011364,0.014263810711155173,2.4804300847719443,2.502769250164696,2.5290745836526773,0.955,0.04547726136931534
crossed,daily_era,full,fixed_rule,signal_cross,0.0,buy back when the window-matched signal of blk2 turns positive at a stamp,2000,1.1182821601561326,0.7112795333869563,0.420274342337173,0.012503262798427523,0.7198481344375883,1.4063406685862616,0.8385,0.1619190404797601
crossed,daily_era,oos,fixed_rule,move_stop,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,2000,1.6938005980306163,1.080196285878124,0.44376142171101113,0.371892129487796,1.0783730254384087,1.822238461779927,0.919,0.0814592703648176
crossed,daily_era,oos,fixed_rule,move_stop,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,2000,1.7029411198502367,1.7962813669188404,0.40562456881404213,1.1494742722816311,1.7869255744674823,2.50189305575178,0.4235,0.5767116441779111
crossed,daily_era,oos,fixed_rule,move_stop,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,2000,2.113167879112233,2.1192976508317996,0.3090038596445435,1.6600210825116712,2.0932352201632405,2.672083205828216,0.525,0.4752623688155922
crossed,daily_era,oos,fixed_rule,move_stop,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,2000,2.541819478546359,2.2917040305105223,0.2255243794327368,1.957400173153103,2.260061471998637,2.706985462208759,0.8665,0.13393303348325838
crossed,daily_era,oos,fixed_rule,move_stop,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,2000,2.5143673545233183,2.3461211150259267,0.16033290701063269,2.1132681549383956,2.3265591772438707,2.642456305608096,0.859,0.14142928535732133
crossed,daily_era,oos,fixed_rule,move_stop,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,2000,2.516646545112486,2.472769191599404,0.08756729460193363,2.361372453207227,2.4598163760270912,2.628490103652937,0.773,0.2273863068465767
crossed,daily_era,oos,fixed_rule,move_stop_timed,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),2000,0.8809996662436215,0.6111770084262732,0.40029670205892814,-0.07086531016168575,0.6144309857176704,1.2315383794217996,0.7325,0.26786606696651677
crossed,daily_era,oos,fixed_rule,move_stop_timed,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),2000,1.1023276366934853,1.0106811301441667,0.4836384587181947,0.23916057868977605,0.9955765675244836,1.8060028543977529,0.5755,0.42478760619690153
crossed,daily_era,oos,fixed_rule,move_stop_timed,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),2000,1.4307279704859732,1.4255440521038314,0.4518584230536072,0.7219388139017336,1.4084521527508382,2.2039004515630216,0.5215,0.47876061969015493
crossed,daily_era,oos,fixed_rule,move_stop_timed,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),2000,1.408267413931901,1.815414581070629,0.3911317289209142,1.2033608454648665,1.80004033534999,2.4898325919146367,0.146,0.8540729635182409
crossed,daily_era,oos,fixed_rule,move_stop_timed,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),2000,1.8411970176051442,2.070378188961263,0.3521676999696736,1.5398403983381297,2.050802349434173,2.706732276696963,0.2725,0.7276361819090454
crossed,daily_era,oos,fixed_rule,move_stop_timed,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),2000,2.3569615653685263,2.3112271054971743,0.21656915709844213,1.9926827370553124,2.2958685871539046,2.701939404869243,0.6125,0.38780609695152424
crossed,daily_era,oos,fixed_rule,loss_stop,0.25,buy back when the mark-to-market day loss exceeds 0.25 entry premia,2000,2.1750541543484885,2.289020246104187,0.2525459938188321,1.9272639144060713,2.26388728269895,2.7419499291335656,0.3505,0.6496751624187906
crossed,daily_era,oos,fixed_rule,loss_stop,0.5,buy back when the mark-to-market day loss exceeds 0.50 entry premia,2000,2.6210372625595126,2.4527879576110037,0.16596826758438774,2.2364956134576013,2.421089502182408,2.7800300536499063,0.8435,0.15692153923038482
crossed,daily_era,oos,fixed_rule,loss_stop,0.75,buy back when the mark-to-market day loss exceeds 0.75 entry premia,2000,2.58540094584258,2.4740794814671854,0.08180395381345132,2.3630114703905005,2.4625298480927147,2.6209853560124445,0.9135,0.08695652173913043
crossed,daily_era,oos,fixed_rule,loss_stop,1.0,buy back when the mark-to-market day loss exceeds 1.00 entry premia,2000,2.606713220214893,2.500022410409669,0.06394170482369281,2.421685696522107,2.4887838194972205,2.617290087090708,0.935,0.06546726636681659
crossed,daily_era,oos,fixed_rule,loss_stop,1.5,buy back when the mark-to-market day loss exceeds 1.50 entry premia,2000,2.538586734538884,2.505122600535584,0.013810590569112744,2.4804300847719443,2.502769250164696,2.5290745836526773,0.9645,0.035982008995502246
crossed,daily_era,oos,fixed_rule,signal_cross,0.0,buy back when the window-matched signal of blk2 turns positive at a stamp,2000,1.1182821601561326,0.7201357343182666,0.42069971995169614,0.02287094909768941,0.7169991609407284,1.4077969678015,0.816,0.18440779610194902
crossed,daily_era,oos,walk_forward_selected,move_stop,,"move_stop: rule chosen on an expanding window, 5-day embargo",2000,2.497249718550466,2.501872531682758,0.06154558512470983,2.4324685557388874,2.488375899008044,2.6005445366288176,0.575,0.42528735632183906
crossed,daily_era,oos,walk_forward_selected,move_stop_timed,,"move_stop_timed: rule chosen on an expanding window, 5-day embargo",0,2.5131321677178398,,,,,,,
crossed,daily_era,oos,walk_forward_selected,loss_stop,,"loss_stop: rule chosen on an expanding window, 5-day embargo",2000,2.486378719605329,2.4910934848207167,0.05439961842412849,2.420579895703382,2.48196845859813,2.590726120028286,0.5325,0.46776611694152925
crossed,daily_era,oos,walk_forward_selected,signal_cross,,"signal_cross: rule chosen on an expanding window, 5-day embargo",0,2.5131321677178398,,,,,,,
crossed,daily_era,oos,walk_forward_selected,all_families,,"all_families: rule chosen on an expanding window, 5-day embargo",2000,2.4752608396042834,2.474801941924654,0.0775395938980461,2.36907477415921,2.4621447640912266,2.621442546137567,0.577,0.42328835582208896
mid,whole,full,fixed_rule,move_stop,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,2000,3.17678515965888,3.0902328947018067,0.35323440943872064,2.5272101964611964,3.0807666356711367,3.664321857790876,0.6075,0.39280359820089955
mid,whole,full,fixed_rule,move_stop,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,2000,3.4583395359766844,3.618961603224299,0.30787587576511277,3.149945384563287,3.6059223103633804,4.161183535840066,0.311,0.6891554222888556
mid,whole,full,fixed_rule,move_stop,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,2000,3.649538388632473,3.920951977157368,0.2215830491970081,3.572915465922503,3.907943371518768,4.3098613812999345,0.1075,0.8925537231384307
mid,whole,full,fixed_rule,move_stop,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,2000,4.191991592229547,4.085266658512661,0.1647540085878693,3.8478808850798414,4.066609577069183,4.378617467056549,0.7605,0.239880059970015
mid,whole,full,fixed_rule,move_stop,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,2000,4.210366925532796,4.1434851960615084,0.11737527386173281,3.9761635984278154,4.132164886786908,4.347635073565524,0.7365,0.2638680659670165
mid,whole,full,fixed_rule,move_stop,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,2000,4.2627806975042555,4.2321615787255755,0.06517808307275645,4.14888616061715,4.222331823897122,4.351604916420052,0.754,0.2463768115942029
mid,whole,full,fixed_rule,move_stop_timed,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),2000,2.688938009578751,2.5520523497156082,0.3225413757547331,2.019244474450898,2.5580581220771035,3.0683771037803695,0.6575,0.3428285857071464
mid,whole,full,fixed_rule,move_stop_timed,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),2000,2.9344552636265573,2.8942284173239843,0.377561235940025,2.2650109394035436,2.8949555564177354,3.5013368820814956,0.539,0.4612693653173413
mid,whole,full,fixed_rule,move_stop_timed,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),2000,3.273665416211046,3.319950892196721,0.3405943180422011,2.7904188845986053,3.3024452057990086,3.9094065427534095,0.4645,0.5357321339330335
mid,whole,full,fixed_rule,move_stop_timed,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),2000,3.277767727385636,3.685949972010203,0.30723391610970907,3.208271738730475,3.6673767982308907,4.232891384819977,0.0845,0.9155422288855573
mid,whole,full,fixed_rule,move_stop_timed,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),2000,3.544622632441881,3.883638575736205,0.2579755149803112,3.4950213165515023,3.8614651025522804,4.345601635644191,0.085,0.9150424787606197
mid,whole,full,fixed_rule,move_stop_timed,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),2000,4.028739485099428,4.0968621320928325,0.1692274250835109,3.8366164505159652,4.081175099906094,4.395315996307496,0.362,0.6381809095452274
mid,whole,full,fixed_rule,loss_stop,0.25,buy back when the mark-to-market day loss exceeds 0.25 entry premia,2000,3.8025669175400694,4.028466147003461,0.19986539035299328,3.7271827628215,4.013442022195189,4.391545430235543,0.114,0.8860569715142429
mid,whole,full,fixed_rule,loss_stop,0.5,buy back when the mark-to-market day loss exceeds 0.50 entry premia,2000,4.272601182700296,4.19361171511909,0.12567135428936155,4.031027450801501,4.1717354609620685,4.439207626623267,0.7695,0.23088455772113944
mid,whole,full,fixed_rule,loss_stop,0.75,buy back when the mark-to-market day loss exceeds 0.75 entry premia,2000,4.311204977366916,4.226529772458511,0.06672599750955432,4.133382717414381,4.219664401286507,4.347517325581588,0.9005,0.09995002498750624
mid,whole,full,fixed_rule,loss_stop,1.0,buy back when the mark-to-market day loss exceeds 1.00 entry premia,2000,4.28230265199738,4.2419321410608415,0.03836067101003916,4.188692915612392,4.237872832579743,4.307305826077614,0.881,0.11944027986006997
mid,whole,full,fixed_rule,loss_stop,1.5,buy back when the mark-to-market day loss exceeds 1.50 entry premia,2000,4.267916935648823,4.263607853043432,0.00763301681373735,4.250648769621459,4.26550497796075,4.274664301742376,0.6285,0.37181409295352325
mid,whole,full,fixed_rule,signal_cross,0.0,buy back when the window-matched signal of blk2 turns positive at a stamp,2000,3.236839242641708,2.7331442074121033,0.36142705847439016,2.154023277191145,2.7314704964954934,3.331154081534356,0.916,0.08445777111444278
mid,whole,oos,fixed_rule,move_stop,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,2000,2.96914304921629,2.8769793565959945,0.36052423665392674,2.279586121470904,2.872622868371722,3.4676884865237048,0.596,0.40429785107446276
mid,whole,oos,fixed_rule,move_stop,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,2000,3.1601386272008027,3.375359286580745,0.3122227832700214,2.8808916784490965,3.3642168717041754,3.9105162435802847,0.247,0.7531234382808596
mid,whole,oos,fixed_rule,move_stop,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,2000,3.3599805731853216,3.679713081105084,0.24782537972433566,3.301092329228342,3.662859182930671,4.109435722642408,0.0895,0.9105447276361819
mid,whole,oos,fixed_rule,move_stop,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,2000,3.927760283653143,3.830592758852242,0.17020746909162507,3.58384243332371,3.8120826691662923,4.132489015567863,0.73,0.2703648175912044
mid,whole,oos,fixed_rule,move_stop,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,2000,3.9376480079041833,3.8757569780830563,0.1243769680408223,3.699523871596441,3.863396080687771,4.109573664244149,0.727,0.2733633183408296
mid,whole,oos,fixed_rule,move_stop,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,2000,3.999217906153905,3.9697103495342527,0.06873601301482554,3.8803274557647747,3.9588955982506446,4.101837734405625,0.7415,0.2588705647176412
