tag,sample,grading,bin,n,hit,mean_mid,mean_crossed,share_long_pnl_crossed
blk2,2020-21,trailing_qlike_63,Q5,15,0.4666666666666667,0.30317539956631107,0.23297100900797502,0.2687167363553302
blk2,2020-21,month_end,on,5,0.4,0.32129216643750336,0.25073718408970713,0.09640295027610822
blk2,2020-21,month_end,off,109,0.4036697247706422,0.16328282461991012,0.10780694263492503,0.9035970497238917
blk2,2020-21,third_friday,on,4,0.5,0.5476988390865263,0.444251531789999,0.13664397958274513
blk2,2020-21,third_friday,off,110,0.4,0.1564863032673783,0.10206942309541243,0.8633560204172547
blk2,2020-21,fomc_day,on,6,0.8333333333333334,0.08957087118486011,0.03788571220308623,0.017479470911098884
blk2,2020-21,fomc_day,off,108,0.37962962962962965,0.17469318045044963,0.11830859624478565,0.9825205290889012
blk2,2022-24,s,Q1,47,0.3617021276595745,-0.043474650871754054,-0.06967986966445452,-0.36997719714321015
blk2,2022-24,s,Q2,46,0.3695652173913043,0.11629644285068375,0.08733608091648776,0.45385936557340956
blk2,2022-24,s,Q3,46,0.391304347826087,0.03221370144277569,0.003190032919139653,0.01657764238612276
blk2,2022-24,s,Q4,46,0.4782608695652174,0.17178701729795512,0.14410544825272237,0.7488727068276904
blk2,2022-24,s,Q5,47,0.44680851063829785,0.05656380662188296,0.028376047535634906,0.15066748235598731
blk2,2022-24,s_over_iv,Q1,47,0.2978723404255319,-0.18266604636889522,-0.20428220907903435,-1.0846713621199484
blk2,2022-24,s_over_iv,Q2,46,0.3695652173913043,0.03754240397575013,0.008777140809184994,0.04561216300757024
blk2,2022-24,s_over_iv,Q3,46,0.43478260869565216,0.22068199661915808,0.19061229302206958,0.9905548024786318
blk2,2022-24,s_over_iv,Q4,46,0.41304347826086957,0.0318190420463608,0.006276156377653774,0.032615298533091114
blk2,2022-24,s_over_iv,Q5,47,0.5319148936170213,0.22536522492129427,0.19132806155562554,1.0158890981006554
blk2,2022-24,trailing_qlike_63,Q1,47,0.3829787234042553,-0.06337289935456625,-0.08766726483836741,-0.4654843512524039
blk2,2022-24,trailing_qlike_63,Q2,46,0.3695652173913043,0.013010331943319164,-0.013293543188308684,-0.06908254886588898
blk2,2022-24,trailing_qlike_63,Q3,46,0.43478260869565216,0.22363971946070424,0.19170162314190248,0.9962157237370534
blk2,2022-24,trailing_qlike_63,Q4,46,0.34782608695652173,-0.20695031083767648,-0.23074197901751123,-1.1990967204972236
blk2,2022-24,trailing_qlike_63,Q5,47,0.5106382978723404,0.3608765522781657,0.3272232557521923,1.737447896878463
blk2,2022-24,month_end,on,4,0.75,0.7436559396774973,0.7018642575774738,0.31716327101506836
blk2,2022-24,month_end,off,228,0.40350877192982454,0.05427296488925938,0.026510154323244196,0.682836728984932
blk2,2022-24,third_friday,on,6,0.3333333333333333,-0.44889438176366214,-0.4641202002111813,-0.314594765128565
blk2,2022-24,third_friday,off,226,0.41150442477876104,0.07983285860196061,0.051488908926002906,1.314594765128565
blk2,2022-24,fomc_day,on,4,0.5,-0.27656873908585167,-0.2978505466897996,-0.1345947633632499
blk2,2022-24,fomc_day,off,228,0.40789473684210525,0.07217164346405498,0.04404901053845951,1.1345947633632498
