sample,family,param,rule,causal,n_days,n_days_toggled,toggles_per_day,flat_runs_per_day,frac_bars_flat,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,cross_cost_per_day_prem,extra_cost_per_day_prem,n_flat_bars,mean_bar_without_toggle,mean_bar_with_toggle,mean_bar_saved,total_saved_prem
daily_era,margin_ridge,0.5,flat on the bar when rv_hat_t - slice_t > 0.50 slice_t (ridge),True,489,223,1.1247443762781186,0.5725971370143149,0.108640081799591,0.025217705260048386,0.33023384719807447,1.2122278316394661,1.6886452003914103,-3.697063504413311,-2.2028675866604797,2024-04-04,0.01550131133754247,0.015168702487439161,425,0.014850545638304727,-0.01745293062672412,-0.032303476265028844,-13.72897741263726
daily_era,margin_ridge,1.0,flat on the bar when rv_hat_t - slice_t > 1.00 slice_t (ridge),True,489,71,0.32719836400818,0.16359918200409,0.023773006134969327,0.04537626913471591,0.33570998501129523,2.145679227569386,2.988952105079378,-2.787633672164229,-2.2028675866604797,2024-04-04,0.004756272623967375,0.004756272623967375,93,0.0166195953204817,-0.025008788313118775,-0.041628383633600476,-3.871439677924843
daily_era,margin_comb,0.0,flat on the bar when f_comb_t - slice_t > 0.00 slice_t (C2_log_fit_weight),True,489,438,2.488752556237219,1.3967280163599183,0.4841513292433538,-0.00332384090390051,0.2771859168784885,-0.19035721284036203,-0.265169455306126,-4.988290627285061,-2.2028675866604797,2024-04-04,0.03359963111578634,0.028674343027463262,1894,0.0072143821258599476,-0.007403249070976523,-0.01461763119683647,-27.685793486808272
daily_era,margin_comb,0.25,flat on the bar when f_comb_t - slice_t > 0.25 slice_t (C2_log_fit_weight),True,489,283,1.539877300613497,0.7811860940695297,0.15465235173824132,0.02114523033025565,0.3268520821044547,1.0269786964580114,1.430591347117185,-4.143970210026311,-2.2028675866604797,2024-04-04,0.021011495266921195,0.020638167629000986,605,0.009303063938387486,-0.016681097472035507,-0.025984161410422993,-15.720417653305912
daily_era,margin_comb,0.5,flat on the bar when f_comb_t - slice_t > 0.50 slice_t (C2_log_fit_weight),True,489,143,0.6789366053169734,0.3394683026584867,0.057515337423312884,0.03563000371929049,0.3353367883491112,1.6866887081069448,2.3495738318820267,-3.0954878925460596,-2.2028675866604797,2024-04-04,0.008942080494602938,0.008942080494602938,225,0.018954160463142397,-0.019434121608270384,-0.03838828207141278,-8.637363466067875
daily_era,margin_comb,1.0,flat on the bar when f_comb_t - slice_t > 1.00 slice_t (C2_log_fit_weight),True,489,29,0.147239263803681,0.0736196319018405,0.009713701431492843,0.048414366120464895,0.33661395323285787,2.2831918535885154,3.1805085351989306,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.001884904461781314,0.001884904461781314,38,0.038528736054803385,-0.024255744258185857,-0.06278448031298925,-2.385810251893591
daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds twice the half-spread quoted at t (causal),True,489,246,1.2924335378323109,0.689161554192229,0.13394683026584867,0.024082228281643282,0.3176195961050303,1.2036207053505295,1.6766553894683935,-3.349888243892395,-2.2028675866604797,2024-04-04,0.014756522205445096,0.013730304153746717,524,0.014446768938731322,-0.01281320368546211,-0.027259972624193433,-14.284225655077357
daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),False,489,239,1.2167689161554192,0.6462167689161554,0.12985685071574643,0.01832062479313427,0.32238761887167666,0.9021156067147452,1.256655844484939,-3.9346162213415248,-2.2028675866604797,2024-04-04,0.0136835031004009,0.012827907839303182,508,0.021316540999092536,-0.012348123884683575,-0.03366466488377611,-17.101649760958264
daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds twice the half-spread quoted at t (causal),True,489,179,0.9038854805725971,0.47648261758691207,0.07847648261758691,0.03491119567709708,0.3243346938798197,1.7087226894278142,2.380267382905912,-3.2258355892178567,-2.2028675866604797,2024-04-04,0.009762053795035013,0.009211174640500952,307,0.014607805210083013,-0.014671871007182298,-0.02927967621726531,-8.98886059870045
daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),False,489,163,0.803680981595092,0.41922290388548056,0.07310838445807771,0.031116997634341986,0.32668733677174694,1.512048274065346,2.1062980028328155,-2.8209897929481222,-2.2028675866604797,2024-04-04,0.008464290371108744,0.008144132744335269,286,0.023992106746950168,-0.013924758433496316,-0.037916865180446485,-10.844223441607692
daily_era,reference,,"15:30 exit if s>0, else cash settlement (the standalone's rule; it moves the terminal treatment, not a bar)",True,489,0,,,,0.0787687647389142,0.3733287290073048,3.3493682064019694,4.665702600174598,-3.4856021003780384,-2.3155274867929365,2023-11-30,,,0,,,,12.457490672528127
