sample,cell_set,hhmm,forecast,n,QLIKE,bias_mean_y_over_mean_f
daily_era,own,14:00,ridge,489,0.501977034695443,1.0032093762885135
daily_era,own,14:30,ridge,489,0.2775163204037524,1.0561803643474126
daily_era,own,15:00,ridge,489,0.1451393981568435,1.1050515439881994
daily_era,own,15:30,ridge,489,0.0973426987361019,0.9466716345755394
daily_era,common,10:00,ridge,489,0.1763948653271919,0.9834564214776541
daily_era,common,10:30,ridge,489,0.10370818792253919,0.9973329590608987
daily_era,common,11:00,ridge,489,0.13275960023744376,0.9893799387398303
daily_era,common,11:30,ridge,489,0.11471524654986226,0.997389419137186
daily_era,common,12:00,ridge,489,0.12130763042726495,0.9741870756015223
daily_era,common,12:30,ridge,489,0.16484139149761773,0.9739350320590805
daily_era,common,13:00,ridge,489,0.1822932845494715,0.9784974403425102
daily_era,common,13:30,ridge,489,0.19122869503724096,0.9777499693293626
daily_era,common,14:00,ridge,489,0.501977034695443,1.0032093762885135
daily_era,common,14:30,ridge,489,0.2775163204037524,1.0561803643474126
daily_era,common,15:00,ridge,489,0.1451393981568435,1.1050515439881994
daily_era,common,15:30,ridge,489,0.0973426987361019,0.9466716345755394
whole,own,10:00,implied slice,864,0.15568617852612052,0.7845032606457756
whole,own,10:30,implied slice,865,0.17250034814446236,0.7627377630867146
whole,own,11:00,implied slice,865,0.17969100742035926,0.8313533284688512
whole,own,11:30,implied slice,864,0.17292241698236868,0.840993241725728
whole,own,12:00,implied slice,866,0.1905775604605292,0.8420123427635547
whole,own,12:30,implied slice,866,0.19221702363846832,0.8086670892756989
whole,own,13:00,implied slice,866,0.2236578687476715,0.8075427578886816
whole,own,13:30,implied slice,866,0.2225365181938169,0.7725853679868301
whole,own,14:00,implied slice,864,0.20153108080816418,0.8271813319767249
whole,own,14:30,implied slice,865,0.2020569944256545,0.8484353054734124
whole,own,15:00,implied slice,862,0.1520628797780878,0.7283109587594154
whole,own,15:30,implied slice,861,0.10396552574705868,0.8222451868261096
whole,common,10:00,implied slice,801,0.1562989946283409,0.8680876433109028
whole,common,10:30,implied slice,802,0.17494387928444038,0.8214084158660796
whole,common,11:00,implied slice,802,0.18180711976991892,0.9036386440397969
whole,common,11:30,implied slice,801,0.1756326217999065,0.8484796431801305
whole,common,12:00,implied slice,803,0.19240241482176162,0.8892601891837195
whole,common,12:30,implied slice,803,0.19591220276653956,0.8152760027608543
whole,common,13:00,implied slice,803,0.2267542274074053,0.854606640336825
whole,common,13:30,implied slice,803,0.21918219405551315,0.7345919316505196
whole,common,14:00,implied slice,801,0.20186827034298768,0.9035442585597055
whole,common,14:30,implied slice,802,0.19701260310674074,0.9455971024640717
whole,common,15:00,implied slice,799,0.14612733484725474,0.8001686179719144
whole,common,15:30,implied slice,798,0.10237496980901374,0.7941083826700751
daily_era,own,10:00,implied slice,489,0.15581884711676466,0.8954013947466525
daily_era,own,10:30,implied slice,489,0.15342929563552904,0.7765601305866882
daily_era,own,11:00,implied slice,489,0.17357793530212182,0.8843568170284184
daily_era,own,11:30,implied slice,489,0.16131588133813934,0.8427775676291009
daily_era,own,12:00,implied slice,489,0.16979076032474452,0.886999699549212
daily_era,own,12:30,implied slice,489,0.17671312021438254,0.8052818526174624
daily_era,own,13:00,implied slice,489,0.22286027414406315,0.8895454297873513
daily_era,own,13:30,implied slice,489,0.18889163367486683,0.7345692322700618
daily_era,own,14:00,implied slice,489,0.1579476418593788,0.8825838490154057
daily_era,own,14:30,implied slice,489,0.15955453297011477,0.9963113293395837
daily_era,own,15:00,implied slice,489,0.11419341647923063,0.8541277930202719
daily_era,own,15:30,implied slice,489,0.09331438918521723,0.8133821078933794
daily_era,common,10:00,implied slice,489,0.15581884711676466,0.8954013947466525
daily_era,common,10:30,implied slice,489,0.15342929563552904,0.7765601305866882
daily_era,common,11:00,implied slice,489,0.17357793530212182,0.8843568170284184
daily_era,common,11:30,implied slice,489,0.16131588133813934,0.8427775676291009
daily_era,common,12:00,implied slice,489,0.16979076032474452,0.886999699549212
daily_era,common,12:30,implied slice,489,0.17671312021438254,0.8052818526174624
daily_era,common,13:00,implied slice,489,0.22286027414406315,0.8895454297873513
daily_era,common,13:30,implied slice,489,0.18889163367486683,0.7345692322700618
daily_era,common,14:00,implied slice,489,0.1579476418593788,0.8825838490154057
daily_era,common,14:30,implied slice,489,0.15955453297011477,0.9963113293395837
daily_era,common,15:00,implied slice,489,0.11419341647923063,0.8541277930202719
daily_era,common,15:30,implied slice,489,0.09331438918521723,0.8133821078933794
whole,own,10:00,naive clock mean,864,0.6410007995459677,1.0360824792081247
whole,own,10:30,naive clock mean,865,0.6471936985484509,1.0214711217831447
whole,own,11:00,naive clock mean,865,0.7011470575192711,1.1034968337197173
whole,own,11:30,naive clock mean,865,0.7520290143955524,1.099884555367167
whole,own,12:00,naive clock mean,866,0.7559506917436337,1.07092469721643
whole,own,12:30,naive clock mean,866,0.7808554671180851,1.0046909439958576
whole,own,13:00,naive clock mean,866,0.7368490375462597,0.9886923883237559
whole,own,13:30,naive clock mean,866,0.8681749468252332,0.9372924389239538
whole,own,14:00,naive clock mean,866,0.9108978935241969,0.9534936541608644
whole,own,14:30,naive clock mean,866,0.9994980864798393,0.9785328353960204
whole,own,15:00,naive clock mean,866,0.8113310007861172,0.8448322583855578
whole,own,15:30,naive clock mean,866,0.9011274756957888,1.1414744700277164
whole,common,10:00,naive clock mean,801,0.5029924876856935,0.8461368597221929
whole,common,10:30,naive clock mean,802,0.5006558517023125,0.8219993007427953
whole,common,11:00,naive clock mean,802,0.550684650616713,0.8984528355511472
whole,common,11:30,naive clock mean,801,0.5398201012684581,0.8242101150395683
whole,common,12:00,naive clock mean,803,0.5787037216089009,0.8383412518624751
whole,common,12:30,naive clock mean,803,0.5744300131885772,0.7388059013806451
whole,common,13:00,naive clock mean,803,0.5733583365344267,0.7688562346303592
whole,common,13:30,naive clock mean,803,0.6554114138585142,0.6565241001711153
whole,common,14:00,naive clock mean,801,0.8112975556938592,0.7925482184403253
whole,common,14:30,naive clock mean,802,0.8630115533762338,0.7883186474542742
whole,common,15:00,naive clock mean,799,0.6901698627636045,0.6555806732821051
whole,common,15:30,naive clock mean,798,0.5112851667549075,0.6790769407060885
daily_era,own,10:00,naive clock mean,489,0.4548639806866569,0.8784723190540853
daily_era,own,10:30,naive clock mean,489,0.40421949596048173,0.7713157419456546
daily_era,own,11:00,naive clock mean,489,0.46297592794407666,0.8723515271812313
daily_era,own,11:30,naive clock mean,489,0.45777414425781715,0.8165857619798474
daily_era,own,12:00,naive clock mean,489,0.46927300954768586,0.8372618305574013
daily_era,own,12:30,naive clock mean,489,0.4470921635348307,0.7363643437380514
daily_era,own,13:00,naive clock mean,489,0.4507643776492496,0.8087896512477546
daily_era,own,13:30,naive clock mean,489,0.530688361954989,0.6623924186526609
daily_era,own,14:00,naive clock mean,489,0.7152392956615404,0.7664696283667112
daily_era,own,14:30,naive clock mean,489,0.7895975139661314,0.7964072156796129
daily_era,own,15:00,naive clock mean,489,0.6278593503169047,0.6391586707518442
daily_era,own,15:30,naive clock mean,489,0.49692599445604646,0.6005508151707842
daily_era,common,10:00,naive clock mean,489,0.4548639806866569,0.8784723190540853
daily_era,common,10:30,naive clock mean,489,0.40421949596048173,0.7713157419456546
daily_era,common,11:00,naive clock mean,489,0.46297592794407666,0.8723515271812313
daily_era,common,11:30,naive clock mean,489,0.45777414425781715,0.8165857619798474
daily_era,common,12:00,naive clock mean,489,0.46927300954768586,0.8372618305574013
daily_era,common,12:30,naive clock mean,489,0.4470921635348307,0.7363643437380514
daily_era,common,13:00,naive clock mean,489,0.4507643776492496,0.8087896512477546
daily_era,common,13:30,naive clock mean,489,0.530688361954989,0.6623924186526609
daily_era,common,14:00,naive clock mean,489,0.7152392956615404,0.7664696283667112
daily_era,common,14:30,naive clock mean,489,0.7895975139661314,0.7964072156796129
daily_era,common,15:00,naive clock mean,489,0.6278593503169047,0.6391586707518442
daily_era,common,15:30,naive clock mean,489,0.49692599445604646,0.6005508151707842
whole,own,10:00,ridge a0,864,0.16083337663951844,0.8473466910041145
whole,own,10:30,ridge a0,865,0.13486161736065055,0.9379999746602
whole,own,11:00,ridge a0,865,0.1430424277284396,0.9158241050188101
whole,own,11:30,ridge a0,865,0.12286916831587959,0.9672624492465972
whole,own,12:00,ridge a0,866,0.14207614692953927,0.9309289179726871
whole,own,12:30,ridge a0,866,0.15740556598059383,0.8887211367418502
whole,own,13:00,ridge a0,866,0.16486911454535708,0.8238075365848585
whole,own,13:30,ridge a0,866,0.18472279893581992,0.9781434241692658
whole,own,14:00,ridge a0,866,0.6192704085142482,0.979454771994559
whole,own,14:30,ridge a0,866,0.27676137940083695,1.0245569642544181
whole,own,15:00,ridge a0,866,0.1358407927860268,0.9889392203750234
whole,own,15:30,ridge a0,866,0.10782001438443117,0.994233633882362
whole,common,10:00,ridge a0,801,0.1630438224070849,0.9833225686327539
whole,common,10:30,ridge a0,802,0.13749875897313782,0.9648606725358032
whole,common,11:00,ridge a0,802,0.14123278374513576,0.9702407653683178
whole,common,11:30,ridge a0,801,0.12156581041524893,0.997198933251083
whole,common,12:00,ridge a0,803,0.14044484233139382,0.9616921910014266
whole,common,12:30,ridge a0,803,0.15544330141751442,0.9445941440969182
whole,common,13:00,ridge a0,803,0.16241638585502727,0.9607689979308908
whole,common,13:30,ridge a0,803,0.17491479403879384,0.9647096898579938
whole,common,14:00,ridge a0,801,0.6579217343378083,1.0368732974745591
whole,common,14:30,ridge a0,802,0.28044651113282315,1.0711110945302653
whole,common,15:00,ridge a0,799,0.13326568413437262,1.0358951404795649
whole,common,15:30,ridge a0,798,0.10380659793250069,0.9775154093034695
daily_era,own,10:00,ridge a0,489,0.17159991997236498,0.9851786592887893
daily_era,own,10:30,ridge a0,489,0.10161228067102791,0.9845781345913924
daily_era,own,11:00,ridge a0,489,0.11982372851764202,0.9791315578870119
daily_era,own,11:30,ridge a0,489,0.10346379783159221,0.9952904420382608
daily_era,own,12:00,ridge a0,489,0.11964150382338323,0.9668867499946066
daily_era,own,12:30,ridge a0,489,0.15691874030068304,0.9718567768708243
daily_era,own,13:00,ridge a0,489,0.17741357174994093,0.966978012317947
daily_era,own,13:30,ridge a0,489,0.19454275832271592,0.9526217779121583
daily_era,own,14:00,ridge a0,489,0.6391468751093632,0.9708003848446566
daily_era,own,14:30,ridge a0,489,0.33671450054799795,1.063660849759559
daily_era,own,15:00,ridge a0,489,0.15335594949607984,1.0969876670334617
daily_era,own,15:30,ridge a0,489,0.10110352680924899,0.9980920574724497
daily_era,common,10:00,ridge a0,489,0.17159991997236498,0.9851786592887893
daily_era,common,10:30,ridge a0,489,0.10161228067102791,0.9845781345913924
daily_era,common,11:00,ridge a0,489,0.11982372851764202,0.9791315578870119
daily_era,common,11:30,ridge a0,489,0.10346379783159221,0.9952904420382608
daily_era,common,12:00,ridge a0,489,0.11964150382338323,0.9668867499946066
daily_era,common,12:30,ridge a0,489,0.15691874030068304,0.9718567768708243
daily_era,common,13:00,ridge a0,489,0.17741357174994093,0.966978012317947
daily_era,common,13:30,ridge a0,489,0.19454275832271592,0.9526217779121583
daily_era,common,14:00,ridge a0,489,0.6391468751093632,0.9708003848446566
daily_era,common,14:30,ridge a0,489,0.33671450054799795,1.063660849759559
daily_era,common,15:00,ridge a0,489,0.15335594949607984,1.0969876670334617
daily_era,common,15:30,ridge a0,489,0.10110352680924899,0.9980920574724497
whole,own,10:00,ridge xgb,864,0.15850522304358777,0.7950298181047333
whole,own,10:30,ridge xgb,865,0.12864732252315642,0.9049965203020872
whole,own,11:00,ridge xgb,865,0.14137590010029522,0.8780255851030474
whole,own,11:30,ridge xgb,865,0.11951555501238227,0.9103025289318184
whole,own,12:00,ridge xgb,866,0.13658732133800336,0.8958655063825897
whole,own,12:30,ridge xgb,866,0.1558697211748126,0.807111737116164
whole,own,13:00,ridge xgb,866,0.16494145535107999,0.7491107089101433
whole,own,13:30,ridge xgb,866,0.17777929212524854,0.897689200661288
whole,own,14:00,ridge xgb,866,0.6258719179840454,0.9065203923906735
whole,own,14:30,ridge xgb,866,0.2699271838633348,0.9329771662568928
whole,own,15:00,ridge xgb,866,0.12563061001672338,0.888352077184947
whole,own,15:30,ridge xgb,866,0.10260004169123635,0.8769796697051317
whole,common,10:00,ridge xgb,801,0.1593189416434927,0.9901175069393228
whole,common,10:30,ridge xgb,802,0.13112876104711127,0.9603574528695198
whole,common,11:00,ridge xgb,802,0.13994350983694953,0.9642467026298952
whole,common,11:30,ridge xgb,801,0.11751378321760117,0.9943768589803745
whole,common,12:00,ridge xgb,803,0.13703763261413868,0.9587035990444329
whole,common,12:30,ridge xgb,803,0.15369747813148799,0.9353170721523422
whole,common,13:00,ridge xgb,803,0.16064011878907486,0.9437875600567636
whole,common,13:30,ridge xgb,803,0.1686235722791354,0.9529588523513538
whole,common,14:00,ridge xgb,801,0.6631954379718967,1.0203763511119162
whole,common,14:30,ridge xgb,802,0.274037287571086,1.0332142407710838
whole,common,15:00,ridge xgb,799,0.12327561113106654,0.9770829429816972
whole,common,15:30,ridge xgb,798,0.10135198723535714,0.920238842173745
daily_era,own,10:00,ridge xgb,489,0.171068686449692,0.997316639408776
daily_era,own,10:30,ridge xgb,489,0.09933824148944789,0.9835507826726401
daily_era,own,11:00,ridge xgb,489,0.12272214053356668,0.9889084933370951
daily_era,own,11:30,ridge xgb,489,0.10274590954988512,0.9995284459377055
daily_era,own,12:00,ridge xgb,489,0.11877952038403926,0.9722797663991953
daily_era,own,12:30,ridge xgb,489,0.1575487980132256,0.9644127519251965
daily_era,own,13:00,ridge xgb,489,0.17527921231525054,0.9600120978177922
daily_era,own,13:30,ridge xgb,489,0.1834146771239125,0.9442194485742461
daily_era,own,14:00,ridge xgb,489,0.6358470898009703,0.9702411650332459
daily_era,own,14:30,ridge xgb,489,0.3218153823631798,1.026055265997356
daily_era,own,15:00,ridge xgb,489,0.13902018930012758,1.0325683458054296
daily_era,own,15:30,ridge xgb,489,0.09516044699213348,0.9613760900278336
daily_era,common,10:00,ridge xgb,489,0.171068686449692,0.997316639408776
daily_era,common,10:30,ridge xgb,489,0.09933824148944789,0.9835507826726401
daily_era,common,11:00,ridge xgb,489,0.12272214053356668,0.9889084933370951
daily_era,common,11:30,ridge xgb,489,0.10274590954988512,0.9995284459377055
daily_era,common,12:00,ridge xgb,489,0.11877952038403926,0.9722797663991953
daily_era,common,12:30,ridge xgb,489,0.1575487980132256,0.9644127519251965
daily_era,common,13:00,ridge xgb,489,0.17527921231525054,0.9600120978177922
daily_era,common,13:30,ridge xgb,489,0.1834146771239125,0.9442194485742461
daily_era,common,14:00,ridge xgb,489,0.6358470898009703,0.9702411650332459
daily_era,common,14:30,ridge xgb,489,0.3218153823631798,1.026055265997356
daily_era,common,15:00,ridge xgb,489,0.13902018930012758,1.0325683458054296
daily_era,common,15:30,ridge xgb,489,0.09516044699213348,0.9613760900278336
whole,own,10:00,ridge lgbm,864,0.15542202532049176,0.7969484103773768
whole,own,10:30,ridge lgbm,865,0.12691632249124912,0.911839301692518
whole,own,11:00,ridge lgbm,865,0.1399969250498283,0.8812804184296035
whole,own,11:30,ridge lgbm,865,0.11833691366774801,0.9251916982839458
whole,own,12:00,ridge lgbm,866,0.1332541081496016,0.9096432858534513
whole,own,12:30,ridge lgbm,866,0.15462124917443884,0.8113656752849637
whole,own,13:00,ridge lgbm,866,0.16380293069512844,0.7572963589396643
whole,own,13:30,ridge lgbm,866,0.17380296508868368,0.9184258728438591
whole,own,14:00,ridge lgbm,866,0.6155399661482034,0.918970890117659
whole,own,14:30,ridge lgbm,866,0.26501565374040426,0.9321643666821614
whole,own,15:00,ridge lgbm,866,0.12122407042471167,0.8970990560007047
whole,own,15:30,ridge lgbm,866,0.10124243899698605,0.8873085083420413
whole,common,10:00,ridge lgbm,801,0.15619917282424525,0.9810154778125862
whole,common,10:30,ridge lgbm,802,0.1299429753302815,0.9486114912288003
whole,common,11:00,ridge lgbm,802,0.13885635325777204,0.9608175152343436
whole,common,11:30,ridge lgbm,801,0.11667033284689224,0.9949242567390787
whole,common,12:00,ridge lgbm,803,0.13423383805034292,0.9568251467240001
whole,common,12:30,ridge lgbm,803,0.15309082275166297,0.9383786820309878
whole,common,13:00,ridge lgbm,803,0.1597885747352175,0.9507786321877785
whole,common,13:30,ridge lgbm,803,0.1657705136463143,0.9578544890604155
whole,common,14:00,ridge lgbm,801,0.652703931566828,1.026135376933604
whole,common,14:30,ridge lgbm,802,0.2692895589407802,1.03596177775638
whole,common,15:00,ridge lgbm,799,0.11915297043969175,0.9867504613750705
whole,common,15:30,ridge lgbm,798,0.09953416812809894,0.9178980507462218
daily_era,own,10:00,ridge lgbm,489,0.16721068978575598,0.9883716331878626
daily_era,own,10:30,ridge lgbm,489,0.09940859158426936,0.9750530679045805
daily_era,own,11:00,ridge lgbm,489,0.12439233075668646,0.982717261592325
daily_era,own,11:30,ridge lgbm,489,0.10327033428060384,0.9992104678813108
daily_era,own,12:00,ridge lgbm,489,0.11655125721103328,0.9709976008484309
daily_era,own,12:30,ridge lgbm,489,0.15678344572191116,0.971728662574608
daily_era,own,13:00,ridge lgbm,489,0.17533871420825736,0.9729307364099402
daily_era,own,13:30,ridge lgbm,489,0.18102458321828654,0.9532688340090785
daily_era,own,14:00,ridge lgbm,489,0.6311980908704421,0.9831399638389715
daily_era,own,14:30,ridge lgbm,489,0.31808594731076983,1.0383340219295074
daily_era,own,15:00,ridge lgbm,489,0.13482827831941468,1.0468485979266247
daily_era,own,15:30,ridge lgbm,489,0.09420066308898539,0.9630780659242633
daily_era,common,10:00,ridge lgbm,489,0.16721068978575598,0.9883716331878626
daily_era,common,10:30,ridge lgbm,489,0.09940859158426936,0.9750530679045805
daily_era,common,11:00,ridge lgbm,489,0.12439233075668646,0.982717261592325
daily_era,common,11:30,ridge lgbm,489,0.10327033428060384,0.9992104678813108
daily_era,common,12:00,ridge lgbm,489,0.11655125721103328,0.9709976008484309
daily_era,common,12:30,ridge lgbm,489,0.15678344572191116,0.971728662574608
daily_era,common,13:00,ridge lgbm,489,0.17533871420825736,0.9729307364099402
daily_era,common,13:30,ridge lgbm,489,0.18102458321828654,0.9532688340090785
daily_era,common,14:00,ridge lgbm,489,0.6311980908704421,0.9831399638389715
daily_era,common,14:30,ridge lgbm,489,0.31808594731076983,1.0383340219295074
daily_era,common,15:00,ridge lgbm,489,0.13482827831941468,1.0468485979266247
daily_era,common,15:30,ridge lgbm,489,0.09420066308898539,0.9630780659242633
whole,own,10:00,C1_inverse_qlike,801,0.14187338538871078,0.9238503689111938
whole,own,10:30,C1_inverse_qlike,802,0.14691945703805082,0.8979583479526162
whole,own,11:00,C1_inverse_qlike,802,0.15717639866337296,0.938726203132196
whole,own,11:30,C1_inverse_qlike,801,0.14556812829637442,0.9217697865016476
whole,own,12:00,C1_inverse_qlike,803,0.15746820605033163,0.9300859066546309
whole,own,12:30,C1_inverse_qlike,803,0.16396520403931827,0.8848808794239994
whole,own,13:00,C1_inverse_qlike,803,0.18638951427211076,0.9156731507607182
whole,own,13:30,C1_inverse_qlike,803,0.1706555156646735,0.8642384631791855
whole,own,14:00,C1_inverse_qlike,801,0.21667054262344002,0.9591162517278012
whole,own,14:30,C1_inverse_qlike,802,0.1860884290622692,1.006342706289947
whole,own,15:00,C1_inverse_qlike,799,0.10606163901453829,0.9352701490034512
whole,own,15:30,C1_inverse_qlike,798,0.08979645998662497,0.8524376590537367
whole,common,10:00,C1_inverse_qlike,801,0.14187338538871078,0.9238503689111938
whole,common,10:30,C1_inverse_qlike,802,0.14691945703805082,0.8979583479526162
whole,common,11:00,C1_inverse_qlike,802,0.15717639866337296,0.938726203132196
whole,common,11:30,C1_inverse_qlike,801,0.14556812829637442,0.9217697865016476
whole,common,12:00,C1_inverse_qlike,803,0.15746820605033163,0.9300859066546309
whole,common,12:30,C1_inverse_qlike,803,0.16396520403931827,0.8848808794239994
whole,common,13:00,C1_inverse_qlike,803,0.18638951427211076,0.9156731507607182
whole,common,13:30,C1_inverse_qlike,803,0.1706555156646735,0.8642384631791855
whole,common,14:00,C1_inverse_qlike,801,0.21667054262344002,0.9591162517278012
whole,common,14:30,C1_inverse_qlike,802,0.1860884290622692,1.006342706289947
whole,common,15:00,C1_inverse_qlike,799,0.10606163901453829,0.9352701490034512
whole,common,15:30,C1_inverse_qlike,798,0.08979645998662497,0.8524376590537367
daily_era,own,10:00,C1_inverse_qlike,489,0.14668296069029294,0.9379092559360802
daily_era,own,10:30,C1_inverse_qlike,489,0.12089436532394841,0.8843617152445585
daily_era,own,11:00,C1_inverse_qlike,489,0.14606792364723892,0.9381461613721789
daily_era,own,11:30,C1_inverse_qlike,489,0.13288135755241728,0.9227586051148562
daily_era,own,12:00,C1_inverse_qlike,489,0.13970211072587926,0.9353955867175194
daily_era,own,12:30,C1_inverse_qlike,489,0.15224894927282576,0.8936585454619856
daily_era,own,13:00,C1_inverse_qlike,489,0.19462027084008474,0.9413311030351017
daily_era,own,13:30,C1_inverse_qlike,489,0.1610164076978571,0.864452752719866
daily_era,own,14:00,C1_inverse_qlike,489,0.174152852724369,0.9216620061626694
daily_era,own,14:30,C1_inverse_qlike,489,0.18468828397295456,1.0295089137282838
daily_era,own,15:00,C1_inverse_qlike,489,0.10716748076606276,0.9988836093299092
daily_era,own,15:30,C1_inverse_qlike,489,0.0836875686446048,0.8742871736529219
daily_era,common,10:00,C1_inverse_qlike,489,0.14668296069029294,0.9379092559360802
daily_era,common,10:30,C1_inverse_qlike,489,0.12089436532394841,0.8843617152445585
daily_era,common,11:00,C1_inverse_qlike,489,0.14606792364723892,0.9381461613721789
daily_era,common,11:30,C1_inverse_qlike,489,0.13288135755241728,0.9227586051148562
daily_era,common,12:00,C1_inverse_qlike,489,0.13970211072587926,0.9353955867175194
daily_era,common,12:30,C1_inverse_qlike,489,0.15224894927282576,0.8936585454619856
daily_era,common,13:00,C1_inverse_qlike,489,0.19462027084008474,0.9413311030351017
daily_era,common,13:30,C1_inverse_qlike,489,0.1610164076978571,0.864452752719866
daily_era,common,14:00,C1_inverse_qlike,489,0.174152852724369,0.9216620061626694
daily_era,common,14:30,C1_inverse_qlike,489,0.18468828397295456,1.0295089137282838
daily_era,common,15:00,C1_inverse_qlike,489,0.10716748076606276,0.9988836093299092
daily_era,common,15:30,C1_inverse_qlike,489,0.0836875686446048,0.8742871736529219
whole,own,10:00,C2_log_fit_weight,801,0.14569463387547635,0.9176126762674324
whole,own,10:30,C2_log_fit_weight,802,0.14056701826922016,0.9284107996672513
whole,own,11:00,C2_log_fit_weight,802,0.15118826099256838,0.9616512957529786
whole,own,11:30,C2_log_fit_weight,801,0.13704041743654333,0.9550102683316226
whole,own,12:00,C2_log_fit_weight,803,0.14266104193620907,0.9543083259078909
whole,own,12:30,C2_log_fit_weight,803,0.16158771847429962,0.9166839847234652
whole,own,13:00,C2_log_fit_weight,803,0.17675995757491833,0.9377628294476291
whole,own,13:30,C2_log_fit_weight,803,0.16176403137971346,0.9145826681659585
whole,own,14:00,C2_log_fit_weight,801,0.2020443525972748,0.9216485949758865
whole,own,14:30,C2_log_fit_weight,802,0.18485058318995634,0.9948719311373494
whole,own,15:00,C2_log_fit_weight,799,0.1070543681972784,0.9229369513271595
whole,own,15:30,C2_log_fit_weight,798,0.09450111187969948,0.8217809204333787
whole,common,10:00,C2_log_fit_weight,801,0.14569463387547635,0.9176126762674324
whole,common,10:30,C2_log_fit_weight,802,0.14056701826922016,0.9284107996672513
whole,common,11:00,C2_log_fit_weight,802,0.15118826099256838,0.9616512957529786
whole,common,11:30,C2_log_fit_weight,801,0.13704041743654333,0.9550102683316226
whole,common,12:00,C2_log_fit_weight,803,0.14266104193620907,0.9543083259078909
whole,common,12:30,C2_log_fit_weight,803,0.16158771847429962,0.9166839847234652
whole,common,13:00,C2_log_fit_weight,803,0.17675995757491833,0.9377628294476291
whole,common,13:30,C2_log_fit_weight,803,0.16176403137971346,0.9145826681659585
whole,common,14:00,C2_log_fit_weight,801,0.2020443525972748,0.9216485949758865
whole,common,14:30,C2_log_fit_weight,802,0.18485058318995634,0.9948719311373494
whole,common,15:00,C2_log_fit_weight,799,0.1070543681972784,0.9229369513271595
whole,common,15:30,C2_log_fit_weight,798,0.09450111187969948,0.8217809204333787
daily_era,own,10:00,C2_log_fit_weight,489,0.1483634890408087,0.9479607440020437
daily_era,own,10:30,C2_log_fit_weight,489,0.11162658515554362,0.9316326961564846
daily_era,own,11:00,C2_log_fit_weight,489,0.13831276223181863,0.9644476712846682
daily_era,own,11:30,C2_log_fit_weight,489,0.12146394244081046,0.967498179420452
daily_era,own,12:00,C2_log_fit_weight,489,0.12440101298793893,0.9679134428558416
daily_era,own,12:30,C2_log_fit_weight,489,0.15417098554297007,0.9388158938407651
daily_era,own,13:00,C2_log_fit_weight,489,0.1842124558299125,0.9714013599276029
daily_era,own,13:30,C2_log_fit_weight,489,0.15786209811530927,0.9229772370061224
daily_era,own,14:00,C2_log_fit_weight,489,0.1591866314636101,0.887740146644217
daily_era,own,14:30,C2_log_fit_weight,489,0.17667688191218076,1.0253471331734019
daily_era,own,15:00,C2_log_fit_weight,489,0.10512564660440013,0.986061105428562
daily_era,own,15:30,C2_log_fit_weight,489,0.08636708277002071,0.8437686022396854
daily_era,common,10:00,C2_log_fit_weight,489,0.1483634890408087,0.9479607440020437
daily_era,common,10:30,C2_log_fit_weight,489,0.11162658515554362,0.9316326961564846
daily_era,common,11:00,C2_log_fit_weight,489,0.13831276223181863,0.9644476712846682
