block,sample,family,param,rule,causal,n_days,n_days_toggled,toggles_per_day,flat_runs_per_day,frac_bars_flat,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,cross_cost_per_day_prem,extra_cost_per_day_prem,n_flat_bars,mean_bar_without_toggle,mean_bar_with_toggle,mean_bar_saved,total_saved_prem,Sharpe_book,delta_Sharpe,beats_book,modal_pick,modal_pick_share,null_share,n_candidates,block_key,p_value,sharpe_rule,adopted
fixed_rule_oos,whole,margin_ridge,0.5,flat on the bar when rv_hat_t - slice_t > 0.50 slice_t (ridge),True,797,285,0.8870765370138017,0.4504391468005019,0.0821831869510665,0.024546868099477315,0.3236338824729617,1.2040440505264012,2.1412691814387426,-6.510003267103102,-2.2028675866604797,2024-04-04,0.014438992965600648,0.014208076620355468,524,0.011631746610816344,-0.021610376080960513,-0.03324212269177686,-17.418872290491073,2.2508623989667926,-1.0468183484403915,False,flat on the bar when rv_hat_t - slice_t > 0.50 slice_t (ridge),1.0,,1,fixed_rule,0.9810094952523738,1.2040440505264012,False
fixed_rule_oos,whole,margin_ridge,1.0,flat on the bar when rv_hat_t - slice_t > 1.00 slice_t (ridge),True,797,91,0.2584692597239649,0.12923462986198245,0.018350062735257213,0.03973531577622222,0.32923790809643466,1.9158747135468859,3.407187202014891,-6.417359450707211,-2.2028675866604797,2024-04-04,0.004531890481379384,0.004531890481379384,117,0.01454498101253003,-0.03087108302272965,-0.045416064035259676,-5.313679492125381,2.2508623989667926,-0.33498768541990676,False,flat on the bar when rv_hat_t - slice_t > 1.00 slice_t (ridge),1.0,,1,fixed_rule,0.984007996001999,1.9158747135468863,False
fixed_rule_oos,whole,margin_comb,0.0,flat on the bar when f_comb_t - slice_t > 0.00 slice_t (C2_log_fit_weight),True,797,659,2.3074027603513176,1.2659974905897113,0.39978042659974905,-0.0011575896257309101,0.275318513938721,-0.06674511407468958,-0.11869935798217894,-10.549912379986308,-2.2028675866604797,2024-04-04,0.03751989392776337,0.033135862021462466,2549,0.0045100208185078275,-0.010360644186389009,-0.014870665004896836,-37.90532509748203,2.2508623989667926,-2.3176075130414824,False,flat on the bar when f_comb_t - slice_t > 0.00 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.4752623688155922,-0.06674511407468946,False
fixed_rule_oos,whole,margin_comb,0.25,flat on the bar when f_comb_t - slice_t > 0.25 slice_t (C2_log_fit_weight),True,797,368,1.1994981179422837,0.6072772898368883,0.11747176913425345,0.02041589695619231,0.32294621889654673,1.0035488817234077,1.784709032499412,-7.082254710777656,-2.2028675866604797,2024-04-04,0.018632056373953605,0.01837615698323482,749,0.008098076336516786,-0.019553801222480845,-0.02765187755899763,-20.711256291689224,2.2508623989667926,-1.247313517243385,False,flat on the bar when f_comb_t - slice_t > 0.25 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.8740629685157422,1.0035488817234077,False
fixed_rule_oos,whole,margin_comb,0.5,flat on the bar when f_comb_t - slice_t > 0.50 slice_t (C2_log_fit_weight),True,797,169,0.4993726474278545,0.24968632371392724,0.04140526976160602,0.034742549561823766,0.3245486735495907,1.6993471897005261,3.022115149590605,-6.048755643971132,-2.2028675866604797,2024-04-04,0.007518259294614578,0.007518259294614578,264,0.012503263284822482,-0.022697169158362947,-0.03520043244318543,-9.292914165000953,2.2508623989667926,-0.5515152092662665,False,flat on the bar when f_comb_t - slice_t > 0.50 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.8450774612693653,1.6993471897005261,False
fixed_rule_oos,whole,margin_comb,1.0,flat on the bar when f_comb_t - slice_t > 1.00 slice_t (C2_log_fit_weight),True,797,33,0.10037641154328733,0.050188205771643665,0.006744040150564617,0.043284257435828546,0.32791948330480575,2.0953810924284717,3.7264209350355073,-6.270371417519893,-2.2028675866604797,2024-04-04,0.001378964491339114,0.001378964491339114,43,0.03223577418190388,-0.025558946502262186,-0.057794720684166065,-2.4851729894191403,2.2508623989667926,-0.15548130653832093,False,flat on the bar when f_comb_t - slice_t > 1.00 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.9885057471264368,2.0953810924284726,False
fixed_rule_oos,whole,expected_gain,,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds twice the half-spread quoted at t (causal),True,797,293,0.9297365119196989,0.4918444165621079,0.09206398996235884,0.026995239119290314,0.31382821678028816,1.3655118081820092,2.4284230717908564,-5.904989047482378,-2.2028675866604797,2024-04-04,0.011347531998433328,0.010709973950060061,587,0.011808639436971457,-0.014541480814647137,-0.02635012025161859,-15.467520587700115,2.2508623989667926,-0.8853505907847834,False,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds twice the half-spread quoted at t (causal),1.0,,1,fixed_rule,0.25687156421789104,1.3655118081820092,False
fixed_rule_oos,whole,expected_gain,,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),False,797,287,0.8795483061480552,0.4642409033877039,0.0892409033877039,0.02255010224790346,0.3181931922053739,1.1250139358454234,2.0007222065187107,-6.766985512441273,-2.2028675866604797,2024-04-04,0.01050666707518166,0.0099469508651319,569,0.019477284419482096,-0.013932723795272625,-0.03341000821475472,-19.01029467419544,2.2508623989667926,-1.1258484631213692,False,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),1.0,,1,fixed_rule,0.9230384807596201,1.1250139358454234,False
fixed_rule_oos,whole,expected_gain,,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds twice the half-spread quoted at t (causal),True,797,200,0.6110414052697616,0.3212045169385194,0.05254077791718946,0.034851858723088165,0.318838870286193,1.735221633928392,3.085914179030423,-5.9485530637382755,-2.2028675866604797,2024-04-04,0.0068977411165089845,0.006551827636157487,335,0.01189250190285288,-0.015587482465723931,-0.027479984368576814,-9.20579476347323,2.2508623989667926,-0.5156407650384007,False,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds twice the half-spread quoted at t (causal),1.0,,1,fixed_rule,0.2063968015992004,1.7352216339283917,False
fixed_rule_oos,whole,expected_gain,,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),False,797,182,0.5445420326223338,0.2835633626097867,0.048462986198243414,0.03237637538515681,0.3215974493488501,1.5981439740191319,2.8421355826417662,-6.217978222920912,-2.2028675866604797,2024-04-04,0.005850085124380931,0.005645731025553809,309,0.02161523416323019,-0.014561966431606427,-0.03617720059483662,-11.178754983804513,2.2508623989667926,-0.6527184249476607,False,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),1.0,,1,fixed_rule,0.8985507246376812,1.5981439740191326,False
fixed_rule_oos,daily_era,margin_ridge,0.0,flat on the bar when rv_hat_t - slice_t > 0.00 slice_t (ridge),True,489,438,2.488752556237219,1.3967280163599183,0.4841513292433538,-0.00332384090390051,0.2771859168784885,-0.19035721284036203,-0.265169455306126,-4.988290627285061,-2.2028675866604797,2024-04-04,0.03359963111578634,0.028674343027463262,1894,0.0072143821258599476,-0.007403249070976523,-0.01461763119683647,-27.685793486808272,2.5131321677178398,-2.7034893805582016,False,flat on the bar when rv_hat_t - slice_t > 0.00 slice_t (ridge),1.0,,1,fixed_rule,0.4987506246876562,-0.19035721284036225,False
fixed_rule_oos,daily_era,margin_ridge,0.25,flat on the bar when rv_hat_t - slice_t > 0.25 slice_t (ridge),True,489,347,2.044989775051125,1.0695296523517381,0.24539877300613497,0.007293497503534918,0.31684564387144654,0.365416680749187,0.5090290026220063,-4.031016292515567,-2.2028675866604797,2024-04-04,0.028295669138448963,0.02682200683144919,960,0.00976870173436843,-0.01366245972976943,-0.02343116146413786,-22.493915005572347,2.5131321677178398,-2.1477154869686528,False,flat on the bar when rv_hat_t - slice_t > 0.25 slice_t (ridge),1.0,,1,fixed_rule,0.9000499750124937,0.3654166807491867,False
fixed_rule_oos,daily_era,margin_ridge,0.5,flat on the bar when rv_hat_t - slice_t > 0.50 slice_t (ridge),True,489,223,1.1247443762781186,0.5725971370143149,0.108640081799591,0.025217705260048386,0.33023384719807447,1.2122278316394661,1.6886452003914103,-3.697063504413311,-2.2028675866604797,2024-04-04,0.01550131133754247,0.015168702487439161,425,0.014850545638304727,-0.01745293062672412,-0.032303476265028844,-13.72897741263726,2.5131321677178398,-1.3009043360783736,False,flat on the bar when rv_hat_t - slice_t > 0.50 slice_t (ridge),1.0,,1,fixed_rule,0.9130434782608695,1.2122278316394661,False
fixed_rule_oos,daily_era,margin_ridge,1.0,flat on the bar when rv_hat_t - slice_t > 1.00 slice_t (ridge),True,489,71,0.32719836400818,0.16359918200409,0.023773006134969327,0.04537626913471591,0.33570998501129523,2.145679227569386,2.988952105079378,-2.787633672164229,-2.2028675866604797,2024-04-04,0.004756272623967375,0.004756272623967375,93,0.0166195953204817,-0.025008788313118775,-0.041628383633600476,-3.871439677924843,2.5131321677178398,-0.36745294014845387,False,flat on the bar when rv_hat_t - slice_t > 1.00 slice_t (ridge),1.0,,1,fixed_rule,0.9800099950024987,2.1456792275693854,False
fixed_rule_oos,daily_era,margin_comb,0.0,flat on the bar when f_comb_t - slice_t > 0.00 slice_t (C2_log_fit_weight),True,489,438,2.488752556237219,1.3967280163599183,0.4841513292433538,-0.00332384090390051,0.2771859168784885,-0.19035721284036203,-0.265169455306126,-4.988290627285061,-2.2028675866604797,2024-04-04,0.03359963111578634,0.028674343027463262,1894,0.0072143821258599476,-0.007403249070976523,-0.01461763119683647,-27.685793486808272,2.5131321677178398,-2.7034893805582016,False,flat on the bar when f_comb_t - slice_t > 0.00 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.4802598700649675,-0.19035721284036225,False
fixed_rule_oos,daily_era,margin_comb,0.25,flat on the bar when f_comb_t - slice_t > 0.25 slice_t (C2_log_fit_weight),True,489,283,1.539877300613497,0.7811860940695297,0.15465235173824132,0.02114523033025565,0.3268520821044547,1.0269786964580114,1.430591347117185,-4.143970210026311,-2.2028675866604797,2024-04-04,0.021011495266921195,0.020638167629000986,605,0.009303063938387486,-0.016681097472035507,-0.025984161410422993,-15.720417653305912,2.5131321677178398,-1.4861534712598283,False,flat on the bar when f_comb_t - slice_t > 0.25 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.5902048975512244,1.026978696458011,False
fixed_rule_oos,daily_era,margin_comb,0.5,flat on the bar when f_comb_t - slice_t > 0.50 slice_t (C2_log_fit_weight),True,489,143,0.6789366053169734,0.3394683026584867,0.057515337423312884,0.03563000371929049,0.3353367883491112,1.6866887081069448,2.3495738318820267,-3.0954878925460596,-2.2028675866604797,2024-04-04,0.008942080494602938,0.008942080494602938,225,0.018954160463142397,-0.019434121608270384,-0.03838828207141278,-8.637363466067875,2.5131321677178398,-0.8264434596108949,False,flat on the bar when f_comb_t - slice_t > 0.50 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.9245377311344328,1.6866887081069444,False
fixed_rule_oos,daily_era,margin_comb,1.0,flat on the bar when f_comb_t - slice_t > 1.00 slice_t (C2_log_fit_weight),True,489,29,0.147239263803681,0.0736196319018405,0.009713701431492843,0.048414366120464895,0.33661395323285787,2.2831918535885154,3.1805085351989306,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.001884904461781314,0.001884904461781314,38,0.038528736054803385,-0.024255744258185857,-0.06278448031298925,-2.385810251893591,2.5131321677178398,-0.22994031412932436,False,flat on the bar when f_comb_t - slice_t > 1.00 slice_t (C2_log_fit_weight),1.0,,1,fixed_rule,0.9970014992503748,2.2831918535885154,False
fixed_rule_oos,daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds twice the half-spread quoted at t (causal),True,489,246,1.2924335378323109,0.689161554192229,0.13394683026584867,0.024082228281643282,0.3176195961050303,1.2036207053505295,1.6766553894683935,-3.349888243892395,-2.2028675866604797,2024-04-04,0.014756522205445096,0.013730304153746717,524,0.014446768938731322,-0.01281320368546211,-0.027259972624193433,-14.284225655077357,2.5131321677178398,-1.3095114623673103,False,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds twice the half-spread quoted at t (causal),1.0,,1,fixed_rule,0.3248375812093953,1.2036207053505292,False
fixed_rule_oos,daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),False,489,239,1.2167689161554192,0.6462167689161554,0.12985685071574643,0.01832062479313427,0.32238761887167666,0.9021156067147452,1.256655844484939,-3.9346162213415248,-2.2028675866604797,2024-04-04,0.0136835031004009,0.012827907839303182,508,0.021316540999092536,-0.012348123884683575,-0.03366466488377611,-17.101649760958264,2.5131321677178398,-1.6110165610030944,False,flat when 0.5 Gamma_t S_t^2 (ridge - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),1.0,,1,fixed_rule,0.9330334832583708,0.9021156067147451,False
fixed_rule_oos,daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds twice the half-spread quoted at t (causal),True,489,179,0.9038854805725971,0.47648261758691207,0.07847648261758691,0.03491119567709708,0.3243346938798197,1.7087226894278142,2.380267382905912,-3.2258355892178567,-2.2028675866604797,2024-04-04,0.009762053795035013,0.009211174640500952,307,0.014607805210083013,-0.014671871007182298,-0.02927967621726531,-8.98886059870045,2.5131321677178398,-0.8044094782900255,False,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds twice the half-spread quoted at t (causal),1.0,,1,fixed_rule,0.22788605697151423,1.7087226894278142,False
fixed_rule_oos,daily_era,expected_gain,,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),False,489,163,0.803680981595092,0.41922290388548056,0.07310838445807771,0.031116997634341986,0.32668733677174694,1.512048274065346,2.1062980028328155,-2.8209897929481222,-2.2028675866604797,2024-04-04,0.008464290371108744,0.008144132744335269,286,0.023992106746950168,-0.013924758433496316,-0.037916865180446485,-10.844223441607692,2.5131321677178398,-1.0010838936524937,False,flat when 0.5 Gamma_t S_t^2 (C2_log_fit_weight - slice_t) exceeds the two REALISED half-spreads (ask_t - mid_t) + (mid_t+30 - bid_t+30) (NON-CAUSAL),1.0,,1,fixed_rule,0.9245377311344328,1.512048274065346,False
