rule,forecast,n,mean_active,te_daily,te_ann,IR_ann,t_active,t_lag,corr_to_bench
"sign(s), long side doubled",LightGBM,866.0,0.13314447952099048,2.4177785202993083,38.38104413967421,0.8741921850064189,1.8234157215054156,14.0,-0.3393010297217775
"sign(s), long side doubled",XGBoost,866.0,0.13720831551265283,2.3740249098760087,37.68647710682668,0.917477518823992,1.8987487580657503,14.0,-0.3083112506979738
"sign(s), long side doubled",lasso (causally tuned),866.0,0.12827157251063231,2.38536717603421,37.866530000177704,0.8536413627688528,1.8238573743094857,14.0,-0.31586612573167006
"sign(s), long side doubled",lasso (fixed 1e-4),866.0,0.13844867538429934,2.6144685605860154,41.50340173144562,0.8406314841997459,1.7175472960204679,14.0,-0.4790509499165776
"sign(s), long side doubled",elastic net (causally tuned),866.0,0.08701505487931363,2.318801453373818,36.80983191217355,0.5957048073978082,1.1826744223655419,14.0,-0.26609634192972553
"sign(s), long side doubled, short side halved",baseline (HAR + calendar OLS),866.0,0.06040516013306063,2.290919755199985,36.36722367518479,0.41856646769321837,0.932247675001446,14.0,-0.4411499637905764
"sign(s), long side doubled, short side halved",block-diagonal ridge,866.0,0.09308912148494505,2.528790019438641,40.14329705602101,0.5843680099686198,1.222189115517425,14.0,-0.5737157093887516
"sign(s), long side doubled, short side halved",LightGBM,866.0,0.10371621334168217,2.4510589044336615,38.9093538594114,0.6717275711270135,1.4135474796844543,14.0,-0.5321636722308364
"sign(s), long side doubled, short side halved",XGBoost,866.0,0.10710274333473413,2.409192711444522,38.2447486494696,0.7057149614899434,1.4785093557545248,14.0,-0.5093902773143318
"sign(s), long side doubled, short side halved",lasso (causally tuned),866.0,0.09965545749971705,2.4199017714410678,38.41474970662638,0.6537378346004629,1.4159472711078913,14.0,-0.514880531204256
"sign(s), long side doubled, short side halved",lasso (fixed 1e-4),866.0,0.1081363765611062,2.6401615609697613,41.91126546814849,0.6501919373946929,1.3488214858847996,14.0,-0.6336708120558675
"sign(s), long side doubled, short side halved",elastic net (causally tuned),866.0,0.06527502614028477,2.3555292676154083,37.39286788826689,0.4399049208128061,0.8877476759429741,14.0,-0.47766631764150297
"sign(s), long side doubled, implied-variance tilt",baseline (HAR + calendar OLS),866.0,0.11807929487522387,3.2923192913534054,52.2639484892491,0.5693404950962964,1.3002861525205458,14.0,-0.37400682878718244
"sign(s), long side doubled, implied-variance tilt",block-diagonal ridge,866.0,0.19595815370676972,3.724625433034917,59.126595736059905,0.8351817675170059,1.6987452810771906,14.0,-0.5216377704581134
"sign(s), long side doubled, implied-variance tilt",LightGBM,866.0,0.18983480403400133,3.5113069731494693,55.74027016656269,0.8582371501540638,1.7629201275729591,14.0,-0.4650783098891901
"sign(s), long side doubled, implied-variance tilt",XGBoost,866.0,0.20201794756356467,3.430188468174798,54.45255382123267,0.9349152466411512,1.9476044917188378,14.0,-0.4382062361928807
"sign(s), long side doubled, implied-variance tilt",lasso (causally tuned),866.0,0.21042124502225956,3.6094394964530836,57.29807567969437,0.9254438847481423,1.9796988348639248,14.0,-0.46745471647306563
"sign(s), long side doubled, implied-variance tilt",lasso (fixed 1e-4),866.0,0.22049087962038377,3.8871909525025004,61.707243353651435,0.9004405098100824,1.8288431644184742,14.0,-0.5847291894510048
"sign(s), long side doubled, implied-variance tilt",elastic net (causally tuned),866.0,0.15835663852271817,3.500146662108907,55.563105721157946,0.7182081057166171,1.43246220152461,14.0,-0.42982358992156267
"sign(s), threshold c, long side doubled",baseline (HAR + calendar OLS),866.0,0.00010000969066288314,0.9064583949910997,14.38958092183924,0.0017514368336326253,0.0036467492577734397,14.0,0.7116812112775354
"sign(s), threshold c, long side doubled",block-diagonal ridge,866.0,-0.012382070056999239,0.9150512787135755,14.525988722086636,-0.2148068344304473,-0.4584301356143497,14.0,0.7068005017394999
"sign(s), threshold c, long side doubled",LightGBM,866.0,0.002396749819346686,0.927103656952763,14.717314295253296,0.041038802485190116,0.08882655992881434,14.0,0.6998192995795652
"sign(s), threshold c, long side doubled",XGBoost,866.0,0.012379061274268232,0.9376176629515737,14.884218966188662,0.20958596807813543,0.4237936549366694,14.0,0.6936710484178997
"sign(s), threshold c, long side doubled",lasso (causally tuned),866.0,-0.021821164203055535,0.5560708460738291,8.827351020267777,-0.6229426434435804,-1.2960891331250672,14.0,0.8838316499626475
"sign(s), threshold c, long side doubled",lasso (fixed 1e-4),866.0,-0.015846273290255588,0.9206658270968743,14.615116914563526,-0.2732281166471713,-0.5754406590459752,14.0,0.7035796503340439
"sign(s), threshold c, long side doubled",elastic net (causally tuned),866.0,-0.023316414212772696,0.5594112770694128,8.880378718384296,-0.6616538064367322,-1.1392666317533595,14.0,0.8824936310155898
"sign(s), wings on selling days (25 points)",baseline (HAR + calendar OLS),866.0,0.03583521249227445,1.5088493442961082,23.95224078522226,0.37701998861103075,0.8354362404772451,14.0,0.08387957873262948
"sign(s), wings on selling days (25 points)",block-diagonal ridge,866.0,0.06571931132575472,1.673938171270248,26.57294466767593,0.623237908376627,1.2707342256236835,14.0,-0.13045521566818832
"sign(s), wings on selling days (25 points)",LightGBM,866.0,0.06616066014103912,1.6169563861300968,25.6683868712278,0.6495338580949308,1.3385012013555486,14.0,-0.04404533218957019
"sign(s), wings on selling days (25 points)",XGBoost,866.0,0.06773560713230305,1.5877176295558897,25.204235999987155,0.677242230129454,1.386926424460395,14.0,-0.005795122872613606
"sign(s), wings on selling days (25 points)",lasso (causally tuned),866.0,0.0678968085592769,1.5984776165794465,25.375045498634837,0.6742843380461442,1.421065441625085,14.0,-0.03031672648471561
"sign(s), wings on selling days (25 points)",lasso (fixed 1e-4),866.0,0.07750853567110019,1.7504814045446633,27.788030826409376,0.702897989106668,1.434451085368715,14.0,-0.23368144515617698
"sign(s), wings on selling days (25 points)",elastic net (causally tuned),866.0,0.03923323026942287,1.5540044160549134,24.669055327064704,0.4007763530793848,0.7874109777687764,14.0,0.029996385060287355
"sign(s), wings on selling days (50 points)",baseline (HAR + calendar OLS),866.0,0.04780182087217592,1.5023965826225336,23.849806369275175,0.5050799437645257,1.1315137983394028,14.0,0.10631419391911481
"sign(s), wings on selling days (50 points)",block-diagonal ridge,866.0,0.07562820131105157,1.6674452341019927,26.469872485522504,0.7199999448735083,1.4734952000215136,14.0,-0.10365595728521891
"sign(s), wings on selling days (50 points)",LightGBM,866.0,0.0810420328815595,1.6131519188553205,25.607992825546948,0.7975085132708679,1.6567024321439174,14.0,-0.029780456232828562
"sign(s), wings on selling days (50 points)",XGBoost,866.0,0.08384729403126873,1.584002358331588,25.145257897711218,0.8402983251089654,1.7289398461356056,14.0,0.006757514606464003
"sign(s), wings on selling days (50 points)",lasso (causally tuned),866.0,0.07961012333869445,1.5918406049706577,25.269686205641815,0.7939058252679029,1.6906729897951402,14.0,-0.005704880102242081
"sign(s), wings on selling days (50 points)",lasso (fixed 1e-4),866.0,0.08784497782029776,1.7443974688394306,27.69145134119806,0.7994140190760146,1.6330495279159816,14.0,-0.20915767022218879
"sign(s), wings on selling days (50 points)",elastic net (causally tuned),866.0,0.05190739610424558,1.5474075063984283,24.564332632828982,0.5325063788131676,1.0540605795534579,14.0,0.051500582419539656
