era,hour,forecast,n_days,qlike,dm_vs_naive,dm_pooled_vs_perhour,dm_blk2_vs_a0
all,15:00,a0_M2,5582,0.10819007038520115,-17.248828031284,,
all,15:00,a0_M2pooled,5582,0.11001584387641435,-17.255325360754533,5.0626485021902,
all,15:00,a0_M3,5581,0.10813453120839153,-17.25030964363016,,
all,15:00,blk2_M1,5582,0.1143421205107622,-17.205556358958468,,-0.30902551123384314
all,15:00,blk2_M2,5582,0.10416300546784528,-17.333901166176098,,-3.143356757114603
all,15:00,blk2_M2pooled,5582,0.10654356274720547,-17.326380500113473,5.910653594048554,-2.4500018427705736
all,15:00,blk2_M3,5581,0.10360575941610253,-17.34454980790278,,-3.7279621063659136
all,15:30,M0,5582,1.0282895693712986,,,
all,15:30,a0_M1,5582,0.12401347044048533,-15.802004504548767,,
all,15:30,a0_M2,5582,0.1169644878781149,-15.91838320751423,,
all,15:30,a0_M2pooled,5582,0.11933185507822594,-15.944280227639187,4.105340215334421,
all,15:30,a0_M3,5581,0.1170906748109183,-15.917045009026342,,
all,15:30,blk2_M1,5582,0.11805389873551367,-15.931777700149176,,-3.668024099122192
all,15:30,blk2_M2,5582,0.1112498663102679,-16.03341952006683,,-5.16824778935004
all,15:30,blk2_M2pooled,5582,0.11328165483055773,-16.06424809842473,3.6495264555598737,-5.676990487925348
all,15:30,blk2_M3,5581,0.11140349396224074,-16.03163777939574,,-5.0568023564314
post2016,10:00,M0,2089,0.7793751660407451,,,
post2016,10:00,a0_M1,2089,0.17837648880240775,-11.770826674695124,,
post2016,10:00,a0_M2,2089,0.1777086813965995,-11.75584263415379,,
post2016,10:00,a0_M2pooled,2089,0.1836617676903202,-11.563182600960777,3.3103266631582056,
post2016,10:00,a0_M3,2089,0.1590980491467376,-12.1980273417364,,
post2016,10:00,blk2_M1,2089,0.17063892939037215,-11.996692843139568,,-1.5886086271647586
post2016,10:00,blk2_M2,2089,0.16803704580796747,-12.022442104812908,,-2.468584774956732
post2016,10:00,blk2_M2pooled,2089,0.17328017000851015,-11.855534428175305,2.8516982021489947,-2.9351439216597863
post2016,10:00,blk2_M3,2089,0.1521547138764519,-12.365871409450335,,-3.343306100223164
post2016,10:30,M0,2089,0.8034135215589487,,,
post2016,10:30,a0_M1,2089,0.19274024143130078,-11.605025378484335,,
post2016,10:30,a0_M2,2089,0.1898450624817318,-11.631661815631311,,
post2016,10:30,a0_M2pooled,2089,0.19034250100922587,-11.572219625230098,0.39475610171646275,
post2016,10:30,a0_M3,2089,0.17324931378571326,-12.022519106003596,,
post2016,10:30,blk2_M1,2089,0.17517996945761882,-12.083706753907876,,-2.9880927095615175
post2016,10:30,blk2_M2,2089,0.17360731898254936,-12.058954709603498,,-3.3851495374768863
post2016,10:30,blk2_M2pooled,2089,0.17522588713705858,-11.983985158296994,1.4965677649497469,-3.5117541997989457
post2016,10:30,blk2_M3,2089,0.16236581513010845,-12.289383950218582,,-3.5400825683894213
post2016,11:00,M0,2089,0.8320806484803215,,,
post2016,11:00,a0_M1,2089,0.21084049322702525,-11.308369380466447,,
post2016,11:00,a0_M2,2089,0.20513718957467267,-11.366772569079513,,
post2016,11:00,a0_M2pooled,2089,0.20325758643713968,-11.416527624976078,-4.430048140570964,
post2016,11:00,a0_M3,2089,0.1887026325897939,-11.776029753920112,,
post2016,11:00,blk2_M1,2089,0.1920151255392873,-11.843737263466299,,-2.859336403493816
post2016,11:00,blk2_M2,2089,0.18780126605303574,-11.839735832514277,,-3.5857163673816363
post2016,11:00,blk2_M2pooled,2089,0.18646829540755794,-11.878772851798914,-3.973863446305122,-3.469693171647627
post2016,11:00,blk2_M3,2089,0.1763227909737669,-12.102079133320398,,-3.592673141417533
post2016,11:30,M0,2089,0.8563486027346205,,,
post2016,11:30,a0_M1,2089,0.21636349656458573,-11.24815517818624,,
post2016,11:30,a0_M2,2089,0.21350733936717603,-11.219718003843084,,
post2016,11:30,a0_M2pooled,2089,0.21205048453388708,-11.264369922363219,-3.0740318956332073,
post2016,11:30,a0_M3,2089,0.1995665636868973,-11.58820679523446,,
post2016,11:30,blk2_M1,2089,0.18846736233227546,-12.009100362888821,,-3.399793511502529
post2016,11:30,blk2_M2,2089,0.1888800214334219,-11.90398723863145,,-3.684844816785945
post2016,11:30,blk2_M2pooled,2089,0.1891161419702098,-11.895554363579114,0.403257473021154,-3.743105840655495
post2016,11:30,blk2_M3,2089,0.18024439737805883,-12.105731599969323,,-3.7356593020333273
post2016,12:00,M0,2089,0.8808754292006842,,,
post2016,12:00,a0_M1,2089,0.243408196418402,-10.89407643515943,,
post2016,12:00,a0_M2,2089,0.23921338140055012,-10.863702695109795,,
post2016,12:00,a0_M2pooled,2089,0.23761796598989876,-10.911631236203835,-3.787371164659676,
post2016,12:00,a0_M3,2089,0.22417989362106883,-11.245130301303785,,
post2016,12:00,blk2_M1,2089,0.20754285569679715,-11.844582612969662,,-4.061027449893291
post2016,12:00,blk2_M2,2089,0.20850548784334674,-11.670628882818974,,-4.363597590311918
post2016,12:00,blk2_M2pooled,2089,0.20823679714252047,-11.682562435784606,-0.6030482579893284,-4.404291566680183
post2016,12:00,blk2_M3,2089,0.19914746756622975,-11.889601153011744,,-4.319638143344438
post2016,12:30,M0,2089,0.9020865898973714,,,
post2016,12:30,a0_M1,2089,0.2612464297072411,-10.634820190700813,,
post2016,12:30,a0_M2,2089,0.25755066472074867,-10.577044496756974,,
post2016,12:30,a0_M2pooled,2089,0.25693919862954806,-10.601202963550381,-2.3805879747572507,
post2016,12:30,a0_M3,2089,0.24199723859793348,-10.989919548882941,,
post2016,12:30,blk2_M1,2089,0.21239794011058108,-11.923735024815066,,-3.716256980605084
post2016,12:30,blk2_M2,2089,0.21591692994471895,-11.735119967276209,,-3.952701451458428
post2016,12:30,blk2_M2pooled,2089,0.2164199142479416,-11.718970322523589,1.0838266922470314,-4.056196195804256
post2016,12:30,blk2_M3,2089,0.20713923138508164,-11.937262724693161,,-3.9424521321658017
post2016,13:00,M0,2089,0.9196056374868196,,,
post2016,13:00,a0_M1,2089,0.2708496362023534,-10.593480991307512,,
post2016,13:00,a0_M2,2089,0.26779063147878124,-10.501173448453857,,
post2016,13:00,a0_M2pooled,2089,0.2652901545847783,-10.594274427294312,-2.884644617555736,
post2016,13:00,a0_M3,2089,0.25421344697765746,-10.87956916790756,,
post2016,13:00,blk2_M1,2089,0.22319131713511042,-11.963167559187328,,-3.3353731815435474
post2016,13:00,blk2_M2,2089,0.22687542509183897,-11.710098162809334,,-3.780216830530792
post2016,13:00,blk2_M2pooled,2089,0.22384870301722357,-11.808897954895068,-3.547214888258376,-3.7896924249175474
post2016,13:00,blk2_M3,2089,0.21863622867721558,-11.904202721754656,,-3.829191677551302
post2016,13:30,M0,2089,0.9353011417957319,,,
post2016,13:30,a0_M1,2089,0.2781786757948874,-10.867271655230585,,
post2016,13:30,a0_M2,2089,0.27645478548917796,-10.842828032768223,,
post2016,13:30,a0_M2pooled,2089,0.27710709902339714,-10.818774627644599,1.6266654878524267,
post2016,13:30,a0_M3,2089,0.2671268105082021,-11.113972589825178,,
post2016,13:30,blk2_M1,2089,0.22594017664833654,-12.425663355241205,,-2.208059912545684
post2016,13:30,blk2_M2,2089,0.2255276473388726,-12.475574588565674,,-3.44131802819094
post2016,13:30,blk2_M2pooled,2089,0.2258681380042583,-12.456332391941931,0.6554148257170193,-3.5328241060509407
post2016,13:30,blk2_M3,2089,0.219651816581626,-12.611437923030849,,-3.612875260645675
post2016,14:00,M0,2089,0.9529704690482486,,,
post2016,14:00,a0_M1,2089,0.29163855002895767,-11.496804076940535,,
post2016,14:00,a0_M2,2089,0.2930768408498702,-11.090580469911556,,
post2016,14:00,a0_M2pooled,2089,0.28770643890873693,-11.319777521768518,-1.5584353911236015,
post2016,14:00,a0_M3,2089,0.2823358530012574,-11.368248711634427,,
post2016,14:00,blk2_M1,2089,0.24644194163828273,-12.75667627634863,,-2.440463171758231
post2016,14:00,blk2_M2,2089,0.24732615075767064,-12.49474829602036,,-4.294915158319926
post2016,14:00,blk2_M2pooled,2089,0.24041700352454748,-12.756325950868002,-2.272007548263019,-3.9135394247572077
post2016,14:00,blk2_M3,2089,0.24017291752976516,-12.639638868011117,,-4.453059452322173
post2016,14:30,M0,2089,0.9659720528657919,,,
post2016,14:30,a0_M1,2089,0.15488243061040394,-13.878557163693996,,
post2016,14:30,a0_M2,2089,0.15159498419695072,-13.800528101549148,,
post2016,14:30,a0_M2pooled,2089,0.1491820016167239,-13.855037944592192,-1.9787329332127535,
post2016,14:30,a0_M3,2089,0.15134922408316925,-13.802576336729283,,
post2016,14:30,blk2_M1,2089,0.1449351632675908,-14.103698941795626,,-1.9821854487523116
post2016,14:30,blk2_M2,2089,0.13880326387417413,-14.06035441564345,,-4.044132970366825
post2016,14:30,blk2_M2pooled,2089,0.1375999688373204,-14.093903326893981,-0.938848613889201,-3.172501661194717
post2016,14:30,blk2_M3,2089,0.1380855371031177,-14.0711282905979,,-4.262720164312923
post2016,15:00,M0,2089,0.964125313673443,,,
post2016,15:00,a0_M1,2089,0.1314733929241296,-13.528536730141246,,
post2016,15:00,a0_M2,2089,0.12412258129309502,-13.57338966641543,,
post2016,15:00,a0_M2pooled,2089,0.1254435753955936,-13.534395898281128,4.167274657773578,
post2016,15:00,a0_M3,2089,0.12349992450542525,-13.5795785194471,,
post2016,15:00,blk2_M1,2089,0.1359402341144599,-13.453106968384938,,0.8480473248190502
post2016,15:00,blk2_M2,2089,0.1235358491604577,-13.587391386097433,,-0.20969633243203392
post2016,15:00,blk2_M2pooled,2089,0.12649310137415756,-13.519969066311942,4.605116188125672,0.3281880403374692
post2016,15:00,blk2_M3,2089,0.12182588173087561,-13.611115796122418,,-0.6371948179706483
post2016,15:30,M0,2089,0.9994972849662381,,,
post2016,15:30,a0_M1,2089,0.1342460930640264,-11.216611196002974,,
post2016,15:30,a0_M2,2089,0.13063767530346213,-11.253177199847201,,
post2016,15:30,a0_M2pooled,2089,0.13011853569914908,-11.291246082153087,-0.7377929078680342,
post2016,15:30,a0_M3,2089,0.13089815113626704,-11.249742018612048,,
post2016,15:30,blk2_M1,2089,0.12924622689403564,-11.32166037309208,,-1.4995120177691719
post2016,15:30,blk2_M2,2089,0.12511941456658293,-11.349319068052509,,-2.3821934080787175
post2016,15:30,blk2_M2pooled,2089,0.12401740833255546,-11.39208515588993,-1.5555206263287955,-2.8395927636070475
post2016,15:30,blk2_M3,2089,0.12533727686152568,-11.347025871768366,,-2.3570824181006884
