cell,window,p,variance,tag,qlike_all_rows,d_qlike_all_rows,dm_t_all_rows,dm_lag_all_rows,qlike_traded,d_qlike_traded,dm_t_traded,dm_lag_traded,calib_slope,calib_intercept,n_days,mean_R,t,sharpe,n_buy,n_sign_diff_vs_current
ewma250|p0|PER-ROW,ewma250,0,PER-ROW,blk2_inc,0.19925293290423254,0.002312336672656397,2.479918745316578,35,0.1139025490466865,0.003452207701083583,2.959526292665494,14,0.9863759931126143,0.012079597655798892,866,0.09229048382696138,2.416465990163315,1.3035329441374928,406,55
ewma250|p1|FLAT,ewma250,1,FLAT,blk2_inc,0.19688137452205023,-5.9221709525933837e-05,-0.11768640607629907,35,0.11038749619296004,-6.28451526428792e-05,-0.09594187528781405,14,1.0039941848153715,-0.004137192929556736,866,0.08392015223197226,2.196020224077257,1.1846161790522194,383,42
ewma250|p1|PER-ROW,ewma250,1,PER-ROW,blk2_inc,0.19638744260999322,-0.0005531536215829198,-0.5863949182793765,35,0.10885526619324347,-0.0015950751523594396,-1.461701804903858,14,1.0039941848153715,-0.004137192929556736,866,0.11229209563430458,2.9449527664037056,1.5886186544990983,371,48
ewma250|p2|FLAT,ewma250,2,FLAT,blk2_inc,0.19660746314414915,-0.00033313308742702026,-0.7459650213614295,35,0.10877813266822538,-0.0016722086773775216,-2.486262292826875,14,1.029774785067332,-0.02462950208251632,866,0.0959995883596281,2.514278388170651,1.3562966427232257,353,26
ewma250|p2|PER-ROW,ewma250,2,PER-ROW,blk2_inc,0.19699976739800804,5.9171166431877306e-05,0.04151926952944895,35,0.1079615938973655,-0.0024887474482374137,-1.67909111012583,14,1.029774785067332,-0.02462950208251632,866,0.07777187048075765,2.034331820381311,1.097395352539191,367,56
ewma500|p0|FLAT,ewma500,0,FLAT,blk2_inc,0.19849621452401223,0.0015556182924360907,1.7632364803324245,35,0.11318975981684172,0.002739418471238805,2.564000807714649,14,0.9867788910083385,0.012126183041449023,866,0.08267069239186225,2.163146182127665,1.1668826802723111,406,53
ewma500|p0|PER-ROW,ewma500,0,PER-ROW,blk2_inc,0.19849621452401223,0.0015556182924360907,1.7632364803324245,35,0.11318975981684172,0.002739418471238805,2.564000807714649,14,0.9867788910083385,0.012126183041449023,866,0.08267069239186225,2.163146182127665,1.1668826802723111,406,53
ewma500|p1|FLAT,ewma500,1,FLAT,blk2_inc,0.1966360666116558,-0.0003045296199203613,-0.5118062022856951,35,0.1098540583113758,-0.0005962830342271033,-0.7229895652513525,14,1.0028709668354425,-0.0026131221371396003,866,0.09195533185874082,2.4076317031499386,1.2987673963471336,379,44
ewma500|p1|PER-ROW,ewma500,1,PER-ROW,blk2_inc,0.1964198667854973,-0.000520729446078835,-0.48751803611303607,35,0.10846019416689162,-0.001990147178711289,-1.570752895079359,14,1.0028709668354425,-0.0026131221371396003,866,0.1051629836686797,2.7562876540974246,1.4868455733542585,367,52
ewma500|p2|FLAT,ewma500,2,FLAT,blk2_inc,0.19651657476853157,-0.00042402146304459064,-0.7024338010477151,35,0.10835779552827816,-0.002092545817324765,-2.3605680290324456,14,1.026707031826387,-0.02166232449781838,866,0.1021055154914251,2.675479244301301,1.4432544676811796,355,36
ewma500|p2|PER-ROW,ewma500,2,PER-ROW,blk2_inc,0.19721893831662296,0.0002783420850467533,0.18039776324504203,35,0.10765502631727773,-0.0027953150283251717,-1.7154960099987813,14,1.026707031826387,-0.02166232449781838,866,0.06486248437134305,1.6954179662079871,0.9145724301649845,365,62
flat125|p0|FLAT,flat125,0,FLAT,lgbm,0.19528017779573864,0.0041456969344179535,4.02754523674768,35,0.10418631446929023,0.002943875472304164,1.4078195379318197,14,0.9827553520833063,0.015470575183107859,866,0.0712253855601398,1.8623726265213583,1.0046340742277073,328,50
flat125|p0|PER-ROW,flat125,0,PER-ROW,lgbm,0.19528017779573864,0.0041456969344179535,4.02754523674768,35,0.10418631446929023,0.002943875472304164,1.4078195379318197,14,0.9827553520833063,0.015470575183107859,866,0.0712253855601398,1.8623726265213583,1.0046340742277073,328,50
flat125|p1|FLAT,flat125,1,FLAT,lgbm,0.1922883737731767,0.001153892911856021,2.2758947477437386,35,0.10170844960240981,0.0004660106054237258,0.49049584596119883,14,0.9752200467467275,0.022246675496294718,866,0.08265974372358391,2.162858151877277,1.1667273058859895,305,35
flat125|p1|PER-ROW,flat125,1,PER-ROW,lgbm,0.19071773980921175,-0.00041674105210894345,-0.8966163035939532,35,0.10099039532312999,-0.00025204367385606716,-0.3315175409294897,14,0.9752200467467275,0.022246675496294718,866,0.09878070438910526,2.5876730971101316,1.3958885183868799,287,33
flat125|p2|FLAT,flat125,2,FLAT,lgbm,0.19125716009455812,0.00012267923323743633,0.2742354778541597,35,0.10078701360661665,-0.0004554253903694106,-0.6053185304747112,14,0.9673027109039612,0.028950171147222998,866,0.08103470171282265,2.120114450174079,1.1436697401882658,286,30
flat125|p2|PER-ROW,flat125,2,PER-ROW,lgbm,0.1908050886718361,-0.0003293921894846021,-0.3390552934822576,35,0.10205896038182856,0.000816521384842493,0.5706439433728628,14,0.9673027109039612,0.028950171147222998,866,0.10596758768856965,2.7775634294797675,1.4983225294694482,287,51
flat250|p0|FLAT,flat250,0,FLAT,lgbm,0.1964950340891175,0.005360553227796834,4.794830652981524,35,0.10522014270636453,0.003977703709378473,1.6911329667176822,14,0.9828704810953006,0.016557942119137317,866,0.0766116262289467,2.0038405658123715,1.080947219190536,338,52
flat250|p0|PER-ROW,flat250,0,PER-ROW,lgbm,0.1964950340891175,0.005360553227796834,4.794830652981524,35,0.10522014270636453,0.003977703709378473,1.6911329667176822,14,0.9828704810953006,0.016557942119137317,866,0.0766116262289467,2.0038405658123715,1.080947219190536,338,52
flat250|p1|FLAT,flat250,1,FLAT,lgbm,0.19257187314044022,0.001437392279119511,3.3678272596619916,35,0.10227018269463914,0.0010277436976530783,1.1951073205952514,14,0.9711280371705715,0.027403866974308223,866,0.0880269901790321,2.30413196276384,1.2429357306617252,306,20
flat250|p1|PER-ROW,flat250,1,PER-ROW,lgbm,0.19080564144546985,-0.0003288394158508371,-1.131954694255343,35,0.10157244562428108,0.00033000662729501496,0.6935347310894111,14,0.9711280371705715,0.027403866974308223,866,0.09416759574229233,2.465956953778505,1.330230237528802,297,21
flat250|p2|FLAT,flat250,2,FLAT,lgbm,0.1911344808613207,0.0,,0,0.10124243899698605,0.0,,0,0.960587122590771,0.03644661609272767,866,0.10323802553228009,2.7054042071880477,1.4593971219265764,290,0
flat250|p2|PER-ROW,flat250,2,PER-ROW,lgbm,0.19060360501618998,-0.0005308758451307181,-0.6210007409755048,35,0.1027179781366504,0.0014755391396643492,1.0380225560960283,14,0.960587122590771,0.03644661609272767,866,0.09359304123678425,2.4508063561338176,1.3220574334282622,290,50
flat500|p0|FLAT,flat500,0,FLAT,lgbm,0.19650255442017772,0.0053680735588570415,4.321988496582135,35,0.1034365573444806,0.0021941183474945463,1.5809854115217923,14,0.9819441181220688,0.020152249122224217,866,0.07359870240376498,1.9246906166717097,1.038250749779565,328,58
flat500|p0|PER-ROW,flat500,0,PER-ROW,lgbm,0.19650255442017772,0.0053680735588570415,4.321988496582135,35,0.1034365573444806,0.0021941183474945463,1.5809854115217923,14,0.9819441181220688,0.020152249122224217,866,0.07359870240376498,1.9246906166717097,1.038250749779565,328,58
flat500|p1|FLAT,flat500,1,FLAT,lgbm,0.1925837800597416,0.0014492991984209375,2.2376919807166695,35,0.101031324094098,-0.00021111490288805792,-0.28310011459107753,14,0.9694933803507445,0.03188603382108746,866,0.0864714076683569,2.2631708549827554,1.2208397633945003,295,35
flat500|p1|PER-ROW,flat500,1,PER-ROW,lgbm,0.19111531740261758,-1.916345870311852e-05,-0.028465751650896046,35,0.10095512927461231,-0.0002873097223737481,-0.268386272787403,14,0.9694933803507445,0.03188603382108746,866,0.08663093372875418,2.267370838507245,1.2231053930004179,280,40
flat500|p2|FLAT,flat500,2,FLAT,lgbm,0.19127954099292888,0.000145060131608208,0.2685808919070611,35,0.1005338046573191,-0.0007086343396669529,-0.8090244326113711,14,0.9599298008737879,0.039925650680306526,866,0.0912711374476561,2.3895989963253066,1.2890398737941293,268,32
flat500|p2|PER-ROW,flat500,2,PER-ROW,lgbm,0.19118063556563647,4.615470431573906e-05,0.041036564971020206,35,0.10287775219771852,0.001635313200732451,0.9296050424759098,14,0.9599298008737879,0.039925650680306526,866,0.09726999964550562,2.5477991586239868,1.3743790112633436,277,63
ewma125|p0|FLAT,ewma125,0,FLAT,lgbm,0.19605722143230273,0.004922740570982017,4.487091018436776,35,0.10392806245870877,0.002685623461722694,1.3714438038667291,14,0.9874879691617254,0.013193471474662504,866,0.08084732066188956,2.1151866051496127,1.141011474622293,330,50
ewma125|p0|PER-ROW,ewma125,0,PER-ROW,lgbm,0.19605722143230273,0.004922740570982017,4.487091018436776,35,0.10392806245870877,0.002685623461722694,1.3714438038667291,14,0.9874879691617254,0.013193471474662504,866,0.08084732066188956,2.1151866051496127,1.141011474622293,330,50
ewma125|p1|FLAT,ewma125,1,FLAT,lgbm,0.19222529109506706,0.0010908102337463582,2.6090623152615757,35,0.10123321707598483,-9.2219210012392e-06,-0.01310171021669325,14,0.9733747060707421,0.026277194944374888,866,0.08650504886726743,2.2640565450855648,1.2213175380588275,294,26
ewma125|p1|PER-ROW,ewma125,1,PER-ROW,lgbm,0.19065228039278093,-0.0004822004685397428,-1.271687855897698,35,0.10079130008984305,-0.00045113890714301556,-0.6654316587335583,14,0.9733747060707421,0.026277194944374888,866,0.0910216733145651,2.3830247578916994,1.2854934814940902,290,26
ewma125|p2|FLAT,ewma125,2,FLAT,lgbm,0.19091921750342278,-0.00021526335789790962,-0.9431977443476461,35,0.1004238650760561,-0.0008185739209299762,-1.8125157222943975,14,0.962250473248858,0.03571561828819193,866,0.08357261498951281,2.186875493050168,1.179683166045783,280,16
ewma125|p2|PER-ROW,ewma125,2,PER-ROW,lgbm,0.19063208858163838,-0.0005023922796823169,-0.5320612105388016,35,0.10225014535468996,0.0010077063577038907,0.6739918175759086,14,0.962250473248858,0.03571561828819193,866,0.08883665432053238,2.325457042866446,1.2544392836036142,280,56
ewma250|p0|FLAT,ewma250,0,FLAT,lgbm,0.1962833724686096,0.005148891607288924,4.403892801031494,35,0.10380944077888396,0.0025670017818978934,1.441733415495802,14,0.9923512561709037,0.010069189133051175,866,0.07252870591515999,1.896591757090822,1.0230931645681525,335,59
ewma250|p0|PER-ROW,ewma250,0,PER-ROW,lgbm,0.1962833724686096,0.005148891607288924,4.403892801031494,35,0.10380944077888396,0.0025670017818978934,1.441733415495802,14,0.9923512561709037,0.010069189133051175,866,0.07252870591515999,1.896591757090822,1.0230931645681525,335,59
ewma250|p1|FLAT,ewma250,1,FLAT,lgbm,0.1922201489395032,0.0010856680781824895,2.1071358473089834,35,0.10127196013899738,2.952114201132766e-05,0.03776954549560033,14,0.9730873375800733,0.02816364897264192,866,0.08927802960008036,2.337083597679542,1.2607110860156425,294,30
ewma250|p1|PER-ROW,ewma250,1,PER-ROW,lgbm,0.1907938206692229,-0.00034066019209779796,-0.6394386728569373,35,0.10120216376161895,-4.0275235367128595e-05,-0.04223841469095804,14,0.9730873375800733,0.02816364897264192,866,0.0843949044568,2.2085133811168505,1.1913554594077824,280,34
ewma250|p2|FLAT,ewma250,2,FLAT,lgbm,0.19098919376388424,-0.00014528709743647763,-0.3535904845451662,35,0.10081011156272544,-0.0004323274342606144,-0.5567497083709071,14,0.9605726587403256,0.03878182447558188,866,0.0849321328984176,2.222652040931147,1.198982386055586,271,27
ewma250|p2|PER-ROW,ewma250,2,PER-ROW,lgbm,0.1909757710674816,-0.00015870979383908354,-0.15212189539911175,35,0.10324895890874453,0.002006519911758452,1.1625198360220488,14,0.9605726587403256,0.03878182447558188,866,0.08485828147381756,2.2207083447793385,1.1979338830029507,274,60
ewma500|p0|FLAT,ewma500,0,FLAT,lgbm,0.19561196367725803,0.004477482815937335,3.9317200107646113,35,0.10318025924212888,0.0019378202451428193,1.21340804560765,14,0.9946596896719576,0.00858503098694977,866,0.07708072229087655,2.0161676447891685,1.0875969107718166,327,57
ewma500|p0|PER-ROW,ewma500,0,PER-ROW,lgbm,0.19561196367725803,0.004477482815937335,3.9317200107646113,35,0.10318025924212888,0.0019378202451428193,1.21340804560765,14,0.9946596896719576,0.00858503098694977,866,0.07708072229087655,2.0161676447891685,1.0875969107718166,327,57
ewma500|p1|FLAT,ewma500,1,FLAT,lgbm,0.19198860547640512,0.0008541246150844436,1.4861025537706747,35,0.10125089393520008,8.45493821400782e-06,0.00919259018412136,14,0.9722615678268043,0.029792683432995792,866,0.0959129983507591,2.5119940002581065,1.3550643576783243,287,35
ewma500|p1|PER-ROW,ewma500,1,PER-ROW,lgbm,0.19081110430048,-0.0003233765608406601,-0.49983874417305113,35,0.10152726825933828,0.0002848292623522158,0.24047469241678887,14,0.9722615678268043,0.029792683432995792,866,0.0830340512040188,2.1727055347002944,1.1720393557867905,271,43
ewma500|p2|FLAT,ewma500,2,FLAT,lgbm,0.19104889786054519,-8.558300077549898e-05,-0.1553081251446727,35,0.10122468983289157,-1.7749164094493377e-05,-0.016862289568156764,14,0.9596689505937701,0.04052646563942611,866,0.08570481423731588,2.2429899877545325,1.209953442055678,260,42
ewma500|p2|PER-ROW,ewma500,2,PER-ROW,lgbm,0.19127527525136964,0.00014079439004895534,0.12414162358204384,35,0.10407757254006007,0.0028351335430739965,1.4653699638012263,14,0.9596689505937701,0.04052646563942611,866,0.08883315382209583,2.325364838285845,1.2543895449733569,265,65
flat125|p0|FLAT,flat125,0,FLAT,xgb,0.19816795275036891,0.003985252958479735,3.8414064357600686,35,0.10492548401186494,0.0023254423206285836,1.0976520448211935,14,0.9763060810648346,0.021301253819499467,866,0.09150294117926024,2.3957081413492545,1.2923353771579864,323,56
flat125|p0|PER-ROW,flat125,0,PER-ROW,xgb,0.19816795275036891,0.003985252958479735,3.8414064357600686,35,0.10492548401186494,0.0023254423206285836,1.0976520448211935,14,0.9763060810648346,0.021301253819499467,866,0.09150294117926024,2.3957081413492545,1.2923353771579864,323,56
flat125|p1|FLAT,flat125,1,FLAT,xgb,0.19533689605396085,0.0011541962620716913,2.1522243744786644,35,0.10280996814722994,0.00020992645599357827,0.2064325634611348,14,0.9675246069733839,0.029330346548169555,866,0.09357437224135404,2.4503141004379234,1.3217918921298746,293,36
flat125|p1|PER-ROW,flat125,1,PER-ROW,xgb,0.1938505601474253,-0.0003321396444638664,-0.7199227512476727,35,0.10235964536958966,-0.00024039632164666802,-0.3019563244766932,14,0.9675246069733839,0.029330346548169555,866,0.09185111122533465,2.404884678465396,1.2972855475691094,287,26
flat125|p2|FLAT,flat125,2,FLAT,xgb,0.19439662126632246,0.00021392147443328514,0.4649797763462735,35,0.10212245404236532,-0.0004775876488710285,-0.5894614509501961,14,0.9610338831917973,0.034887758857381226,866,0.09120486228795126,2.387852383110669,1.2880976847150303,280,27
flat125|p2|PER-ROW,flat125,2,PER-ROW,xgb,0.19393918956481884,-0.00024351022707030337,-0.2556591455678968,35,0.10365205618162021,0.0010520144903838628,0.7094645834651736,14,0.9610338831917973,0.034887758857381226,866,0.10376194444745744,2.719250831254971,1.4668665134718306,284,39
flat250|p0|FLAT,flat250,0,FLAT,xgb,0.19918281941594507,0.005000119624055906,4.596800364127911,35,0.1057371519105916,0.0031371102193552703,1.3500828332796715,14,0.9722888835375393,0.02642183379085992,866,0.10137299773069913,2.656127900980005,1.4328156228411084,330,53
flat250|p0|PER-ROW,flat250,0,PER-ROW,xgb,0.19918281941594507,0.005000119624055906,4.596800364127911,35,0.1057371519105916,0.0031371102193552703,1.3500828332796715,14,0.9722888835375393,0.02642183379085992,866,0.10137299773069913,2.656127900980005,1.4328156228411084,330,53
flat250|p1|FLAT,flat250,1,FLAT,xgb,0.1954818690590729,0.0012991692671837118,3.1334683440647466,35,0.10331135189355439,0.0007113102023180272,0.830399732469319,14,0.9588345875726072,0.03898376407963894,866,0.1148884640993344,3.0137514882244067,1.6257312812742735,298,19
flat250|p1|PER-ROW,flat250,1,PER-ROW,xgb,0.19387350001941472,-0.00030919977247442266,-1.064531023926901,35,0.1029936776361387,0.00039363594490236185,0.8167728212135834,14,0.9588345875726072,0.03898376407963894,866,0.09853557936646265,2.5812022460020376,1.3923978971117017,292,13
flat250|p2|FLAT,flat250,2,FLAT,xgb,0.19418269979188918,0.0,,0,0.10260004169123635,0.0,,0,0.949945688001265,0.04672003216262002,866,0.10594724952672167,2.7770255836764437,1.4980323951467007,279,0
flat250|p2|PER-ROW,flat250,2,PER-ROW,xgb,0.19376567326154198,-0.0004170265303471789,-0.485718321921018,35,0.10452725231645582,0.001927210625219463,1.2950901718038985,14,0.949945688001265,0.04672003216262002,866,0.09121240021431921,2.3880510360902223,1.2882048456286759,280,39
flat500|p0|FLAT,flat500,0,FLAT,xgb,0.19893391661724003,0.004751216825350852,4.007755953352708,35,0.1041007931520277,0.0015007514607913584,1.0975842960690945,14,0.9679446006589655,0.03367871577223898,866,0.10116057369981751,2.650516814127264,1.4297887908497875,327,56
flat500|p0|PER-ROW,flat500,0,PER-ROW,xgb,0.19893391661724003,0.004751216825350852,4.007755953352708,35,0.1041007931520277,0.0015007514607913584,1.0975842960690945,14,0.9679446006589655,0.03367871577223898,866,0.10116057369981751,2.650516814127264,1.4297887908497875,327,56
flat500|p1|FLAT,flat500,1,FLAT,xgb,0.19533933251302324,0.0011566327211340699,1.8426075511180529,35,0.10241541520615556,-0.00018462648508079413,-0.23477575684714572,14,0.9549097610101623,0.04611852145763535,866,0.08934144109628012,2.3387540506874775,1.2616121914052245,289,28
flat500|p1|PER-ROW,flat500,1,PER-ROW,xgb,0.19413893900177215,-4.3760790117023154e-05,-0.06327174515117723,35,0.10285660583461341,0.0002565641433770584,0.21895766659354193,14,0.9549097610101623,0.04611852145763535,866,0.08390379438343948,2.1955897865979477,1.1843839848326625,275,36
flat500|p2|FLAT,flat500,2,FLAT,xgb,0.19427322135870656,9.052156681735817e-05,0.16241551015235184,35,0.10236888726311062,-0.00023115442812570735,-0.23931575316319562,14,0.9486431951300691,0.05150575380214735,866,0.06413598296207229,1.6763661536899856,0.9042951635434634,272,23
flat500|p2|PER-ROW,flat500,2,PER-ROW,xgb,0.19449344585227796,0.00031074606038877843,0.2666314110998688,35,0.10542741972022276,0.0028273780289864298,1.4830615594776015,14,0.9486431951300691,0.05150575380214735,866,0.07445387626747951,1.9471518533982668,1.0503671884790229,260,55
ewma125|p0|FLAT,ewma125,0,FLAT,xgb,0.19863256337012167,0.004449863578232533,4.152321428108006,35,0.10448515042470322,0.0018851087334668785,0.9632168377000013,14,0.9753276342024497,0.024682496066448276,866,0.08196518248838898,2.1445873604555485,1.1568713515168247,326,55
ewma125|p0|PER-ROW,ewma125,0,PER-ROW,xgb,0.19863256337012167,0.004449863578232533,4.152321428108006,35,0.10448515042470322,0.0018851087334668785,0.9632168377000013,14,0.9753276342024497,0.024682496066448276,866,0.08196518248838898,2.1445873604555485,1.1568713515168247,326,55
ewma125|p1|FLAT,ewma125,1,FLAT,xgb,0.19508026163241113,0.0008975618405219619,2.167743425304089,35,0.10237073410174224,-0.0002293075894941044,-0.3240191252307167,14,0.9604912119385316,0.03855584882973995,866,0.09449991445788843,2.4747208534270566,1.3349578157184003,287,22
ewma125|p1|PER-ROW,ewma125,1,PER-ROW,xgb,0.19369818222152982,-0.0004845175703593506,-1.250793354000471,35,0.10233740979267357,-0.0002626318985627811,-0.3827463992692019,14,0.9604912119385316,0.03855584882973995,866,0.10073179733048004,2.6391917498098176,1.4236796237883182,280,25
ewma125|p2|FLAT,ewma125,2,FLAT,xgb,0.19395021689062186,-0.00023248290126731677,-0.986799662870116,35,0.10190794448606774,-0.0006920972051686162,-1.5203166425652994,14,0.9520318627183523,0.04582905100467484,866,0.085807669720013,2.245697514369649,1.2114139840845335,274,17
ewma125|p2|PER-ROW,ewma125,2,PER-ROW,xgb,0.19383318755266069,-0.0003495122392284743,-0.36716074943612637,35,0.10423536513697508,0.0016353234457387184,1.0502674191486387,14,0.9520318627183523,0.04582905100467484,866,0.09584617986179847,2.5102312486557823,1.3541134629439002,267,48
ewma250|p0|FLAT,ewma250,0,FLAT,xgb,0.19856950348772634,0.004386803695837175,3.9980963299595973,35,0.10431369299561376,0.0017136513043774092,0.984543005293883,14,0.9740116164415463,0.027658983239005355,866,0.09487828964657483,2.484700150202302,1.3403410249830083,325,58
ewma250|p0|PER-ROW,ewma250,0,PER-ROW,xgb,0.19856950348772634,0.004386803695837175,3.9980963299595973,35,0.10431369299561376,0.0017136513043774092,0.984543005293883,14,0.9740116164415463,0.027658983239005355,866,0.09487828964657483,2.484700150202302,1.3403410249830083,325,58
ewma250|p1|FLAT,ewma250,1,FLAT,xgb,0.19501311868946367,0.0008304188975744998,1.6648509689116968,35,0.10263570685427285,3.566516303648651e-05,0.04436381181716224,14,0.956310846900987,0.04439147439808219,866,0.08829602013370388,2.3112173199014197,1.2467578396785337,287,28
ewma250|p1|PER-ROW,ewma250,1,PER-ROW,xgb,0.19389506170617904,-0.0002876380857101225,-0.5012723830815073,35,0.10312043668978287,0.0005203949985465118,0.506328471727735,14,0.956310846900987,0.04439147439808219,866,0.0926768854059792,2.4266519746790096,1.3090276485689778,271,34
ewma250|p2|FLAT,ewma250,2,FLAT,xgb,0.19406623831120023,-0.00011646148068894551,-0.26460088280333854,35,0.10263666473631398,3.662304507762543e-05,0.043246169205788304,14,0.9487049566306855,0.050961094584106074,866,0.0805035713915088,2.1061469672408597,1.1361351528097368,268,29
ewma250|p2|PER-ROW,ewma250,2,PER-ROW,xgb,0.1943679224450716,0.00018522265318241354,0.17045796334772995,35,0.1057839015682968,0.003183859877060456,1.72796553928753,14,0.9487049566306855,0.050961094584106074,866,0.0760373550454155,1.9887510866124496,1.0728073846855009,261,56
ewma500|p0|FLAT,ewma500,0,FLAT,xgb,0.19775889524813933,0.003576195456250165,3.4618806080801643,35,0.10379262251605562,0.0011925808248192753,0.7776090246666658,14,0.9724585282371361,0.03015333906667694,866,0.07941335428386005,2.077481242724569,1.120671779260652,317,56
ewma500|p0|PER-ROW,ewma500,0,PER-ROW,xgb,0.19775889524813933,0.003576195456250165,3.4618806080801643,35,0.10379262251605562,0.0011925808248192753,0.7776090246666658,14,0.9724585282371361,0.03015333906667694,866,0.07941335428386005,2.077481242724569,1.120671779260652,317,56
ewma500|p1|FLAT,ewma500,1,FLAT,xgb,0.19482482796928682,0.0006421281773976693,1.12389646672647,35,0.10295378925828394,0.0003537475670475854,0.3529618209276262,14,0.9532916377031986,0.04840783697753547,866,0.08943125558259765,2.3411200778075565,1.2628885157194505,278,37
ewma500|p1|PER-ROW,ewma500,1,PER-ROW,xgb,0.19406236634592716,-0.00012033344596200712,-0.16580561865316162,35,0.10394147790989115,0.0013414362186548125,1.0032844653510486,14,0.9532916377031986,0.04840783697753547,866,0.08722661325738125,2.283055040658028,1.2315660435079288,263,44
ewma500|p2|FLAT,ewma500,2,FLAT,xgb,0.19423799467799216,5.529488610301821e-05,0.09088913272302206,35,0.10345275912481741,0.0008527174335810562,0.7138590553039741,14,0.9466938645551193,0.054168875296150644,866,0.06835259406589557,1.7869728807851117,0.9639606060527443,260,35
ewma500|p2|PER-ROW,ewma500,2,PER-ROW,xgb,0.19491975475863949,0.0007370549667503096,0.6060387513042752,35,0.10724259090573385,0.0046425492144975,2.185274584406049,14,0.9466938645551193,0.054168875296150644,866,0.07638357328250346,1.9978480866596438,1.0777146498001802,251,62
flat125|p0|FLAT,flat125,0,FLAT,lasso_t,0.1989318441616735,0.0022574276611034127,2.6453113913926805,35,0.10689814205411695,0.002817495778015013,1.9752666377760413,14,0.9807395558893119,0.016783459135687784,866,0.09817376347416558,2.571651649340969,1.3872459448663357,366,51
flat125|p0|PER-ROW,flat125,0,PER-ROW,lasso_t,0.1989318441616735,0.0022574276611034127,2.6453113913926805,35,0.10689814205411695,0.002817495778015013,1.9752666377760413,14,0.9807395558893119,0.016783459135687784,866,0.09817376347416558,2.571651649340969,1.3872459448663357,366,51
flat125|p1|FLAT,flat125,1,FLAT,lasso_t,0.19702893617798745,0.00035451967741733807,0.7127848957408658,35,0.10466556245725733,0.0005849161811553965,0.7122308803953515,14,1.0019456096742776,-0.0032323657461914373,866,0.12275378028936382,3.2224709368121482,1.7383224281904133,337,30
flat125|p1|PER-ROW,flat125,1,PER-ROW,lasso_t,0.1962630014939235,-0.0004114150066465658,-0.5770709592367387,35,0.10386840433268033,-0.00021224194342161693,-0.1978784431548339,14,1.0019456096742776,-0.0032323657461914373,866,0.08869381991277833,2.321694780632856,1.2524097773800908,344,45
flat125|p2|FLAT,flat125,2,FLAT,lasso_t,0.1968031630196816,0.00012874651911152815,0.25794559589313193,35,0.1038075278257681,-0.0002731184503338329,-0.3412328368566792,14,1.0274762017205086,-0.024033154746310115,866,0.1143766419514063,3.000185354958296,1.618413197051727,321,30
flat125|p2|PER-ROW,flat125,2,PER-ROW,lasso_t,0.1966682210554899,-6.195445080197693e-06,-0.005794533473322531,35,0.10427107179049047,0.0001904255143885466,0.1255014193208278,14,1.0274762017205086,-0.024033154746310115,866,0.09031876463977635,2.3645026006074836,1.2755019308930244,334,49
flat250|p0|FLAT,flat250,0,FLAT,lasso_t,0.2001132552729315,0.0034388387723614158,3.7403686260142566,35,0.10801867604913386,0.003938029773031916,2.3322435739258163,14,0.9756453610299161,0.021912758574315242,866,0.08120172487499092,2.124507062503714,1.146039281040822,377,56
flat250|p0|PER-ROW,flat250,0,PER-ROW,lasso_t,0.2001132552729315,0.0034388387723614158,3.7403686260142566,35,0.10801867604913386,0.003938029773031916,2.3322435739258163,14,0.9756453610299161,0.021912758574315242,866,0.08120172487499092,2.124507062503714,1.146039281040822,377,56
flat250|p1|FLAT,flat250,1,FLAT,lasso_t,0.19734529403288165,0.0006708775323115511,1.8157059349035487,35,0.10524884832838217,0.0011682020522802352,1.874604577926134,14,0.9918495978376842,0.006783294230710941,866,0.09445595101414304,2.4735614132266632,1.3343323699210572,339,18
flat250|p1|PER-ROW,flat250,1,PER-ROW,lasso_t,0.19639071603984232,-0.0002837004607277565,-0.454007894745074,35,0.1044424542712059,0.0003618079951039569,0.4618937435939913,14,0.9918495978376842,0.006783294230710941,866,0.09424867525505817,2.4680951201208376,1.3313836451408365,343,36
flat250|p2|FLAT,flat250,2,FLAT,lasso_t,0.19667441650057008,0.0,,0,0.10408064627610193,0.0,,0,1.0151584257010613,-0.011876466075964607,866,0.09998942085870799,2.6195864670669464,1.4131037944414562,321,0
flat250|p2|PER-ROW,flat250,2,PER-ROW,lasso_t,0.196514994777192,-0.0001594217233780456,-0.15831975017381314,35,0.1047501778782082,0.0006695316021062765,0.46632407798862335,14,1.0151584257010613,-0.011876466075964607,866,0.07969575422999006,2.0849059832830448,1.124676964501845,336,43
flat500|p0|FLAT,flat500,0,FLAT,lasso_t,0.1997454457304942,0.0030710292299241018,2.458882256959658,35,0.10636501598430269,0.0022843697082007637,2.1597824904520633,14,0.9770555500183082,0.022138049166620866,866,0.08672479724913155,2.269842130754721,1.2244385012967027,375,60
flat500|p0|PER-ROW,flat500,0,PER-ROW,lasso_t,0.1997454457304942,0.0030710292299241018,2.458882256959658,35,0.10636501598430269,0.0022843697082007637,2.1597824904520633,14,0.9770555500183082,0.022138049166620866,866,0.08672479724913155,2.269842130754721,1.2244385012967027,375,60
flat500|p1|FLAT,flat500,1,FLAT,lasso_t,0.19691465016915335,0.0002402336685832653,0.3058300771290474,35,0.10377229307202968,-0.00030835320407224807,-0.41266507340293546,14,0.9916709199870579,0.008804347596627406,866,0.08757637370489493,2.2922651112538475,1.236534303143427,336,35
