placement,jump_pct,structure,basis,tradeable,K_wing_c,K_wing_p,S_settle_stressed,straddle_settle_pts,wing_intrinsic_pts,wing_cost_pts,four_leg_pts,hedge_pts,pnl_pts,pnl_units,pnl_dollars,four_leg_units,four_leg_dollars,hedge_units,hedge_dollars,cap_units,cap_dollars
last bar,-2.0,0.5% of spot,crossed,True,3590.0,3545.0,3508.7136669921874,56.28633300781257,36.28633300781257,1.350000023841858,-12.24999988079071,-60.08345639989656,-72.33345628068727,-7.69504856001612,-7233.345628068727,-1.3031914799852358,-1224.999988079071,-6.391857080030884,-6008.345639989656,1.3031914799852358,1224.999988079071
last bar,-2.0,1.0% of spot,crossed,True,3610.0,3525.0,3508.7136669921874,56.28633300781257,16.286333007812573,0.30000000447034836,-31.1999998614192,-60.08345639989656,-91.28345626131576,-9.71100600987704,-9128.345626131577,-3.319148929846157,-3119.99998614192,-6.391857080030884,-6008.345639989656,3.319148929846157,3119.99998614192
last bar,-2.0,1.5% of spot,crossed,True,3625.0,3510.0,3508.7136669921874,56.28633300781257,1.2863330078125728,0.15000000223517418,-46.04999985918403,-60.08345639989656,-106.13345625908059,-11.290793247688732,-10613.34562590806,-4.898936167657848,-4604.999985918403,-6.391857080030884,-6008.345639989656,4.898936167657848,4604.999985918403
last bar,-2.0,2.0% of spot,crossed,True,3645.0,3490.0,3508.7136669921874,56.28633300781257,0.0,0.10000000149011612,-47.28633286625154,-60.08345639989656,-107.3697892661481,-11.422318036008233,-10736.978926614811,-5.0304609559773485,-4728.633286625154,-6.391857080030884,-6008.345639989656,7.021276598493537,6599.999985843897
last bar,-2.0,3.0% of spot,crossed,True,3680.0,3455.0,3508.7136669921874,56.28633300781257,0.0,0.10000000149011612,-47.28633286625154,-60.08345639989656,-107.3697892661481,-11.422318036008233,-10736.978926614811,-5.0304609559773485,-4728.633286625154,-6.391857080030884,-6008.345639989656,10.744680863256608,10099.999985843897
last bar,3.0,naked straddle (reference),crossed,True,,,3687.7296704101564,117.72967041015636,0.0,0.0,-108.62967026710521,91.66956776520055,-16.960102501904657,-1.8042662281831614,-1696.0102501904657,-11.556347930067023,-10862.967026710521,9.752081701883862,9166.956776520055,inf,inf
last bar,3.0,0.5% of spot,crossed,True,3590.0,3545.0,3687.7296704101564,117.72967041015636,97.72967041015636,1.350000023841858,-12.24999988079071,91.66956776520055,79.41956788440984,8.448890221898626,7941.956788440984,-1.3031914799852358,-1224.999988079071,9.752081701883862,9166.956776520055,1.3031914799852358,1224.999988079071
last bar,3.0,1.0% of spot,crossed,True,3610.0,3525.0,3687.7296704101564,117.72967041015636,77.72967041015636,0.30000000447034836,-31.1999998614192,91.66956776520055,60.46956790378135,6.432932772037704,6046.956790378135,-3.319148929846157,-3119.99998614192,9.752081701883862,9166.956776520055,3.319148929846157,3119.99998614192
last bar,3.0,1.5% of spot,crossed,True,3625.0,3510.0,3687.7296704101564,117.72967041015636,62.72967041015636,0.15000000223517418,-46.04999985918403,91.66956776520055,45.61956790601653,4.853145534226014,4561.956790601653,-4.898936167657848,-4604.999985918403,9.752081701883862,9166.956776520055,4.898936167657848,4604.999985918403
last bar,3.0,2.0% of spot,crossed,True,3645.0,3490.0,3687.7296704101564,117.72967041015636,42.72967041015636,0.10000000149011612,-65.99999985843897,91.66956776520055,25.669567906761586,2.730805103390325,2566.9567906761586,-7.021276598493537,-6599.999985843897,9.752081701883862,9166.956776520055,7.021276598493537,6599.999985843897
last bar,3.0,3.0% of spot,crossed,True,3680.0,3455.0,3687.7296704101564,117.72967041015636,7.729670410156359,0.10000000149011612,-100.99999985843897,91.66956776520055,-9.330432093238414,-0.9925991613727471,-933.0432093238414,-10.744680863256608,-10099.999985843897,9.752081701883862,9166.956776520055,10.744680863256608,10099.999985843897
last bar,-3.0,naked straddle (reference),crossed,True,,,3472.9104663085936,92.08953369140636,0.0,0.0,-82.98953354835521,-90.43406123291598,-173.4235947812712,-18.44931864054651,-17342.35947812712,-8.82867380413268,-8298.953354835521,-9.620644836413833,-9043.406123291597,inf,inf
last bar,-3.0,0.5% of spot,crossed,True,3590.0,3545.0,3472.9104663085936,92.08953369140636,72.08953369140636,1.350000023841858,-12.24999988079071,-90.43406123291598,-102.68406111370669,-10.923836316399068,-10268.406111370668,-1.3031914799852358,-1224.999988079071,-9.620644836413833,-9043.406123291597,1.3031914799852358,1224.999988079071
last bar,-3.0,1.0% of spot,crossed,True,3610.0,3525.0,3472.9104663085936,92.08953369140636,52.08953369140636,0.30000000447034836,-31.1999998614192,-90.43406123291598,-121.63406109433518,-12.93979376625999,-12163.406109433517,-3.319148929846157,-3119.99998614192,-9.620644836413833,-9043.406123291597,3.319148929846157,3119.99998614192
last bar,-3.0,1.5% of spot,crossed,True,3625.0,3510.0,3472.9104663085936,92.08953369140636,37.08953369140636,0.15000000223517418,-46.04999985918403,-90.43406123291598,-136.4840610921,-14.51958100407168,-13648.40610921,-4.898936167657848,-4604.999985918403,-9.620644836413833,-9043.406123291597,4.898936167657848,4604.999985918403
last bar,-3.0,2.0% of spot,crossed,True,3645.0,3490.0,3472.9104663085936,92.08953369140636,17.08953369140636,0.10000000149011612,-65.99999985843897,-90.43406123291598,-156.43406109135495,-16.64192143490737,-15643.406109135494,-7.021276598493537,-6599.999985843897,-9.620644836413833,-9043.406123291597,7.021276598493537,6599.999985843897
last bar,-3.0,3.0% of spot,crossed,True,3680.0,3455.0,3472.9104663085936,92.08953369140636,0.0,0.10000000149011612,-83.08953354984533,-90.43406123291598,-173.5235947827613,-18.45995693860436,-17352.359478276132,-8.839312102190526,-8308.953354984533,-9.620644836413833,-9043.406123291597,10.744680863256608,10099.999985843897
last bar,5.0,naked straddle (reference),crossed,True,,,3759.336071777344,189.33607177734393,0.0,0.0,-180.23607163429278,152.3707774312394,-27.865294203053395,-2.9643930078436203,-2786.5294203053395,-19.174050222493378,-18023.60716342928,16.20965721464976,15237.077743123938,inf,inf
last bar,5.0,0.5% of spot,crossed,True,3590.0,3545.0,3759.336071777344,189.33607177734393,169.33607177734393,1.350000023841858,-12.24999988079071,152.3707774312394,140.12077755044868,14.906465734664524,14012.077755044867,-1.3031914799852358,-1224.999988079071,16.20965721464976,15237.077743123938,1.3031914799852358,1224.999988079071
last bar,5.0,1.0% of spot,crossed,True,3610.0,3525.0,3759.336071777344,189.33607177734393,149.33607177734393,0.30000000447034836,-31.1999998614192,152.3707774312394,121.17077756982019,12.890508284803602,12117.077756982018,-3.319148929846157,-3119.99998614192,16.20965721464976,15237.077743123938,3.319148929846157,3119.99998614192
last bar,5.0,1.5% of spot,crossed,True,3625.0,3510.0,3759.336071777344,189.33607177734393,134.33607177734393,0.15000000223517418,-46.04999985918403,152.3707774312394,106.32077757205536,11.310721046991912,10632.077757205536,-4.898936167657848,-4604.999985918403,16.20965721464976,15237.077743123938,4.898936167657848,4604.999985918403
last bar,5.0,2.0% of spot,crossed,True,3645.0,3490.0,3759.336071777344,189.33607177734393,114.33607177734393,0.10000000149011612,-65.99999985843897,152.3707774312394,86.37077757280042,9.188380616156222,8637.077757280042,-7.021276598493537,-6599.999985843897,16.20965721464976,15237.077743123938,7.021276598493537,6599.999985843897
last bar,5.0,3.0% of spot,crossed,True,3680.0,3455.0,3759.336071777344,189.33607177734393,79.33607177734393,0.10000000149011612,-100.99999985843897,152.3707774312394,51.37077757280042,5.46497635139315,5137.077757280042,-10.744680863256608,-10099.999985843897,16.20965721464976,15237.077743123938,10.744680863256608,10099.999985843897
last bar,-5.0,naked straddle (reference),crossed,True,,,3401.304064941406,163.69593505859393,0.0,0.0,-154.59593491554278,-151.13527089895484,-305.7312058144976,-32.52459644573877,-30573.120581449763,-16.446376096559035,-15459.593491554278,-16.078220349179734,-15113.527089895484,inf,inf
last bar,-5.0,0.5% of spot,crossed,True,3590.0,3545.0,3401.304064941406,163.69593505859393,143.69593505859393,1.350000023841858,-12.24999988079071,-151.13527089895484,-163.38527077974555,-17.381411829164968,-16338.527077974555,-1.3031914799852358,-1224.999988079071,-16.078220349179734,-15113.527089895484,1.3031914799852358,1224.999988079071
last bar,-5.0,1.0% of spot,crossed,True,3610.0,3525.0,3401.304064941406,163.69593505859393,123.69593505859393,0.30000000447034836,-31.1999998614192,-151.13527089895484,-182.33527076037404,-19.39736927902589,-18233.527076037404,-3.319148929846157,-3119.99998614192,-16.078220349179734,-15113.527089895484,3.319148929846157,3119.99998614192
last bar,-5.0,1.5% of spot,crossed,True,3625.0,3510.0,3401.304064941406,163.69593505859393,108.69593505859393,0.15000000223517418,-46.04999985918403,-151.13527089895484,-197.18527075813887,-20.97715651683758,-19718.527075813887,-4.898936167657848,-4604.999985918403,-16.078220349179734,-15113.527089895484,4.898936167657848,4604.999985918403
last bar,-5.0,2.0% of spot,crossed,True,3645.0,3490.0,3401.304064941406,163.69593505859393,88.69593505859393,0.10000000149011612,-65.99999985843897,-151.13527089895484,-217.1352707573938,-23.09949694767327,-21713.52707573938,-7.021276598493537,-6599.999985843897,-16.078220349179734,-15113.527089895484,7.021276598493537,6599.999985843897
last bar,-5.0,3.0% of spot,crossed,True,3680.0,3455.0,3401.304064941406,163.69593505859393,53.69593505859393,0.10000000149011612,-100.99999985843897,-151.13527089895484,-252.1352707573938,-26.822901212436342,-25213.52707573938,-10.744680863256608,-10099.999985843897,-16.078220349179734,-15113.527089895484,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,1.0,naked straddle (reference),crossed,True,,,3613.365988769531,43.365988769531214,0.0,0.0,-34.265988626480066,16.176442369745054,-18.089546256735012,-1.9244198194273145,-1808.9546256735011,-3.6453179482331084,-3426.5988626480066,1.7208981288057938,1617.6442369745055,inf,inf
mid-day 14:00->14:30,1.0,0.5% of spot,crossed,True,3590.0,3545.0,3613.365988769531,43.365988769531214,23.365988769531214,1.350000023841858,-12.24999988079071,16.176442369745054,3.9264424889543434,0.4177066488205581,392.6442488954343,-1.3031914799852358,-1224.999988079071,1.7208981288057938,1617.6442369745055,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,1.0,1.0% of spot,crossed,True,3610.0,3525.0,3613.365988769531,43.365988769531214,3.3659887695312136,0.30000000447034836,-31.1999998614192,16.176442369745054,-15.023557491674147,-1.5982508010403633,-1502.3557491674146,-3.319148929846157,-3119.99998614192,1.7208981288057938,1617.6442369745055,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,1.0,1.5% of spot,crossed,True,3625.0,3510.0,3613.365988769531,43.365988769531214,0.0,0.15000000223517418,-34.41598862871524,16.176442369745054,-18.239546258970186,-1.9403772665140835,-1823.9546258970186,-3.6612753953198776,-3441.598862871524,1.7208981288057938,1617.6442369745055,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,1.0,2.0% of spot,crossed,True,3645.0,3490.0,3613.365988769531,43.365988769531214,0.0,0.10000000149011612,-34.36598862797018,16.176442369745054,-18.18954625822513,-1.9350581174851604,-1818.9546258225128,-3.6559562462909545,-3436.5988627970182,1.7208981288057938,1617.6442369745055,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,1.0,3.0% of spot,crossed,True,3680.0,3455.0,3613.365988769531,43.365988769531214,0.0,0.10000000149011612,-34.36598862797018,16.176442369745054,-18.18954625822513,-1.9350581174851604,-1818.9546258225128,-3.6559562462909545,-3436.5988627970182,1.7208981288057938,1617.6442369745055,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,-1.0,naked straddle (reference),crossed,True,,,3541.814187011719,23.185812988281214,0.0,0.0,-14.085812845230066,-16.761677623921464,-30.84749046915153,-3.2816479305736292,-3084.749046915153,-1.4984907320166883,-1408.5812845230066,-1.783157198556941,-1676.1677623921464,inf,inf
mid-day 14:00->14:30,-1.0,0.5% of spot,crossed,True,3590.0,3545.0,3541.814187011719,23.185812988281214,3.1858129882812136,1.350000023841858,-12.24999988079071,-16.761677623921464,-29.011677504712175,-3.0863486785421768,-2901.1677504712175,-1.3031914799852358,-1224.999988079071,-1.783157198556941,-1676.1677623921464,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,-1.0,1.0% of spot,crossed,True,3610.0,3525.0,3541.814187011719,23.185812988281214,0.0,0.30000000447034836,-14.385812849700415,-16.761677623921464,-31.14749047362188,-3.313562824747167,-3114.749047362188,-1.5304056261902264,-1438.5812849700415,-1.783157198556941,-1676.1677623921464,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,-1.0,1.5% of spot,crossed,True,3625.0,3510.0,3541.814187011719,23.185812988281214,0.0,0.15000000223517418,-14.23581284746524,-16.761677623921464,-30.997490471386705,-3.2976053776603984,-3099.7490471386704,-1.5144481791034572,-1423.581284746524,-1.783157198556941,-1676.1677623921464,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,-1.0,2.0% of spot,crossed,True,3645.0,3490.0,3541.814187011719,23.185812988281214,0.0,0.10000000149011612,-14.185812846720182,-16.761677623921464,-30.947490470641647,-3.2922862286314754,-3094.7490470641646,-1.5091290300745344,-1418.5812846720182,-1.783157198556941,-1676.1677623921464,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,-1.0,3.0% of spot,crossed,True,3680.0,3455.0,3541.814187011719,23.185812988281214,0.0,0.10000000149011612,-14.185812846720182,-16.761677623921464,-30.947490470641647,-3.2922862286314754,-3094.7490470641646,-1.5091290300745344,-1418.5812846720182,-1.783157198556941,-1676.1677623921464,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,2.0,naked straddle (reference),crossed,True,,,3649.1418896484374,79.14188964843743,0.0,0.0,-70.04188950538628,23.331550386011372,-46.71033911937491,-4.9691850253031395,-4671.033911937491,-7.451264859897689,-7004.188950538628,2.4820798345945496,2333.155038601137,inf,inf
mid-day 14:00->14:30,2.0,0.5% of spot,crossed,True,3590.0,3545.0,3649.1418896484374,79.14188964843743,59.14188964843743,1.350000023841858,-12.24999988079071,23.331550386011372,11.081550505220662,1.1788883546093138,1108.1550505220662,-1.3031914799852358,-1224.999988079071,2.4820798345945496,2333.155038601137,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,2.0,1.0% of spot,crossed,True,3610.0,3525.0,3649.1418896484374,79.14188964843743,39.14188964843743,0.30000000447034836,-31.1999998614192,23.331550386011372,-7.868449475407829,-0.8370690952516076,-786.8449475407829,-3.319148929846157,-3119.99998614192,2.4820798345945496,2333.155038601137,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,2.0,1.5% of spot,crossed,True,3625.0,3510.0,3649.1418896484374,79.14188964843743,24.141889648437427,0.15000000223517418,-46.04999985918403,23.331550386011372,-22.718449473172655,-2.416856333063298,-2271.8449473172655,-4.898936167657848,-4604.999985918403,2.4820798345945496,2333.155038601137,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,2.0,2.0% of spot,crossed,True,3645.0,3490.0,3649.1418896484374,79.14188964843743,4.141889648437427,0.10000000149011612,-65.99999985843897,23.331550386011372,-42.668449472427596,-4.539196763898987,-4266.84494724276,-7.021276598493537,-6599.999985843897,2.4820798345945496,2333.155038601137,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,2.0,3.0% of spot,crossed,True,3680.0,3455.0,3649.1418896484374,79.14188964843743,0.0,0.10000000149011612,-70.1418895068764,23.331550386011372,-46.810339120865024,-4.979823323360986,-4681.033912086503,-7.461903157955535,-7014.18895068764,2.4820798345945496,2333.155038601137,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,-2.0,naked straddle (reference),crossed,True,,,3506.0382861328126,58.96171386718743,0.0,0.0,-49.86171372413628,-23.73722213625463,-73.59893586039091,-7.829674047560094,-7359.893586039091,-5.304437643681269,-4986.171372413628,-2.525236403878825,-2373.722213625463,inf,inf
mid-day 14:00->14:30,-2.0,0.5% of spot,crossed,True,3590.0,3545.0,3506.0382861328126,58.96171386718743,38.96171386718743,1.350000023841858,-12.24999988079071,-23.73722213625463,-35.98722201704534,-3.828427883864061,-3598.722201704534,-1.3031914799852358,-1224.999988079071,-2.525236403878825,-2373.722213625463,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,-2.0,1.0% of spot,crossed,True,3610.0,3525.0,3506.0382861328126,58.96171386718743,18.961713867187427,0.30000000447034836,-31.1999998614192,-23.73722213625463,-54.93722199767383,-5.844385333724983,-5493.722199767383,-3.319148929846157,-3119.99998614192,-2.525236403878825,-2373.722213625463,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,-2.0,1.5% of spot,crossed,True,3625.0,3510.0,3506.0382861328126,58.96171386718743,3.9617138671874272,0.15000000223517418,-46.04999985918403,-23.73722213625463,-69.78722199543866,-7.424172571536673,-6978.722199543866,-4.898936167657848,-4604.999985918403,-2.525236403878825,-2373.722213625463,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,-2.0,2.0% of spot,crossed,True,3645.0,3490.0,3506.0382861328126,58.96171386718743,0.0,0.10000000149011612,-49.961713725626396,-23.73722213625463,-73.69893586188103,-7.84031234561794,-7369.893586188103,-5.315075941739115,-4996.17137256264,-2.525236403878825,-2373.722213625463,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,-2.0,3.0% of spot,crossed,True,3680.0,3455.0,3506.0382861328126,58.96171386718743,0.0,0.10000000149011612,-49.961713725626396,-23.73722213625463,-73.69893586188103,-7.84031234561794,-7369.893586188103,-5.315075941739115,-4996.17137256264,-2.525236403878825,-2373.722213625463,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,3.0,naked straddle (reference),crossed,True,,,3684.9177905273436,114.91779052734364,0.0,0.0,-105.8177903842925,30.443743697734064,-75.37404668655843,-8.018515625290929,-7537.404668655843,-11.25721177156227,-10581.77903842925,3.23869614627134,3044.374369773406,inf,inf
mid-day 14:00->14:30,3.0,0.5% of spot,crossed,True,3590.0,3545.0,3684.9177905273436,114.91779052734364,94.91779052734364,1.350000023841858,-12.24999988079071,30.443743697734064,18.193743816943353,1.9355046662861044,1819.3743816943354,-1.3031914799852358,-1224.999988079071,3.23869614627134,3044.374369773406,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,3.0,1.0% of spot,crossed,True,3610.0,3525.0,3684.9177905273436,114.91779052734364,74.91779052734364,0.30000000447034836,-31.1999998614192,30.443743697734064,-0.756256163685137,-0.08045278357481711,-75.6256163685137,-3.319148929846157,-3119.99998614192,3.23869614627134,3044.374369773406,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,3.0,1.5% of spot,crossed,True,3625.0,3510.0,3684.9177905273436,114.91779052734364,59.91779052734364,0.15000000223517418,-46.04999985918403,30.443743697734064,-15.606256161449963,-1.6602400213865074,-1560.6256161449962,-4.898936167657848,-4604.999985918403,3.23869614627134,3044.374369773406,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,3.0,2.0% of spot,crossed,True,3645.0,3490.0,3684.9177905273436,114.91779052734364,39.91779052734364,0.10000000149011612,-65.99999985843897,30.443743697734064,-35.556256160704905,-3.782580452222197,-3555.6256160704907,-7.021276598493537,-6599.999985843897,3.23869614627134,3044.374369773406,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,3.0,3.0% of spot,crossed,True,3680.0,3455.0,3684.9177905273436,114.91779052734364,4.917790527343641,0.10000000149011612,-100.99999985843897,30.443743697734064,-70.5562561607049,-7.505984716985269,-7055.625616070491,-10.744680863256608,-10099.999985843897,3.23869614627134,3044.374369773406,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,-3.0,naked straddle (reference),crossed,True,,,3470.2623852539064,94.73761474609364,0.0,0.0,-85.6376146030425,-30.659415510395405,-116.2970301134379,-12.372024511532974,-11629.70301134379,-9.11038455534585,-8563.76146030425,-3.2616399561871234,-3065.9415510395406,inf,inf
