feature,max_abs_z,p99.9,p99.99,era_asymmetry,modal_share,status
adj_stocktwits_attention_ma_3125,3.235048294067383,3.145773164272311,3.219135485362986,0.5926527934428278,0.22605728304807066,ok
adj_spread_ewstock_ma_25,3.226583242416382,2.255402731180218,2.9091925130601126,1.0596165459729152,0.014744745486428413,ok
adj_sellturnover_ewstock_ma_3125,3.20556902885437,3.0545924930572728,3.1979846541404724,1.2516420135777397,0.020836935134645625,ok
adj_sumret4_ma_3125,3.158515453338623,3.1101041879654368,3.151930074071879,1.6284457248022366,0.013357537438151925,ok
adj_vix_ma_625,3.1184115409851074,3.0497153069973155,3.1169356696605663,1.1827570366431734,0.08222397852914784,ok
adj_vix_ma_3125,3.1107683181762695,2.833709988355674,3.082712872910477,0.7595294059218052,0.09126347073690796,ok
adj_sumautocov_ma_625,2.9672183990478516,2.71510529303552,2.8953014544248576,0.9394971229470362,0.015707970065943835,ok
adj_spread_vwstock_ma_625,2.9261629581451416,2.6923086769580875,2.8637246910094873,1.030136541700521,0.016057859336280636,ok
adj_sumautocov_ma_3125,2.858151912689209,2.677858746528642,2.804342944908134,0.870171717318329,0.02452517967843118,ok
adj_turnover_vwstock_ma_3125,2.8518869876861572,2.7434702551365064,2.8317909835815342,0.9955313137008084,0.02191953370051125,ok
adj_sumret3_vwstock_ma_3125,2.8380885124206543,2.490931234121352,2.789146199989288,0.5329637848600691,0.013686844986704208,ok
adj_sumret4_ewstock_ma_625,2.795563220977783,2.6783959817886442,2.76871604886053,1.2637388835586925,0.013513958523714259,ok
adj_sumret4_ewstock_ma_3125,2.693948268890381,2.598645309686661,2.68059130458831,1.3317143466304353,0.016325421719479365,ok
adj_stocktwits_attention_ma_625,2.598031520843506,2.175614656686788,2.5808050316810496,0.8982543163058526,0.2169683947080277,ok
adj_sumret4_vwstock_ma_625,2.5964889526367188,2.4347885320186844,2.574721830010395,0.9612632666523667,0.014279598574098315,ok
adj_effspread_vwstock_ma_3125,2.590071678161621,2.393836879968645,2.544311875414814,0.7540892257299365,0.02662039895609507,ok
adj_sellturnover_vwstock_ma_3125,2.5694327354431152,2.4728352193833123,2.5395300412178026,1.0555575634395857,0.018708785102126504,ok
adj_sumret3_ewstock_ma_3125,2.328705072402954,2.2202761476039905,2.309073323750483,0.8317413518180636,0.016737056155169718,ok
adj_sumret4_vwstock_ma_3125,2.1933791637420654,2.1487444486618106,2.189465406107902,1.0667132711937062,0.012587781043410967,ok
adj_effspread_ewstock_ma_3125,2.0907490253448486,1.9475323874950488,2.0818504890680227,0.9416447519892551,0.01902985996196498,ok
adj_spread_ewstock_ma_125,1.9289417266845703,1.7408405886888665,1.9062974930405523,0.967377877548276,0.013448097014003804,ok
adj_spread_ewstock_ma_625,1.7485573291778564,1.662383254408842,1.7410425014972657,0.8381332730477485,0.015917903628145918,ok
adj_spread_ewstock_ma_3125,1.6847947835922241,1.5510862427950016,1.6777235678791964,0.3933131221262905,0.024817440127771328,ok
