pair,ic_pooled,ic_month_sd
har_ma_5 x adj_vix_ma_25,0.062142169061197086,0.055843527681110686
adj_sumabsret_ma_1 x adj_sumautocov_ma_1,0.06161323513204711,0.048221192460094923
adj_sumbipow_ma_25 x adj_vix_ma_1,0.061526573157221,0.053881935739618504
har_ma_1 x adj_sumautocov_ma_1,0.06150053781515131,0.05006139693205081
adj_sumabsret_ma_1 x adj_sumret3_ma_1,-0.061383821499436525,0.04696814187690378
har_ma_1 x adj_sumret3_ma_1,-0.061371597675629753,0.04800866643672653
adj_sumabsret_ma_1 x adj_sumret2_vwstock_ma_1,0.06109395248581735,0.05753697152149796
adj_sumabsret_ma_1 x adj_sumabsret_ma_1,0.060987552329253125,0.07295611941066812
adj_sumabsret_ma_1 x adj_sumbipow_ma_1,0.06087823879041806,0.07418520196260832
har_ma_25 x adj_vix_ma_1,0.06080282637766963,0.0539832805788754
adj_sumabsret_ma_1 x adj_sumbipow_vwstock_ma_1,0.06079087330034204,0.05609612106775357
adj_sumbipow_ma_1 x adj_sumbipow_vwstock_ma_1,0.06036268193056924,0.056992473895945715
adj_sumbipow_ma_1 x adj_sumret2_vwstock_ma_1,0.06027737954308081,0.05812643183689877
adj_sumret_ma_25 x adj_sumabsret_vwstock_ma_25,-0.05951035223023214,0.05752600916873649
har_ma_1 x adj_sumret2_vwstock_ma_1,0.05949389849268869,0.05869238032142002
adj_sumret3_ma_1 x adj_sumbipow_ma_1,-0.05922081550800637,0.0474552527637822
har_ma_1 x adj_sumabsret_ma_1,0.05909411221467891,0.07584355743728306
har_ma_1 x adj_sumbipow_vwstock_ma_1,0.05899200246054059,0.057581809183365265
adj_sumret_ma_25 x adj_vix_ma_25,-0.058966198222082454,0.04825252526887297
adj_sumret3_ma_25 x adj_sumbipow_ma_1,-0.058931679418759944,0.05985351153005664
har_ma_5 x adj_sumret3_ma_25,-0.058907717177145415,0.058346505519397046
adj_sumabsret_ma_1 x adj_sumabsret_ewstock_ma_1,0.05888991468381454,0.0591263687788908
adj_sumret3_ma_1 x adj_sumret4_ma_1,-0.05882842496334518,0.047770794189879236
har_ma_1 x adj_sumret3_ma_25,-0.05877163204659254,0.0597745467559125
adj_sumabsret_ma_1 x adj_sumret3_ma_25,-0.05853962873444997,0.05962357981256758
adj_sumret4_ma_1 x adj_sumautocov_ma_1,0.058233251140988214,0.049715183623523035
adj_sumbipow_ma_1 x adj_sumabsret_ewstock_ma_1,0.058076229629535465,0.05996198937958271
adj_sumret_ma_25 x adj_sumret_ma_625,0.057879138683343406,0.054536274053936656
adj_sumpret2_ma_1 x adj_vix_ma_25,0.05783735372530164,0.05879254355805116
adj_sumret4_ma_1 x adj_vix_ma_625,0.05769860167639578,0.054908910797690426
har_ma_1 x adj_sumabsret_ewstock_ma_1,0.05766557341442012,0.060536512675145274
adj_sumabsret_vwstock_ma_1 x adj_vix_ma_25,0.0574548049288685,0.0485102484404382
har_ma_5 x adj_sumabsret_vwstock_ma_1,0.05738553390539815,0.05410988826000599
har_ma_1 x adj_sumbipow_ma_1,0.057370906289091236,0.07615146782455035
adj_sumpret2_ma_25 x adj_vix_ma_1,0.0572676289407788,0.053057773266785666
adj_sumvolume_ma_1 x adj_vix_ma_25,0.05723922500771762,0.053050002858026316
adj_sumabsret_ma_25 x adj_vix_ma_1,0.057069047698807246,0.05329386043939031
adj_sumbipow_ma_1 x adj_sumbipow_ma_1,0.0569647127622674,0.0750324712736391
adj_sumret_ma_25 x adj_effspread_vwstock_ma_25,-0.0568998955334611,0.054449400333573345
adj_sumret3_ma_25 x adj_sumret4_ma_1,-0.05682370884478227,0.05725934601320817
adj_sumret_ma_25 x adj_sumbipow_ma_625,-0.05676343962873063,0.04654319809483538
adj_sumret_ma_25 x adj_sumret2_vwstock_ma_1,-0.05661626834820975,0.05055924055399681
adj_sumret4_ma_25 x adj_vix_ma_25,0.05656453982454038,0.05449274318717946
adj_sumabsret_ma_1 x adj_sumret4_ma_1,0.05626958483189129,0.07529509810296808
adj_sumbipow_ma_1 x adj_sumautocov_ma_625,0.056143679664914195,0.05427681270409389
adj_sumret2_vwstock_ma_1 x adj_vix_ma_1,0.05599755431143849,0.04682143884322095
adj_sumret3_ma_25 x adj_sumret4_ma_25,-0.0558690664070866,0.05456563216299858
adj_sumret_ma_25 x adj_sumbipow_vwstock_ma_1,-0.05584756888177516,0.05334187523698792
adj_sumabsret_vwstock_ma_1 x adj_vix3m_ma_1,0.055803381707625305,0.04836473857411007
adj_sumret_ma_25 x adj_sumabsret_ewstock_ma_1,-0.05576681009369784,0.05023745370879576
har_ma_5 x adj_vix_ma_625,0.05572672171700604,0.0512889124847922
adj_sumret4_ma_1 x adj_sumret2_vwstock_ma_1,0.05570966927815112,0.058478719478358684
adj_sumret_ma_25 x adj_sumret4_ma_625,-0.055627548353617114,0.050191356366079534
adj_sumabsret_ma_1 x adj_sumautocov_ma_625,0.055562410633001526,0.05442919964948346
adj_sumret_ma_25 x adj_sumpret2_ma_625,-0.055513695158303025,0.04616085484640912
adj_sumret_ma_25 x adj_sumabsret_ma_625,-0.05542898125447707,0.04487019649643025
adj_sumret3_ma_25 x adj_sumbipow_ma_25,-0.05533429393631378,0.054200239563940274
har_ma_1 x adj_sumautocov_ma_625,0.05523408750516664,0.05648674123728083
adj_sumret_ma_1 x adj_sumabsret_vwstock_ma_1,-0.05513030014008774,0.04967812102064923
adj_sumpret2_ma_1 x adj_vix_ma_625,0.05489773994068973,0.051590556642231306
adj_sumret3_ma_1 x adj_sumpret2_ma_1,-0.05481235201347495,0.04834317555287529
adj_sumret_ma_1 x adj_vvix_ma_1,-0.05477276365636876,0.04868749337889108
har_ma_25 x adj_sumret3_ma_25,-0.05472418108297326,0.053536137389441414
har_ma_625 x adj_sumret_ma_25,-0.054566538878195146,0.04660133787121246
adj_sumbipow_ma_1 x adj_sumautocov_ma_25,0.05452085678566282,0.056420418310442776
adj_sumret4_ma_1 x adj_sumbipow_vwstock_ma_1,0.054450066076586125,0.0574747636394713
adj_sumabsret_ma_1 x adj_sumbipow_ewstock_ma_1,0.054430055234977605,0.054780051320214115
adj_sumbipow_ma_1 x adj_sumbipow_ewstock_ma_1,0.05429396795453993,0.05477478355811198
adj_sumret4_ma_1 x adj_sumabsret_ewstock_ma_1,0.05419638219387383,0.05969983222767849
adj_sumbipow_ma_25 x adj_vix_ma_25,0.054147142191102116,0.053563854293039594
adj_sumabsret_ma_25 x adj_sumret3_ma_25,-0.05400470741540395,0.05241746496358688
har_ma_1 x har_ma_1,0.05395346677305964,0.07737945493442278
adj_sumret_ma_625 x adj_sumbipow_ma_1,-0.05393610415049086,0.06734759697039565
adj_sumret4_ma_1 x adj_sumbipow_ma_1,0.053785434150990005,0.07495082434280963
har_ma_25 x adj_vix_ma_25,0.05355041764869823,0.05385293591456738
adj_sumret3_ma_25 x adj_sumpret2_ma_25,-0.05352658238411117,0.051584311683156026
adj_sumbipow_ma_1 x adj_vix3m_ma_1,0.05348159295133295,0.05942464568949693
adj_sumret_ma_25 x adj_sumabsret_ewstock_ma_25,-0.05342645152046855,0.05597473640189008
har_ma_1 x adj_sumbipow_ewstock_ma_1,0.05339968042808444,0.05604115817099568
adj_sumret4_ma_25 x adj_sumabsret_vwstock_ma_1,0.05337569924645153,0.05162221535893218
adj_sumret_ma_625 x adj_sumabsret_ma_1,-0.053371190773400426,0.06701552527693087
adj_sumbipow_ma_25 x adj_sumabsret_vwstock_ma_1,0.053292900399374184,0.0511746806699226
har_ma_1 x adj_sumret_ma_625,-0.05317070707141649,0.06804550473095151
adj_sumabsret_vwstock_ma_1 x adj_vix3m_ma_25,0.05316139572137784,0.045909115489297644
adj_sumret_ma_25 x adj_vvix_ma_1,-0.05280334110721184,0.05115839220047749
adj_sumret_ma_25 x adj_sumret2_vwstock_ma_25,-0.052756280488621785,0.058455878672976164
har_ma_25 x adj_sumabsret_vwstock_ma_1,0.05273399602454586,0.051287403549256885
adj_sumret3_ma_25 x adj_sumpret2_ma_1,-0.05266582184145606,0.056662398039432994
adj_sumret_ma_25 x adj_sumbipow_vwstock_ma_25,-0.05259748651862346,0.05830920164844258
adj_sumbipow_vwstock_ma_1 x adj_vix_ma_1,0.0525374502578697,0.04475445429273461
adj_sumabsret_ma_1 x adj_sumautocov_ma_25,0.052522917690898355,0.05683183301574085
adj_sumpret2_ma_1 x adj_sumabsret_vwstock_ma_1,0.05237269081838008,0.05735312875020149
har_ma_1 x adj_vix3m_ma_1,0.05221768261787252,0.05994694438864171
adj_sumabsret_ma_25 x adj_sumabsret_vwstock_ma_1,0.0521010613528022,0.05098341117096133
har_ma_1 x adj_sumautocov_ma_25,0.05209434073853732,0.057608179817273855
adj_sumret4_ma_1 x adj_sumautocov_ma_625,0.05205614128066564,0.056594324207542436
har_ma_5 x adj_sumret3_ma_1,-0.05204265357347792,0.04491900036703436
adj_sumret_ma_1 x adj_vvix_ma_25,-0.05195024398227184,0.04800409416793389
adj_sumret_ma_1 x adj_sumret4_ma_625,-0.05176201437723698,0.04595538626288152
adj_sumret4_ma_1 x adj_vix3m_ma_1,0.05165232279049537,0.0578165232137596
adj_sumret_ma_25 x adj_sumret_ma_25,0.05160616214422879,0.06666531039827757
adj_sumautocov_ma_1 x adj_sumvolume_ma_1,0.051428519481833475,0.048186881395553785
adj_sumret2_vwstock_ma_1 x adj_vix_ma_25,0.051069170023387886,0.04593168843961849
adj_sumret_ma_25 x adj_effspread_ewstock_ma_25,-0.05094422794832817,0.05432156609985963
adj_sumabsret_ma_1 x adj_sumret2_ewstock_ma_1,0.050609979778878315,0.05154641074133299
adj_sumpret2_ma_25 x adj_sumabsret_vwstock_ma_1,0.05060904101979482,0.05076312874046392
adj_sumabsret_ma_1 x adj_vix3m_ma_1,0.05060634710587753,0.05974080150223555
adj_sumret_ma_25 x adj_vvix_ma_25,-0.05055799954487149,0.04857213021637196
adj_sumautocov_ma_1 x adj_sumautocov_ma_1,0.05051687949706485,0.07622965616569136
adj_sumret_ma_1 x adj_sumbipow_ma_625,-0.05049445260056864,0.04287179246157381
adj_sumret4_ma_1 x adj_sumautocov_ma_25,0.050488516380167214,0.05703576632014786
har_ma_125 x adj_sumret3_ma_25,-0.05047557192140634,0.04588320245326467
adj_sumret_ma_25 x adj_sumvolume_ma_25,-0.05046222746455083,0.06365077761176127
adj_sumabsret_vwstock_ma_25 x adj_vix_ma_1,0.050383728925250476,0.047908231828699833
adj_sumret_ma_625 x adj_sumret4_ma_1,-0.050335683942459374,0.06625426510669
adj_sumbipow_ma_1 x adj_vix3m_ma_25,0.05013627625056591,0.05761407450513907
adj_sumret_ma_1 x adj_sumret_ma_625,0.04999324898226899,0.04516387964452511
adj_sumret_ma_625 x adj_sumabsret_vwstock_ma_1,-0.04998227153251247,0.052999556114727356
adj_sumbipow_ma_25 x adj_vix_ma_625,0.0499798584938677,0.050135554850909786
adj_sumpret2_ma_25 x adj_vix_ma_25,0.04994586880454132,0.05328181520063505
har_ma_1 x adj_sumret4_ma_1,0.04990738471466667,0.0764180877830771
har_ma_5 x adj_sumautocov_ma_1,0.04979227327277975,0.04735641156031108
adj_sumabsret_ma_25 x adj_vix_ma_25,0.0497244309540964,0.05275242787334035
adj_sumbipow_ma_1 x adj_sumret2_ewstock_ma_1,0.049650362851537254,0.0525043897011761
adj_sumret4_ma_1 x adj_sumbipow_ewstock_ma_1,0.04964405964569626,0.05499202641212728
har_ma_1 x adj_sumret2_ewstock_ma_1,0.04962156348960896,0.05338695720321798
adj_sumret2_vwstock_ma_25 x adj_vix_ma_1,0.04948362269737582,0.04681904946708922
adj_sumabsret_ewstock_ma_1 x adj_vix_ma_1,0.04945624127387202,0.046480882430256096
har_ma_5 x adj_sumbipow_ma_1,0.04944685029440679,0.07156462632994719
har_ma_25 x adj_vix_ma_625,0.049266218197362883,0.050319465480457494
har_ma_125 x adj_sumret3_ma_1,-0.04925951564853383,0.04169589309749321
adj_sumabsret_ma_25 x adj_sumret3_ma_1,-0.04921158674562553,0.04341391619387017
adj_sumret4_ma_25 x adj_vix_ma_625,0.04918980899092451,0.05010411262982954
adj_sumret_ma_1 x adj_sumpret2_ma_625,-0.049173908473732944,0.04282422195474947
har_ma_5 x adj_sumabsret_ma_1,0.04915928012867255,0.07144296869511009
har_ma_5 x adj_sumret_ma_625,-0.049070243922440505,0.06409609801648603
adj_sumret3_ma_1 x adj_sumbipow_ma_25,-0.04899904624470536,0.043270144585369284
adj_sumabsret_vwstock_ma_1 x adj_vvix_ma_1,0.04899668306811986,0.04594231846080589
har_ma_25 x adj_sumret3_ma_1,-0.048842336658312654,0.04322694393240104
har_ma_1 x adj_vix3m_ma_25,0.04882606586542553,0.05785625504290719
adj_sumret_ma_1 x adj_sumabsret_ma_625,-0.04881349712974634,0.04198665476088551
adj_sumret3_ma_1 x adj_sumpret2_ma_25,-0.048492317311536255,0.04302445306055975
adj_sumvolume_ma_1 x adj_vix3m_ma_1,0.04840605199626258,0.05186480492059225
adj_sumret4_ma_1 x adj_vix3m_ma_25,0.048400559073298384,0.05599257078644744
adj_sumret3_ma_1 x adj_sumret4_ma_25,-0.04832004067691691,0.04361766749703377
har_ma_5 x adj_sumret2_vwstock_ma_1,0.048239348672818295,0.05168647212857513
adj_sumret_ma_1 x adj_sumabsret_ewstock_ma_1,-0.048214315273785245,0.046441181433465276
har_ma_625 x adj_sumret_ma_1,-0.048172611431038195,0.04311206320021186
adj_sumret2_vwstock_ma_1 x adj_vix3m_ma_1,0.04790048088881062,0.04560229336789631
har_ma_125 x adj_sumabsret_vwstock_ma_1,0.04780468390252116,0.04509004282666288
adj_sumbipow_vwstock_ma_1 x adj_vix_ma_25,0.04757247608813629,0.04492164833773499
adj_sumret_ma_1 x adj_sumret_ma_25,0.04752979728785355,0.04827688898623184
har_ma_5 x adj_sumbipow_vwstock_ma_1,0.0473288454440785,0.04978117756553089
har_ma_5 x adj_sumautocov_ma_625,0.04731497295990327,0.050272222795956806
adj_sumpret2_ma_25 x adj_vix_ma_625,0.04717166203680652,0.04988510596672743
adj_sumabsret_ma_1 x adj_vix3m_ma_25,0.04710418440441983,0.05765559021852746
adj_sumabsret_ma_25 x adj_vix_ma_625,0.04706353678045146,0.04967528366310976
adj_sumret_ma_1 x adj_effspread_vwstock_ma_25,-0.04699754961527982,0.04775424817941936
adj_sumret_ma_1 x adj_sumbipow_vwstock_ma_1,-0.046927584552614164,0.04751949938826319
har_ma_1 x har_ma_5,0.046919975026826356,0.07231362947099862
adj_sumbipow_vwstock_ma_1 x adj_vix3m_ma_1,0.046635326065139135,0.04359877244317997
adj_sumret_ma_1 x adj_sumret2_vwstock_ma_1,-0.04659712044688534,0.04676727603899724
adj_sumret3_ma_1 x adj_sumvolume_ma_25,-0.04652748627806803,0.04333049061499966
adj_sumret3_ma_25 x adj_vix3m_ma_1,-0.046389532993501494,0.043373163616521576
adj_sumbipow_ma_25 x adj_sumautocov_ma_1,0.046301169851919434,0.04660943709965845
adj_sumabsret_vwstock_ma_1 x adj_vvix_ma_25,0.046269583026784133,0.04423918871044223
adj_sumret4_ma_1 x adj_sumret2_ewstock_ma_1,0.046061284206559666,0.053140877614567254
adj_sumpret2_ma_1 x adj_sumautocov_ma_625,0.046041813632575194,0.05283189922291555
har_ma_25 x adj_sumautocov_ma_1,0.04601183483335488,0.04661851458195243
adj_sumabsret_ma_25 x adj_sumautocov_ma_1,0.04587457896266033,0.046927955637388184
adj_sumret_ma_1 x adj_sumabsret_vwstock_ma_25,-0.04586962743366139,0.04838042957735208
adj_sumret4_ma_25 x adj_sumautocov_ma_1,0.045508466344949546,0.04559041937451017
adj_sumabsret_ma_1 x adj_effspread_vwstock_ma_1,0.04539412879993138,0.05638906531052185
har_ma_5 x adj_sumret4_ma_1,0.045380016264313136,0.0704337737199135
adj_sumabsret_ewstock_ma_1 x adj_vix_ma_25,0.04529577486831176,0.045832675072512756
adj_sumret_ma_25 x adj_effspread_vwstock_ma_1,-0.04523244927624835,0.05412579515515568
adj_sumret_ma_25 x adj_sumret2_ewstock_ma_25,-0.04519105078872558,0.055689836926786924
adj_sumret_ma_25 x adj_sumpret2_vwstock_ma_25,-0.04511682557980752,0.05546541409912755
adj_sumbipow_ma_1 x adj_effspread_vwstock_ma_1,0.04510380834533107,0.057011299457361345
adj_sumret2_vwstock_ma_1 x adj_vix3m_ma_25,0.04499348072526813,0.04417379789761514
adj_sumbipow_vwstock_ma_25 x adj_vix_ma_1,0.04496374441572689,0.04666671775515123
adj_sumret_ma_25 x adj_sumbipow_ewstock_ma_1,-0.04481117123524799,0.05069171164491915
adj_sumpret2_ma_1 x adj_sumret2_vwstock_ma_1,0.0447712468428742,0.05486316975095603
adj_sumpret2_ma_25 x adj_sumautocov_ma_1,0.04471871194867359,0.04585296979357015
har_ma_125 x adj_sumautocov_ma_1,0.04466839459193033,0.042135309014275944
adj_sumret_ma_25 x adj_sumpret2_vwstock_ma_1,-0.04461807372519409,0.04533612508470965
adj_sumbipow_ma_25 x adj_sumret2_vwstock_ma_1,0.04457686999383762,0.048691056529450306
adj_sumvolume_ma_25 x adj_vix_ma_1,0.04456565312803104,0.05202534672446121
adj_sumret_ma_1 x adj_sumautocov_ma_1,-0.044531476509416745,0.04283760513841818
adj_sumret4_ma_25 x adj_sumret2_vwstock_ma_1,0.04451490150807619,0.04918535864018116
har_ma_125 x adj_vix_ma_1,0.04444853991486313,0.04648840128415253
adj_sumret_ma_625 x adj_sumret4_ma_25,-0.04442552360147344,0.06260499671489354
adj_sumret_ma_25 x adj_sumret2_ewstock_ma_1,-0.04433273633677171,0.04512201472839518
adj_sumpret2_ma_1 x adj_sumbipow_vwstock_ma_1,0.04431545519126494,0.05395886875615965
adj_sumret3_ma_1 x adj_vix3m_ma_1,-0.044293789466949104,0.038165168326943145
adj_sumret3_ma_25 x adj_vix3m_ma_25,-0.0442905548606122,0.04103495256211087
har_ma_5 x adj_sumautocov_ma_25,0.044253063179560403,0.05473051270020324
adj_sumret4_ma_1 x adj_sumret4_ma_1,0.044212256884079565,0.07517227643175362
har_ma_5 x adj_sumabsret_ewstock_ma_1,0.04419079623341858,0.05477986252033495
adj_sumabsret_ewstock_ma_25 x adj_vix_ma_1,0.044132122578065265,0.04686538246479192
adj_sumabsret_ma_1 x adj_sumret4_ma_25,0.04412191992149789,0.0674748146338569
adj_sumabsret_vwstock_ma_25 x adj_vix_ma_25,0.044108346678717034,0.04787819965391757
adj_sumret4_ma_25 x adj_sumbipow_vwstock_ma_1,0.044036204086592375,0.04713602712569268
har_ma_1 x adj_effspread_vwstock_ma_1,0.04402670381880212,0.0579983018000086
adj_sumret4_ma_25 x adj_sumbipow_ma_1,0.043995457546317736,0.06821489222480148
adj_sumpret2_ma_1 x adj_sumabsret_ewstock_ma_1,0.04389301221202698,0.05754545282311502
har_ma_25 x adj_sumret2_vwstock_ma_1,0.04387844117938064,0.0487244496393789
adj_sumret_ma_25 x adj_sumbipow_ewstock_ma_25,-0.043875587161625075,0.05811015304516656
adj_sumabsret_ma_1 x adj_sumret4_vwstock_ma_1,0.043845604530391,0.050724057866989775
adj_sumautocov_ma_1 x adj_sumvolume_ma_25,0.043809653617280335,0.04779931306538154
adj_sumbipow_ma_25 x adj_sumbipow_vwstock_ma_1,0.043761207343875085,0.04605591851205758
adj_sumret2_vwstock_ma_25 x adj_vix_ma_25,0.04375119439929514,0.04635733051022892
adj_sumvolume_ma_1 x adj_vix3m_ma_25,0.043743462076812,0.0485257746781299
har_ma_25 x adj_sumbipow_ma_1,0.04372791909597337,0.06764704454579623
har_ma_1 x adj_sumret4_vwstock_ma_1,0.04368427383123919,0.05211791973005636
adj_sumret_ma_1 x adj_vix_ma_1,-0.0436168739703267,0.049623633495990055
adj_sumbipow_ma_1 x adj_sumbipow_ma_25,0.04361351964430562,0.06723248358767193
adj_sumret_ma_25 x adj_sumabsret_vwstock_ma_625,-0.04356097905121024,0.04560869293146362
adj_sumabsret_ewstock_ma_1 x adj_vix3m_ma_1,0.04355798483488011,0.0438369435438027
adj_sumabsret_ma_25 x adj_sumret2_vwstock_ma_1,0.04348136302398695,0.04829384136606542
adj_sumret3_ma_25 x adj_sumabsret_vwstock_ma_1,-0.04347741751824974,0.048380542321059185
adj_sumbipow_ma_1 x adj_sumret4_vwstock_ma_1,0.043466658314281176,0.050842226732699
adj_sumbipow_vwstock_ma_1 x adj_vix3m_ma_25,0.04340885471532638,0.042885352709772846
adj_sumabsret_ma_25 x adj_sumbipow_ma_1,0.043372975620463175,0.06624798515562898
adj_sumabsret_ma_1 x adj_sumbipow_ma_25,0.04324442274503018,0.06626007476382126
adj_sumpret2_ma_1 x adj_sumautocov_ma_1,0.0432380411914755,0.04805904673895887
adj_sumabsret_vwstock_ma_1 x adj_sumabsret_vwstock_ma_1,0.0432010749433915,0.051220987879359865
adj_sumautocov_ma_625 x adj_sumvolume_ma_1,0.04319481069063599,0.05232946581130135
har_ma_25 x adj_sumabsret_ma_1,0.04318827507262729,0.0668605485049981
adj_sumret2_vwstock_ma_1 x adj_sumabsret_vwstock_ma_1,0.0431651850127144,0.04816318505205176
adj_sumret_ma_25 x adj_sumbipow_vwstock_ma_625,-0.043151358871129024,0.04625134048151693
adj_sumret_ma_625 x adj_sumret2_vwstock_ma_1,-0.04315120538604232,0.0506281831072452
har_ma_25 x adj_sumbipow_vwstock_ma_1,0.04311232332135042,0.04624851291044889
adj_sumret_ma_25 x adj_sumvolume_ma_625,-0.043087885066907486,0.051654157002587284
har_ma_5 x adj_vix3m_ma_1,0.042935650718635546,0.054952166832772105
adj_sumret_ma_1 x adj_effspread_ewstock_ma_25,-0.04291094918327021,0.04584049926754613
adj_sumvolume_ma_1 x adj_vix_ma_625,0.04290438914071417,0.05515450445355385
adj_sumabsret_vwstock_ma_1 x adj_effspread_vwstock_ma_1,0.042821297563135595,0.04815315868049918
adj_sumret2_ewstock_ma_25 x adj_vix_ma_1,0.042788154051594175,0.044166141440498526
adj_sumabsret_ma_25 x adj_sumbipow_vwstock_ma_1,0.042752027404935264,0.04526221941415678
adj_sumret_ma_625 x adj_sumbipow_ma_25,-0.04258562472201664,0.062241694416531275
adj_sumret_ma_625 x adj_sumvolume_ma_1,-0.042561416771710894,0.05847285713209039
adj_sumret_ma_625 x adj_sumabsret_ewstock_ma_1,-0.042549688753129256,0.050634924365454456
adj_sumbipow_ma_1 x adj_sellturnover_vwstock_ma_1,0.042460382580307855,0.05931255343359011
adj_sumret_ma_25 x adj_turnover_vwstock_ma_1,-0.04245901958584142,0.05194248512919143
adj_sumret2_ewstock_ma_1 x adj_vix_ma_1,0.0423092531464536,0.04120537070660952
