asof,beta_norm
2010-12-12,0.038143675586056726
2011-01-05,0.03824572287606067
2011-01-30,0.0384771805959847
2011-02-23,0.03841078010775971
2011-03-20,0.03799393687539537
2011-04-13,0.03650491067745793
2011-05-08,0.035592481136458604
2011-06-01,0.03762896737364074
2011-06-26,0.037839626983496036
2011-07-20,0.038428432331818016
2011-08-14,0.04399875383704847
2011-09-07,0.0436657162709733
2011-10-02,0.04393677420013432
2011-10-26,0.04471720526818273
2011-11-20,0.04555869818692927
2011-12-14,0.04671494751674788
2012-01-08,0.046292604244660626
2012-02-01,0.04440485839846398
2012-02-26,0.04488556518484143
2012-03-21,0.04434467673906111
2012-04-15,0.043949989651617845
2012-05-09,0.04401839211740139
2012-06-03,0.03799465711113558
2012-06-27,0.0381582180992558
2012-07-22,0.035792538417902836
2012-08-15,0.03597542369653049
2012-09-09,0.03558055296852999
2012-10-03,0.03481892711308965
2012-10-28,0.0333826501533629
2012-11-21,0.03459009117916081
2012-12-16,0.03517937695694513
2013-01-09,0.03501792412597039
2013-02-03,0.03485736369337858
2013-02-27,0.034792736868056645
2013-03-24,0.03396902915250016
2013-04-17,0.03354418893690335
2013-05-12,0.03351884358454143
2013-06-05,0.034207580383834674
2013-06-30,0.03515617408701962
2013-07-24,0.03538041209710281
2013-08-18,0.035589029289579
2013-09-11,0.03439208731743182
2013-10-06,0.03528315822596854
2013-10-30,0.03456546848272572
2013-11-24,0.035989492709689326
2013-12-18,0.036854707730847786
2014-01-12,0.03492176326524
2014-02-05,0.038458587669606324
2014-03-02,0.03950210307400874
2014-03-26,0.03938682547470017
2014-04-20,0.03852595145755595
2014-05-14,0.039945352527647714
2014-06-08,0.0406523872969429
2014-07-02,0.040297438565334125
2014-07-27,0.0394984030347198
2014-08-20,0.04102894392185554
2014-09-14,0.039131162782561256
2014-10-08,0.039872598350999176
2014-11-02,0.041042536585368904
2014-11-26,0.03877113231096162
2014-12-21,0.04132066363112243
2015-01-14,0.04001776567012113
2015-02-08,0.04158902857258317
2015-03-04,0.04173140429791949
2015-03-29,0.04288358506321668
2015-04-22,0.04488508377310848
2015-05-17,0.0455849833676887
2015-06-10,0.04539476004577378
2015-07-05,0.044246728755009034
2015-07-29,0.045378560723718576
2015-08-23,0.04390080264493899
2015-09-16,0.050086540329484064
2015-10-11,0.04654244501651269
2015-11-04,0.04784927384721653
2015-11-29,0.04461182423888204
2015-12-23,0.04647340946700737
2016-01-17,0.04572281339096754
2016-02-10,0.046474440080890016
2016-03-06,0.04621155239880245
2016-03-30,0.04639447483965852
2016-04-24,0.04621700002185192
2016-05-18,0.047107897538595477
2016-06-12,0.0452347713491412
2016-07-06,0.04210050126168439
2016-07-31,0.04196238447749144
2016-08-24,0.04123504753018816
2016-09-18,0.04011732309934992
2016-10-12,0.03969369112650085
2016-11-06,0.03764865468441422
2016-11-30,0.041263105911789534
2016-12-25,0.04154196686616108
2017-01-18,0.04107317812445968
2017-02-12,0.039923534617914154
2017-03-08,0.039709945093732754
2017-04-02,0.04009235274372564
2017-04-26,0.03742397687265924
2017-05-21,0.03694094116164468
2017-06-14,0.037593108674494696
2017-07-09,0.03787456249534079
2017-08-02,0.038190090483543396
2017-08-27,0.038884622959775315
2017-09-20,0.0354645750925057
2017-10-15,0.033949745156788426
2017-11-08,0.03477355633869417
2017-12-03,0.03472292412989284
2017-12-27,0.03497686583954128
2018-01-21,0.035735886301220196
2018-02-14,0.04418145349529984
2018-03-11,0.044075299629590385
2018-04-04,0.046232240373994773
2018-04-29,0.047204790917099615
2018-05-23,0.04804446369975351
2018-06-17,0.049168028749283596
2018-07-11,0.05276442981471829
2018-08-05,0.05604123339340025
2018-08-29,0.056633631322902715
2018-09-23,0.05641533902299319
2018-10-17,0.0634616936683636
2018-11-11,0.06435396502225536
2018-12-05,0.05128871889290688
2018-12-30,0.05546360461597036
2019-01-23,0.057214394354234616
2019-02-17,0.057589597941540054
2019-03-13,0.05651631053539045
2019-04-07,0.055900602128550005
2019-05-01,0.05334350164648595
2019-05-26,0.05430247025700007
2019-06-19,0.05421482004013089
2019-07-14,0.054663718725594876
2019-08-07,0.052810118985959616
2019-09-01,0.053386348939364774
2019-09-25,0.0525161493352468
2019-10-20,0.04711186918154949
2019-11-13,0.04640501153745893
2019-12-08,0.04581345080683391
2020-01-01,0.0470891480619931
2020-01-26,0.04583478695245051
2020-02-19,0.04680855423817994
2020-03-15,0.05212210690670644
2020-04-08,0.05421018459600514
2020-05-03,0.054080880311525185
2020-05-27,0.052699018922067534
2020-06-21,0.0527103741874286
2020-07-15,0.05398808426711848
2020-08-09,0.05275077338552229
2020-09-02,0.05220562724572885
2020-09-27,0.05449281110657735
2020-10-21,0.05368272704507814
2020-11-15,0.05508751649913734
2020-12-09,0.05348208237789484
2021-01-03,0.046670055937696846
2021-01-27,0.04449496804004207
2021-02-21,0.046504782338859366
2021-03-17,0.048839543840389105
2021-04-11,0.04667820132948128
2021-05-05,0.04671377881001745
2021-05-30,0.048345594529614414
2021-06-23,0.049100104909021884
2021-07-18,0.046333527049190804
2021-08-11,0.04621039411300953
2021-09-05,0.04592682865507895
2021-09-29,0.04885956156522722
2021-10-24,0.04988268434640703
2021-11-17,0.049079666313288396
2021-12-12,0.05183211731404757
2022-01-05,0.05032972951321519
2022-01-30,0.053465982957553455
2022-02-23,0.05505708492734075
2022-03-20,0.0535084102571403
2022-04-13,0.05235493044634721
2022-05-08,0.0519354446139506
2022-06-01,0.051116172224992276
2022-06-26,0.051007557129641966
2022-07-20,0.04883943860477371
2022-08-14,0.04858319052636163
2022-09-07,0.048400706660293565
2022-10-02,0.045307815085142825
2022-10-26,0.0479020463112812
2022-11-20,0.04443944083856021
2022-12-14,0.04402443194895923
2023-01-08,0.04209044692491904
2023-02-01,0.04222906451670063
2023-02-26,0.04048196001539759
2023-03-22,0.04359601781830128
2023-04-16,0.04227401832219125
2023-05-10,0.04354522785559257
2023-06-04,0.04313153924296383
2023-06-28,0.04090362807755161
2023-07-23,0.03926118312742394
2023-08-16,0.03912325896625117
2023-09-10,0.03972358285015115
2023-10-04,0.03972431540888939
2023-10-29,0.040753365036535205
2023-11-22,0.04231978627948409
2023-12-17,0.04262439525595222
2024-01-10,0.037451834864712444
2024-02-04,0.03631006455935186
2024-02-28,0.03499067447385382
2024-03-24,0.03450370805425172
2024-04-17,0.03453443427902706
