,T0 sign(rv_hat - iv) | mid,T0 sign(rv_hat - iv) | crossed,T2bh payoff vs touch (rv_hat) | mid,T2bh payoff vs touch (rv_hat) | crossed,T1 sign(tv_hat - iv) | mid,T1 sign(tv_hat - iv) | crossed
2020-04-22,-3.260058641433716,-3.7100582122802734,-3.260058641433716,-3.7100582122802734,-3.260058641433716,-3.7100582122802734
2020-04-24,-8.049999952316284,-8.5,-8.049999952316284,-8.5,-8.049999952316284,-8.5
2020-04-27,-3.929980516433716,-4.22998046875,-3.929980516433716,-4.22998046875,-3.929980516433716,-4.22998046875
2020-04-29,3.564990282058716,3.0899901390075684,3.564990282058716,3.0899901390075684,3.564990282058716,3.0899901390075684
2020-04-30,-9.950000286102295,-10.400000095367432,-9.950000286102295,-10.400000095367432,-9.950000286102295,-10.400000095367432
2020-05-01,-8.449999809265137,-8.900000095367432,-8.449999809265137,-8.900000095367432,-8.449999809265137,-8.900000095367432
2020-05-04,-3.9600095748901367,-4.460009813308716,-3.9600095748901367,-4.460009813308716,-3.9600095748901367,-4.460009813308716
2020-05-06,10.005078077316284,9.630078077316284,10.005078077316284,9.630078077316284,10.005078077316284,9.630078077316284
2020-05-08,1.8749511241912842,1.5499510765075684,1.8749511241912842,1.5499510765075684,1.8749511241912842,1.5499510765075684
2020-05-11,0.43505859375,0.31005859375,0.43505859375,0.31005859375,0.43505859375,0.31005859375
2020-05-13,5.849999904632568,5.299999713897705,5.849999904632568,5.299999713897705,-5.849999904632568,-6.3999998569488525
2020-05-15,4.400048732757568,4.000048637390137,4.400048732757568,4.000048637390137,4.400048732757568,4.000048637390137
2020-05-18,0.7400879859924316,0.49008798599243164,0.0,0.0,-0.7400879859924316,-0.9900877475738525
2020-05-20,-5.5,-5.799999952316284,-5.5,-5.799999952316284,5.5,5.199999809265137
2020-05-22,-0.12495112419128418,-0.449951171875,-0.12495112419128418,-0.449951171875,-0.12495112419128418,-0.449951171875
2020-05-26,8.879980444908142,8.629980564117432,0.0,0.0,-8.879980444908142,-9.129980444908142
2020-05-27,-6.404882907867432,-6.679882764816284,-6.404882907867432,-6.679882764816284,-6.404882907867432,-6.679882764816284
2020-05-29,-3.5399413108825684,-3.989941358566284,-3.5399413108825684,-3.989941358566284,3.5399413108825684,3.0899412631988525
2020-06-01,4.825000047683716,4.599999904632568,4.825000047683716,4.599999904632568,4.825000047683716,4.599999904632568
2020-06-03,2.1451172828674316,1.9201172590255737,-0.0,0.0,2.1451172828674316,1.9201172590255737
2020-06-05,0.6049318313598633,0.27993154525756836,0.6049318313598633,0.27993154525756836,0.6049318313598633,0.27993154525756836
2020-06-08,-8.064892530441284,-8.189892649650574,-8.064892530441284,-8.189892649650574,-8.064892530441284,-8.189892649650574
2020-06-10,-9.360107421875,-9.860107421875,-9.360107421875,-9.860107421875,-9.360107421875,-9.860107421875
2020-06-12,-10.210058689117432,-10.91005802154541,-10.210058689117432,-10.91005802154541,-10.210058689117432,-10.91005802154541
2020-06-15,-3.2599120140075684,-3.8099117279052734,-0.0,0.0,3.2599120140075684,2.709911823272705
2020-06-17,7.3399903774261475,6.889990329742432,-0.0,0.0,7.3399903774261475,6.889990329742432
2020-06-19,2.3399901390075684,1.8399903774261475,2.3399901390075684,1.8399903774261475,2.3399901390075684,1.8399903774261475
2020-06-22,0.3398923873901367,-0.06010746955871582,0.3398923873901367,-0.06010746955871582,0.3398923873901367,-0.06010746955871582
2020-06-24,5.380077838897705,4.930078029632568,5.380077838897705,4.930078029632568,5.380077838897705,4.930078029632568
2020-06-26,10.400048732757568,9.950048923492432,10.400048732757568,9.950048923492432,10.400048732757568,9.950048923492432
2020-06-29,-6.9649903774261475,-7.289990186691284,-6.9649903774261475,-7.289990186691284,-6.9649903774261475,-7.289990186691284
2020-06-30,-2.240039110183716,-2.5900392532348633,-2.240039110183716,-2.5900392532348633,-2.240039110183716,-2.5900392532348633
2020-07-01,1.7101073265075684,1.260107398033142,-0.0,0.0,1.7101073265075684,1.260107398033142
2020-07-02,-4.314990282058716,-4.539990425109863,-4.314990282058716,-4.539990425109863,-4.314990282058716,-4.539990425109863
2020-07-06,0.530029296875,0.280029296875,0.530029296875,0.280029296875,0.530029296875,0.280029296875
2020-07-08,5.5000001192092896,5.349999904632568,5.5000001192092896,5.349999904632568,5.5000001192092896,5.349999904632568
2020-07-10,5.0849609375,4.8599607944488525,5.0849609375,4.8599607944488525,5.0849609375,4.8599607944488525
2020-07-13,12.230029106140137,11.780029296875,12.230029106140137,11.780029296875,-12.230029106140137,-12.680029153823853
2020-07-15,-5.939941644668579,-6.239941358566284,-0.0,0.0,5.939941644668579,5.639941215515137
2020-07-17,-0.49501943588256836,-0.7200194597244263,0.0,0.0,-0.49501943588256836,-0.7200194597244263
2020-07-20,4.174999952316284,4.0,4.174999952316284,4.0,4.174999952316284,4.0
2020-07-22,1.920019507408142,1.6700196266174316,1.920019507408142,1.6700196266174316,1.920019507408142,1.6700196266174316
2020-07-24,2.070117473602295,1.6701171398162842,2.070117473602295,1.6701171398162842,2.070117473602295,1.6701171398162842
2020-07-27,-3.3999998569488525,-3.5999999046325684,-0.0,0.0,-3.3999998569488525,-3.5999999046325684
2020-07-29,-5.200000047683716,-5.450000047683716,-5.200000047683716,-5.450000047683716,-5.200000047683716,-5.450000047683716
2020-07-31,11.270117282867432,11.020117282867432,11.270117282867432,11.020117282867432,11.270117282867432,11.020117282867432
2020-08-03,-3.460107445716858,-3.6601074934005737,-3.460107445716858,-3.6601074934005737,-3.460107445716858,-3.6601074934005737
2020-08-05,-0.5299805402755737,-0.72998046875,-0.5299805402755737,-0.72998046875,-0.5299805402755737,-0.72998046875
2020-08-07,-5.380029201507568,-5.680029392242432,-5.380029201507568,-5.680029392242432,-5.380029201507568,-5.680029392242432
2020-08-10,-3.2050293684005737,-3.3800292015075684,-3.2050293684005737,-3.3800292015075684,3.2050293684005737,3.0300291776657104
2020-08-12,-0.22490239143371582,-0.39990234375,-0.22490239143371582,-0.39990234375,-0.22490239143371582,-0.39990234375
2020-08-14,2.1499022245407104,1.9499024152755737,2.1499022245407104,1.9499024152755737,2.1499022245407104,1.9499024152755737
2020-08-17,2.625,2.5,-0.0,0.0,-2.625,-2.75
2020-08-19,-1.1499024629592896,-1.3499023914337158,-1.1499024629592896,-1.3499023914337158,-1.1499024629592896,-1.3499023914337158
2020-08-21,3.299999952316284,3.149999976158142,-0.0,0.0,3.299999952316284,3.149999976158142
2020-08-24,4.280029296875,4.180029273033142,4.280029296875,4.180029273033142,4.280029296875,4.180029273033142
2020-08-26,4.675000071525574,4.4999998807907104,4.675000071525574,4.4999998807907104,4.675000071525574,4.4999998807907104
2020-08-28,3.9000000953674316,3.700000047683716,3.9000000953674316,3.700000047683716,3.9000000953674316,3.700000047683716
2020-08-31,0.13505864143371582,-0.13994133472442627,0.13505864143371582,-0.13994133472442627,0.13505864143371582,-0.13994133472442627
2020-09-02,4.459912061691284,4.209912061691284,4.459912061691284,4.209912061691284,4.459912061691284,4.209912061691284
2020-09-04,11.740038871765137,11.140038967132568,11.740038871765137,11.140038967132568,-11.740038871765137,-12.340039253234863
2020-09-08,5.859912395477295,5.359912395477295,0.0,0.0,-5.859912395477295,-6.359912395477295
2020-09-09,14.490039110183716,14.0400390625,0.0,0.0,-14.490039110183716,-14.940039157867432
2020-09-11,5.369970321655273,4.869970321655273,-0.0,0.0,5.369970321655273,4.869970321655273
2020-09-14,-5.6000001430511475,-5.849999904632568,-5.6000001430511475,-5.849999904632568,-5.6000001430511475,-5.849999904632568
2020-09-16,0.260009765625,-0.08999037742614746,0.260009765625,-0.08999037742614746,-0.260009765625,-0.6100096702575684
2020-09-18,6.8699705600738525,6.569970607757568,6.8699705600738525,6.569970607757568,6.8699705600738525,6.569970607757568
2020-09-21,-7.510058403015137,-7.860058784484863,-7.510058403015137,-7.860058784484863,-7.510058403015137,-7.860058784484863
2020-09-23,-0.669921875,-1.219921588897705,-0.669921875,-1.219921588897705,0.669921875,0.11992168426513672
2020-09-25,5.559960842132568,5.159960985183716,5.559960842132568,5.159960985183716,5.559960842132568,5.159960985183716
2020-09-28,2.2000975608825684,1.9500975608825684,2.2000975608825684,1.9500975608825684,2.2000975608825684,1.9500975608825684
2020-09-30,2.8500003814697266,2.4000000953674316,-0.0,0.0,2.8500003814697266,2.4000000953674316
2020-10-02,-2.780078411102295,-3.080077886581421,-2.780078411102295,-3.080077886581421,-2.780078411102295,-3.080077886581421
2020-10-05,4.849999904632568,4.700000047683716,4.849999904632568,4.700000047683716,4.849999904632568,4.700000047683716
2020-10-07,4.214941501617432,4.039941310882568,4.214941501617432,4.039941310882568,4.214941501617432,4.039941310882568
2020-10-09,4.0,3.8500001430511475,4.0,3.8500001430511475,4.0,3.8500001430511475
2020-10-12,1.9550292491912842,1.780029296875,0.0,0.0,1.9550292491912842,1.780029296875
2020-10-14,1.180078148841858,0.9300780296325684,0.0,0.0,-1.180078148841858,-1.4300782680511475
2020-10-16,6.864941596984863,6.68994140625,6.864941596984863,6.68994140625,6.864941596984863,6.68994140625
2020-10-19,8.0,7.6000001430511475,8.0,7.6000001430511475,8.0,7.6000001430511475
2020-10-21,-7.339941501617432,-7.589941501617432,-7.339941501617432,-7.589941501617432,-7.339941501617432,-7.589941501617432
2020-10-23,-0.36489248275756836,-0.5898926258087158,-0.36489248275756836,-0.5898926258087158,-0.36489248275756836,-0.5898926258087158
2020-10-26,1.6300294399261475,1.2300293445587158,1.6300294399261475,1.2300293445587158,1.6300294399261475,1.2300293445587158
2020-10-28,-12.869970798492432,-13.369970798492432,-12.869970798492432,-13.369970798492432,-12.869970798492432,-13.369970798492432
2020-10-30,-7.7099609375,-8.159961223602295,-7.7099609375,-8.159961223602295,-7.7099609375,-8.159961223602295
2020-11-02,8.760009765625,8.460009574890137,8.760009765625,8.460009574890137,8.760009765625,8.460009574890137
2020-11-04,-9.889941692352295,-10.339941501617432,-9.889941692352295,-10.339941501617432,9.889941692352295,9.43994140625
2020-11-06,-6.424999952316284,-6.699999809265137,-6.424999952316284,-6.699999809265137,-6.424999952316284,-6.699999809265137
2020-11-09,24.40000009536743,24.0,0.0,0.0,-24.40000009536743,-24.800000190734863
2020-11-11,-1.0599119663238525,-1.2599122524261475,-1.0599119663238525,-1.2599122524261475,-1.0599119663238525,-1.2599122524261475
2020-11-13,5.125097751617432,4.9500977993011475,5.125097751617432,4.9500977993011475,5.125097751617432,4.9500977993011475
2020-11-16,6.384912014007568,6.109911918640137,0.0,0.0,6.384912014007568,6.109911918640137
2020-11-18,16.559961080551147,16.30996084213257,16.559961080551147,16.30996084213257,16.559961080551147,16.30996084213257
2020-11-20,4.640038967132568,4.4400389194488525,4.640038967132568,4.4400389194488525,4.640038967132568,4.4400389194488525
2020-11-23,2.465087890625,2.2400877475738525,2.465087890625,2.2400877475738525,-2.465087890625,-2.6900880336761475
2020-11-25,-3.349902391433716,-3.4999022483825684,-3.349902391433716,-3.4999022483825684,-3.349902391433716,-3.4999022483825684
2020-11-30,0.8701171875,0.6201171875,0.8701171875,0.6201171875,0.8701171875,0.6201171875
2020-12-02,4.125,3.950000047683716,4.125,3.950000047683716,4.125,3.950000047683716
2020-12-04,-0.44511711597442627,-0.6201173067092896,0.0,0.0,0.44511711597442627,0.27011728286743164
2020-12-07,-0.9650390148162842,-1.140039086341858,-0.9650390148162842,-1.140039086341858,-0.9650390148162842,-1.140039086341858
2020-12-09,1.8450682163238525,1.6200683116912842,0.0,0.0,-1.8450682163238525,-2.070068359375
2020-12-11,-4.225000023841858,-4.3500001430511475,-4.225000023841858,-4.3500001430511475,-4.225000023841858,-4.3500001430511475
2020-12-14,7.610009670257568,7.410009860992432,0.0,0.0,-7.610009670257568,-7.810009956359863
2020-12-16,1.1449220180511475,0.919921875,1.1449220180511475,0.919921875,1.1449220180511475,0.919921875
2020-12-18,-5.709911823272705,-6.309912204742432,-5.709911823272705,-6.309912204742432,-5.709911823272705,-6.309912204742432
2020-12-21,6.5,6.299999952316284,6.5,6.299999952316284,6.5,6.299999952316284
2020-12-23,6.714990258216858,6.539990186691284,6.714990258216858,6.539990186691284,6.714990258216858,6.539990186691284
2020-12-28,-2.850000023841858,-2.950000047683716,-2.850000023841858,-2.950000047683716,-2.850000023841858,-2.950000047683716
2020-12-30,-2.225000023841858,-2.3499999046325684,-2.225000023841858,-2.3499999046325684,-2.225000023841858,-2.3499999046325684
2020-12-31,-0.3950684070587158,-0.570068359375,-0.3950684070587158,-0.570068359375,-0.3950684070587158,-0.570068359375
2021-01-04,-2.525097608566284,-2.7500975131988525,-2.525097608566284,-2.7500975131988525,-2.525097608566284,-2.7500975131988525
2021-01-06,-2.7398927211761475,-3.139892578125,-2.7398927211761475,-3.139892578125,-2.7398927211761475,-3.139892578125
2021-01-08,-0.695068359375,-0.9200685024261475,-0.695068359375,-0.9200685024261475,-0.695068359375,-0.9200685024261475
2021-01-11,6.575000286102295,6.349999904632568,6.575000286102295,6.349999904632568,6.575000286102295,6.349999904632568
2021-01-13,5.399999976158142,5.200000047683716,5.399999976158142,5.200000047683716,5.399999976158142,5.200000047683716
2021-01-15,-0.0,-0.25,-0.0,-0.25,-0.0,-0.25
2021-01-19,2.659912109375,2.5099120140075684,2.659912109375,2.5099120140075684,2.659912109375,2.5099120140075684
2021-01-20,0.27509772777557373,0.10009759664535522,0.27509772777557373,0.10009759664535522,0.27509772777557373,0.10009759664535522
2021-01-22,5.630029320716858,5.480029284954071,5.630029320716858,5.480029284954071,5.630029320716858,5.480029284954071
2021-01-25,-5.235107421875,-5.460107326507568,-5.235107421875,-5.460107326507568,-5.235107421875,-5.460107326507568
2021-01-27,13.629980564117432,13.329980373382568,13.629980564117432,13.329980373382568,13.629980564117432,13.329980373382568
2021-01-29,-2.1100101470947266,-2.4600095748901367,-2.1100101470947266,-2.4600095748901367,-2.1100101470947266,-2.4600095748901367
2021-02-01,-4.685107469558716,-5.0101072788238525,-4.685107469558716,-5.0101072788238525,4.685107469558716,4.360107421875
2021-02-03,0.01992189884185791,-0.2300781011581421,0.01992189884185791,-0.2300781011581421,0.01992189884185791,-0.2300781011581421
2021-02-05,2.419921875,2.169921875,2.419921875,2.169921875,2.419921875,2.169921875
2021-02-08,-2.9400877952575684,-3.0400878190994263,-2.9400877952575684,-3.0400878190994263,2.9400877952575684,2.8400880098342896
2021-02-10,5.179882764816284,4.929882764816284,5.179882764816284,4.929882764816284,5.179882764816284,4.929882764816284
2021-02-12,-6.355078101158142,-6.480078101158142,-6.355078101158142,-6.480078101158142,-6.355078101158142,-6.480078101158142
2021-02-16,2.0650880336761475,1.840087890625,2.0650880336761475,1.840087890625,2.0650880336761475,1.840087890625
2021-02-17,2.269921898841858,2.069921851158142,2.269921898841858,2.069921851158142,2.269921898841858,2.069921851158142
2021-02-19,-1.109960913658142,-1.359960913658142,-1.109960913658142,-1.359960913658142,-1.109960913658142,-1.359960913658142
2021-02-22,2.1000001430511475,1.9000000953674316,2.1000001430511475,1.9000000953674316,2.1000001430511475,1.9000000953674316
2021-02-24,-4.2500001192092896,-4.399999976158142,-4.2500001192092896,-4.399999976158142,-4.2500001192092896,-4.399999976158142
2021-02-26,-5.35009765625,-5.650097370147705,-5.35009765625,-5.650097370147705,-5.35009765625,-5.650097370147705
2021-03-01,-2.3700685501098633,-2.570068359375,-2.3700685501098633,-2.570068359375,2.3700685501098633,2.1700682640075684
2021-03-03,-3.980029582977295,-4.380029201507568,-3.980029582977295,-4.380029201507568,-3.980029582977295,-4.380029201507568
2021-03-05,-8.360058307647705,-8.660058498382568,-0.0,0.0,8.360058307647705,8.06005859375
2021-03-08,3.4999022483825684,3.14990234375,3.4999022483825684,3.14990234375,-3.4999022483825684,-3.8499021530151367
2021-03-10,5.985058307647705,5.760058879852295,-0.0,0.0,5.985058307647705,5.760058879852295
2021-03-12,1.5599122047424316,1.409912109375,1.5599122047424316,1.409912109375,1.5599122047424316,1.409912109375
2021-03-15,10.764941334724426,10.639941394329071,10.764941334724426,10.639941394329071,10.764941334724426,10.639941394329071
2021-03-17,7.849999904632568,7.6000001430511475,7.849999904632568,7.6000001430511475,7.849999904632568,7.6000001430511475
2021-03-19,0.10009765625,-0.19990229606628418,0.10009765625,-0.19990229606628418,0.10009765625,-0.19990229606628418
2021-03-22,-0.4849121570587158,-0.6099121570587158,0.0,0.0,0.4849121570587158,0.35991203784942627
2021-03-24,-9.460107564926147,-9.660107374191284,-9.460107564926147,-9.660107374191284,-9.460107564926147,-9.660107374191284
2021-03-26,-24.2900390625,-24.5400390625,0.0,0.0,-24.2900390625,-24.5400390625
2021-03-29,-2.284912109375,-2.459912061691284,-2.284912109375,-2.459912061691284,-2.284912109375,-2.459912061691284
2021-03-31,-5.110107421875,-5.310107469558716,-5.110107421875,-5.310107469558716,-5.110107421875,-5.310107469558716
2021-04-01,-0.47011709213256836,-0.6201173067092896,-0.47011709213256836,-0.6201173067092896,-0.47011709213256836,-0.6201173067092896
2021-04-05,1.940087914466858,1.840087890625,1.940087914466858,1.840087890625,1.940087914466858,1.840087890625
2021-04-07,-0.8249510526657104,-0.9499512910842896,-0.8249510526657104,-0.9499512910842896,-0.8249510526657104,-0.9499512910842896
2021-04-09,-4.0248048305511475,-4.099804639816284,-4.0248048305511475,-4.099804639816284,-4.0248048305511475,-4.099804639816284
2021-04-12,1.009765625,0.8597655296325684,1.009765625,0.8597655296325684,1.009765625,0.8597655296325684
2021-04-14,-0.26015615463256836,-0.41015625,-0.0,0.0,0.26015615463256836,0.11015629768371582
2021-04-16,4.174999952316284,4.049999952316284,4.174999952316284,4.049999952316284,4.174999952316284,4.049999952316284
2021-04-19,1.7652344703674316,1.5902342796325684,1.7652344703674316,1.5902342796325684,1.7652344703674316,1.5902342796325684
2021-04-21,-4.969921827316284,-5.0199220180511475,-4.969921827316284,-5.0199220180511475,-4.969921827316284,-5.0199220180511475
2021-04-23,-0.6800780296325684,-0.7800780534744263,-0.6800780296325684,-0.7800780534744263,-0.6800780296325684,-0.7800780534744263
2021-04-26,3.975000023841858,3.7499999403953552,-0.0,0.0,3.975000023841858,3.7499999403953552
2021-04-28,2.019824266433716,1.8698241710662842,2.019824266433716,1.8698241710662842,-2.019824266433716,-2.1698243618011475
2021-04-30,1.7699217796325684,1.6199219226837158,1.7699217796325684,1.6199219226837158,1.7699217796325684,1.6199219226837158
2021-05-03,0.9601562023162842,0.8101562261581421,0.9601562023162842,0.8101562261581421,0.9601562023162842,0.8101562261581421
2021-05-05,5.9750001430511475,5.75,5.9750001430511475,5.75,5.9750001430511475,5.75
2021-05-07,2.2000977993011475,2.050097703933716,2.2000977993011475,2.050097703933716,2.2000977993011475,2.050097703933716
2021-05-10,-5.9198243618011475,-6.119824171066284,-5.9198243618011475,-6.119824171066284,-5.9198243618011475,-6.119824171066284
2021-05-12,8.590039253234863,8.340039253234863,8.590039253234863,8.340039253234863,8.590039253234863,8.340039253234863
2021-05-14,5.000097751617432,4.800097703933716,5.000097751617432,4.800097703933716,5.000097751617432,4.800097703933716
2021-05-17,1.9599609375,1.8099608421325684,1.9599609375,1.8099608421325684,1.9599609375,1.8099608421325684
2021-05-19,1.6698243618011475,1.31982421875,1.6698243618011475,1.31982421875,1.6698243618011475,1.31982421875
2021-05-21,-3.9901368618011475,-4.14013671875,-3.9901368618011475,-4.14013671875,-3.9901368618011475,-4.14013671875
2021-05-24,-4.725195288658142,-4.850195407867432,-4.725195288658142,-4.850195407867432,4.725195288658142,4.600195288658142
2021-05-26,3.3249999284744263,3.200000047683716,3.3249999284744263,3.200000047683716,-3.3249999284744263,-3.4499999284744263
2021-05-28,3.540136694908142,3.39013671875,3.540136694908142,3.39013671875,3.540136694908142,3.39013671875
2021-06-01,-2.950000047683716,-3.0999999046325684,-0.0,0.0,-2.950000047683716,-3.0999999046325684
2021-06-02,0.8451172113418579,0.7701171636581421,0.8451172113418579,0.7701171636581421,0.8451172113418579,0.7701171636581421
2021-06-04,2.324999988079071,2.1999999284744263,-0.0,0.0,-2.324999988079071,-2.450000047683716
2021-06-07,2.200000047683716,2.049999952316284,2.200000047683716,2.049999952316284,-2.200000047683716,-2.349999964237213
2021-06-09,-2.4248046875,-2.649804711341858,-0.0,0.0,-2.4248046875,-2.649804711341858
2021-06-11,-5.164941430091858,-5.289941370487213,-5.164941430091858,-5.289941370487213,-5.164941430091858,-5.289941370487213
2021-06-14,-8.049902349710464,-8.199902355670929,0.0,0.0,8.049902349710464,7.899902313947678
2021-06-16,1.200195550918579,0.9001953601837158,1.200195550918579,0.9001953601837158,1.200195550918579,0.9001953601837158
2021-06-18,-6.724804878234863,-6.999804735183716,-6.724804878234863,-6.999804735183716,-6.724804878234863,-6.999804735183716
2021-06-21,3.274999976158142,3.1500000953674316,3.274999976158142,3.1500000953674316,3.274999976158142,3.1500000953674316
2021-06-23,-5.710156321525574,-5.910156309604645,-5.710156321525574,-5.910156309604645,-5.710156321525574,-5.910156309604645
2021-06-25,3.149999976158142,3.0,3.149999976158142,3.0,3.149999976158142,3.0
2021-06-28,1.290136694908142,1.1901366710662842,1.290136694908142,1.1901366710662842,1.290136694908142,1.1901366710662842
2021-06-30,3.75,3.600000023841858,3.75,3.600000023841858,3.75,3.600000023841858
2021-07-02,2.274999976158142,2.200000047683716,2.274999976158142,2.200000047683716,2.274999976158142,2.200000047683716
2021-07-06,2.475000023841858,2.350000023841858,2.475000023841858,2.350000023841858,2.475000023841858,2.350000023841858
2021-07-07,-2.474999964237213,-2.600000023841858,-2.474999964237213,-2.600000023841858,2.474999964237213,2.350000023841858
2021-07-09,-2.9250000715255737,-3.100000023841858,-2.9250000715255737,-3.100000023841858,2.9250000715255737,2.75
2021-07-12,-1.8798828125,-1.9798827767372131,-1.8798828125,-1.9798827767372131,-1.8798828125,-1.9798827767372131
2021-07-14,-1.999804675579071,-2.0498046875,-1.999804675579071,-2.0498046875,-1.999804675579071,-2.0498046875
2021-07-16,2.585156202316284,2.41015625,2.585156202316284,2.41015625,2.585156202316284,2.41015625
